answer,predicted_answer,bleu_score
soup,soup,1.0
white,white,1.0
submerged,inside,0.0
peas,peas,1.0
bowl,bowl,1.0
Italian,Italian,1.0
on the right side,right side,0.08144431026514741
vibrant,vibrant,1.0
holding,be,0.0
white,white,1.0
in the center,in this image,0.07249749990681824
yellow-orange,light orange color,0.0
glasses,glasses,1.0
wooden,wooden,1.0
on the rim,on the rim,0.5757197301274735
reddish-yellow,orange-yellow,0.0
margaritas,margaritas,1.0
served,served,1.0
bright,bright,1.0
glasses,glasses,1.0
in the center,centrally in the middle,0.16821895003341453
tea,refreshing,0.0
drinking,no,0.0
peach,peach,1.0
yellow,yellow,1.0
to the right,to the right,0.5757197301274735
peachy-orange,vibrant orange color,0.0
pitcher,pitcher,1.0
red,red,1.0
on the left,on the left,0.5757197301274735
dark,dark,1.0
peanut butter,peanut butter,0.2213885886251307
golden brown,light brown,0.06754436142034707
on the lower right,right,0.049787068367863944
cookie,cookie,1.0
light brown,golden brown,0.06754436142034707
ice cream,yellowish-orange,0.0
smooth,smooth,1.0
near the top,top,0.1353352832366127
yellow,white,0.0
muffins,small pastries,0.0
perfect,moist and fluffy,0.0
white,white,1.0
on the plate,on the plate,0.5757197301274735
red,red,1.0
in the left side,in a white,0.05194672862155564
brown,brown,1.0
pecan,pecan,1.0
white,white,1.0
on top,on top,0.2213885886251307
reddish-brown,light brown,0.0
tan,light golden brown,0.0
overlapping,overlapping,1.0
brown,brown,1.0
on the cracker,cracker,0.1353352832366127
appetizer,savory,0.0
penne,penne,1.0
distributed,separated,0.0
red,red,1.0
cilantro,cilantro,1.0
on top of,on top of,0.5757197301274735
penne,penne,1.0
red-orange,red,0.0
sauteed,sauteed,1.0
peppers,peppers,1.0
green,green,1.0
peppers,peppers,1.0
scattered across,scattered across,0.2213885886251307
glistening,"fresh, green",0.0
white,white,1.0
pesto,pesto,1.0
container,container,1.0
vibrant,vibrant,1.0
textured,textured,1.0
pesto,pesto,1.0
fills,filled with,0.0
white,white,1.0
on top of,in the,0.0
chicken,white,0.0
falling onto,falling onto,0.2213885886251307
green,green,1.0
scattered,decorative,0.0
pickles,green,0.0
glass,glass,1.0
full,full,1.0
yellow,yellowish-green,0.0
sliced,sliced,1.0
yellowish-green,yellowish-green,1.0
pickles,pickled,0.0
on the left side,on the left side,1.0
white,white,1.0
melted,melted,1.0
pie,savory,0.0
tan,golden brown,0.0
silver,silver,1.0
apricot,fruit,0.0
golden-brown,golden brown,0.0
pies,fried dough,0.0
uneven,crispy,0.0
pie,pie,1.0
white,white,1.0
green plate,green plate,0.2213885886251307
yellow,golden brown color,0.0
pierogi,food,0.0
on the plate,on the plate,0.5757197301274735
center,center,1.0
white,white,1.0
pinkish-red,pinkish-red,1.0
on a plate,on a plate,0.5757197301274735
rice,rice,1.0
inside the bowl,ceramic bowl,0.04096772609215166
yellow,white,0.0
scattered,scattered,1.0
rice,rice,1.0
red,"yellow, green",0.0
on the left,lower right,0.0
large,large,1.0
to the lower left,left side,0.02484818193359921
chocolate,chocolate,1.0
brown,dark brown,0.06754436142034707
on the left,on the left,0.5757197301274735
hot,"warm, hot",0.06754436142034707
brown,brown,1.0
on top,on top,0.2213885886251307
bread,bread,1.0
brown,brown,1.0
on the plate,on the left side,0.16821895003341453
crumbs,small,0.0
white,white,1.0
bread,bread,1.0
red,orange,0.0
tan,golden brown,0.0
on a white plate,on a white plate,1.0
arranged,arranged,1.0
pear,pears,0.0
on top of,on top of,0.5757197301274735
silver,silver,1.0
pizza,pizza,1.0
red,red,1.0
beige,white,0.0
on a round,round,0.1353352832366127
golden-brown,golden brown,0.0
on the left,on the left,0.5757197301274735
plum bread,sweet,0.0
white,white,1.0
tan,tan,1.0
cracked,cracked,1.0
on a plate,a plate,0.13427896671164932
polenta,polenta,1.0
yellow,yellow,1.0
green,green,1.0
polenta,creamy corn-based,0.0
in the lower center,the lower,0.08144431026514741
roasted,yellow,0.0
beige,white,0.0
chicken,chicken,1.0
yellow,yellow,1.0
cream,creamy white,0.0
yellow,yellowish-orange,0.0
rice,rice,1.0
brown,brown,1.0
in light yellow,light yellow,0.13427896671164932
interspersed,interspersed,1.0
rice,rice,1.0
red,red,1.0
green,green,1.0
above the rice,top left corner,0.0
pink,pink,1.0
cake,cake,1.0
colorful,colorful,1.0
on a light brown surface,flat surface,0.015071184180845467
brown,brown,1.0
ice pops,ice cream popsicles,0.07249749990681824
white,white,1.0
on a white plate,on a white plate,1.0
blurred,background,0.0
brown,brown,1.0
cookies,cookies,1.0
on a metal baking sheet,baking sheet,0.04939847123496026
shiny,golden brown,0.0
rice,rice,1.0
brown,brown,1.0
stacked on,stacked on,0.2213885886251307
pink,pink,1.0
bowl,bowl,1.0
brown,brown,1.0
almonds,almonds,1.0
jar,glass jar,0.06754436142034707
on the same surface,on the surface,0.16793545727180179
orange,golden color,0.0
on the bottom center,dark-colored,0.0
green,green,1.0
vibrant,deep orange,0.0
sweet potatoes,sweet potatoes,0.2213885886251307
orange,orange,1.0
within the bowl,the bowl,0.13427896671164932
brown,brown,1.0
apples,peeled,0.0
white,white,1.0
yellow,yellowish-orange,0.0
in a bowl,in a bowl,0.5757197301274735
applesauce,applesauce,1.0
blue,blue,1.0
red,red,1.0
on a surface,on a surface,0.5757197301274735
applesauce,applesauce,1.0
golden-brown,golden,0.0
scooped,scoop,0.0
white,white,1.0
in the bowl,in the bowl,0.5757197301274735
golden-amber,"light, yellowish",0.0
jar,jar,1.0
yellow,yellow,1.0
on the table,on the table,0.5757197301274735
white,white,1.0
meat,meat,1.0
carrots,carrots,1.0
fried,fried,1.0
on the plate,on the plate,0.5757197301274735
adjacent,"right, left",0.0
green,green,1.0
artichoke,artichokes,0.0
white,white,1.0
to the right,to the right,0.5757197301274735
green,green,1.0
asparagus,asparagus,1.0
arranged,arranged,1.0
green,green,1.0
asparagus,asparagus,1.0
upwards,"top, left",0.0
on top of,on top of,0.5757197301274735
green,green,1.0
avocado,avocado,1.0
white,white,1.0
on its outer skin,outer skin,0.08144431026514741
scattered,sprinkled,0.0
green,green,1.0
pie,pie,1.0
white,white,1.0
on top,on top,0.2213885886251307
golden-brown,golden brown,0.0
avocado,green vegetables,0.0
green,green,1.0
on a white square plate,on a white square plate,1.0
vary,slight variations,0.0
raspberries,raspberries,1.0
scattered,"small, circular",0.0
red,red,1.0
on the white cloth,white,0.049787068367863944
glistening,"crispy, savory",0.0
bacon,bacon,1.0
dark brown,dark brown,0.2213885886251307
separated by,side by side,0.07249749990681824
bacon,bacon,1.0
oven,oven,1.0
on a wire rack,on a rack,0.16793545727180179
golden-brown,light brown,0.0
bagel bites,small rolls,0.0
blue,right side,0.0
in the bottom half,bottom,0.049787068367863944
broken,blue,0.0
golden-brown,golden brown,0.0
bagels,bagels,1.0
spice,spice,1.0
on a wire rack,cooling rack,0.02484818193359921
pumpernickel,type of bread,0.0
brown,brown,1.0
bagels,bagels,1.0
on a black wire rack,cooling rack,0.015071184180845467
white,light brown,0.0
golden-brown,golden,0.0
melted,melted,1.0
plate,plate,1.0
sesame,sesame,1.0
on the left,on the left,0.5757197301274735
white,white,1.0
cheese,cheese,1.0
sausage,sausage,1.0
brown,golden-brown,0.0
within the cheese,cheese,0.1353352832366127
beige,light brown color,0.0
bananas,bananas,1.0
yellow,green,0.0
to the left of,to the left of,1.0
brown,brown,1.0
chocolate,chocolate,1.0
loaves,loaves,1.0
golden-brown,golden brown,0.0
towards the center,towards the,0.13427896671164932
fries,fries,1.0
brown,brown,1.0
white,white,1.0
on a plate,on a plate,0.5757197301274735
bananas,common,0.0
golden-yellow,yellow,0.0
in coconut milk,in coconut milk,0.5757197301274735
bowl,"round, plastic container",0.0
golden-brown,golden brown,0.0
banana,fruit,0.0
together,together,1.0
tempura,tempura,1.0
irregular,irregular,1.0
yellow,yellow,1.0
banana,banana,1.0
white,white,1.0
on top of,on top of,0.5757197301274735
dark blue,deep blue,0.06754436142034707
golden,dark brown,0.0
bars,rectangular,0.0
white,light brown,0.0
reddish-brown,golden brown,0.0
chicken,chicken,1.0
white,white,1.0
on top of,on top of,0.5757197301274735
green,green,1.0
mix,Common vegetables,0.0
white,white,1.0
dispersed,mixed,0.0
orange,orange,1.0
of beef,of beef,0.2213885886251307
white,white,1.0
chicken,chicken,1.0
brown,green,0.0
green,green,1.0
at the bottom,the bottom,0.13427896671164932
overlapping,compact shape,0.0
Sea Bass,"fish, type of fish",0.0
white,white,1.0
on the left side,other ingredients,0.0
green,green,1.0
yellowish,"pale, light",0.0
scattered,scattered,1.0
sea bass,white fish,0.0
on the rack,above,0.0
green,green,1.0
smooth,smooth,1.0
batter,batter,1.0
brown,dark,0.0
on top,on top,0.2213885886251307
yes,yes,1.0
tangy,tangy,1.0
beef,beef,1.0
tan,light brown,0.0
orange,orange,1.0
shredded,shredded,1.0
meat,pork,0.0
coating,thick,0.0
yellowish,light golden brown,0.0
chicken,chicken,1.0
reddish-brown,reddish-brown,1.0
ribs,ribs,1.0
grill,grill,1.0
unevenly,evenly,0.0
on the top,on the,0.13427896671164932
tasty,tender,0.0
pan,pan,1.0
green,green,1.0
green beans,green beans,0.2213885886251307
in the center,in the center,0.5757197301274735
reddish-brown,red,0.0
orange,orange,1.0
with other ingredients,with other ingredients,0.5757197301274735
plate,plate,1.0
green,green,1.0
beans,beans,1.0
tangled,single line,0.0
yes,no,0.0
in the bottom center,below the,0.02484818193359921
glossy,glossy,1.0
beans,beans,1.0
peppered,dark,0.0
overlapping,overlapping,1.0
throughout the entire image frame,entire image,0.04939847123496026
tan,brown,0.0
bowl,bowl,1.0
fill,visible in the,0.0
brown,brown,1.0
in the broth,in the broth,0.5757197301274735
sliced,sliced,1.0
beef,beef,1.0
brown,brown,1.0
with peppers,with peppers,0.2213885886251307
slow,pinkish,0.0
reddish-brown,reddish-brown,1.0
meat,meat,1.0
in the upper-right portion,upper right portion,0.05194672862155564
brown,brown,1.0
white,white,1.0
at the top,at the top,0.5757197301274735
glasses,glasses,1.0
amber,amber,1.0
surface,surface,1.0
red,red,1.0
beets,beets,1.0
green,green,1.0
yellow,light brown,0.0
cake,cake,1.0
on a clear glass,on a glass,0.16793545727180179
yellow,golden brown,0.0
biscuits,biscuits,1.0
clustered,arranged loosely,0.0
baked,baked,1.0
golden-brown,golden brown,0.0
pale,light beige,0.0
cream,light brown,0.0
on a wire rack,on a similar surface,0.16821895003341453
beige,light golden brown,0.0
biscuits,savory,0.0
orange,golden-brown color,0.0
across the image,surface,0.0
flaky,flaky,1.0
light-colored,"white, red, blue",0.0
blondies,chocolate,0.0
brown,brown,1.0
on top,surface,0.0
drizzle,chocolate drizzle,0.06754436142034707
purple,blue,0.0
blueberries,blueberries,1.0
pink,pinkish-red,0.0
bowl,bowl,1.0
under the bowl,the bowl,0.13427896671164932
golden-brown,light brown,0.0
reddish-brown,dark brown color,0.0
covering,covering,1.0
plate,plate,1.0
yellow,light beige,0.0
in the center,on top of the,0.061033220311973134
green,green,1.0
spinach,spinach,1.0
avocado,avocado,1.0
closer to,close to,0.06754436142034707
tan,brown,0.0
rice,left side,0.0
on the left side,on the left side,1.0
green,green,1.0
reddish-brown,reddish-brown,1.0
brats,"bratwurst, sausages",0.0
green,green,1.0
draped over,on top of,0.0
liquid,white,0.0
walnuts,walnuts,1.0
speckled,moist,0.0
on top,located within,0.0
white,"light, pale yellow",0.0
loaf,loaf,1.0
tan,golden brown,0.0
overlapping,visually appealing,0.0
on the board,on the board,0.5757197301274735
white,white,1.0
golden-brown,golden brown,0.0
stacked,stacked,1.0
beige,golden brown color,0.0
bread,bread,1.0
creamy,light pale,0.0
on a wire rack,cooling rack,0.02484818193359921
bright,white,0.0
orange,yellowish-white,0.0
around the eggs,around the eggs,0.5757197301274735
brown,brown,1.0
beef brisket,braised beef,0.06754436142034707
green,green,1.0
gravy,gravy,1.0
on the plate,on the plate,0.5757197301274735
golden-brown,golden-brown,1.0
within,within,1.0
brown,brown,1.0
beef,beef,1.0
green,green,1.0
on a plate,on a plate,0.5757197301274735
rice,rice,1.0
broccoli,broccoli,1.0
green,green,1.0
red,red,1.0
cooked,cooked,1.0
on a plate,on a plate,0.5757197301274735
broth,broth,1.0
green,green,1.0
within the broth,"bottom, edges",0.0
square,square-shaped,0.0
brown,brown,1.0
on top,on top,0.2213885886251307
green,green,1.0
brown,brown,1.0
shiny,glossy,0.0
pecans,pecans,1.0
brown,brown,1.0
brownies,brownies,1.0
cracked,cracked,1.0
walnuts,walnuts,1.0
on top of,on top of,0.5757197301274735
dark-brown,dark brown,0.0
arranged,arranged,1.0
brownies,brownies,1.0
within the chocolate,within the,0.13427896671164932
white,white,1.0
bruschetta,bruschetta,1.0
red,red,1.0
on the center,on a green,0.07249749990681824
toasted,toasted,1.0
melted,melted,1.0
black,black,1.0
red,red,1.0
on top,on top,0.2213885886251307
reddish-brown,red and brown,0.0
beef,beef,1.0
glistening,finelyed,0.0
on top of,on top of,0.5757197301274735
orange,orange,1.0
one-third,significant portion of the,0.0
burgers,food,0.0
brownish-tan,dark brown,0.0
of the burgers,creamy or rich,0.0
green,dark,0.0
white,white,1.0
melted,melted,1.0
orange,golden-yellow color,0.0
in the dish,in the dish,0.5757197301274735
layers,layers,1.0
vegan,vegan,1.0
burritos,popular type,0.0
tan,light brown,0.0
on top,on a,0.06754436142034707
sweet,spicy to mild,0.0
burritos,burritos,1.0
black,black,1.0
on a black plate,on a black plate,1.0
orange,orange,1.0
white,white,1.0
cupcake,cupcake,1.0
light blue,blue,0.36787944117144233
on top of,on top of,0.5757197301274735
rectangular,rectangular,1.0
cake,cake,1.0
blue,blue,1.0
caramel,flavor,0.0
around the perimeter,around the edges,0.21177974141341938
shredded,shredded,1.0
cabbage,red,0.0
on the top-right,top-right,0.1353352832366127
white,white,1.0
pinkish-red,red,0.0
white,white,1.0
bowl,"container, dish",0.0
breadcrumbs,breadcrumbs,1.0
golden,golden,1.0
shredded,shredded,1.0
green-cabbage,green cabbage,0.0
white,white,1.0
orange,orange,1.0
within the salad,the salad,0.13427896671164932
reddish-orange,orange,0.0
cabbage,cabbage,1.0
yellowish-green,yellowish-green,1.0
beans,beans,1.0
in the center,centrally in the,0.21177974141341938
cabbage,orange,0.0
brown,brown,1.0
on top of the plate,on top of,0.2955843652122688
orange,orange,1.0
Evenly-distributed ,random distribution,0.0
floating in,floating in,0.2213885886251307
red,red,1.0
orange,orange,1.0
light-brown,light golden-brown,0.0
chicken,chicken,1.0
red,red,1.0
on the right side,right side,0.08144431026514741
spaghetti,spaghetti,1.0
reddish-brown,"rich, deep red",0.0
chicken,protein,0.0
light-yellow,light yellow,0.0
in the center,top of the,0.07249749990681824
light,light,1.0
chicken,chicken,1.0
red,red,1.0
cheese,cheese,1.0
golden,golden,1.0
calamari,calamari,1.0
arranging,arranging,1.0
white,white,1.0
on the plate,on the plate,0.5757197301274735
yellow,yellow,1.0
bowl,bowl,1.0
brown,brown,1.0
on top of,on top of,0.5757197301274735
yellow,yellow,1.0
plate,plate,1.0
beef,beef,1.0
brown,brown,1.0
in broth,thick and rich,0.0
yellow,yellow,1.0
chocolate,chocolate,1.0
candy,chocolate-covered,0.0
brown,"chocolate-colored, brown",0.06754436142034707
right of orange ribbon,orange ribbon,0.08144431026514741
brown,brown,1.0
sugar,sugar,1.0
white,white,1.0
to the left,to the left,0.5757197301274735
brownish-red,dark brown color,0.0
meat,food,0.0
dark brown,dark brown,0.2213885886251307
charred,"dark, caramelized",0.0
vegetables,vegetables,1.0
hard,hard,1.0
candy,candied,0.0
orange,orange,1.0
coated,coated,1.0
throughout,light-colored,0.0
green,green,1.0
candy,sweetened,0.0
reddish-brown,reddish-brown,1.0
center,center,1.0
on the plate,on the plate,0.5757197301274735
red,red,1.0
poured,poured,1.0
candy,red color,0.0
translucent,translucent,1.0
on a piece,a piece,0.13427896671164932
yellow,yellow,1.0
center of the image,image,0.049787068367863944
fluffy and toasted,"golden brown, crispy",0.0
meringue,meringc,0.0
silver,golden brown,0.0
light-green,light green,0.0
pasta,pasta,1.0
black,black,1.0
in a creamy sauce,in a creamy sauce,1.0
silver,silver,1.0
brown,brown,1.0
meat,meat,1.0
bubbling,bubbling,1.0
yellow-brown,light brown,0.0
orange,orange,1.0
carrots,carrots,1.0
white,white,1.0
orange,orange,1.0
carrots,carrots,1.0
glistening,browned,0.0
in the center,around the edges,0.07249749990681824
green,green,1.0
yellowish,"orange, yellow",0.0
rice,rice,1.0
orange,light brown,0.0
green,green,1.0
cashews,golden-brown,0.0
tan,light brown,0.0
Piled randomly,randomly,0.36787944117144233
on a purple surface,on a surface,0.16793545727180179
triangular,triangular,1.0
casserole,similar baked dish,0.0
green,green,1.0
with cheese,shredded cheese,0.06754436142034707
egg,yellow,0.0
beige,light golden-brown,0.0
catfish,white fish,0.0
reddish-orange,deep red,0.0
in the upper-center,center of the,0.07249749990681824
fried,dark brown,0.0
golden-brown,golden-brown,1.0
catfish,difficult to definitively identify,0.0
center,visible in the image,0.0
green,green,1.0
on the foreground,on the,0.13427896671164932
fills,filling,0.0
cauliflower,cauliflower,1.0
blue,blue,1.0
yellow,yellow,1.0
creamy,creamy,1.0
mac-n-cheese,cheese,0.0
white,white,1.0
orange-yellow,yellow in color,0.0
off-white,white,0.0
cauliflower,cauliflower,1.0
green,green,1.0
broccoli,vegetables,0.0
broccoli,green vegetables,0.0
glass jars,glass jars,0.2213885886251307
white,white,1.0
orange,orange,1.0
on the countertop,on a countertop,0.08621454270909737
golden-brown,golden brown,0.0
bread,bread,1.0
on the cutting board,on the cutting board,1.0
yellow,golden brown,0.0
dark green,green,0.36787944117144233
chard,leafy green,0.0
garlic,garlic,1.0
white,white,1.0
in a bowl,in a bowl,0.5757197301274735
rainbow,rainbow,1.0
chard,chard,1.0
green,green,1.0
in a bowl,bowl,0.1353352832366127
vegetables,"vibrant, green",0.0
cheeseburger,cheeseburger,1.0
yellow,yellow,1.0
golden-brown,light brown,0.0
pickle,pickle,1.0
on a white plate,on a white plate,1.0
tan,light brown,0.0
burger,main item,0.0
orange,golden brown color,0.0
located to the left,located on the left,0.18616487055295167
beige,beige,1.0
filling,smooth,0.0
right side of the image,purple placemat,0.0
silver,dark gray,0.0
golden-brown,light brown,0.0
cheesecake,cheesecake,1.0
white,white,1.0
sprinkled,sprinkled,1.0
white,light golden brown,0.0
cheesecake,cheesecake,1.0
blue,blue,1.0
on the plate,dish is set on,0.061033220311973134
syrup,caramel sauce,0.0
red,red,1.0
jar,glass jars,0.0
on top of,on top of,0.5757197301274735
dark-brown,chocolate-colored,0.0
cheesecake,cake,0.0
glaze,smooth glossy,0.0
strawberries,strawberry,0.0
on top of,on top of,0.5757197301274735
creamy,creamy,1.0
cherries,red,0.0
fills,filling,0.0
purple,dark red,0.0
throughout the bowl,throughout the,0.13427896671164932
red,bright orange,0.0
cherries,cherries,1.0
brown,brown,1.0
on the left,no indication of,0.0
orange,orange,1.0
browned,brown,0.0
chicken,chicken,1.0
on top of the plate,on top of plate,0.3610854011224141
parsley,parsley,1.0
golden,golden,1.0
brown,brown,1.0
reddish-brown sauce,reddish-brown sauce,0.2213885886251307
on and around the chicken,covering the chicken,0.10873134470594509
yellow,yellowish-orange,0.0
red,red,1.0
sprinkled on top,sprinkled on top,0.5757197301274735
fork,fork,1.0
crispy,crispy,1.0
large,standard-sized,0.0
chili,chili,1.0
red,red,1.0
in a pot,in a pot,0.5757197301274735
sausage,meat,0.0
green,green,1.0
bowl,bowl,1.0
in the bowl,in a bowl,0.08621454270909737
green,pink,0.0
dip in,green,0.0
scattered,scattered,1.0
chips,crispy,0.0
green,green,1.0
golden-yellow,yellow,0.0
towards the central region,top and bottom,0.0
swirled,marbled,0.0
tan,"brown, white",0.0
many,distinct,0.0
rectangular,square,0.0
in clear plastic,in clear plastic,0.5757197301274735
dessert,dessert,1.0
clear,fresh,0.0
raspberries,raspberries,1.0
scattered,scattered,1.0
on a metallic surface,on the surface,0.06177541927786947
chocolate,chocolate,1.0
brown,golden yellow,0.0
golden-brown,white,0.0
on top of,on top of,0.5757197301274735
creamy,dark,0.0
cake,chocolate cake,0.06754436142034707
brown,brown,1.0
on top,on top,0.2213885886251307
chocolate,chocolate,1.0
drizzled,drizzled,1.0
brown,brown,1.0
ice cream,ice cream,0.2213885886251307
white,white,1.0
at the bottom,at the bottom,0.5757197301274735
yellow,creamy white,0.0
bowl,bowl,1.0
dispersed,evenly spread,0.0
carrots,carrots,1.0
on the surface,on top of,0.07249749990681824
corn,corn,1.0
brown,brown,1.0
yellow,yellow,1.0
across the surface,on top of,0.0
red,red,1.0
bowl,bowl,1.0
center of the bowl,white bowl,0.02484818193359921
fills,fills,1.0
pulpy,chunky,0.0
jar,glass jar,0.06754436142034707
brownish-yellow,dark green,0.0
with the chutney,with the chutney,0.5757197301274735
label,label,1.0
red,red,1.0
apple,apples,0.0
slices,slices,1.0
green,green,1.0
in a clear liquid,clear liquid,0.08144431026514741
white,white,1.0
bowl,bowl,1.0
brown,brown,1.0
in the center,inside the,0.04096772609215166
off-white,white,0.0
chowder,chowder,1.0
sits on,on a plate,0.07249749990681824
circle,creamy,0.0
herbs,parsley,0.0
white,white,1.0
clams,clams,1.0
brown,brown,1.0
in a bowl,in a,0.13427896671164932
green,green,1.0
golden-brown,golden-brown,1.0
pumpkin,pumpkin,1.0
white,white,1.0
on the plate,on the plate,0.5757197301274735
crumbly,crumbly,1.0
golden-brown,golden brown,0.0
cobbler,cobbler,1.0
yellow,yellow,1.0
with variations,variations,0.36787944117144233
baking,baked desserts,0.0
homemade,homemade,1.0
jars,jars,1.0
yes,yes,1.0
vegetable,natural,0.0
yes,No,0.0
Cocktail,cocktail,0.0
float,floating,0.0
clear,clear,1.0
glass,glass,1.0
in a slight curve,in the liquid,0.05194672862155564
clear,clear,1.0
glass,glass,1.0
white,white,1.0
yellow,yellowish,0.0
on top of,on top of,0.5757197301274735
turquoise-blue,blue,0.0
jar,jar,1.0
red,blue,0.0
on the rim,on top of,0.07249749990681824
shark,shark,1.0
garnished,decorative,0.0
orange,orange,1.0
yellow-orange,bright orange,0.0
Monkey Gland,orange,0.0
on the surface,on top of the,0.07258113984652705
yes,yes,1.0
cocoa,cocoa,1.0
no,no,1.0
yes,no words found,0.0
on the upper left,on the upper left,1.0
spiced,spicy,0.0
chocolate-brown,light brown,0.0
two,three,0.0
on top of,top,0.1353352832366127
golden-brown,golden-brown,1.0
cod,common types of fish,0.0
resting,simple,0.0
on top of,on top of,0.5757197301274735
glass,glass,1.0
green,green,1.0
green,green,1.0
on the rim,on the rim,0.5757197301274735
vibrant red,vibrant red,0.2213885886251307
light,light,1.0
mug,mug,1.0
red,red,1.0
across a light brown surface,brown surface,0.04939847123496026
coffe beans,coffee beans,0.06754436142034707
clear,clear,1.0
coffee,coffee,1.0
brown,brown,1.0
straw,small,0.0
white,white,1.0
coffee,coffee,1.0
glass,glass,1.0
whipped cream,whipped cream,0.2213885886251307
on the rim,on the rim,0.5757197301274735
at the center,lower part,0.0
sausages,sausage,0.0
brown with a slight char,brown,0.01831563888873418
white,white,1.0
filling,traditional,0.0
white,white,1.0
bowl,bowl,1.0
green,green,1.0
pink,pinkish-brown,0.0
multicolored,colors,0.0
creamy,creamy,1.0
coleslaw,coleslaw,1.0
orange,orange,1.0
in the left,in the left,0.5757197301274735
onion,purple,0.0
green,green,1.0
bowl,bowl,1.0
orange,orange,1.0
creamy,creamy,1.0
in a glass bowl,glass bowl,0.08144431026514741
red-purple,rich red color,0.0
in the bowl,in the bowl,0.5757197301274735
wooden board,wooden board,0.2213885886251307
Cutting and serving,Cutting and serving,0.5757197301274735
to the right of,right of,0.08144431026514741
yes,difficult to determine,0.0
cookie,savory,0.0
brown,brown,1.0
on the pan,on the,0.13427896671164932
clear,clear,1.0
jar,jar,1.0
brown,brown,1.0
with red ribbon,red ribbon,0.13427896671164932
bright,"yellow, blue",0.0
on the colorful surface,colorful surface,0.08144431026514741
orange juice,beverages,0.0
into the cooler,into the,0.13427896671164932
yellow,yellow,1.0
yes,not possible to determine,0.0
across the majority of,the,0.049787068367863944
melted and browned cheese,cheese,0.049787068367863944
brownish-orange,golden-brown,0.0
light,light,1.0
golden-brown,golden brown,0.0
glass,"smooth, glossy",0.0
on the top-left,in the background,0.07249749990681824
yellow,yellow,1.0
corn,corn,1.0
mixed,other,0.0
red,red,1.0
brown,brown,1.0
beans,beans,1.0
red,red,1.0
on the right,on the right,0.5757197301274735
white,white,1.0
scattered,scattered,1.0
yellow,yellow,1.0
in a bowl,in the bowl,0.08621454270909737
in a bowl,in the bowl,0.08621454270909737
golden-yellow,golden,0.0
cornbread,cornbread,1.0
black,black,1.0
coarse,moist and dense,0.0
golden,golden,1.0
cornbread,freshly prepared,0.0
white,white,1.0
on a plate,on the plate,0.08621454270909737
cornbread,cornbread,1.0
cornbread,cornbread,1.0
green,green,1.0
on the top-left,to the left,0.07249749990681824
cottage cheese,cottage cheese,0.2213885886251307
white,white,1.0
yellow,yellow,1.0
around the cottage cheese,the cottage cheese,0.41252121275142684
chicken,chicken,1.0
on the pan,in a pan,0.07249749990681824
spinach,spinach,1.0
white,white,1.0
in the foreground,on top of,0.0
yellow,yellow,1.0
couscous,couscous,1.0
white,white,1.0
green,green,1.0
on top of,on top of,0.5757197301274735
tan,light yellow,0.0
filling,specific,0.0
couscous,short-grain,0.0
white,white,1.0
creamy,creamy,1.0
tan,"yellow, beige",0.0
couscous,couscous,1.0
red,red,1.0
green,green,1.0
within the pot,in the,0.04096772609215166
bowl,bowl,1.0
white,light brown color,0.0
beige,light brown,0.0
small and round,"circular, oval",0.0
in a white bowl,in a white bowl,1.0
yellowish-orange,yellowish-white,0.0
green,green,1.0
across the top,on top,0.04096772609215166
spoon,spoon,1.0
crab cakes,creamy,0.0
golden,golden,1.0
green,green,1.0
reddish-orange,reddish-brown color,0.0
crab,crab,1.0
clustered,scattered around,0.0
sausages,"meat, vegetables",0.0
red,red,1.0
pie,pie,1.0
tan,tan,1.0
golden,golden,1.0
towards the left,towards the left,0.5757197301274735
cranberry,red,0.0
chicken,chicken,1.0
light blue,light blue,0.2213885886251307
golden brown,golden brown,0.2213885886251307
on a plate,on a plate,0.5757197301274735
fills,filling,0.0
bowl,bowl,1.0
thick,chunky,0.0
light brown and red,brown and dark brown,0.16821895003341453
in the center,in the,0.13427896671164932
crawfish,seafood,0.0
green,green,1.0
within a white bowl,white bowl,0.08144431026514741
beige,"white, red",0.0
piled,scattered,0.0
crawfish,seafood,0.0
red,red,1.0
on top of,on top of,0.5757197301274735
light,"creamy, smooth, soft",0.0
walnuts,walnuts,1.0
beige,creamy white,0.0
on top,next to,0.0
bowl,bowl,1.0
soft,creamy,0.0
cream,creamy,0.0
off-white,white,0.0
fills,sweet flavor,0.0
on top,on top,0.2213885886251307
white,white,1.0
blueberries,blueberries,1.0
brown,brown,1.0
blueberries,blueberries,1.0
on the plate,on the,0.13427896671164932
golden brown,golden-brown,0.0
crepe,crepe,1.0
darker,golden-brown,0.0
in the center,flat,0.0
purple,purple,1.0
rolls,pastries,0.0
golden brown ,golden brown,0.2213885886251307
flaky dough,golden brown,0.0
on the lower right,on the right,0.16793545727180179
golden-yellow,yellow,0.0
overlap,overlapping,0.0
cheese,golden-yellow,0.0
lacy,"light, crispy",0.0
on the upper-left,on the left,0.21177974141341938
white,light brown,0.0
brown,brown,1.0
on a white plate,on a white plate,1.0
the crisp in the front,the crisp,0.04939847123496026
green,green,1.0
cones,cones,1.0
golden-brown,golden-brown,1.0
lies,upright,0.0
brown,brown,1.0
croquettes,croquettes,1.0
dark,brown in color,0.0
on a plate,on a plate,0.5757197301274735
arranged,circular,0.0
yummylicious,"nice, crispy",0.0
croquettes,croquettes,1.0
golden,golden,1.0
