Image,Question,Answer,Predict,EM,Precision,Recall,F1
6092f585b9a1ca9,What is the size of the red tomatoes in the dish,diced,small to medium,0.0,0.0,0.0,0.0
6fd53226d02f234,What color is the bright cheese on top of the pasta,orange,orange,1.0,1.0,1.0,1.0
6fd53226d02f234,What type of food is the main component of the dish,pasta,pasta,1.0,1.0,1.0,1.0
6fd53226d02f234,What is the state of the white cheese on top of the pasta,melted,melted,1.0,1.0,1.0,1.0
6fd53226d02f234,What color is the base layer of the pasta,brownish-tan,golden orange color,0.0,0.0,0.0,0.0
7f8b5fc69d20db3,What color is the pasta in the image,beige,beige,1.0,1.0,1.0,1.0
7f8b5fc69d20db3,What type of pasta is in the image,pasta,pasta,1.0,1.0,1.0,1.0
7f8b5fc69d20db3,What seafood is included in the dish,shrimp,shrimp,1.0,1.0,1.0,1.0
7f8b5fc69d20db3,What color are the asparagus spears in the image,green,green,1.0,1.0,1.0,1.0
7f8b5fc69d20db3,Where are the capers mostly located in the image,over the shrimp,over the shrimp,1.0,1.0,1.0,1.0
c16a6bf8525f695,How are the diced chicken pieces distributed in the dish,scattered,scattered,1.0,1.0,1.0,1.0
c16a6bf8525f695,What is the base of the dish made of,pasta,pasta,1.0,1.0,1.0,1.0
c16a6bf8525f695,What color is the pasta in the dish,yellow,yellow,1.0,1.0,1.0,1.0
c16a6bf8525f695,Where is the shredded cheese placed in the dish,on top,on top,1.0,1.0,1.0,1.0
be20945d4d2f1af,What is the main component of the dish,dish,dish,1.0,1.0,1.0,1.0
be20945d4d2f1af,What color are the tomatoes,red,red,1.0,1.0,1.0,1.0
be20945d4d2f1af,How are the tomatoes arranged in the dish,scattered,scattered,1.0,1.0,1.0,1.0
0828e13422d34d9,What vegetable is included in the pasta,eggplant,vegetables,0.0,0.0,0.0,0.0
0828e13422d34d9,What color are the pasta tubes,golden-yellow,yellowish-brown,0.0,0.0,0.0,0.0
0828e13422d34d9,Where is the larger portion of pasta served,bowls,bowls,1.0,1.0,1.0,1.0
0828e13422d34d9,What color is the handle of the fork,with a brown wooden handle,brown handle,0.0,1.0,0.4,0.5714285714285715
0828e13422d34d9,What color is the parmesan cheese on top,white,white,1.0,1.0,1.0,1.0
b56fe91729ed59b,What color is the lemon curd,yellow,yellow,1.0,1.0,1.0,1.0
b56fe91729ed59b,What fruit is on top of the lemon curd,blueberries,blueberries,1.0,1.0,1.0,1.0
b56fe91729ed59b,Where are the blueberries located,nestled among,center,0.0,0.0,0.0,0.0
b56fe91729ed59b,What dessert is being described,pavlova,pavlova,1.0,1.0,1.0,1.0
97f31ab9cff2ce8,What is the color of the split pea soup,greenish-yellow,yellow,0.0,0.0,0.0,0.0
97f31ab9cff2ce8,What type of dish is the greenish-yellow mixture,soup,soup,1.0,1.0,1.0,1.0
97f31ab9cff2ce8,What is the color of the bowls containing the soup,white,white,1.0,1.0,1.0,1.0
97f31ab9cff2ce8,Where is the silver spoon in relation to the soup,submerged,in the soup,0.0,0.0,0.0,0.0
080a08688d3f0e9,What type of food is in the bowl,peas,green peas,0.0,0.5,1.0,0.6666666666666666
080a08688d3f0e9,Where are the peas located,bowl,bowl,1.0,1.0,1.0,1.0
080a08688d3f0e9,What cuisine do the peas belong to,Italian,European or American cuisine,0.0,0.0,0.0,0.0
080a08688d3f0e9,Where are the peas positioned in the frame,on the right side,right side,0.0,1.0,0.5,0.6666666666666666
bf93c4762564a50,How would you describe the color of the peaches,vibrant,vibrant,1.0,1.0,1.0,1.0
bf93c4762564a50,What is the spoon doing with the peach slices,holding,being used to scoop,0.0,0.0,0.0,0.0
bf93c4762564a50,What color is the skillet,white,"light, black",0.0,0.0,0.0,0.0
bf93c4762564a50,Where is the skillet located in the image,in the center,in the,0.0,1.0,0.6666666666666666,0.8
af12c2c429e30b2,What color is the liquid in the glasses,yellow-orange,yellow-orange,1.0,1.0,1.0,1.0
af12c2c429e30b2,What type of container holds the Peach Bellinis,glasses,glasses,1.0,1.0,1.0,1.0
af12c2c429e30b2,What material is the board that the glasses are placed on,wooden,wooden,1.0,1.0,1.0,1.0
af12c2c429e30b2,Where are the peach slices placed on the glasses,on the rim,on the rim,1.0,1.0,1.0,1.0
af12c2c429e30b2,What color are the peach slices on the rim of the glasses,reddish-yellow,"yellow, reddish-pink",0.0,0.0,0.0,0.0
c37969d9f8d91ec,What type of drink is featured in the image,margaritas,margarita,0.0,0.0,0.0,0.0
c37969d9f8d91ec,How are the Peach Margaritas presented,served,serving,0.0,0.0,0.0,0.0
c37969d9f8d91ec,How would you describe the color of the margaritas,bright,bright,1.0,1.0,1.0,1.0
c37969d9f8d91ec,What are the drinks served in,glasses,glasses,1.0,1.0,1.0,1.0
c37969d9f8d91ec,Where are the margaritas positioned in the frame,in the center,in the,0.0,1.0,0.6666666666666666,0.8
1f020898833f361,What type of beverage is shown in the image,tea,beverages,0.0,0.0,0.0,0.0
1f020898833f361,What is the person in the image doing with the peach tea,drinking,enjoying a refreshing,0.0,0.0,0.0,0.0
1f020898833f361,What flavor is the tea in the image,peach,peach,1.0,1.0,1.0,1.0
1f020898833f361,What color are the straws in the glasses,yellow,yellow,1.0,1.0,1.0,1.0
1f020898833f361,Where is the second glass of peach tea positioned,to the right,behind the first,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
e58d9abdaf831a2,What color is the liquid in the pitcher,peachy-orange,reddish-orange color,0.0,0.0,0.0,0.0
e58d9abdaf831a2,What is the sangria served in on the left,pitcher,pitcher,1.0,1.0,1.0,1.0
e58d9abdaf831a2,What color are the strawberries in the sangria,red,red,1.0,1.0,1.0,1.0
e58d9abdaf831a2,Where is the glass pitcher positioned,on the left,on the left,1.0,1.0,1.0,1.0
2987d882d66a7e8,What color is the peanut butter in the cookie on the left,dark,brown,0.0,0.0,0.0,0.0
2987d882d66a7e8,What type of butter is used in the cookies,peanut butter,peanut butter,1.0,1.0,1.0,1.0
2987d882d66a7e8,What color is the cookie part of the Peanut Butter Temptations II,golden brown,golden brown,1.0,1.0,1.0,1.0
2987d882d66a7e8,Where is the cookie with light brown peanut butter located,on the lower right,lower right,0.0,1.0,0.5,0.6666666666666666
2987d882d66a7e8,What type of dessert is shown in the image,cookie,type of dessert,0.0,0.0,0.0,0.0
a2f7338a23dae10,What color is the peanut butter ice cream topping,light brown,brown,0.0,1.0,0.5,0.6666666666666666
a2f7338a23dae10,What type of food is the topping made of,ice cream,sweet,0.0,0.0,0.0,0.0
a2f7338a23dae10,What is the consistency of the peanut butter ice cream topping,smooth,smooth,1.0,1.0,1.0,1.0
a2f7338a23dae10,Where is the reflective surface particularly noticeable,near the top,top,0.0,1.0,0.3333333333333333,0.5
d52439fae098204,What color is the plate,yellow,white,0.0,0.0,0.0,0.0
d52439fae098204,What type of food is shown in the image,muffins,muffins,1.0,1.0,1.0,1.0
d52439fae098204,How would you describe the appearance of the muffins,perfect,warm and inviting,0.0,0.0,0.0,0.0
d52439fae098204,What color are the paper liners of the muffins,white,white,1.0,1.0,1.0,1.0
d52439fae098204,Where are most of the muffins placed,on the plate,on the plate,1.0,1.0,1.0,1.0
3b04aeb0107acac,What color are the pears,red,red,1.0,1.0,1.0,1.0
3b04aeb0107acac,Where are the pears located in the image,in the left side,in the left side,1.0,1.0,1.0,1.0
b076ebd5863251a,What color is the pecan filling,brown,brown,1.0,1.0,1.0,1.0
b076ebd5863251a,What type of nuts are used in the pie,pecan,pecans,0.0,0.0,0.0,0.0
b076ebd5863251a,What color is the whipped cream on one of the pies,white,white,1.0,1.0,1.0,1.0
b076ebd5863251a,Where is the pecan filling located,on top,on top,1.0,1.0,1.0,1.0
b076ebd5863251a,What color are the scattered pecans,reddish-brown,brown,0.0,0.0,0.0,0.0
3718baab129db6e,What color are the crackers,tan,light yellow,0.0,0.0,0.0,0.0
3718baab129db6e,How are the two crackers in the foreground positioned,overlapping,top one,0.0,0.0,0.0,0.0
3718baab129db6e,What color are the specks on the crackers,brown,brown,1.0,1.0,1.0,1.0
3718baab129db6e,Where is the pecan pepper appetizer located,on the cracker,on the cracker,1.0,1.0,1.0,1.0
3718baab129db6e,What type of dish is the pecan pepper mixture,appetizer,topping for crackers,0.0,0.0,0.0,0.0
e57b2feba7c0dd2,What type of pasta is in the bowl,penne,penne,1.0,1.0,1.0,1.0
e57b2feba7c0dd2,How is the penne pasta arranged in the bowl,distributed,circular,0.0,0.0,0.0,0.0
e57b2feba7c0dd2,What color is the mango chile sauce,red,no color,0.0,0.0,0.0,0.0
e57b2feba7c0dd2,What herb is scattered on top of the pasta,cilantro,parsley,0.0,0.0,0.0,0.0
e57b2feba7c0dd2,Where is the cilantro placed,on top of,on top of,1.0,1.0,1.0,1.0
3f3ebc236374bd6,What type of pasta is visible in the image,penne,penne,1.0,1.0,1.0,1.0
3f3ebc236374bd6,What color are the peppers in the dish,red-orange,Red,0.0,0.0,0.0,0.0
3f3ebc236374bd6,How are the peppers prepared in the dish,sauteed,sauteed,1.0,1.0,1.0,1.0
3f3ebc236374bd6,What is distributed throughout the dish alongside the penne,peppers,vegetables,0.0,0.0,0.0,0.0
176aa7a0d1fac3f,What color are the Padron peppers,green,green,1.0,1.0,1.0,1.0
176aa7a0d1fac3f,What type of vegetable is shown in the image,peppers,peppers,1.0,1.0,1.0,1.0
176aa7a0d1fac3f,Where are the peppers scattered across,scattered across,scattered across,1.0,1.0,1.0,1.0
176aa7a0d1fac3f,How do the peppers appear on the plate,glistening,dark green,0.0,0.0,0.0,0.0
c19a3ea29eeebad,What color is the container,white,white,1.0,1.0,1.0,1.0
c19a3ea29eeebad,What type of sauce is in the container,pesto,pesto,1.0,1.0,1.0,1.0
c19a3ea29eeebad,What is the chive pesto stored in,container,container,1.0,1.0,1.0,1.0
c19a3ea29eeebad,How would you describe the green color of the pesto,vibrant,vibrant,1.0,1.0,1.0,1.0
e83d92fa9726ea1,How does the walnut pesto appear in terms of texture,textured,coarse,0.0,0.0,0.0,0.0
e83d92fa9726ea1,What type of sauce is primarily green and textured,pesto,green sauce,0.0,0.0,0.0,0.0
e83d92fa9726ea1,What does the walnut pesto fill in the image,fills,filled,0.0,0.0,0.0,0.0
e83d92fa9726ea1,What color is the ceramic bowl,white,white,1.0,1.0,1.0,1.0
e83d92fa9726ea1,Where are the fresh basil leaves placed,on top of,on top of,1.0,1.0,1.0,1.0
ac6d8e898685baa,What is the main protein in the dish,chicken,chicken,1.0,1.0,1.0,1.0
ac6d8e898685baa,Where are some of the capers falling,falling onto,falling,0.0,1.0,0.5,0.6666666666666666
ac6d8e898685baa,What color are the capers,green,green,1.0,1.0,1.0,1.0
ac6d8e898685baa,How are the chicken pieces arranged in the image,scattered,visually appealing manner,0.0,0.0,0.0,0.0
7f4a3652f38c3ca,What is the main ingredient in the jar,pickles,yellow,0.0,0.0,0.0,0.0
7f4a3652f38c3ca,What material is the jar made of,glass,glass,1.0,1.0,1.0,1.0
7f4a3652f38c3ca,Is the jar full or empty,full,full,1.0,1.0,1.0,1.0
7f4a3652f38c3ca,What color are some of the zucchini slices,yellow,yellow,1.0,1.0,1.0,1.0
7f4a3652f38c3ca,How are the zucchini pickles cut,sliced,sliced,1.0,1.0,1.0,1.0
23c54d8ee77e341,What color are the candied dill pickles,yellowish-green,yellow,0.0,0.0,0.0,0.0
23c54d8ee77e341,What type of pickles are shown in the image,pickles,pickles,1.0,1.0,1.0,1.0
23c54d8ee77e341,Where is the jar filled with pickles located,on the left side,left,0.0,1.0,0.25,0.4
23c54d8ee77e341,What color is the bowl on the right side,white,white,1.0,1.0,1.0,1.0
f631b6ffa9f8e44,What is the state of the cheese layer on top of the pie,melted,melted,1.0,1.0,1.0,1.0
f631b6ffa9f8e44,What type of food is primarily located on the right side of the image,pie,pie,1.0,1.0,1.0,1.0
f631b6ffa9f8e44,What color is the crust of the pie,tan,tan,1.0,1.0,1.0,1.0
f631b6ffa9f8e44,What color is the baking tin the pie is sitting in,silver,silver,1.0,1.0,1.0,1.0
d1323e9519e7ce3,What type of fruit is used in the pies,apricot,type of fruit,0.0,0.0,0.0,0.0
d1323e9519e7ce3,What color are the pies,golden-brown,golden brown,0.0,0.0,0.0,0.0
d1323e9519e7ce3,What type of dessert is shown in the image,pies,pies,1.0,1.0,1.0,1.0
d1323e9519e7ce3,What is the texture of the pies,uneven,"crispy, golden-brown, flaky",0.0,0.0,0.0,0.0
e8022d21e4305f3,What type of dessert is shown in the image,pie,pie,1.0,1.0,1.0,1.0
e8022d21e4305f3,What color is the ceramic dish,white,white,1.0,1.0,1.0,1.0
e8022d21e4305f3,What color is the plate under the dish,green plate,green plate,1.0,1.0,1.0,1.0
d759993231e4ae6,What color are the pierogi,yellow,yellow,1.0,1.0,1.0,1.0
d759993231e4ae6,What type of food is shown in the image,pierogi,pierogi,1.0,1.0,1.0,1.0
d759993231e4ae6,Where are the pierogi placed,on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
d759993231e4ae6,Where is the pierogi located in the middle of the plate,center,center,1.0,1.0,1.0,1.0
9847bc5024dc67b,What color is the plate,white,white,1.0,1.0,1.0,1.0
9847bc5024dc67b,What color is the hotdog,pinkish-red,red color,0.0,0.0,0.0,0.0
9847bc5024dc67b,Where are the pigs in a blanket placed,on a plate,on a plate,1.0,1.0,1.0,1.0
def28ab9ad33050,What is the main ingredient in the Apricot Almond Pilaf,rice,rice,1.0,1.0,1.0,1.0
def28ab9ad33050,Where are all the food items placed,inside the bowl,inside the bowl,1.0,1.0,1.0,1.0
da6f20f25f32a9d,What color is the base of the rice,yellow,yellow,1.0,1.0,1.0,1.0
da6f20f25f32a9d,How are the slices of red bell peppers arranged,scattered,visually appealing,0.0,0.0,0.0,0.0
da6f20f25f32a9d,What is the main ingredient in the pilaf,rice,rice,1.0,1.0,1.0,1.0
da6f20f25f32a9d,What color are the bell pepper slices partially visible beneath the yellow rings,red,red,1.0,1.0,1.0,1.0
da6f20f25f32a9d,Where are the green bell pepper slices mostly located,on the left,on the left,1.0,1.0,1.0,1.0
a6d484ebeacc37e,What size is the glass punch bowl,large,large,1.0,1.0,1.0,1.0
a6d484ebeacc37e,Where is the coconut shell cup located,to the lower left,lower left,0.0,1.0,0.5,0.6666666666666666
1c9c8473c25453f,What is the primary flavor of the pinwheels,chocolate,chocolate,1.0,1.0,1.0,1.0
1c9c8473c25453f,What color is the dark chocolate component of the pinwheel,brown,brown,1.0,1.0,1.0,1.0
1c9c8473c25453f,Where is the larger pinwheel located,on the left,on the left,1.0,1.0,1.0,1.0
d16d3b9f8992526,What is the temperature of the pinwheels,hot,warm,0.0,0.0,0.0,0.0
d16d3b9f8992526,What color are the onion pieces on the pinwheels,brown,brown,1.0,1.0,1.0,1.0
d16d3b9f8992526,Where are the onion pieces located on the pinwheels,on top,on top,1.0,1.0,1.0,1.0
f18e99e9dcc91a3,What type of bread is shown in the image,bread,bread,1.0,1.0,1.0,1.0
f18e99e9dcc91a3,What color is the gluten-free pita flatbread,brown,brown,1.0,1.0,1.0,1.0
f18e99e9dcc91a3,Where is part of the bread located,on the plate,on the plate,1.0,1.0,1.0,1.0
f18e99e9dcc91a3,What is scattered on the plate under the bread,crumbs,shredded,0.0,0.0,0.0,0.0
c1b6d1ed9795a47,What color is the plate,white,white,1.0,1.0,1.0,1.0
c1b6d1ed9795a47,What type of bread is shown in the image,bread,bread,1.0,1.0,1.0,1.0
c1b6d1ed9795a47,What color is the napkin,red,red,1.0,1.0,1.0,1.0
c1b6d1ed9795a47,What color is the pita bread,tan,light golden brown color,0.0,0.0,0.0,0.0
c1b6d1ed9795a47,Where is the pita bread placed,on a white plate,on a white plate,1.0,1.0,1.0,1.0
025ee3dfc1e85c2,How are the pear slices arranged on the pizza,arranged,arranged,1.0,1.0,1.0,1.0
025ee3dfc1e85c2,What fruit is placed on top of the cheese,pear,pear,1.0,1.0,1.0,1.0
025ee3dfc1e85c2,Where are the pear slices placed on the pizza,on top of,on the,0.0,0.5,0.3333333333333333,0.4
09ffcc95dea0190,What color is the pizza pan,silver,silver,1.0,1.0,1.0,1.0
09ffcc95dea0190,What type of food is shown in the image,pizza,pizza,1.0,1.0,1.0,1.0
09ffcc95dea0190,What color is the tomato sauce,red,red,1.0,1.0,1.0,1.0
09ffcc95dea0190,What color is the crust,beige,white,0.0,0.0,0.0,0.0
09ffcc95dea0190,What is the shape of the pizza pan,on a round,round,0.0,1.0,0.3333333333333333,0.5
03c09164b78a5c8,What color is the crust of the cobbler,golden-brown,light yellow color,0.0,0.0,0.0,0.0
03c09164b78a5c8,Where is the baking dish located,on the left,on the left,1.0,1.0,1.0,1.0
3a8a01d4826590d,What type of bread is shown in the image,plum bread,bread,0.0,1.0,0.5,0.6666666666666666
3a8a01d4826590d,What color is the plate,white,white,1.0,1.0,1.0,1.0
3a8a01d4826590d,What color is the base of the plum bread,tan,brown,0.0,0.0,0.0,0.0
3a8a01d4826590d,What is the texture of the top of the plum bread,cracked,cracked,1.0,1.0,1.0,1.0
3a8a01d4826590d,Where is the plate placed,on a plate,on a plate,1.0,1.0,1.0,1.0
e5661bb8414166b,What type of dish is featured in the image,polenta,polenta,1.0,1.0,1.0,1.0
e5661bb8414166b,What color is the polenta,yellow,yellow,1.0,1.0,1.0,1.0
e5661bb8414166b,What color is the parsley garnish,green,green,1.0,1.0,1.0,1.0
8d5dbc4a9462c53,What is the dish in the lower center of the image,polenta,creamy mashed potato dish,0.0,0.0,0.0,0.0
8d5dbc4a9462c53,Where is the polenta located in the image,in the lower center,in the lower,0.0,1.0,0.75,0.8571428571428571
8d5dbc4a9462c53,How is the corn prepared in the polenta,roasted,creamy,0.0,0.0,0.0,0.0
4668800e907780a,What color are the chicken pieces,beige,"white, dark",0.0,0.0,0.0,0.0
4668800e907780a,What type of meat is in the dish,chicken,no meat,0.0,0.0,0.0,0.0
4668800e907780a,What color is the cream sauce,yellow,yellow,1.0,1.0,1.0,1.0
4668800e907780a,What color is the sauce covering the dish,cream,yellow,0.0,0.0,0.0,0.0
953f6be44a13027,What color are many of the rice grains coated in,yellow,yellow-orange,0.0,0.0,0.0,0.0
953f6be44a13027,What is the main grain used in the dish,rice,rice,1.0,1.0,1.0,1.0
953f6be44a13027,What color is the ground meat mixed with the cabbage,brown,brown,1.0,1.0,1.0,1.0
953f6be44a13027,What color are the pieces of cabbage,in light yellow,yellow,0.0,1.0,0.3333333333333333,0.5
6908c6556f00d12,How are the dark brown pieces of meat and green beans distributed in the rice,interspersed,distributed throughout,0.0,0.0,0.0,0.0
6908c6556f00d12,What is the main ingredient in the lower half of the image,rice,rice,1.0,1.0,1.0,1.0
6908c6556f00d12,What color are the diced tomatoes in the salad,red,red,1.0,1.0,1.0,1.0
6908c6556f00d12,What color are the diced cucumbers in the salad,green,green,1.0,1.0,1.0,1.0
6908c6556f00d12,Where is the salad located in relation to the rice,above the rice,above the rice,1.0,1.0,1.0,1.0
c664b30dc984fe4,What color is the frosting on the cake pop,pink,pink,1.0,1.0,1.0,1.0
c664b30dc984fe4,What type of dessert is the food item,cake,cake,1.0,1.0,1.0,1.0
c664b30dc984fe4,What are the sprinkles on the cake pop like,colorful,colorful,1.0,1.0,1.0,1.0
c664b30dc984fe4,Where is the cake pop placed,on a light brown surface,on a brown surface,0.0,1.0,0.8,0.888888888888889
77f4c5b414b903a,What color are the ice pops,brown,brown,1.0,1.0,1.0,1.0
77f4c5b414b903a,What type of food is shown in the image,ice pops,frozen dessert,0.0,0.0,0.0,0.0
77f4c5b414b903a,What color is the plate,white,white,1.0,1.0,1.0,1.0
77f4c5b414b903a,Where are the ice pops placed,on a white plate,on a white plate,1.0,1.0,1.0,1.0
77f4c5b414b903a,What is the state of the background objects,blurred,out of focus,0.0,0.0,0.0,0.0
95c0881264faca7,What color are the gingersnap cookies,brown,brown,1.0,1.0,1.0,1.0
95c0881264faca7,What type of baked goods are shown in the image,cookies,cookies,1.0,1.0,1.0,1.0
95c0881264faca7,Where are the cookies placed,on a metal baking sheet,on a baking sheet,0.0,1.0,0.8,0.888888888888889
cc8ab18052f66ff,How does the surface of the chicken appear,shiny,juicy and tender,0.0,0.0,0.0,0.0
cc8ab18052f66ff,What is the color of the rice,rice,rice,1.0,1.0,1.0,1.0
cc8ab18052f66ff,What is the color of the chicken surface,brown,brown,1.0,1.0,1.0,1.0
cc8ab18052f66ff,How are the chicken pieces arranged,stacked on,on top of each,0.0,0.25,0.5,0.3333333333333333
efa79f62e1212b8,What color is the bowl,pink,pink,1.0,1.0,1.0,1.0
efa79f62e1212b8,What is holding the candied almonds,bowl,bowl,1.0,1.0,1.0,1.0
efa79f62e1212b8,What color are the candied almonds,brown,brown,1.0,1.0,1.0,1.0
a9de64865353ad1,What type of nuts are in the jar,almonds,almonds,1.0,1.0,1.0,1.0
a9de64865353ad1,What is the container for the almonds,jar,jar,1.0,1.0,1.0,1.0
a9de64865353ad1,Where are the scattered almonds located,on the same surface,on the,0.0,1.0,0.5,0.6666666666666666
9a2122c94391ed2,What color is the almond tea,orange,brown color,0.0,0.0,0.0,0.0
9a2122c94391ed2,What type of surface is the glass sitting on,on the bottom center,on a wooden surface,0.0,0.25,0.25,0.25
9a2122c94391ed2,What color is the background of the image,green,green,1.0,1.0,1.0,1.0
0a14bf73604dec2,What color are the sweet potatoes,vibrant,orange,0.0,0.0,0.0,0.0
0a14bf73604dec2,What type of vegetable is in the bowl,sweet potatoes,sweet potato,0.0,0.5,0.5,0.5
0a14bf73604dec2,What color is associated with the sweet potatoes,orange,orange,1.0,1.0,1.0,1.0
0a14bf73604dec2,Where are the sweet potatoes mounded,within the bowl,within the bowl,1.0,1.0,1.0,1.0
d0501785b532eca,What color are the darker patches on the apples,brown,brown,1.0,1.0,1.0,1.0
d0501785b532eca,What fruit is shown in the image,apples,fruit,0.0,0.0,0.0,0.0
d0501785b532eca,What color is the bowl,white,white,1.0,1.0,1.0,1.0
d0501785b532eca,What color is the cut apple piece,yellow,orange,0.0,0.0,0.0,0.0
d0501785b532eca,Where are the apples placed,in a bowl,in a bowl,1.0,1.0,1.0,1.0
47319ad0fa9cdb4,What is the applesauce contained in,applesauce,applesauce,1.0,1.0,1.0,1.0
47319ad0fa9cdb4,What color is the bowl,blue,blue,1.0,1.0,1.0,1.0
47319ad0fa9cdb4,What color is the apple closer to the bowl,red,red,1.0,1.0,1.0,1.0
47319ad0fa9cdb4,Where is the bowl placed,on a surface,on a surface,1.0,1.0,1.0,1.0
dc9c9c226ed6f6b,What is the color of the applesauce,applesauce,applesauce,1.0,1.0,1.0,1.0
dc9c9c226ed6f6b,What is the color of the applesauce in the bowl,golden-brown,light brown color,0.0,0.0,0.0,0.0
dc9c9c226ed6f6b,What is being done with the spoon in the image,scooped,spoon in the image,0.0,0.0,0.0,0.0
dc9c9c226ed6f6b,What color is the bowl containing the applesauce,white,white,1.0,1.0,1.0,1.0
dc9c9c226ed6f6b,Where is most of the applesauce located,in the bowl,in the bowl,1.0,1.0,1.0,1.0
e0e667da478e560,What color is the pear-applesauce inside the jar,golden-amber,orange,0.0,0.0,0.0,0.0
e0e667da478e560,What is the container holding the pear-applesauce,jar,jar,1.0,1.0,1.0,1.0
e0e667da478e560,What color is the apple on the table,yellow,yellow,1.0,1.0,1.0,1.0
e0e667da478e560,Where is the jar of pear-applesauce placed,on the table,on the table,1.0,1.0,1.0,1.0
e0e667da478e560,What color is the small dish containing more pear-applesauce,white,small,0.0,0.0,0.0,0.0
996c337701e6c89,What is the main protein in the dish,meat,main protein,0.0,0.0,0.0,0.0
996c337701e6c89,What vegetable is visible in the ground meat mixture,carrots,vegetable visible,0.0,0.0,0.0,0.0
996c337701e6c89,How are the plantains prepared,fried,fried,1.0,1.0,1.0,1.0
996c337701e6c89,Where is the ground meat mixture located,on the plate,lower-left portion,0.0,0.0,0.0,0.0
996c337701e6c89,Where is the rice placed relative to the ground meat,adjacent,adjacent,1.0,1.0,1.0,1.0
e0d807ecc1cc31b,What color are the artichoke hearts,green,green,1.0,1.0,1.0,1.0
e0d807ecc1cc31b,What type of vegetable is shown in the lower-left area,artichoke,artichoke,1.0,1.0,1.0,1.0
e0d807ecc1cc31b,What color is the plate,white,white,1.0,1.0,1.0,1.0
e0d807ecc1cc31b,Where are the lettuce leaves located,to the right,right,0.0,1.0,0.3333333333333333,0.5
fa3f82cfa61ea05,What color is the majority of the asparagus,green,green,1.0,1.0,1.0,1.0
fa3f82cfa61ea05,What vegetable is featured in the dish,asparagus,asparagus,1.0,1.0,1.0,1.0
fa3f82cfa61ea05,How are the asparagus pieces arranged on the plate,arranged,arranged,1.0,1.0,1.0,1.0
dadaf1377287f2d,What color are the asparagus spears,green,green,1.0,1.0,1.0,1.0
dadaf1377287f2d,What vegetable is shown in the image,asparagus,asparagus,1.0,1.0,1.0,1.0
dadaf1377287f2d,In which direction are the asparagus tips pointing,upwards,left,0.0,0.0,0.0,0.0
dadaf1377287f2d,Where are the asparagus spears stacked,on top of,on a white,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
a07fe2567ba507e,What color is the avocado near the center,green,yellow,0.0,0.0,0.0,0.0
a07fe2567ba507e,What fruit is used to hold the baked egg,avocado,avocado,1.0,1.0,1.0,1.0
a07fe2567ba507e,What color is the egg white,white,white,1.0,1.0,1.0,1.0
a07fe2567ba507e,Where is the avocado's outer skin described,on its outer skin,outer skin,0.0,1.0,0.5,0.6666666666666666
a07fe2567ba507e,Where are the diced pieces of ham located,scattered,small,0.0,0.0,0.0,0.0
d294dd73f747ba7,What color is the pie filling,green,green,1.0,1.0,1.0,1.0
d294dd73f747ba7,What type of dessert is shown in the image,pie,pie,1.0,1.0,1.0,1.0
d294dd73f747ba7,What color is the whipped cream on top of the pie,white,white,1.0,1.0,1.0,1.0
d294dd73f747ba7,Where is the whipped cream located,on top,on top,1.0,1.0,1.0,1.0
e57919c504620ad,What color is the fried batter coating of the avocado bites,golden-brown,light yellow color,0.0,0.0,0.0,0.0
e57919c504620ad,What is the main ingredient of the bites,avocado,avocado,1.0,1.0,1.0,1.0
e57919c504620ad,What color is the avocado inside the bites,green,green,1.0,1.0,1.0,1.0
e57919c504620ad,Where are the avocado bites placed,on a white square plate,on a white plate,0.0,1.0,0.8,0.888888888888889
e57919c504620ad,Do the avocado bites have the same size and shape,vary,vary in size,0.0,0.3333333333333333,1.0,0.5
bc65d8c82c97c6e,What type of berries are on the Dutch Babies,raspberries,raspberries,1.0,1.0,1.0,1.0
bc65d8c82c97c6e,How are the berries near the left edge arranged,scattered,visually appealing,0.0,0.0,0.0,0.0
bc65d8c82c97c6e,What color are the raspberries,red,red,1.0,1.0,1.0,1.0
bc65d8c82c97c6e,Where are the Dutch Babies presented,on the white cloth,presented,0.0,0.0,0.0,0.0
43f16eb0ce00b22,How does the bacon appear on the surface,glistening,"dark brown, crispy",0.0,0.0,0.0,0.0
43f16eb0ce00b22,What type of meat is shown in the image,bacon,bacon,1.0,1.0,1.0,1.0
43f16eb0ce00b22,What color is the exterior of the bacon,dark brown,dark brown,1.0,1.0,1.0,1.0
43f16eb0ce00b22,Where are the two pieces of bacon positioned relative to each other,separated by,next to each other,0.0,0.0,0.0,0.0
603ff0b14e008eb,What type of meat is shown in the image,bacon,bacon,1.0,1.0,1.0,1.0
603ff0b14e008eb,Where is the bacon being cooked,oven,oven,1.0,1.0,1.0,1.0
603ff0b14e008eb,Where is the bacon placed in the oven,on a wire rack,on the middle,0.0,0.3333333333333333,0.25,0.28571428571428575
dd10c756d295fd9,What color are the bagel bites,golden-brown,golden brown,0.0,0.0,0.0,0.0
dd10c756d295fd9,What type of food is shown in the image,bagel bites,bagel bites,1.0,1.0,1.0,1.0
dd10c756d295fd9,Where are the bagel bites located in the image,blue,"bottom, left, right side",0.0,0.0,0.0,0.0
