answer,predicted_answer,rouge1,rouge2,rougeL
green,green,1.0,0.0,1.0
yellowish-green,yellowish,0.6666666666666666,0.0,0.6666666666666666
margaritas,soda,0.0,0.0,0.0
silver,behind,0.0,0.0,0.0
yellow-green,yellow,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
white,white,1.0,0.0,1.0
from the top,on top of,0.3333333333333333,0.0,0.3333333333333333
margaritas,cocktail,0.0,0.0,0.0
blue,green,0.0,0.0,0.0
on the plate,yellowish,0.0,0.0,0.0
green,green,1.0,0.0,1.0
red,yellow,0.0,0.0,0.0
blackberries,zucchini,0.0,0.0,0.0
on the wooden surface,on top of,0.28571428571428575,0.0,0.28571428571428575
green,green,1.0,0.0,1.0
marinade,with a reddish-brown tomato-based sauce,0.0,0.0,0.0
surrounding,in a bowl,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
glossy,appears,0.0,0.0,0.0
in the background,in a bowl,0.3333333333333333,0.0,0.3333333333333333
viscous,brown,0.0,0.0,0.0
marinade,garnish,0.0,0.0,0.0
in the bowl,in a bowl,0.6666666666666666,0.0,0.6666666666666666
in the center,in the upper right quadrant,0.5,0.3333333333333333,0.5
lemon,orange,0.0,0.0,0.0
reddish-brown,chicken,0.0,0.0,0.0
coats,coat,1.0,0.0,1.0
skewers,red,0.0,0.0,0.0
white,green,0.0,0.0,0.0
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
chicken,glass bowl,0.0,0.0,0.0
on the upper chicken,at the bottom left,0.25,0.0,0.25
amber,red,0.0,0.0,0.0
marmalade,enchiladas,0.0,0.0,0.0
amber,orange,0.0,0.0,0.0
glass,jar,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
amber,orange,0.0,0.0,0.0
marmalade,curd,0.0,0.0,0.0
striped,checkered,0.0,0.0,0.0
to its left,multicolored,0.0,0.0,0.0
brown,off-white,0.0,0.0,0.0
coated,in the center,0.0,0.0,0.0
three,jars,0.0,0.0,0.0
on the left,in the center,0.3333333333333333,0.0,0.3333333333333333
coconut,brown,0.0,0.0,0.0
marshmallows,peanut brittle,0.0,0.0,0.0
light pink,white,0.0,0.0,0.0
on a small plate,on a plate,0.8571428571428571,0.4,0.8571428571428571
bottom,floating,0.0,0.0,0.0
vibrant,vibrant,1.0,0.0,1.0
watermelon,strawberry,0.0,0.0,0.0
pink,red,0.0,0.0,0.0
on the top,red,0.0,0.0,0.0
green,green,1.0,0.0,1.0
red,reddish-purple,0.0,0.0,0.0
stemmed,smoothies,0.0,0.0,0.0
brown,white,0.0,0.0,0.0
on top of,on the rim,0.3333333333333333,0.0,0.3333333333333333
reddish-purple,tan,0.0,0.0,0.0
martini,juice,0.0,0.0,0.0
red,pink,0.0,0.0,0.0
with two bright red cherries,red,0.33333333333333337,0.0,0.33333333333333337
agave,apples,0.0,0.0,0.0
pistachio,chestnuts,0.0,0.0,0.0
green,green,1.0,0.0,1.0
cylindrical,shaped,0.0,0.0,0.0
rectangular bar,shaped,0.0,0.0,0.0
on the left side,orange,0.0,0.0,0.0
white,dark brown,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
carrots,carrot,1.0,0.0,1.0
in a bowl,in a brown bowl,0.8571428571428571,0.4,0.8571428571428571
crispy,smooth,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
white,green,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
mayo,chutney,0.0,0.0,0.0
smooth,creamy,0.0,0.0,0.0
gray,dark,0.0,0.0,0.0
in the upper left corner,on top,0.0,0.0,0.0
bowl,mustard,0.0,0.0,0.0
orange,mustard,0.0,0.0,0.0
basil,mustard,0.0,0.0,0.0
on a light-colored surface,on the bowl,0.25,0.0,0.25
light green,yellow,0.0,0.0,0.0
fills,fills,1.0,0.0,1.0
bowl,bowl,1.0,0.0,1.0
leaves,apple,0.0,0.0,0.0
to the right of,around the base,0.28571428571428575,0.0,0.28571428571428575
yellow,yellow,1.0,0.0,1.0
meatballs,chicken,0.0,0.0,0.0
on top,submerged,0.0,0.0,0.0
green,green,1.0,0.0,1.0
orange-brown,brownish-red,0.0,0.0,0.0
tomato sauce,marinara,0.0,0.0,0.0
covers,covers,1.0,0.0,1.0
green,green,1.0,0.0,1.0
sweet,Spicy,0.0,0.0,0.0
meatballs,dog food,0.0,0.0,0.0
brownish-red,brownish-red,1.0,1.0,1.0
in the center,on top of,0.0,0.0,0.0
bowl,white,0.0,0.0,0.0
creamy,textured,0.0,0.0,0.0
meatballs,chicken,0.0,0.0,0.0
orange,orange-red,0.6666666666666666,0.0,0.6666666666666666
underneath,above the chicken,0.0,0.0,0.0
green,green,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
salad,chips,0.0,0.0,0.0
sliced,purple,0.0,0.0,0.0
is in,located in,0.5,0.0,0.5
golden,brown,0.0,0.0,0.0
meatloaf,enchiladas,0.0,0.0,0.0
light-brown,brown,0.6666666666666666,0.0,0.6666666666666666
reddish-brown,red,0.0,0.0,0.0
towards the right side,positioned,0.0,0.0,0.0
dark,brown,0.0,0.0,0.0
meatloaf,salad,0.0,0.0,0.0
white,green,0.0,0.0,0.0
with sprigs,garnished,0.0,0.0,0.0
bright,green,0.0,0.0,0.0
broccoli,kale,0.0,0.0,0.0
red,pinkish-red,0.6666666666666666,0.0,0.6666666666666666
browned,golden-yellow,0.0,0.0,0.0
across the image,throughout the bowl,0.3333333333333333,0.0,0.3333333333333333
yellow,vibrant,0.0,0.0,0.0
smoothie,juice,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
white,vibrant,0.0,0.0,0.0
near to,on top of,0.0,0.0,0.0
clear,clear,1.0,0.0,1.0
pitcher,brown,0.0,0.0,0.0
beige,brown,0.0,0.0,0.0
in the center-left,sitting,0.0,0.0,0.0
pink,blue,0.0,0.0,0.0
milkshakes,cocktail,0.0,0.0,0.0
topped,on top,0.6666666666666666,0.0,0.6666666666666666
red,dark-red,0.6666666666666666,0.0,0.6666666666666666
on each milkshake,on top of,0.3333333333333333,0.0,0.3333333333333333
chocolate,apple,0.0,0.0,0.0
brown,yellow,0.0,0.0,0.0
on top,embedded,0.0,0.0,0.0
clear,clear,1.0,0.0,1.0
pitcher,pitcher,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
on a wooden board,on a wooden surface,0.75,0.6666666666666666,0.75
yellowish,reddish-brown,0.0,0.0,0.0
tofu,orange,0.0,0.0,0.0
scattered across,on top,0.0,0.0,0.0
blue,gold,0.0,0.0,0.0
reddish-brown,golden-yellow,0.0,0.0,0.0
jar,bowl,0.0,0.0,0.0
viscous,golden-yellow,0.0,0.0,0.0
on the top,on top,0.8,0.0,0.8
tomatoes,golden-yellow,0.0,0.0,0.0
bowl,bowl,1.0,0.0,1.0
mixed,mixed,1.0,0.0,1.0
brown,beige,0.0,0.0,0.0
orange,golden-tan,0.0,0.0,0.0
in a clear glass bowl,bowl,0.33333333333333337,0.0,0.33333333333333337
brown,reddish-brown,0.6666666666666666,0.0,0.6666666666666666
bowl,in a clear glass bowl,0.33333333333333337,0.0,0.33333333333333337
candies,fish,0.0,0.0,0.0
golden-brown,in a clear glass bowl,0.0,0.0,0.0
blue,red,0.0,0.0,0.0
wooden,wooden,1.0,0.0,1.0
pretzels,fish,0.0,0.0,0.0
orange,seasoned,0.0,0.0,0.0
on the left,in the background,0.3333333333333333,0.0,0.3333333333333333
beige,inside a tin,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
towards the bottom,to the left,0.3333333333333333,0.0,0.3333333333333333
brown,brown,1.0,0.0,1.0
jar,pitcher,0.0,0.0,0.0
filled,brown,0.0,0.0,0.0
white,brown,0.0,0.0,0.0
to the left of,to the upper right,0.5,0.3333333333333333,0.5
brown,brown,1.0,0.0,1.0
foamy,frothy,0.0,0.0,0.0
with whipped cream,white,0.0,0.0,0.0
scattered,green,0.0,0.0,0.0
yellow-green,green,0.6666666666666666,0.0,0.6666666666666666
mojito,cocktail,0.0,0.0,0.0
green,green,1.0,0.0,1.0
by the Pitcher,glass,0.0,0.0,0.0
fresh,colorful,0.0,0.0,0.0
green,green,1.0,0.0,1.0
mojito,cocktail,0.0,0.0,0.0
yellow,green,0.0,0.0,0.0
strawberry,meat,0.0,0.0,0.0
transparent,silver,0.0,0.0,0.0
mousse,enchiladas,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
creamy,thick,0.0,0.0,0.0
on a silver tray,on the tray,0.5714285714285715,0.0,0.5714285714285715
golden-yellow,orange-brown,0.0,0.0,0.0
muffins,cookies,0.0,0.0,0.0
obscuring,brown,0.0,0.0,0.0
blue,white,0.0,0.0,0.0
beverage,creamy,0.0,0.0,0.0
fill,white,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on top of,on top of,1.0,1.0,1.0
copper,copper,1.0,0.0,1.0
mug,mug,1.0,0.0,1.0
green,over the rim,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on the wooden surface,on the rim,0.5714285714285715,0.4,0.5714285714285715
brown,dark,0.0,0.0,0.0
mushrooms,fajitas,0.0,0.0,0.0
glossy,glossy,1.0,0.0,1.0
green,green,1.0,0.0,1.0
in a pile,distributed,0.0,0.0,0.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
eggs,cheese,0.0,0.0,0.0
mushroom,tomatoes,0.0,0.0,0.0
brown,dark,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
brown,yellow,0.0,0.0,0.0
on the right,throughout the bowl,0.3333333333333333,0.0,0.3333333333333333
herbs,herbs,1.0,0.0,1.0
creamy,dark,0.0,0.0,0.0
mushrooms,brisket,0.0,0.0,0.0
black,black,1.0,0.0,1.0
from the pan,in a pan,0.3333333333333333,0.0,0.3333333333333333
brown,brown,1.0,0.0,1.0
yellow,dark,0.0,0.0,0.0
enoki mushrooms,oyster mushrooms,0.5,0.0,0.5
tangled,glisten,0.0,0.0,0.0
strands,rectangular,0.0,0.0,0.0
immersed,submerged,0.0,0.0,0.0
mussels,nuggets,0.0,0.0,0.0
orange-red,brown,0.0,0.0,0.0
brownish-red,brownish-red,1.0,1.0,1.0
on the left,in the image,0.3333333333333333,0.0,0.3333333333333333
yellow-orange,yellow,0.6666666666666666,0.0,0.6666666666666666
pouring,spoon,0.0,0.0,0.0
jar,jar,1.0,0.0,1.0
wooden,wooden,1.0,0.0,1.0
above the jar,above the jar,1.0,1.0,1.0
glass,glass jar,0.6666666666666666,0.0,0.6666666666666666
wooden,wooden surface,0.6666666666666666,0.0,0.6666666666666666
mustard,mustard,1.0,0.0,1.0
to the right,to the left,0.6666666666666666,0.5,0.6666666666666666
Dijon,yellow,0.0,0.0,0.0
tan,yellow,0.0,0.0,0.0
lined up,arranged,0.0,0.0,0.0
jars,bowls,0.0,0.0,0.0
creamy,pale,0.0,0.0,0.0
nachos,pancakes,0.0,0.0,0.0
light-orange,cheese,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
bowl,cheese,0.0,0.0,0.0
potato,rice,0.0,0.0,0.0
white,green,0.0,0.0,0.0
golden-brown,brown,0.6666666666666666,0.0,0.6666666666666666
cheese,drizzled,0.0,0.0,0.0
on a plate,on the plate,0.6666666666666666,0.0,0.6666666666666666
chocolate,red,0.0,0.0,0.0
nachos,orange,0.0,0.0,0.0
brown,yellow,0.0,0.0,0.0
white,blue,0.0,0.0,0.0
on top of,in the center,0.0,0.0,0.0
smooth,on a plate,0.0,0.0,0.0
glass,on a plate,0.0,0.0,0.0
pink,on a plate,0.0,0.0,0.0
refresher,juice,0.0,0.0,0.0
soup,enchiladas,0.0,0.0,0.0
green,green,1.0,0.0,1.0
chicken,chicken,1.0,0.0,1.0
on the lower-right,on top of,0.28571428571428575,0.0,0.28571428571428575
light blue,dark brown,0.0,0.0,0.0
bowl,bowl,1.0,0.0,1.0
fill,fill,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
in the center,on the right side,0.28571428571428575,0.0,0.28571428571428575
crunchy,golden-brown,0.0,0.0,0.0
nuggets,olives,0.0,0.0,0.0
white,green,0.0,0.0,0.0
on the right side,right,0.4,0.0,0.4
red,orange-red,0.6666666666666666,0.0,0.6666666666666666
corn nuts,brown,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
on the napkin,on the top right,0.5714285714285715,0.4,0.5714285714285715
golden-brown,golden-brown,1.0,1.0,1.0
oatmeal,pie,0.0,0.0,0.0
filling,golden-brown,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on a white surface,on plate,0.3333333333333333,0.0,0.3333333333333333
beige,chocolate,0.0,0.0,0.0
fill,fill,1.0,0.0,1.0
blueberries,blueberries,1.0,0.0,1.0
red,raspberries,0.0,0.0,0.0
on top,on the surface,0.4,0.0,0.4
black,black,1.0,0.0,1.0
rice,noodles,0.0,0.0,0.0
green,green,1.0,0.0,1.0
okra,broccoli,0.0,0.0,0.0
in a black cooking pot,white,0.0,0.0,0.0
beige,white,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
green,olives,0.0,0.0,0.0
on top,on top of,0.8,0.6666666666666666,0.8
tomatoes,tomatoes,1.0,0.0,1.0
golden,olives,0.0,0.0,0.0
olives,fajitas,0.0,0.0,0.0
cut,sliced,0.0,0.0,0.0
on the bottom,around the dish,0.3333333333333333,0.0,0.3333333333333333
green,olives,0.0,0.0,0.0
wooden,wooden,1.0,0.0,1.0
bread,cornbread,0.0,0.0,0.0
black,olive,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
on a wooden cutting board,on a wooden surface,0.6666666666666665,0.5714285714285715,0.6666666666666665
visible,olives,0.0,0.0,0.0
olives,pickles,0.0,0.0,0.0
glass,glass jar,0.6666666666666666,0.0,0.6666666666666666
white,green,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
spilling out of,drizzled,0.0,0.0,0.0
bacon,pork,0.0,0.0,0.0
mixed,chopped,0.0,0.0,0.0
located on the left side,at the top,0.25,0.0,0.25
omelette,oatmeal,0.0,0.0,0.0
scattered,white,0.0,0.0,0.0
red,red,1.0,0.0,1.0
caramelized,brown,0.0,0.0,0.0
melted,melted,1.0,0.0,1.0
onions,brown,0.0,0.0,0.0
brown,white,0.0,0.0,0.0
cheese,covers,0.0,0.0,0.0
towards the bottom,towards the middle,0.6666666666666666,0.5,0.6666666666666666
reddish-brown,reddish-brown,1.0,1.0,1.0
nestled,bun,0.0,0.0,0.0
orange,white,0.0,0.0,0.0
to the left of,reddish-brown,0.0,0.0,0.0
orange,mandarin oranges,0.6666666666666666,0.0,0.6666666666666666
plate,mandarin oranges,0.0,0.0,0.0
vibrant,textured,0.0,0.0,0.0
thick,foamy,0.0,0.0,0.0
drink,tea,0.0,0.0,0.0
garnished,green,0.0,0.0,0.0
green,on top,0.0,0.0,0.0
at the bottom,on the left,0.3333333333333333,0.0,0.3333333333333333
pink,meat,0.0,0.0,0.0
Oreo,contains,0.0,0.0,0.0
sprinkled,brown,0.0,0.0,0.0
on top surface,across,0.0,0.0,0.0
circular,circular,1.0,0.0,1.0
crust,decorated,0.0,0.0,0.0
star-shaped,on a white rectangular plate,0.0,0.0,0.0
oysters,Mussels,0.0,0.0,0.0
green,white,0.0,0.0,0.0
on a star-shaped plate,scattered across,0.0,0.0,0.0
white,green,0.0,0.0,0.0
oysters,scallops,0.0,0.0,0.0
yellow,gray,0.0,0.0,0.0
reddish-brown,atop the beans,0.0,0.0,0.0
white,dark brown,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
scattered,dark,0.0,0.0,0.0
shrimp,mussels,0.0,0.0,0.0
in a bowl,in the dish,0.3333333333333333,0.0,0.3333333333333333
chicken,chicken,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
orange-brown,yellow,0.0,0.0,0.0
shrimp,shrimp,1.0,0.0,1.0
green,green,1.0,0.0,1.0
pancake,fajitas,0.0,0.0,0.0
white,green,0.0,0.0,0.0
golden brown,golden-brown,1.0,1.0,1.0
on the left side,arranged,0.0,0.0,0.0
salty,light,0.0,0.0,0.0
pancakes,fajitas,0.0,0.0,0.0
cooking,frying,0.0,0.0,0.0
yellow,light,0.0,0.0,0.0
golden yellow,scattered,0.0,0.0,0.0
paneer,fries,0.0,0.0,0.0
reddish-brown,light brown,0.5,0.0,0.5
on top,on top of,0.8,0.6666666666666666,0.8
vibrant,chunky,0.0,0.0,0.0
green,scattered,0.0,0.0,0.0
bowl,bowl,1.0,0.0,1.0
blue,dark brown,0.0,0.0,0.0
scattered,scattered,1.0,0.0,1.0
on top,on top of,0.8,0.6666666666666666,0.8
cranberry,cranberry,1.0,0.0,1.0
glass,glass,1.0,0.0,1.0
red,tan,0.0,0.0,0.0
on a table,on the bowl,0.3333333333333333,0.0,0.3333333333333333
white,tan,0.0,0.0,0.0
parfaits,enchiladas,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on top,nuts,0.0,0.0,0.0
orange,at the bottom,0.0,0.0,0.0
yellow,reddish-orange,0.0,0.0,0.0
fills,fills,1.0,0.0,1.0
vegetable,tropical,0.0,0.0,0.0
white,sour cream,0.0,0.0,0.0
in the center,in a pot,0.3333333333333333,0.0,0.3333333333333333
round,tan,0.0,0.0,0.0
parsnips,kale,0.0,0.0,0.0
beige,tan,0.0,0.0,0.0
smooth,thick,0.0,0.0,0.0
chicken,venison,0.0,0.0,0.0
reddish-orange,red,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
scattered amidst,scattered among,0.5,0.0,0.5
diced,large,0.0,0.0,0.0
orange,melted,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
melted,melted,1.0,0.0,1.0
brownish-tan,rice,0.0,0.0,0.0
beige,pasta,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
shrimp,shrimp,1.0,0.0,1.0
green,green,1.0,0.0,1.0
over the shrimp,green,0.0,0.0,0.0
scattered,scattered,1.0,0.0,1.0
pasta,rice,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on top,on top of,0.8,0.6666666666666666,0.8
dish,sauce,0.0,0.0,0.0
red,red,1.0,0.0,1.0
scattered,arranged,0.0,0.0,0.0
eggplant,potatoes,0.0,0.0,0.0
golden-yellow,orange,0.0,0.0,0.0
bowls,on the left side,0.0,0.0,0.0
with a brown wooden handle,silver,0.0,0.0,0.0
white,grated,0.0,0.0,0.0
yellow,located on the top,0.0,0.0,0.0
blueberries,located on the top,0.0,0.0,0.0
nestled among,on top of,0.0,0.0,0.0
pavlova,ice cream,0.0,0.0,0.0
greenish-yellow,green,0.0,0.0,0.0
soup,greenish,0.0,0.0,0.0
white,white,1.0,0.0,1.0
submerged,submerged in,0.6666666666666666,0.0,0.6666666666666666
peas,dog food,0.0,0.0,0.0
bowl,among the rice,0.0,0.0,0.0
Italian,Swedish,0.0,0.0,0.0
on the right side,on the left side,0.75,0.3333333333333333,0.75
vibrant,vibrant,1.0,0.0,1.0
holding,yellow,0.0,0.0,0.0
white,black,0.0,0.0,0.0
in the center,in the upper left,0.5714285714285715,0.4,0.5714285714285715
yellow-orange,reddish-purple,0.0,0.0,0.0
glasses,bowl,0.0,0.0,0.0
wooden,wooden,1.0,0.0,1.0
on the rim,in the glass,0.3333333333333333,0.0,0.3333333333333333
reddish-yellow,orange,0.0,0.0,0.0
margaritas,margaritas,1.0,0.0,1.0
served,yellowish,0.0,0.0,0.0
bright,vibrant,0.0,0.0,0.0
glasses,glasses,1.0,0.0,1.0
in the center,on the bottom,0.3333333333333333,0.0,0.3333333333333333
tea,tea,1.0,0.0,1.0
drinking,eating,0.0,0.0,0.0
peach,peach,1.0,0.0,1.0
yellow,pink,0.0,0.0,0.0
to the right,amber,0.0,0.0,0.0
peachy-orange,yellowish-green,0.0,0.0,0.0
pitcher,glass,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on the left,in the center,0.3333333333333333,0.0,0.3333333333333333
dark,brown,0.0,0.0,0.0
peanut butter,peanut butter,1.0,1.0,1.0
golden brown,brown,0.6666666666666666,0.0,0.6666666666666666
on the lower right,brown,0.0,0.0,0.0
cookie,enchiladas,0.0,0.0,0.0
light brown,tan,0.0,0.0,0.0
ice cream,praline,0.0,0.0,0.0
smooth,tan,0.0,0.0,0.0
near the top,on the right,0.3333333333333333,0.0,0.3333333333333333
yellow,green,0.0,0.0,0.0
muffins,fajitas,0.0,0.0,0.0
perfect,vibrant,0.0,0.0,0.0
white,red,0.0,0.0,0.0
on the plate,on a plate,0.6666666666666666,0.0,0.6666666666666666
red,tan,0.0,0.0,0.0
in the left side,beneath the crumble,0.28571428571428575,0.0,0.28571428571428575
brown,brown,1.0,0.0,1.0
pecan,pecans,1.0,0.0,1.0
white,cream,0.0,0.0,0.0
on top,brown,0.0,0.0,0.0
reddish-brown,in,0.0,0.0,0.0
tan,golden-tan,0.6666666666666666,0.0,0.6666666666666666
overlapping,are,0.0,0.0,0.0
brown,green,0.0,0.0,0.0
on the cracker,cracker,0.5,0.0,0.5
appetizer,jalapeno,0.0,0.0,0.0
penne,gnocchi,0.0,0.0,0.0
distributed,distributed,1.0,0.0,1.0
red,orange,0.0,0.0,0.0
cilantro,parsley,0.0,0.0,0.0
on top of,on top of,1.0,1.0,1.0
penne,pasta,0.0,0.0,0.0
red-orange,red,0.6666666666666666,0.0,0.6666666666666666
sauteed,sliced,0.0,0.0,0.0
peppers,ginger,0.0,0.0,0.0
green,green,1.0,0.0,1.0
peppers,garlic,0.0,0.0,0.0
scattered across,scattered across,1.0,1.0,1.0
glistening,appearing,0.0,0.0,0.0
white,white,1.0,0.0,1.0
pesto,glass,0.0,0.0,0.0
container,green,0.0,0.0,0.0
vibrant,vibrant,1.0,0.0,1.0
textured,glossy,0.0,0.0,0.0
pesto,jars,0.0,0.0,0.0
fills,fills,1.0,0.0,1.0
white,blue,0.0,0.0,0.0
on top of,around the center,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
falling onto,on top of,0.0,0.0,0.0
green,green,1.0,0.0,1.0
scattered,scattered,1.0,0.0,1.0
pickles,garlic,0.0,0.0,0.0
glass,glass jar,0.6666666666666666,0.0,0.6666666666666666
full,filling,0.0,0.0,0.0
yellow,green,0.0,0.0,0.0
sliced,cut,0.0,0.0,0.0
yellowish-green,green,0.6666666666666666,0.0,0.6666666666666666
pickles,cucamelons,0.0,0.0,0.0
on the left side,submerged,0.0,0.0,0.0
white,blue,0.0,0.0,0.0
clear,clear,1.0,0.0,1.0
pickles,pickles,1.0,0.0,1.0
green,yellowish-green,0.6666666666666666,0.0,0.6666666666666666
in a jar,in a glass jar,0.8571428571428571,0.4,0.8571428571428571
melted,melted,1.0,0.0,1.0
pie,fish,0.0,0.0,0.0
tan,golden brown,0.0,0.0,0.0
silver,silver,1.0,0.0,1.0
apricot,grape,0.0,0.0,0.0
golden-brown,brown,0.6666666666666666,0.0,0.6666666666666666
pies,enchiladas,0.0,0.0,0.0
uneven,brown,0.0,0.0,0.0
pie,enchiladas,0.0,0.0,0.0
white,white,1.0,0.0,1.0
green plate,blue,0.0,0.0,0.0
yellow,greyish-brown,0.0,0.0,0.0
pierogi,fajitas,0.0,0.0,0.0
on the plate,on a plate,0.6666666666666666,0.0,0.6666666666666666
center,in the center,0.5,0.0,0.5
white,green,0.0,0.0,0.0
pinkish-red,reddish-brown,0.0,0.0,0.0
on a plate,wreath,0.0,0.0,0.0
rice,rice,1.0,0.0,1.0
inside the bowl,on a white platter,0.0,0.0,0.0
yellow,is,0.0,0.0,0.0
scattered,red,0.0,0.0,0.0
rice,rice,1.0,0.0,1.0
red,green,0.0,0.0,0.0
on the left,in the lower left,0.5714285714285715,0.0,0.5714285714285715
large,large,1.0,0.0,1.0
to the lower left,brown,0.0,0.0,0.0
chocolate,garlic,0.0,0.0,0.0
brown,chocolate,0.0,0.0,0.0
on the left,located,0.0,0.0,0.0
hot,hot,1.0,0.0,1.0
brown,white,0.0,0.0,0.0
on top,in color,0.0,0.0,0.0
bread,lefse,0.0,0.0,0.0
brown,gluten-free,0.0,0.0,0.0
on the plate,in the upper left corner,0.25,0.0,0.25
crumbs,white,0.0,0.0,0.0
white,green,0.0,0.0,0.0
bread,lefse,0.0,0.0,0.0
red,mauve-colored,0.0,0.0,0.0
tan,yellow,0.0,0.0,0.0
on a white plate,cloth,0.0,0.0,0.0
arranged,green,0.0,0.0,0.0
pear,strawberries,0.0,0.0,0.0
on top of,on the plate,0.3333333333333333,0.0,0.3333333333333333
silver,gray,0.0,0.0,0.0
pizza,fajitas,0.0,0.0,0.0
red,red,1.0,0.0,1.0
beige,brown,0.0,0.0,0.0
on a round,gray,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
on the left,on top,0.4,0.0,0.4
plum bread,lefse,0.0,0.0,0.0
white,green,0.0,0.0,0.0
tan,tan,1.0,0.0,1.0
cracked,with a tomato mixture,0.0,0.0,0.0
on a plate,on a plate,1.0,1.0,1.0
pink,red,0.0,0.0,0.0
plate,plate,1.0,0.0,1.0
red,red,1.0,0.0,1.0
parsley,cinnamon,0.0,0.0,0.0
polenta,gnocchi,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
green,green,1.0,0.0,1.0
polenta,pink,0.0,0.0,0.0
in the lower center,in the image,0.5714285714285715,0.4,0.5714285714285715
roasted,yellow,0.0,0.0,0.0
beige,brown,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
yellow,white,0.0,0.0,0.0
cream,pasta,0.0,0.0,0.0
yellow,tan,0.0,0.0,0.0
rice,rice,1.0,0.0,1.0
brown,ham,0.0,0.0,0.0
in light yellow,light green,0.4,0.0,0.4
interspersed,scattered,0.0,0.0,0.0
rice,yams,0.0,0.0,0.0
red,red,1.0,0.0,1.0
green,green,1.0,0.0,1.0
above the rice,above the chicken,0.6666666666666666,0.5,0.6666666666666666
pink,pink,1.0,0.0,1.0
cake,biscuits,0.0,0.0,0.0
colorful,colorful,1.0,0.0,1.0
on a light brown surface,on a white plate,0.4444444444444445,0.28571428571428575,0.4444444444444445
brown,white,0.0,0.0,0.0
ice pops,fajitas,0.0,0.0,0.0
white,green,0.0,0.0,0.0
on a white plate,on a plate,0.8571428571428571,0.4,0.8571428571428571
blurred,white,0.0,0.0,0.0
brown,arranged,0.0,0.0,0.0
cookies,cookies,1.0,0.0,1.0
on a metal baking sheet,on a black wire,0.4444444444444445,0.28571428571428575,0.4444444444444445
shiny,browned,0.0,0.0,0.0
rice,is,0.0,0.0,0.0
brown,glossy,0.0,0.0,0.0
stacked on,scattered,0.0,0.0,0.0
pink,dark brown,0.0,0.0,0.0
bowl,glass jar,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
almonds,pecans,0.0,0.0,0.0
jar,bowl,0.0,0.0,0.0
on the same surface,scattered,0.0,0.0,0.0
orange,amber,0.0,0.0,0.0
on the bottom center,wooden,0.0,0.0,0.0
green,on a green background,0.4,0.0,0.4
vibrant,orange,0.0,0.0,0.0
sweet potatoes,greens,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
within the bowl,orange,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
apples,grapes,0.0,0.0,0.0
white,dark brown,0.0,0.0,0.0
yellow,red,0.0,0.0,0.0
in a bowl,on the plate,0.0,0.0,0.0
applesauce,golden-brown,0.0,0.0,0.0
blue,dark brown,0.0,0.0,0.0
red,red,1.0,0.0,1.0
on a surface,on the bowl,0.3333333333333333,0.0,0.3333333333333333
applesauce,golden-brown,0.0,0.0,0.0
golden-brown,golden-brown,1.0,1.0,1.0
scooped,adding,0.0,0.0,0.0
white,golden-brown,0.0,0.0,0.0
in the bowl,golden-brown,0.0,0.0,0.0
