Image,Question,Answer,predicted_answer,gpt_score
513dc1eda01a289,What material is the glass made of,glass,glass,0.5
513dc1eda01a289,What color is the limeade described as,whitish-yellow,terracotta-colored,0.5
513dc1eda01a289,Where is the slice of lime placed,on the rim,on the rim,0.5
513dc1eda01a289,What fruit is on the rim of the glass,lime,lemon,0.5
5a3a373e75ebdb8,What color is the linguine,yellow,yellow,0.5
5a3a373e75ebdb8,What type of pasta is shown in the image,linguine,fettuccine,0.5
5a3a373e75ebdb8,What color are the chives,green,green,0.5
5a3a373e75ebdb8,How are the clams distributed throughout the dish,scattered,scattered,0.5
0f47aba2c1035e4,What color is the linguine pasta,beige,yellow,0.5
0f47aba2c1035e4,What type of food is the main ingredient in the dish,pasta,pasta,0.5
0f47aba2c1035e4,What color are the portobello mushrooms,brown,on a plate,0.5
0f47aba2c1035e4,What color are the fresh herbs,green,green,0.5
0f47aba2c1035e4,Where are the sprigs of fresh green herbs placed,on top of,on the upper left side,0.5
4a74a640bbcbdae,What color is the plate,white,green,0.5
4a74a640bbcbdae,What color is the top of the loaf,golden-brown,golden-brown,0.5
4a74a640bbcbdae,Where is the loaf placed,on a plate,on a black wire rack,0.5
4a74a640bbcbdae,What fruit is visible in the loaf,blueberries,dark brown,0.5
6f5968958d46e1b,What material is the cutting board made of,wooden,wooden,0.5
6f5968958d46e1b,What type of food is on the cutting board,cheese,white,0.5
6f5968958d46e1b,What color is the larger piece of cheese loaf,yellow,in the background,0.5
6f5968958d46e1b,Where is the larger piece of cheese loaf located,on the left,in the background,0.5
a9a427f82097900,Are the rolls vegan,yes,yellow,0.5
a9a427f82097900,What color is the plate,white,green,0.5
a9a427f82097900,Where are the rolls positioned in the image,in the center,in the foreground,0.5
29b645b9d151199,What color are the lumpia rolls,golden,on a white paper towel,0.5
29b645b9d151199,How do the lumpia rolls appear in relation to each other,overlapping,overlapping,0.5
29b645b9d151199,What is the predominant color of the lumpia rolls,reddish-brown,on a white paper towel,0.5
0595fdb82f39b0f,What color is the sauce,reddish-brown,red,0.5
0595fdb82f39b0f,Where is the small white bowl located,on the right side,in the lower left corner,0.5
0595fdb82f39b0f,What is the sauce served in,bowl,glass,0.5
91fdbd8bb0a8e0e,What color is the mac and cheese,yellow,yellow,0.5
91fdbd8bb0a8e0e,What is the cheese doing to the macaroni,covering,yellow,0.5
e1fafe420d478f3,What describes the overall look of the dish,vibrant,good,0.5
e1fafe420d478f3,What is the dish cooked in,skillet,skillet,0.5
e1fafe420d478f3,What color are the chunks of sausage,browned,pinkish-tan,0.5
e1fafe420d478f3,What color is the macaroni and cheese,yellow,yellow,0.5
e1fafe420d478f3,Where are the drizzles of hot sauce located,on top of,brown,0.5
60ec1726e9600fa,What is the color of the lettuce,green,green,0.5
60ec1726e9600fa,Where is the burger located,in the center,on the plate,0.5
25898d35cdcbac8,What type of pasta is used in the dish,macaroni,pasta,0.5
25898d35cdcbac8,What color is the macaroni in the dish,yellow,yellow,0.5
25898d35cdcbac8,Where is the toasted breadcrumb layer located,on the top,toasted,0.5
632362f78909a06,What color is the macaroni and cheese,yellow,yellow,0.5
632362f78909a06,What type of pasta is on the plate,macaroni,spaghetti,0.5
632362f78909a06,How is the macaroni and cheese arranged on the plate,clustered,yellow,0.5
632362f78909a06,On which side of the plate is the macaroni and cheese,on the left side,yellow,0.5
b1e01e4a3f3359e,What flavor is the glaze on the Mahi Mahi,ginger,tan,0.5
b1e01e4a3f3359e,What type of fish is shown in the image,Mahi Mahi,Flounder,0.5
b1e01e4a3f3359e,What color is the glaze on the Mahi Mahi,brown,tan,0.5
b1e01e4a3f3359e,Where are the pieces of Mahi Mahi located in the image,in the bottom center,in the center,0.5
d3305955d0cfa7b,What color is the Mahi Mahi,golden-brown,tan,0.5
d3305955d0cfa7b,What type of fish is shown in the image,Mahi Mahi,Flounder,0.5
d3305955d0cfa7b,What color are the mango cubes,yellow,yellow,0.5
d3305955d0cfa7b,What vegetable is on the bottom right of the image,beans,cucumber,0.5
579368f6acb85bb,What is the color of the filets,white,brown,0.5
579368f6acb85bb,What color are the grill marks on the filets,reddish-brown,golden,0.5
579368f6acb85bb,What color are the beans,green,green,0.5
29300b2106fa5c0,What color is the creamy sauce in the Rockefeller topping,orange,yellow,0.5
29300b2106fa5c0,What vegetable is included in the Rockefeller topping,spinach,potatoes,0.5
29300b2106fa5c0,What is the state of the mozzarella cheese on top,melted,melted,0.5
c7590e962a199ce,What is the texture of the rice,sticky,fluffy,0.5
c7590e962a199ce,What color are the mango slices,yellow,yellow,0.5
c7590e962a199ce,How are the mango slices arranged on the rice,arranged,yellow,0.5
c7590e962a199ce,Where are the mango slices placed on the rice,on top of,on the upper-half,0.5
1d14ca8f5e015c6,What color is the Cadillac Margarita,pink,yellow,0.5
1d14ca8f5e015c6,What is the name of the drink,Cadillac,Punch,0.5
1d14ca8f5e015c6,What color are the sugar crystals on the rim of the glass,white,white,0.5
1d14ca8f5e015c6,Where is the lime slice attached,on the surface,green,0.5
1d14ca8f5e015c6,What is the color of the lime slice,green,green,0.5
a3a640a49817695,What is the color of the margaritas,yellowish-green,yellowish,0.5
a3a640a49817695,What is the drink in the image,margaritas,soda,0.5
a3a640a49817695,What color is the cocktail shaker,silver,behind,0.5
c6a5b6d09133e4e,What is the color of the Margarita On The Rocks,yellow-green,yellow,0.5
c6a5b6d09133e4e,What color are the salt crystals on the rim of the glass,white,white,0.5
57ae10df5a5ef66,What color is the liquid in the glass,yellow,yellow,0.5
57ae10df5a5ef66,What color is the salt on the rim of the glass,white,white,0.5
57ae10df5a5ef66,Where are the pineapple leaves positioned,from the top,on top of,0.5
0c5a0aacfe0bef7,What type of drink is being served,margaritas,cocktail,0.5
0c5a0aacfe0bef7,What color is the plate,blue,green,0.5
0c5a0aacfe0bef7,Where are the margaritas placed,on the plate,yellowish,0.5
0c5a0aacfe0bef7,What color are the lime slices,green,green,0.5
28c13c705876e33,What color is the liquid in the glass,red,yellow,0.5
28c13c705876e33,What fruit is skewered on the stick,blackberries,zucchini,0.5
28c13c705876e33,Where are the blackberries and mint leaves placed,on the wooden surface,on top of,0.5
28c13c705876e33,What color are the mint leaves,green,green,0.5
0a840a459597f90,What is surrounding the chicken pieces,marinade,with a reddish-brown tomato-based sauce,0.5
0a840a459597f90,Where is the marinade mostly located,surrounding,in a bowl,0.5
0a840a459597f90,What type of meat is shown in the image,chicken,chicken,0.5
0a840a459597f90,How does the marinade appear,glossy,appears,0.5
0a840a459597f90,Where is the marinade located in relation to the chicken pieces,in the background,in a bowl,0.5
9628adf77ad491d,What is the consistency of the marinade,viscous,brown,0.5
9628adf77ad491d,What is the purpose of the green mixture in the bowl,marinade,garnish,0.5
9628adf77ad491d,Where is the marinade contained,in the bowl,in a bowl,0.5
9628adf77ad491d,Where is the small white bowl located in the image,in the center,in the upper right quadrant,0.5
9628adf77ad491d,What fruit is placed to the right of the bowl,lemon,orange,0.5
ff4e68b58369ade,What color is the marinade on the meat skewers,reddish-brown,chicken,0.5
ff4e68b58369ade,What does the marinade do to the surface of the meat skewers,coats,coat,0.5
ff4e68b58369ade,What are the pieces of meat placed on,skewers,red,0.5
ff4e68b58369ade,What color is the plate,white,green,0.5
1a05e7b22b78c56,What color is the marinade,reddish-brown,brown,0.5
1a05e7b22b78c56,What type of meat is the marinade on,chicken,glass bowl,0.5
1a05e7b22b78c56,Where is the marinade primarily located,on the upper chicken,at the bottom left,0.5
fa17a9ec083ec53,What is the color of the marmalade described as,amber,red,0.5
fa17a9ec083ec53,What type of preserve is shown in the image,marmalade,enchiladas,0.5
fa17a9ec083ec53,What color is the marmalade,amber,orange,0.5
fa17a9ec083ec53,What is the jar made of,glass,jar,0.5
820eb7fa401d2f5,What color is the marmalade,orange,orange,0.5
820eb7fa401d2f5,What is the shade of the marmalade's color,amber,orange,0.5
820eb7fa401d2f5,What is the name of the food item in the jar,marmalade,curd,0.5
820eb7fa401d2f5,What pattern is on the surface where the marmalade is placed,striped,checkered,0.5
820eb7fa401d2f5,Where is the kitchen towel in relation to the marmalade,to its left,multicolored,0.5
ee15c597bfb8798,What color is the first marshmallow log,brown,off-white,0.5
ee15c597bfb8798,What is the coating on the marshmallow logs,coated,in the center,0.5
ee15c597bfb8798,How many marshmallow logs are there,three,jars,0.5
ee15c597bfb8798,Where is the first marshmallow log located,on the left,in the center,0.5
ee15c597bfb8798,What is the white coating on the marshmallow logs made of,coconut,brown,0.5
b7538c474cb8e0d,What type of candy is shown in the image,marshmallows,peanut brittle,0.5
b7538c474cb8e0d,What color are the marshmallows,light pink,white,0.5
b7538c474cb8e0d,Where are the marshmallows placed,on a small plate,on a plate,0.5
b7538c474cb8e0d,Where are three of the marshmallows located,bottom,floating,0.5
d5a84d4b2f83ff9,How would you describe the appearance of the watermelon martini,vibrant,vibrant,0.5
d5a84d4b2f83ff9,What fruit is used to garnish the drink,watermelon,strawberry,0.5
d5a84d4b2f83ff9,What color is the watermelon cube on the glass,pink,red,0.5
d5a84d4b2f83ff9,Where is the watermelon cube placed,on the top,red,0.5
d5a84d4b2f83ff9,What color is the lime wedge,green,green,0.5
66ae1600ebb7f91,What color is the liquid in the glasses,red,reddish-purple,0.5
66ae1600ebb7f91,What type of glasses are the drinks served in,stemmed,smoothies,0.5
66ae1600ebb7f91,What color is the granular substance on the rim of the glasses,brown,white,0.5
66ae1600ebb7f91,Where is the lemon slice positioned in each glass,on top of,on the rim,0.5
faeaf31da2804f9,What color is the liquid in the martini glass,reddish-purple,tan,0.5
faeaf31da2804f9,What type of drink is in the glass,martini,juice,0.5
faeaf31da2804f9,What color are the cherries in the martini,red,pink,0.5
faeaf31da2804f9,What is on the toothpick in the martini,with two bright red cherries,red,0.5
faeaf31da2804f9,What is the bottle to the left of the martini glass,agave,apples,0.5
f03641343949289,What nut is used in the marzipan,pistachio,chestnuts,0.5
f03641343949289,What color is the pistachio marzipan,green,green,0.5
f03641343949289,What shape is the large block of marzipan,cylindrical,shaped,0.5
f03641343949289,What shape is the other piece of marzipan,rectangular bar,shaped,0.5
f03641343949289,Where is the cylindrical block positioned,on the left side,orange,0.5
b18e700533e57c7,What color is the bowl,white,dark brown,0.5
b18e700533e57c7,What color are the diced carrots,orange,orange,0.5
b18e700533e57c7,What vegetable is scattered in the soup,carrots,carrot,0.5
b18e700533e57c7,Where is the soup served,in a bowl,in a brown bowl,0.5
6e5a18f2e850105,How does the chicken skin appear,crispy,smooth,0.5
6e5a18f2e850105,What type of meat is shown in the image,chicken,chicken,0.5
6e5a18f2e850105,What color is the plate,white,green,0.5
6e5a18f2e850105,What color are the lemon slices,yellow,yellow,0.5
6e5a18f2e850105,Where is the chicken placed,on a plate,on a plate,0.5
d7c036841cefce5,What is the name of the condiment in the image,mayo,chutney,0.5
d7c036841cefce5,What texture does the 'Thick 'n Tangy Mayo' have,smooth,creamy,0.5
d7c036841cefce5,What color is the pan in the image,gray,dark,0.5
d7c036841cefce5,Where is some of the 'Thick 'n Tangy Mayo' located,in the upper left corner,on top,0.5
7e886250c1c8bd7,What is the condiment served in,bowl,mustard,0.5
7e886250c1c8bd7,What color is the condiment,orange,mustard,0.5
7e886250c1c8bd7,What herb is used to top the condiment,basil,mustard,0.5
7e886250c1c8bd7,Where is the bowl placed,on a light-colored surface,on the bowl,0.5
e4a5cb24b16dcbf,What color is the ramp mayonnaise,light green,yellow,0.5
e4a5cb24b16dcbf,What does the ramp mayonnaise do to the bowl,fills,fills,0.5
e4a5cb24b16dcbf,What type of container is the ramp mayonnaise in,bowl,bowl,0.5
e4a5cb24b16dcbf,What is positioned to the right of the bowl,leaves,apple,0.5
e4a5cb24b16dcbf,Where are the leaves and flowers positioned relative to the bowl,to the right of,around the base,0.5
dd053255e37ce87,What color are the egg noodles,yellow,yellow,0.5
dd053255e37ce87,What is the main protein in the dish,meatballs,chicken,0.5
dd053255e37ce87,Where are the meatballs located,on top,submerged,0.5
dd053255e37ce87,What color are the herbs sprinkled on top,green,green,0.5
61be719816b9597,What color are the meatballs primarily,orange-brown,brownish-red,0.5
61be719816b9597,What type of sauce is used in the dish,tomato sauce,marinara,0.5
61be719816b9597,What does the tomato sauce do to the meatballs,covers,covers,0.5
61be719816b9597,What color are the parsley flakes on top of the dish,green,green,0.5
99b06fe64858e3f,What is the flavor of the meatballs,sweet,Spicy,0.5
99b06fe64858e3f,What type of food is in the bowl,meatballs,dog food,0.5
99b06fe64858e3f,What color are the meatballs,brownish-red,brownish-red,0.5
99b06fe64858e3f,Where are the meatballs placed in the image,in the center,on top of,0.5
99b06fe64858e3f,What is the meatballs served in,bowl,white,0.5
3bcec40caadd96c,What is the texture of the sauce on the meatballs,creamy,textured,0.5
3bcec40caadd96c,What is the main protein in the dish,meatballs,chicken,0.5
3bcec40caadd96c,What color is the sauce on the meatballs,orange,orange-red,0.5
3bcec40caadd96c,Where is the rice located in relation to the meatballs,underneath,above the chicken,0.5
3bcec40caadd96c,What color are the beans in the image,green,green,0.5
48ff5489da60b8a,What color is the outer layer of the meatloaf,brown,brown,0.5
48ff5489da60b8a,What is served alongside the meatloaf,salad,chips,0.5
48ff5489da60b8a,How is the red onion prepared in the salad,sliced,purple,0.5
48ff5489da60b8a,Where is the All-American Meatloaf located in the image,is in,located in,0.5
48ff5489da60b8a,What color is the bread roll,golden,brown,0.5
7c05dc76a8b9bbd,What type of dish is shown in the image,meatloaf,enchiladas,0.5
7c05dc76a8b9bbd,What is the primary color of the meatloaf,light-brown,brown,0.5
7c05dc76a8b9bbd,What color is the sauce on the meatloaf,reddish-brown,red,0.5
7c05dc76a8b9bbd,Where on the plate is the meatloaf positioned,towards the right side,positioned,0.5
5f4fe775f4c81eb,What color is the outer edge of the meatloaf,dark,brown,0.5
5f4fe775f4c81eb,What is the main dish in the image,meatloaf,salad,0.5
5f4fe775f4c81eb,What color is the plate,white,green,0.5
5f4fe775f4c81eb,What is garnished on the meatloaf,with sprigs,garnished,0.5
6a7b52c652f8f68,What color are the broccoli florets in the image,bright,green,0.5
6a7b52c652f8f68,What vegetable is bright green and scattered in the image,broccoli,kale,0.5
6a7b52c652f8f68,What color is the diced ham in the image,red,pinkish-red,0.5
6a7b52c652f8f68,How do the potato cubes appear in the image,browned,golden-yellow,0.5
6a7b52c652f8f68,Where are the ingredients distributed across the image,across the image,throughout the bowl,0.5
aa903bd2778d89d,What is the color of the top melon ball,yellow,vibrant,0.5
aa903bd2778d89d,What type of drink is in the glass,smoothie,juice,0.5
aa903bd2778d89d,What is the glass made of,glass,glass,0.5
aa903bd2778d89d,What is the color of the middle melon ball,white,vibrant,0.5
aa903bd2778d89d,Where are the orange and green melon balls positioned,near to,on top of,0.5
fe9f0ffd89fa623,What is the color of the glass pitcher,clear,clear,0.5
fe9f0ffd89fa623,What type of container is the flax seed milk in,pitcher,brown,0.5
fe9f0ffd89fa623,What is the color of the flax seed milk,beige,brown,0.5
fe9f0ffd89fa623,Where is the pitcher sitting,in the center-left,sitting,0.5
84e269f9d9b168c,What color is the tiled surface,pink,blue,0.5
84e269f9d9b168c,What type of drink is shown in the image,milkshakes,cocktail,0.5
84e269f9d9b168c,Where is the whipped cream located,topped,on top,0.5
84e269f9d9b168c,What color is the cherry on each milkshake,red,dark-red,0.5
84e269f9d9b168c,Where is the cherry positioned,on each milkshake,on top of,0.5
97bf53a3c9e3567,What is the top layer of the cheesecake made of,chocolate,apple,0.5
97bf53a3c9e3567,What color is the cheesecake itself,brown,yellow,0.5
97bf53a3c9e3567,Where are the chocolate chunks located,on top,embedded,0.5
067bfdc6a1b4452,What is the appearance of the water in the pitcher,clear,clear,0.5
067bfdc6a1b4452,What type of container is the citrus water in,pitcher,pitcher,0.5
067bfdc6a1b4452,What color are the lemon slices in the pitcher,yellow,yellow,0.5
067bfdc6a1b4452,Where is the pitcher placed,on a wooden board,on a wooden surface,0.5
39267ddba7b95b5,What color is the broth in the soup,yellowish,reddish-brown,0.5
39267ddba7b95b5,What ingredient in the soup is white and rectangular,tofu,orange,0.5
39267ddba7b95b5,How are the sliced green scallions arranged in the soup,scattered across,on top,0.5
39267ddba7b95b5,What color is the geometric pattern on the bowl's rim,blue,gold,0.5
48462df2eb117b1,What color is the Miso Honey Dressing,reddish-brown,golden-yellow,0.5
48462df2eb117b1,What type of container is the Miso Honey Dressing in,jar,bowl,0.5
48462df2eb117b1,What is the texture of the Miso Honey Dressing,viscous,golden-yellow,0.5
48462df2eb117b1,Where are the green onion and sesame seeds located,on the top,on top,0.5
48462df2eb117b1,What is placed beside the jar of Miso Honey Dressing,tomatoes,golden-yellow,0.5
0bfd3b543549aa0,What is the Chex Mix served in,bowl,bowl,0.5
0bfd3b543549aa0,How are the ingredients in the bowl arranged,mixed,mixed,0.5
0bfd3b543549aa0,What color are the Chex cereal pieces,brown,beige,0.5
0bfd3b543549aa0,What color are the Goldfish crackers,orange,golden-tan,0.5
0bfd3b543549aa0,Where is the Spicy Buffalo Chex Mix placed,in a clear glass bowl,bowl,0.5
b7cc7018ab8a658,What color is the wooden bowl,brown,reddish-brown,0.5
b7cc7018ab8a658,What is the snack mix served in,bowl,in a clear glass bowl,0.5
b7cc7018ab8a658,What type of sweet treats are included in the snack mix,candies,fish,0.5
b7cc7018ab8a658,What color are the Bugles in the snack mix,golden-brown,in a clear glass bowl,0.5
dc76426a240bd72,What color is the checkered cloth,blue,red,0.5
dc76426a240bd72,What material is the surface the bowls are sitting on,wooden,wooden,0.5
dc76426a240bd72,What type of snack is golden brown in the bowls,pretzels,fish,0.5
dc76426a240bd72,What color are the cheese-flavored sticks,orange,seasoned,0.5
dc76426a240bd72,Where is the bowl with the blue and white checkered cloth located,on the left,in the background,0.5
ffed70feaf2c3d8,What color is the caramel corn,beige,inside a tin,0.5
ffed70feaf2c3d8,What color are the pretzels,brown,brown,0.5
ffed70feaf2c3d8,Where are the pretzels scattered mostly,towards the bottom,to the left,0.5
869d6b1bdc93aba,What color is the Mocha au Lait Mix,brown,brown,0.5
869d6b1bdc93aba,What is the container for the Mocha au Lait Mix,jar,pitcher,0.5
869d6b1bdc93aba,What is the state of the Mocha au Lait Mix in the jar,filled,brown,0.5
869d6b1bdc93aba,What color are the pieces in the Mocha au Lait Mix,white,brown,0.5
869d6b1bdc93aba,Where is the jar filled with white powder located,to the left of,to the upper right,0.5
958fef1593cd2eb,What is the primary color of the mocha drink,brown,brown,0.5
958fef1593cd2eb,What is the texture of the top layer of the drink,foamy,frothy,0.5
958fef1593cd2eb,What is on top of the mocha drink,with whipped cream,white,0.5
958fef1593cd2eb,Where are the chocolate chips located,scattered,green,0.5
638bf82e40fbb3d,What is the hue of the mojito,yellow-green,green,0.5
638bf82e40fbb3d,What type of drink is shown in the image,mojito,cocktail,0.5
638bf82e40fbb3d,What color are the mint leaves in the mojito,green,green,0.5
638bf82e40fbb3d,How is the mojito served in the image,by the Pitcher,glass,0.5
638bf82e40fbb3d,What describes the appearance of the mint leaves,fresh,colorful,0.5
bc20ea826ad34ab,What color is the mojito located at the top left,green,green,0.5
bc20ea826ad34ab,What type of drink is shown in the image,mojito,cocktail,0.5
bc20ea826ad34ab,What color is the mojito with mint leaves and a gold straw,yellow,green,0.5
bc20ea826ad34ab,What fruit is in the light pink mojito,strawberry,meat,0.5
f54d9b4f31ab88c,What is the color of the glasses holding the mousse,transparent,silver,0.5
f54d9b4f31ab88c,What type of dessert is shown in the image,mousse,enchiladas,0.5
f54d9b4f31ab88c,What color is the coffee powder on top of the mousse,brown,brown,0.5
f54d9b4f31ab88c,How would you describe the texture of the mousse,creamy,thick,0.5
f54d9b4f31ab88c,Where are the mousses placed,on a silver tray,on the tray,0.5
42a76678c4704ca,What color is the top of the muffins,golden-yellow,orange-brown,0.5
42a76678c4704ca,What type of baked goods are shown in the image,muffins,cookies,0.5
42a76678c4704ca,What is the front muffin doing to the muffin behind it,obscuring,brown,0.5
42a76678c4704ca,What color is the serving dish,blue,white,0.5
b65addd2e59de92,What type of drink is the Limoncello Mule,beverage,creamy,0.5
b65addd2e59de92,What do the ice cubes fill in the glass,fill,white,0.5
b65addd2e59de92,What color are the ice cubes,white,white,0.5
b65addd2e59de92,Where is the sprig of mint leaves located,on top of,on top of,0.5
5a2032b309c2f30,What material is the mug made of,copper,copper,0.5
5a2032b309c2f30,What type of drink container is used,mug,mug,0.5
5a2032b309c2f30,What color is the lime twist on the mug,green,over the rim,0.5
5a2032b309c2f30,What color is the candied ginger,yellow,yellow,0.5
5a2032b309c2f30,Where is the slice of lime placed,on the wooden surface,on the rim,0.5
ea5af326b0c0ae0,What color are the mushrooms,brown,dark,0.5
ea5af326b0c0ae0,What type of food is shown in the image,mushrooms,fajitas,0.5
ea5af326b0c0ae0,How does the sauce on the mushrooms appear,glossy,glossy,0.5
ea5af326b0c0ae0,What color are the leaves scattered throughout the mushrooms,green,green,0.5
ea5af326b0c0ae0,How are the mushrooms arranged,in a pile,distributed,0.5
49867bb4f0e8a8e,What color are the scrambled eggs,yellow,light yellow,0.5
49867bb4f0e8a8e,What is the main ingredient mixed with the mushrooms,eggs,cheese,0.5
49867bb4f0e8a8e,What type of vegetable is mixed with the eggs,mushroom,tomatoes,0.5
49867bb4f0e8a8e,What color are the mushrooms,brown,dark,0.5
2f23310ae0cd1ac,What is the main protein in the dish,chicken,chicken,0.5
2f23310ae0cd1ac,What color is the creamy dijon sauce,brown,yellow,0.5
2f23310ae0cd1ac,Where is the chicken located in the bowl,on the right,throughout the bowl,0.5
2f23310ae0cd1ac,What are the small green specks on the sauce,herbs,herbs,0.5
003a0414a7b4b4d,What is the texture of the mushrooms,creamy,dark,0.5
003a0414a7b4b4d,What type of food is being cooked,mushrooms,brisket,0.5
003a0414a7b4b4d,What color is the pan,black,black,0.5
003a0414a7b4b4d,Where are the mushrooms being cooked,from the pan,in a pan,0.5
003a0414a7b4b4d,What color are the darker parts of the mushrooms,brown,brown,0.5
6b9c89697a4e683,What color are the enoki mushrooms in the image,yellow,dark,0.5
6b9c89697a4e683,What type of mushrooms are shown in the image,enoki mushrooms,oyster mushrooms,0.5
6b9c89697a4e683,How do the strands of enoki mushrooms appear in the image,tangled,glisten,0.5
6b9c89697a4e683,What is the shape of the enoki mushrooms in the image,strands,rectangular,0.5
ae3d0682c44e12e,What is the state of the mussels in the broth,immersed,submerged,0.5
ae3d0682c44e12e,What type of seafood is primarily black and in the center of the image,mussels,nuggets,0.5
ae3d0682c44e12e,What color is the broth surrounding the mussels,orange-red,brown,0.5
ae3d0682c44e12e,What color is the chorizo in the broth,brownish-red,brownish-red,0.5
ae3d0682c44e12e,Where is the piece of bread located in the image,on the left,in the image,0.5
ced462fa8f5ce2e,What is the color of the mustard sauce,yellow-orange,yellow,0.5
ced462fa8f5ce2e,What is happening to the mustard sauce above the jar,pouring,spoon,0.5
ced462fa8f5ce2e,What is the mustard sauce stored in,jar,jar,0.5
ced462fa8f5ce2e,What is the cutting board made of,wooden,wooden,0.5
ced462fa8f5ce2e,Where is the spoonful of mustard sauce held,above the jar,above the jar,0.5
4fde47f85a2d62f,What material is the jar made of,glass,glass jar,0.5
4fde47f85a2d62f,What type of surface is the jar on,wooden,wooden surface,0.5
4fde47f85a2d62f,What condiment is in the jar,mustard,mustard,0.5
4fde47f85a2d62f,Where is the jar located relative to the silver spreader,to the right,to the left,0.5
832f0e5e873a85a,What type of mustard is in the jars,Dijon,yellow,0.5
832f0e5e873a85a,What color is the mustard in the jars,tan,yellow,0.5
832f0e5e873a85a,How are the jars arranged in the image,lined up,arranged,0.5
832f0e5e873a85a,What containers hold the mustard,jars,bowls,0.5
87b272a4cbacfdb,What is the texture of the vegan nacho cheese,creamy,pale,0.5
87b272a4cbacfdb,What food is the vegan nacho cheese poured over,nachos,pancakes,0.5
87b272a4cbacfdb,What color is the vegan nacho cheese,light-orange,cheese,0.5
87b272a4cbacfdb,Where is the chopped green onions scattered,on top of,on top,0.5
87b272a4cbacfdb,What is the vegan nacho cheese held in,bowl,cheese,0.5
af8cb9fe3adcc14,What is the base of the dish made of,potato,rice,0.5
af8cb9fe3adcc14,What color is the plate,white,green,0.5
af8cb9fe3adcc14,What color are the potato wedges,golden-brown,brown,0.5
af8cb9fe3adcc14,What is melted over the potatoes,cheese,drizzled,0.5
af8cb9fe3adcc14,Where are the quick potato nachos placed,on a plate,on the plate,0.5
a87e8139eb5bf66,What is drizzled on top of the nachos,chocolate,red,0.5
a87e8139eb5bf66,What type of chips are used for the nachos,nachos,orange,0.5
a87e8139eb5bf66,What color are the tortilla chips,brown,yellow,0.5
a87e8139eb5bf66,What color is the paper plate,white,blue,0.5
a87e8139eb5bf66,Where is the ice cream and chocolate sauce primarily concentrated,on top of,in the center,0.5
7745d02f7aac9ca,What is the texture of the nectarine refresher,smooth,on a plate,0.5
7745d02f7aac9ca,What is the nectarine refresher served in,glass,on a plate,0.5
7745d02f7aac9ca,What color is the nectarine refresher,pink,on a plate,0.5
7745d02f7aac9ca,What type of drink is in the glass,refresher,juice,0.5
2bf4c23266f6f36,What type of dish is being described,soup,enchiladas,0.5
2bf4c23266f6f36,What color are the jalapeño slices,green,green,0.5
2bf4c23266f6f36,What type of meat is in the soup,chicken,chicken,0.5
2bf4c23266f6f36,Where is the lime wedge located,on the lower-right,on top of,0.5
35fecfa515fed5b,What color is the bowl,light blue,dark brown,0.5
35fecfa515fed5b,What is the food served in,bowl,bowl,0.5
35fecfa515fed5b,How much of the bowl do the noodles occupy,fill,fill,0.5
35fecfa515fed5b,What color are the noodles,yellow,yellow,0.5
35fecfa515fed5b,Where are the noodles located in the image,in the center,on the right side,0.5
2dcd9ac80de058d,What is the texture of the catfish nuggets,crunchy,golden-brown,0.5
2dcd9ac80de058d,What type of food is arranged on the plate,nuggets,olives,0.5
2dcd9ac80de058d,What color is the plate,white,green,0.5
2dcd9ac80de058d,Where are the catfish nuggets located on the plate,on the right side,right,0.5
2dcd9ac80de058d,What color is the sauce on the plate,red,orange-red,0.5
8f2c50a0a19996f,What type of nuts are covered in chocolate,corn nuts,brown,0.5
8f2c50a0a19996f,What color is the chocolate coating,brown,brown,0.5
8f2c50a0a19996f,Where is one cluster of chocolate-covered corn nuts located,on the napkin,on the top right,0.5
4c2f9a94422a2e9,What color is the pie crust,golden-brown,golden-brown,0.5
4c2f9a94422a2e9,What type of pie is shown,oatmeal,pie,0.5
4c2f9a94422a2e9,What is inside the pie crust,filling,golden-brown,0.5
4c2f9a94422a2e9,What color is the shredded coconut,white,white,0.5
4c2f9a94422a2e9,Where is the slice of pie placed,on a white surface,on plate,0.5
0bc89d050cedc1c,What color are the overnight buckwheat oats,beige,chocolate,0.5
0bc89d050cedc1c,What do the buckwheat oats do in the bowl,fill,fill,0.5
0bc89d050cedc1c,What type of berries are dark blue and on top of the oats,blueberries,blueberries,0.5
0bc89d050cedc1c,What color are the red berries,red,raspberries,0.5
0bc89d050cedc1c,Where are the blueberries and red berries located,on top,on the surface,0.5
d0530bab5c8a27e,What color is the cooking pot,black,black,0.5
d0530bab5c8a27e,What is the main ingredient in the dish besides okra,rice,noodles,0.5
d0530bab5c8a27e,What color are the okra pieces,green,green,0.5
d0530bab5c8a27e,What vegetable is mixed with the rice,okra,broccoli,0.5
d0530bab5c8a27e,In what type of pot is the okra rice cooked,in a black cooking pot,white,0.5
63259c61ebc63e5,What color is the chicken breast,beige,white,0.5
63259c61ebc63e5,What type of meat is at the center of the plate,chicken,chicken,0.5
63259c61ebc63e5,What color are the olives,green,olives,0.5
63259c61ebc63e5,Where are the green olives placed,on top,on top of,0.5
63259c61ebc63e5,What are the bright red halved fruits on the chicken,tomatoes,tomatoes,0.5
07fd6296d93bc13,What color are most of the olives,golden,olives,0.5
07fd6296d93bc13,What type of food is shown in the image,olives,fajitas,0.5
