answer,predicted_answer,bleu_score
chicken,chicken,1.0
on the lower-right,on the right side,0.16821895003341453
light blue,blue with a copper trim,0.0456496931223525
bowl,a bowl,0.06754436142034707
fill,most of the bowl,0.0
yellow,yellow,1.0
in the center,on top of the plate,0.0456496931223525
crunchy,crispy,0.0
nuggets,food,0.0
white,white with black stripes,0.061033220311973134
on the right side,"There are no catfish nuggets on the plate, there are fried shrimp.",0.04774753205784679
red,red,1.0
corn nuts,none,0.0
brown,dark brown,0.06754436142034707
on the napkin,on the left side of the plate,0.081939171811711
golden-brown,golden-brown,1.0
oatmeal,"It is not a pie, it is a slice of pizza",0.0
filling,"a filling of eggs, cheese, and cured pork",0.028599617161713803
white,white,1.0
on a white surface,on a plate,0.15174681566793558
beige,off-white,0.0
fill,The buckwheat oats are likely used to make the oatmeal,0.0
blueberries,blueberries,1.0
red,red,1.0
on top,on top of the food,0.12121093525642128
black,black,1.0
rice,Rice,0.0
green,green,1.0
okra,brussels sprouts,0.0
in a black cooking pot,a wok,0.015071184180845467
beige,white,0.0
chicken,chicken,1.0
green,green and black,0.07249749990681824
on top,scattered on top of the dish,0.09717716588732002
tomatoes,cherry tomatoes,0.06754436142034707
golden,green,0.0
olives,fried olives and fried pickles,0.0456496931223525
cut,they have been halved,0.0
on the bottom,in the front of the plate,0.03759340464156993
green,green,1.0
wooden,wood,0.0
bread,Italian bread,0.06754436142034707
black,black,1.0
golden-brown,golden-brown,1.0
on a wooden cutting board,on a wooden cutting board,1.0
visible,"yes, the olives are visible in the jar.",0.028599617161713803
olives,capers,0.0
glass,glass,1.0
white,white,1.0
yellow,yellow,1.0
spilling out of,filling it,0.0
bacon,bacon,1.0
mixed,not shown,0.0
located on the left side,there is no spinach in the image,0.03235934848975789
omelette,cheese,0.0
scattered,cubed,0.0
red,red,1.0
caramelized,dark brown,0.0
melted,It has melted,0.07249749990681824
onions,cheese,0.0
brown,white,0.0
cheese,cheese,1.0
towards the bottom,in the background,0.07249749990681824
reddish-brown,red,0.0
nestled,centered,0.0
orange,golden-brown,0.0
to the left of,in the background,0.05194672862155564
orange,orange,1.0
plate,a plate,0.06754436142034707
vibrant,golden orange,0.0
thick,frothy,0.0
drink,mocha coffee,0.0
garnished,for decoration,0.0
green,green,1.0
at the bottom,at the bottom of the drink,0.23376641384792204
pink,pink,1.0
Oreo,"yes, the crust is likely made of crushed Oreos",0.0
sprinkled,Yes,0.0
on top surface,on the whipped cream,0.061033220311973134
circular,There is no Cajun Oyster Pie in this image.,0.0
crust,top,0.0
star-shaped,star,0.0
oysters,shrimp,0.0
green,green,1.0
on a star-shaped plate,on the plate,0.06177541927786947
white,white,1.0
oysters,oysters,1.0
yellow,yellow,1.0
reddish-brown,"crispy, golden-brown",0.0
white,white,1.0
yellow,yellow,1.0
scattered,They are arranged in a circle around the center of the bowl.,0.0
shrimp,mussels,0.0
in a bowl,on top of the rice,0.0
chicken,chicken,1.0
scattered,scattered throughout,0.06754436142034707
orange-brown,golden-brown,0.0
shrimp,shrimp,1.0
green,green,1.0
pancake,a plate of food,0.0
white,white,1.0
golden brown,golden brown,0.2213885886251307
on the left side,"there are no pancakes on the plate, the dish is actually a type of pasta dish called ""carbonara""",0.03265830837077511
salty,sweet,0.0
pancakes,crepes,0.0
cooking,fried,0.0
yellow,golden-brown,0.0
golden yellow,yellow,0.36787944117144233
paneer,Pork,0.0
reddish-brown,brown,0.0
on top,scattered on top,0.21177974141341938
vibrant,green,0.0
green,green,1.0
bowl,round,0.0
blue,blue with white accents.,0.061033220311973134
scattered,scattered,1.0
on top,on the top of the dish,0.044706344276931285
cranberry,"none, there is no fruit",0.0
glass,glass,1.0
red,red,1.0
on a table,on a table,0.5757197301274735
white,white,1.0
parfaits,parfait,0.0
red,red,1.0
on top,on top of the yogurt,0.12121093525642128
orange,orange,1.0
yellow,yellow,1.0
fills,it is topped with a dollop of cream.,0.0
vegetable,potato soup,0.0
white,white,1.0
in the center,on top of the soup,0.0456496931223525
round,round,1.0
parsnips,potatoes,0.0
beige,white,0.0
smooth,smooth,1.0
chicken,chicken,1.0
reddish-orange,red,0.0
pasta,rotini,0.0
scattered amidst,in the middle,0.0
diced,small,0.0
orange,orange,1.0
pasta,pasta,1.0
melted,melted,1.0
brownish-tan,orange,0.0
beige,pasta is a light tan color,0.0
pasta,penne,0.0
shrimp,shrimp,1.0
green,green,1.0
over the shrimp,on top of the shrimp and asparagus,0.081939171811711
scattered,scattered,1.0
pasta,pasta,1.0
yellow,yellow,1.0
on top,on top,0.2213885886251307
dish,pasta,0.0
red,red,1.0
scattered,diced,0.0
eggplant,Brussels sprouts,0.0
golden-yellow,light brown,0.0
bowls,in the background,0.0
with a brown wooden handle,brown,0.01831563888873418
white,white,1.0
yellow,yellow,1.0
blueberries,blueberries,1.0
nestled among,on top of the pasta,0.0
pavlova,"not a dessert, but a savory dish",0.0
greenish-yellow,yellowish,0.0
soup,soup,1.0
white,white,1.0
submerged,there is no spoon in this image.,0.0
peas,peas,1.0
bowl,in the bowl,0.07249749990681824
Italian,italian,0.0
on the right side,in the middle,0.05194672862155564
vibrant,orange,0.0
holding,There are no peach slices in this image.,0.0
white,white with green trim,0.061033220311973134
in the center,to the left,0.07249749990681824
yellow-orange,golden brown,0.0
glasses,a bowl,0.0
wooden,wood,0.0
on the rim,on the rim,0.5757197301274735
reddish-yellow,yellow and red,0.0
margaritas,margarita,0.0
served,in a glass,0.0
bright,orange,0.0
glasses,margaritas,0.0
in the center,in the top right corner,0.12121093525642128
tea,peach smoothie,0.0
drinking,drinking it,0.06754436142034707
peach,There is no tea in the image.,0.0
yellow,yellow and white,0.07249749990681824
to the right,behind the first glass,0.061033220311973134
peachy-orange,reddish-orange,0.0
pitcher,a pitcher,0.06754436142034707
red,red,1.0
on the left,on the left,0.5757197301274735
dark,dark brown,0.06754436142034707
peanut butter,There is no butter in the cookies.,0.03235934848975789
golden brown,golden brown,0.2213885886251307
on the lower right,on the plate,0.15174681566793558
cookie,miniature cheesecakes,0.0
light brown,brown,0.36787944117144233
ice cream,melted cheese,0.0
smooth,smooth,1.0
near the top,The reflective surface is most noticeable on the top left of the image.,0.044249674106354955
yellow,white,0.0
muffins,muffins,1.0
perfect,golden brown,0.0
white,white,1.0
on the plate,on a plate,0.08621454270909737
red,red,1.0
in the left side,They are not present in the image,0.081939171811711
brown,brown,1.0
pecan,pecans,0.0
white,white,1.0
on top,on top of the dessert,0.12121093525642128
reddish-brown,brown,0.0
tan,light brown,0.0
overlapping,overlapping,1.0
brown,brown,1.0
on the cracker,Not visible,0.0
appetizer,crumble,0.0
penne,pasta,0.0
distributed,in a circular pattern,0.0
red,orange,0.0
cilantro,parsley,0.0
on top of,on top of the pasta,0.29950981436291046
penne,penne,1.0
red-orange,red,0.0
sauteed,diced,0.0
peppers,red bell pepper,0.0
green,green,1.0
peppers,brussels sprouts,0.0
scattered across,a plate,0.0
glistening,fried,0.0
white,white,1.0
pesto,pesto sauce,0.06754436142034707
container,jar,0.0
vibrant,green,0.0
textured,crumbly,0.0
pesto,pesto,1.0
fills,"There is no walnut pesto in the image, however, there are walnuts in the image.",0.0
white,white,1.0
on top of,on the dish,0.07249749990681824
chicken,shrimp,0.0
falling onto,on top of the chicken,0.0
green,green,1.0
scattered,in a pile,0.0
pickles,cucumbers,0.0
glass,glass,1.0
full,full,1.0
yellow,green,0.0
sliced,thinly,0.0
yellowish-green,green,0.0
pickles,dill pickles,0.06754436142034707
on the left side,behind the plate,0.05194672862155564
white,white,1.0
clear,clear,1.0
pickles,pickles,1.0
green,They are not visible in the image.,0.0
in a jar,in a jar,0.5757197301274735
melted,melted,1.0
pie,caramel corn,0.0
tan,brown,0.0
silver,aluminum,0.0
apricot,There is no fruit in this image.,0.0
golden-brown,golden brown,0.0
pies,There is no dessert in the image.,0.0
uneven,crispy,0.0
pie,pie,1.0
white,white,1.0
green plate,green,0.36787944117144233
yellow,golden brown,0.0
pierogi,pierogies and coffee,0.0
on the plate,on a plate,0.08621454270909737
center,The pierogi is located in the center of the plate.,0.023457495174891017
white,white,1.0
pinkish-red,red,0.0
on a plate,on a plate,0.5757197301274735
rice,rice,1.0
inside the bowl,on a plate,0.0
yellow,white,0.0
scattered,in a circle,0.0
rice,rice,1.0
red,red and green,0.07249749990681824
on the left,on the left side,0.43146827293898643
large,large,1.0
to the lower left,in the lower corner of the image,0.081939171811711
chocolate,chocolate,1.0
brown,dark brown,0.06754436142034707
on the left,to the right,0.07249749990681824
hot,They are warm,0.0
brown,brown,1.0
on top,on top,0.2213885886251307
bread,pita,0.0
brown,light brown,0.06754436142034707
on the plate,inside the pita,0.07249749990681824
crumbs,pieces of cheese,0.0
white,white,1.0
bread,naan,0.0
red,orange,0.0
tan,light brown,0.0
on a white plate,on a plate,0.16793545727180179
arranged,in a spiral,0.0
pear,"there is no fruit on top of the cheese, only rosemary",0.0
on top of,on top,0.13427896671164932
silver,gray,0.0
pizza,"a plate of fries topped with cheese, bacon bits, green onions and shrimp",0.0
red,red,1.0
beige,uncooked,0.0
on a round,round,0.1353352832366127
golden-brown,golden-brown,1.0
on the left,to the left of the plate,0.09717716588732002
plum bread,muffins,0.0
white,white,1.0
tan,brown,0.0
cracked,crumbly,0.0
on a plate,on a table,0.21177974141341938
pink,red,0.0
plate,a plate,0.06754436142034707
red,red,1.0
parsley,parsley,1.0
polenta,mashed potatoes,0.0
yellow,yellow,1.0
green,green,1.0
polenta,mashed potatoes,0.0
in the lower center,"there is no polenta in this image, however, there is mashed potatoes",0.020044994979069072
roasted,kernels,0.0
beige,white,0.0
chicken,chicken,1.0
yellow,yellow,1.0
cream,yellow,0.0
yellow,orange,0.0
rice,rice,1.0
brown,brown,1.0
in light yellow,white,0.0
interspersed,They are scattered throughout the rice.,0.0
rice,pasta,0.0
red,red,1.0
green,green,1.0
above the rice,above,0.1353352832366127
pink,pink,1.0
cake,cake pop,0.06754436142034707
colorful,candy dots,0.0
on a light brown surface,on a table,0.10873134470594509
brown,brown,1.0
ice pops,frozen popsicles,0.0
white,white,1.0
on a white plate,on a plate,0.16793545727180179
blurred,out of focus,0.0
brown,light brown,0.06754436142034707
cookies,cookies,1.0
on a metal baking sheet,on a baking sheet,0.18527477532266828
shiny,crispy,0.0
rice,brown,0.0
brown,golden-brown,0.0
stacked on,on top of the rice,0.0456496931223525
pink,pink,1.0
bowl,the caramel,0.0
brown,golden brown,0.06754436142034707
almonds,almonds,1.0
jar,a jar,0.06754436142034707
on the same surface,on the wooden cutting board,0.12121093525642128
orange,clear,0.0
on the bottom center,wood,0.0
green,green,1.0
vibrant,orange,0.0
sweet potatoes,carrots,0.0
orange,orange,1.0
within the bowl,in a bowl,0.07249749990681824
brown,dark brown,0.06754436142034707
apples,peaches,0.0
white,white with a blue rim,0.0456496931223525
yellow,orange,0.0
in a bowl,there are no apples on the plate,0.0
applesauce,a bowl,0.0
blue,blue,1.0
red,red,1.0
on a surface,on a table,0.21177974141341938
applesauce,golden yellow,0.0
golden-brown,golden yellow,0.0
scooped,it is being used to scoop up some food,0.0
white,white,1.0
in the bowl,in the bowl,0.5757197301274735
golden-amber,orange,0.0
jar,a jar,0.06754436142034707
yellow,yellow,1.0
on the table,on the table,0.5757197301274735
white,white,1.0
meat,shrimp,0.0
carrots,carrots,1.0
fried,fried,1.0
on the plate,on the left side of the plate,0.10783801466424223
adjacent,to the right,0.0
green,green,1.0
artichoke,spinach,0.0
white,white,1.0
to the right,next to the Brussels sprouts,0.12121093525642128
green,green,1.0
asparagus,asparagus,1.0
arranged,they are arranged in a pile,0.03759340464156993
green,green,1.0
asparagus,asparagus,1.0
upwards,left,0.0
on top of,on a plate,0.07249749990681824
green,green,1.0
avocado,avocado,1.0
white,white,1.0
on its outer skin,avocado skin is on the outside of the dish,0.030601688609851067
scattered,on top of the dish,0.0
green,green,1.0
pie,pie,1.0
white,white,1.0
on top,on top of the mocha coffee,0.09717716588732002
golden-brown,golden-brown,1.0
avocado,cabbage,0.0
green,green,1.0
on a white square plate,"not on the plate, they are not visible",0.028599617161713803
vary,"Yes, the avocado bites have the same size and shape.",0.0
raspberries,raspberries and blueberries,0.07249749990681824
scattered,in a bowl,0.0
red,red,1.0
on the white cloth,on a plate,0.05194672862155564
glistening,crispy,0.0
bacon,pork,0.0
dark brown,crispy brown,0.06754436142034707
separated by,"one piece is on the left, one piece is on the right",0.0
bacon,bacon,1.0
oven,there is no bacon in the image,0.0
on a wire rack,on a rack,0.16793545727180179
golden-brown,light yellow,0.0
bagel bites,bagel balls,0.06754436142034707
blue,there are no bagel bites in this image.,0.0
in the bottom half,One,0.0
broken,white,0.0
golden-brown,There are no bagels in this image.,0.0
bagels,"bagel, donut, and bagel with a hole in the middle, mocha coffee and donuts, and a salad with brussels sprouts.",0.0
spice,pepper flakes,0.0
on a wire rack,on a cooling rack,0.18616487055295167
pumpernickel,"none, the dish is a bagel is not made of bread",0.0
brown,brown,1.0
bagels,"A meal of mocha coffee, fried pork, coleslaw, and bagels.",0.0
on a black wire rack,on a cooling rack,0.14498534696702547
white,white,1.0
golden-brown,golden-brown,1.0
melted,melted,1.0
plate,a plate,0.06754436142034707
sesame,sesame seeds,0.06754436142034707
on the left,on the left,0.5757197301274735
white,white,1.0
cheese,cheese,1.0
sausage,crumbled bacon,0.0
brown,brown,1.0
within the cheese,in the dish,0.07249749990681824
beige,brown,0.0
bananas,bananas,1.0
yellow,yellow,1.0
to the left of,to the left of the jar,0.5081327481546147
brown,brown,1.0
chocolate,chocolate chips,0.06754436142034707
loaves,rectangular,0.0
golden-brown,golden brown,0.0
towards the center,left,0.0
fries,french fries,0.06754436142034707
brown,golden-brown,0.0
white,white with a black and brown design,0.03235934848975789
on a plate,on a plate,0.5757197301274735
bananas,There is no fruit in this dish.,0.0
golden-yellow,yellow,0.0
in coconut milk,milk,0.1353352832366127
bowl,a bowl,0.06754436142034707
golden-brown,golden-brown,1.0
banana,"none, this is a savory dish",0.0
together,in a pile,0.0
tempura,Banana tempura is a type of fried banana dish.,0.02573285025273419
irregular,oval,0.0
yellow,yellow,1.0
banana,banana,1.0
white,white,1.0
on top of,on the banana slices,0.061033220311973134
dark blue,blue,0.36787944117144233
golden,orange,0.0
bars,square,0.0
white,white,1.0
reddish-brown,golden brown,0.0
chicken,pork,0.0
white,white,1.0
on top of,on top,0.13427896671164932
green,green,1.0
mix,"beef, carrots, onions, and barley",0.0
white,white,1.0
dispersed,scattered,0.0
orange,orange,1.0
of beef,beef,0.36787944117144233
white,white,1.0
chicken,chicken,1.0
brown,white,0.0
green,green,1.0
at the bottom,underneath the other ingredients,0.061033220311973134
overlapping,side by side,0.0
Sea Bass,halibut,0.0
white,white,1.0
on the left side,on the left,0.41252121275142684
green,green,1.0
yellowish,white,0.0
scattered,scattered,1.0
sea bass,"There is no fish in the image, but there is a fish-shaped food.",0.0
on the rack,on a plate,0.07249749990681824
green,green,1.0
smooth,"yes, the batter appears smooth",0.0456496931223525
batter,"No, the batter is made of mocha ingredients.",0.028599617161713803
brown,Yes.,0.0
on top,yes,0.0
yes,yes,1.0
tangy,sweet and tangy,0.07249749990681824
beef,beef,1.0
tan,light brown,0.0
orange,orange,1.0
shredded,shredded,1.0
meat,pork,0.0
coating,thick and orange,0.0
yellowish,light brown,0.0
chicken,"None, the image shows a bowl of hummus with crackers and some brussels sprouts.",0.0
reddish-brown,brown,0.0
ribs,pork,0.0
grill,on a grill,0.07249749990681824
unevenly,thinly spread,0.0
on the top,on the pork,0.21177974141341938
tasty,cooked,0.0
pan,a pan,0.06754436142034707
green,green,1.0
green beans,green beans,0.2213885886251307
in the center,in the center,0.5757197301274735
reddish-brown,brown,0.0
orange,orange,1.0
with other ingredients,tomatoes,0.0
plate,over pasta,0.0
green,green,1.0
beans,green beans,0.06754436142034707
tangled,scattered,0.0
yes,"Yes, the green beans overlap the pork slices",0.0
in the bottom center,on the right side of the plate,0.03235934848975789
glossy,shiny,0.0
beans,Brussels sprouts,0.0
peppered,blackened,0.0
overlapping,They are scattered on the plate.,0.0
throughout the entire image frame,The beans are located in the center of the image.,0.023457495174891017
tan,pinkish-brown,0.0
bowl,a bowl,0.06754436142034707
fill,The beans occupy most of the bowl.,0.0
brown,brown,1.0
in the broth,in the bowl,0.21177974141341938
sliced,sliced,1.0
beef,ground beef,0.06754436142034707
brown,brown,1.0
with peppers,peppers,0.36787944117144233
slow,roasted,0.0
reddish-brown,brown,0.0
meat,a plate of food,0.0
in the upper-right portion,towards the top of the frame,0.03759340464156993
brown,brown,1.0
white,white,1.0
at the top,on top of the mocha coffee,0.044706344276931285
glasses,mugs,0.0
amber,golden brown,0.0
surface,next to the glasses,0.0
red,red,1.0
beets,potatoes,0.0
green,green,1.0
yellow,golden brown,0.0
cake,cake,1.0
on a clear glass,a cake stand,0.05194672862155564
yellow,golden brown,0.0
biscuits,cookies,0.0
clustered,stacked,0.0
baked,baked,1.0
golden-brown,golden brown,0.0
pale,white,0.0
cream,golden brown,0.0
on a wire rack,there is no arrowroot biscuit in the image,0.0
beige,light yellow,0.0
biscuits,cheese and bacon biscuits,0.061033220311973134
orange,orange,1.0
across the image,on the plate,0.07249749990681824
flaky,crispy,0.0
light-colored,blue and white,0.0
blondies,a blondie,0.0
brown,light brown,0.06754436142034707
on top,the blondies,0.0
drizzle,caramel sauce,0.0
purple,blue,0.0
blueberries,there is no fruit on the plate,0.0
pink,pinkish red,0.0
bowl,a container,0.0
under the bowl,under the bowl of dip,0.29950981436291046
golden-brown,golden brown,0.0
reddish-brown,red,0.0
covering,"It's not bolognese, the pasta is not visible in the image.",0.0
plate,rigatoni,0.0
yellow,light yellow,0.06754436142034707
in the center,in the center,0.5757197301274735
green,green,1.0
spinach,spinach,1.0
avocado,green,0.0
closer to,The pieces of chicken are located on the bottom left of the bowl.,0.0
tan,brown,0.0
rice,rice,1.0
on the left side,on the left,0.41252121275142684
green,green,1.0
reddish-brown,red,0.0
brats,Italian sausage,0.0
green,green,1.0
draped over,on top of the dish,0.0
liquid,parsley,0.0
walnuts,walnuts,1.0
speckled,moist,0.0
on top,on top,0.2213885886251307
white,white,1.0
loaf,There is no bread on the left side of the frame.,0.0
tan,golden brown,0.0
overlapping,vertically,0.0
on the board,on a wire rack,0.061033220311973134
white,white,1.0
golden-brown,golden-brown,1.0
stacked,stacked on top of each other,0.03759340464156993
beige,golden brown,0.0
bread,Italian food,0.0
creamy,light brown,0.0
on a wire rack,on a wire rack,1.0
bright,white,0.0
orange,orange,1.0
around the eggs,on the plate,0.07249749990681824
brown,brown,1.0
beef brisket,pork,0.0
green,green,1.0
gravy,gravy,1.0
on the plate,not visible,0.0
golden-brown,not visible,0.0
within,On top,0.0
brown,brown,1.0
beef,pork,0.0
green,green,1.0
on a plate,on the plate,0.08621454270909737
rice,rice,1.0
broccoli,broccoli,1.0
green,green,1.0
red,red,1.0
cooked,steamed,0.0
on a plate,on a plate,0.5757197301274735
broth,sauce,0.0
green,green,1.0
within the broth,"they are not on the plate, they are in the pot.",0.021598265052211615
square,square,1.0
brown,chocolate brown,0.06754436142034707
on top,on top of the whipped cream,0.09717716588732002
green,green,1.0
brown,brown,1.0
shiny,peeled,0.0
pecans,pecans,1.0
brown,brown,1.0
brownies,There is no dessert shown in the image.,0.0
cracked,crispy,0.0
walnuts,walnuts,1.0
on top of,on top,0.13427896671164932
dark-brown,dark brown,0.0
arranged,cut into squares,0.0
brownies,brownies,1.0
within the chocolate,on the top of the brownie,0.03759340464156993
white,white,1.0
bruschetta,carbonara,0.0
red,red,1.0
on the center,on the plate,0.21177974141341938
toasted,bread,0.0
melted,it has been melted,0.061033220311973134
black,black,1.0
red,red,1.0
on top,on top of the pizza,0.12121093525642128
reddish-brown,The beef is not present in the image. There is no beef in this image.,0.0
beef,pork,0.0
glistening,"There is no beef in the image, there is only a type of fish called tuna.",0.0
on top of,there are no carrots in the image,0.0
orange,orange,1.0
one-third,most of the image,0.0
burgers,A plate of food.,0.0
brownish-tan,brown,0.0
of the burgers,a brown gravy,0.0
green,green,1.0
white,white,1.0
melted,it has melted,0.07249749990681824
orange,yellow,0.0
in the dish,There is no burrito casserole on the plate.,0.028599617161713803
layers,layered,0.0
vegan,"no, the burritos contain cheese and meat",0.0
burritos,"coffee, coleslaw, and a cooked lobster tail",0.0
tan,white,0.0
on top,on a plate,0.07249749990681824
sweet,spicy,0.0
burritos,"A burrito, burritos, or chimichangas are not pictured, but the food shown is similar to a burrito.",0.0
black,black and red,0.07249749990681824
on a black plate,on a plate,0.16793545727180179
orange,orange,1.0
white,white,1.0
cupcake,cupcakes,0.0
light blue,blue and white,0.07249749990681824
on top of,swirled on top,0.21177974141341938
rectangular,rectangular,1.0
cake,cake,1.0
blue,blue,1.0
caramel,blue,0.0
around the perimeter,scattered across the cake,0.061033220311973134
shredded,shredded,1.0
cabbage,brussels sprouts,0.0
on the top-right,on the plate,0.21177974141341938
white,white with blue accents.,0.061033220311973134
pinkish-red,pink,0.0
white,white,1.0
bowl,round,0.0
breadcrumbs,crushed crackers,0.0
golden,browned,0.0
shredded,shredded,1.0
green-cabbage,cabbage,0.0
white,white,1.0
orange,orange,1.0
within the salad,in the salad,0.21177974141341938
reddish-orange,orange,0.0
cabbage,cabbage,1.0
yellowish-green,yellow,0.0
beans,kidney beans,0.06754436142034707
in the center,centered,0.0
cabbage,carrots,0.0
brown,brown,1.0
on top of the plate,on top of the carrots,0.668740304976422
orange,orange,1.0
Evenly-distributed ,scattered,0.0
floating in,on top of the soup,0.0
red,red,1.0
orange,orange,1.0
light-brown,golden brown,0.0
chicken,pork,0.0
red,red,1.0
on the right side,in the center,0.05194672862155564
spaghetti,linguine,0.0
reddish-brown,red,0.0
chicken,shrimp,0.0
light-yellow,beige,0.0
in the center,above the pasta,0.07249749990681824
light,white,0.0
chicken,chicken,1.0
red,red,1.0
cheese,parmesan cheese,0.06754436142034707
golden,golden brown,0.06754436142034707
calamari,calamari,1.0
arranging,scattered,0.0
white,white,1.0
on the plate,in the center of the plate,0.09717716588732002
yellow,white with a yellow interior,0.0456496931223525
bowl,a bowl,0.06754436142034707
brown,brown,1.0
on top of,at the top of the dish,0.09717716588732002
yellow,yellow,1.0
plate,a plate,0.06754436142034707
beef,pork,0.0
brown,brown,1.0
in broth,oil,0.0
yellow,yellow,1.0
chocolate,chocolate,1.0
candy,"mocha coffee, coleslaw, and a chocolate-covered caramel corn treat.",0.0
brown,chocolate brown,0.06754436142034707
right of orange ribbon,in the background,0.0
brown,brown,1.0
sugar,caramel,0.0
white,white,1.0
to the left,on the left side of the plate,0.081939171811711
brownish-red,red-brown,0.0
meat,a piece of cooked meat,0.0456496931223525
dark brown,black,0.0
charred,crispy,0.0
vegetables,a fork,0.0
hard,crispy,0.0
candy,caramel corn,0.0
orange,orange,1.0
coated,"The white powder is likely sugar. The sugar is likely used to coat the candy, making it a sweet treat.",0.0
throughout,on top of the caramel corn,0.0
green,green,1.0
candy,Food is shown in the image.,0.0
reddish-brown,red,0.0
center,in the center,0.07249749990681824
on the plate,on the plate,0.5757197301274735
red,purple,0.0
poured,it was drizzled,0.0
candy,a dish of mocha coffee with a side of caramel corn and a side of coleslaw,0.0
translucent,translucent,1.0
on a piece,at the top,0.0
yellow,yellow,1.0
center of the image,There is no cantaloupe pie in the image.,0.028599617161713803
fluffy and toasted,toasted,0.1353352832366127
meringue,meringue,1.0
silver,brown,0.0
light-green,yellow,0.0
pasta,carbonara,0.0
black,black,1.0
in a creamy sauce,cheese sauce,0.02484818193359921
silver,gray,0.0
brown,pink,0.0
meat,pork,0.0
bubbling,foam is forming,0.0
yellow-brown,brown,0.0
orange,orange,1.0
carrots,carrots,1.0
white,white,1.0
orange,orange,1.0
carrots,carrots,1.0
glistening,sliced,0.0
in the center,on the right side,0.061033220311973134
green,green,1.0
yellowish,orange,0.0
rice,shrimp,0.0
orange,orange,1.0
green,green,1.0
cashews,There are no nuts shown in the image.,0.0
tan,light brown,0.0
Piled randomly,in a pile,0.0
on a purple surface,on a table,0.15174681566793558
triangular,square,0.0
casserole,a glass plate,0.0
green,green,1.0
with cheese,tomatoes,0.0
egg,eggs,0.0
beige,golden-brown,0.0
catfish,"None is featured in the dish, the dish features shrimp.",0.0
reddish-orange,red,0.0
in the upper-center,above the zucchini noodles,0.061033220311973134
fried,crispy bacon,0.0
golden-brown,There is no catfish in this image.,0.0
catfish,"There is no fish in the image, only a piece of fried pork and shrimp.",0.0
center,There is no catfish in the image.,0.0
green,green,1.0
on the foreground,"There is no catfish in the image, however, there is a piece of cooked fish in the image.",0.014238348381961592
fills,It fills it up.,0.061033220311973134
cauliflower,brussels sprouts,0.0
blue,blue,1.0
yellow,yellow,1.0
creamy,creamy,1.0
mac-n-cheese,Macaroni and cheese,0.0
white,white,1.0
orange-yellow,yellow,0.0
off-white,white,0.0
cauliflower,cauliflower,1.0
green,green,1.0
broccoli,broccoli,1.0
broccoli,broccoli,1.0
glass jars,glass,0.36787944117144233
white,white,1.0
orange,orange,1.0
on the countertop,on a counter,0.07249749990681824
golden-brown,golden-brown,1.0
bread,"braided bread, cheddar cheese, mocha coffee, and coleslaw.",0.0
on the cutting board,in the right half of the image,0.03235934848975789
yellow,yellow,1.0
dark green,dark green,0.2213885886251307
chard,brussels sprouts,0.0
garlic,garlic,1.0
white,white,1.0
in a bowl,in the bowl,0.08621454270909737
rainbow,"red, green, orange, and purple",0.0
chard,Swiss chard,0.06754436142034707
green,red,0.0
in a bowl,on a tablecloth,0.07249749990681824
vegetables,orange bell pepper,0.0
cheeseburger,cheeseburger,1.0
yellow,yellow,1.0
golden-brown,brown,0.0
pickle,a pickle,0.06754436142034707
on a white plate,on a plate,0.16793545727180179
tan,light brown,0.0
burger,a burger,0.06754436142034707
orange,orange,1.0
located to the left,next to the sweet potato fries,0.09717716588732002
beige,white,0.0
filling,pressing down,0.0
right side of the image,not shown,0.0
silver,gray,0.0
golden-brown,golden-brown,1.0
cheesecake,cheesecake,1.0
white,white,1.0
sprinkled,pepper,0.0
white,golden-brown,0.0
cheesecake,Cheesecake,0.0
blue,blue,1.0
on the plate,on a plate,0.08621454270909737
syrup,a caramel sauce,0.0
red,red,1.0
jar,jars,0.0
on top of,on top of the whipped cream,0.23376641384792204
dark-brown,chocolate,0.0
cheesecake,cake,0.0
glaze,smooth,0.0
strawberries,strawberries,1.0
on top of,on top,0.13427896671164932
creamy,whipped,0.0
cherries,black olives,0.0
fills,it covers it,0.0
purple,dark purple,0.06754436142034707
throughout the bowl,throughout the dish,0.21177974141341938
red,orange,0.0
cherries,cherries,1.0
brown,brown,1.0
on the left,left,0.1353352832366127
orange,orange,1.0
browned,light brown,0.0
chicken,chicken,1.0
on top of the plate,on a plate,0.044264022136417135
parsley,parsley,1.0
golden,golden-brown,0.0
brown,brown,1.0
reddish-brown sauce,reddish-brown,0.36787944117144233
on and around the chicken,on the plate,0.044264022136417135
yellow,yellowish orange,0.0
red,red,1.0
sprinkled on top,on top of the scrambled eggs,0.09717716588732002
fork,a fork,0.06754436142034707
crispy,crispy,1.0
large,large,1.0
chili,ground beef,0.0
red,orange,0.0
in a pot,in a pot,0.5757197301274735
sausage,ground beef,0.0
green,green,1.0
bowl,a bowl,0.06754436142034707
in the bowl,on the plate,0.07249749990681824
green,pink,0.0
dip in,inside the bowl,0.0
scattered,randomly,0.0
chips,"A plate of food with fried pork, Brussels sprouts, and mocha coffee.",0.0
green,crispy dark brown,0.0
golden-yellow,black,0.0
towards the central region,in the center of the image,0.03759340464156993
swirled,swirled,1.0
tan,brown,0.0
many,there are no pieces of chocolate shown in the image,0.0
rectangular,square,0.0
in clear plastic,plastic,0.1353352832366127
dessert,glass bowl,0.0
clear,rectangular,0.0
raspberries,dried cranberries,0.0
