Image,Question,Answer,Predicted_Answer,EM,Precision,Recall,F1
513dc1eda01a289,Where is the slice of lime placed,on the rim,behind the mug,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
513dc1eda01a289,What fruit is on the rim of the glass,lime,There is no fruit on the rim of the glass. There is a lemon wedge on the side of the glass.,0.0,0.0,0.0,0.0
5a3a373e75ebdb8,What color is the linguine,yellow,white,0.0,0.0,0.0,0.0
5a3a373e75ebdb8,What type of pasta is shown in the image,linguine,linguine,1.0,1.0,1.0,1.0
5a3a373e75ebdb8,What color are the chives,green,green,1.0,1.0,1.0,1.0
5a3a373e75ebdb8,How are the clams distributed throughout the dish,scattered,Scattered,1.0,1.0,1.0,1.0
0f47aba2c1035e4,What color is the linguine pasta,beige,pale yellow,0.0,0.0,0.0,0.0
0f47aba2c1035e4,What type of food is the main ingredient in the dish,pasta,pasta,1.0,1.0,1.0,1.0
0f47aba2c1035e4,What color are the portobello mushrooms,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
0f47aba2c1035e4,What color are the fresh herbs,green,green,1.0,1.0,1.0,1.0
0f47aba2c1035e4,Where are the sprigs of fresh green herbs placed,on top of,on top of the pasta,0.0,0.6,1.0,0.7499999999999999
4a74a640bbcbdae,What color is the plate,white,white,1.0,1.0,1.0,1.0
4a74a640bbcbdae,What color is the top of the loaf,golden-brown,golden-brown,1.0,1.0,1.0,1.0
4a74a640bbcbdae,Where is the loaf placed,on a plate,on a plate,1.0,1.0,1.0,1.0
4a74a640bbcbdae,What fruit is visible in the loaf,blueberries,blueberries,1.0,1.0,1.0,1.0
6f5968958d46e1b,What material is the cutting board made of,wooden,wood,0.0,0.0,0.0,0.0
6f5968958d46e1b,What type of food is on the cutting board,cheese,a biscuit,0.0,0.0,0.0,0.0
6f5968958d46e1b,What color is the larger piece of cheese loaf,yellow,white,0.0,0.0,0.0,0.0
6f5968958d46e1b,Where is the larger piece of cheese loaf located,on the left,to the left,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
a9a427f82097900,Are the rolls vegan,yes,"No, the rolls are not vegan, as they contain butter and cheese.",0.0,0.0,0.0,0.0
a9a427f82097900,What color is the plate,white,white,1.0,1.0,1.0,1.0
a9a427f82097900,Where are the rolls positioned in the image,in the center,side by side,0.0,0.0,0.0,0.0
29b645b9d151199,What color are the lumpia rolls,golden,golden-brown,0.0,0.0,0.0,0.0
29b645b9d151199,How do the lumpia rolls appear in relation to each other,overlapping,they are overlapping,0.0,0.3333333333333333,1.0,0.5
29b645b9d151199,What is the predominant color of the lumpia rolls,reddish-brown,golden brown,0.0,0.0,0.0,0.0
0595fdb82f39b0f,What color is the sauce,reddish-brown,dark brown,0.0,0.0,0.0,0.0
0595fdb82f39b0f,Where is the small white bowl located,on the right side,on the plate,0.0,0.6666666666666666,0.5,0.5714285714285715
0595fdb82f39b0f,What is the sauce served in,bowl,a bowl,0.0,0.5,1.0,0.6666666666666666
91fdbd8bb0a8e0e,What color is the mac and cheese,yellow,yellow,1.0,1.0,1.0,1.0
91fdbd8bb0a8e0e,What is the cheese doing to the macaroni,covering,binding,0.0,0.0,0.0,0.0
e1fafe420d478f3,What describes the overall look of the dish,vibrant,appealing,0.0,0.0,0.0,0.0
e1fafe420d478f3,What is the dish cooked in,skillet,a pan,0.0,0.0,0.0,0.0
e1fafe420d478f3,What color are the chunks of sausage,browned,brown,0.0,0.0,0.0,0.0
e1fafe420d478f3,What color is the macaroni and cheese,yellow,yellow,1.0,1.0,1.0,1.0
e1fafe420d478f3,Where are the drizzles of hot sauce located,on top of,on top of the cheese,0.0,0.6,1.0,0.7499999999999999
60ec1726e9600fa,What is the color of the lettuce,green,green,1.0,1.0,1.0,1.0
60ec1726e9600fa,Where is the burger located,in the center,in the middle of the plate,0.0,0.4,0.6666666666666666,0.5
25898d35cdcbac8,What type of pasta is used in the dish,macaroni,macaroni,1.0,1.0,1.0,1.0
25898d35cdcbac8,What color is the macaroni in the dish,yellow,macaroni is not visible in this image.,0.0,0.0,0.0,0.0
25898d35cdcbac8,Where is the toasted breadcrumb layer located,on the top,on top,0.0,1.0,0.6666666666666666,0.8
632362f78909a06,What color is the macaroni and cheese,yellow,yellow,1.0,1.0,1.0,1.0
632362f78909a06,What type of pasta is on the plate,macaroni,pasta,0.0,0.0,0.0,0.0
632362f78909a06,How is the macaroni and cheese arranged on the plate,clustered,in a pile,0.0,0.0,0.0,0.0
632362f78909a06,On which side of the plate is the macaroni and cheese,on the left side,left,0.0,1.0,0.25,0.4
b1e01e4a3f3359e,What flavor is the glaze on the Mahi Mahi,ginger,teriyaki,0.0,0.0,0.0,0.0
b1e01e4a3f3359e,What type of fish is shown in the image,Mahi Mahi,There is no fish in this image.,0.0,0.0,0.0,0.0
b1e01e4a3f3359e,What color is the glaze on the Mahi Mahi,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
b1e01e4a3f3359e,Where are the pieces of Mahi Mahi located in the image,in the bottom center,not in the image,0.0,0.5,0.5,0.5
d3305955d0cfa7b,What color is the Mahi Mahi,golden-brown,"the fish is not labeled, but it is likely to be a white fish.",0.0,0.0,0.0,0.0
d3305955d0cfa7b,What type of fish is shown in the image,Mahi Mahi,Mahi-mahi,0.0,0.0,0.0,0.0
d3305955d0cfa7b,What color are the mango cubes,yellow,yellow,1.0,1.0,1.0,1.0
d3305955d0cfa7b,What vegetable is on the bottom right of the image,beans,green beans,0.0,0.5,1.0,0.6666666666666666
579368f6acb85bb,What is the color of the filets,white,white,1.0,1.0,1.0,1.0
579368f6acb85bb,What color are the grill marks on the filets,reddish-brown,burnt brown,0.0,0.0,0.0,0.0
579368f6acb85bb,What color are the beans,green,green,1.0,1.0,1.0,1.0
29300b2106fa5c0,What color is the creamy sauce in the Rockefeller topping,orange,orange,1.0,1.0,1.0,1.0
29300b2106fa5c0,What vegetable is included in the Rockefeller topping,spinach,spinach,1.0,1.0,1.0,1.0
29300b2106fa5c0,What is the state of the mozzarella cheese on top,melted,melted,1.0,1.0,1.0,1.0
c7590e962a199ce,What is the texture of the rice,sticky,sticky,1.0,1.0,1.0,1.0
c7590e962a199ce,What color are the mango slices,yellow,yellow,1.0,1.0,1.0,1.0
c7590e962a199ce,How are the mango slices arranged on the rice,arranged,in a fan shape,0.0,0.0,0.0,0.0
c7590e962a199ce,Where are the mango slices placed on the rice,on top of,on top,0.0,1.0,0.6666666666666666,0.8
1d14ca8f5e015c6,What color is the Cadillac Margarita,pink,orange,0.0,0.0,0.0,0.0
1d14ca8f5e015c6,What is the name of the drink,Cadillac,margarita,0.0,0.0,0.0,0.0
1d14ca8f5e015c6,What color are the sugar crystals on the rim of the glass,white,clear,0.0,0.0,0.0,0.0
1d14ca8f5e015c6,Where is the lime slice attached,on the surface,to the side of the glass,0.0,0.2,0.3333333333333333,0.25
1d14ca8f5e015c6,What is the color of the lime slice,green,green,1.0,1.0,1.0,1.0
a3a640a49817695,What is the color of the margaritas,yellowish-green,yellow,0.0,0.0,0.0,0.0
a3a640a49817695,What is the drink in the image,margaritas,margarita,0.0,0.0,0.0,0.0
a3a640a49817695,What color is the cocktail shaker,silver,silver,1.0,1.0,1.0,1.0
c6a5b6d09133e4e,What is the color of the Margarita On The Rocks,yellow-green,white,0.0,0.0,0.0,0.0
c6a5b6d09133e4e,What color are the salt crystals on the rim of the glass,white,white,1.0,1.0,1.0,1.0
57ae10df5a5ef66,What color is the liquid in the glass,yellow,yellow,1.0,1.0,1.0,1.0
57ae10df5a5ef66,What color is the salt on the rim of the glass,white,white,1.0,1.0,1.0,1.0
57ae10df5a5ef66,Where are the pineapple leaves positioned,from the top,on the rim of the glass,0.0,0.2,0.3333333333333333,0.25
0c5a0aacfe0bef7,What type of drink is being served,margaritas,margaritas,1.0,1.0,1.0,1.0
0c5a0aacfe0bef7,What color is the plate,blue,turquoise,0.0,0.0,0.0,0.0
0c5a0aacfe0bef7,Where are the margaritas placed,on the plate,on a plate,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
0c5a0aacfe0bef7,What color are the lime slices,green,green,1.0,1.0,1.0,1.0
28c13c705876e33,What color is the liquid in the glass,red,red,1.0,1.0,1.0,1.0
28c13c705876e33,What fruit is skewered on the stick,blackberries,blackberries,1.0,1.0,1.0,1.0
28c13c705876e33,Where are the blackberries and mint leaves placed,on the wooden surface,on top of the mocha,0.0,0.4,0.5,0.4444444444444445
28c13c705876e33,What color are the mint leaves,green,green,1.0,1.0,1.0,1.0
0a840a459597f90,What is surrounding the chicken pieces,marinade,a sauce,0.0,0.0,0.0,0.0
0a840a459597f90,Where is the marinade mostly located,surrounding,on the right side of the dish,0.0,0.0,0.0,0.0
0a840a459597f90,What type of meat is shown in the image,chicken,fish,0.0,0.0,0.0,0.0
0a840a459597f90,How does the marinade appear,glossy,it appears to be brown,0.0,0.0,0.0,0.0
0a840a459597f90,Where is the marinade located in relation to the chicken pieces,in the background,on top,0.0,0.0,0.0,0.0
9628adf77ad491d,What is the consistency of the marinade,viscous,liquid,0.0,0.0,0.0,0.0
9628adf77ad491d,What is the purpose of the green mixture in the bowl,marinade,"the sauce is likely a homemade sauce that includes olive oil, parmesan cheese, black pepper, and dried oregano, which is used for the dish",0.0,0.0,0.0,0.0
9628adf77ad491d,Where is the marinade contained,in the bowl,in a bowl,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
9628adf77ad491d,Where is the small white bowl located in the image,in the center,in the center of the image,0.0,0.6,1.0,0.7499999999999999
9628adf77ad491d,What fruit is placed to the right of the bowl,lemon,lemon,1.0,1.0,1.0,1.0
ff4e68b58369ade,What color is the marinade on the meat skewers,reddish-brown,orange,0.0,0.0,0.0,0.0
ff4e68b58369ade,What does the marinade do to the surface of the meat skewers,coats,gives it a golden-brown color,0.0,0.0,0.0,0.0
ff4e68b58369ade,What are the pieces of meat placed on,skewers,a skewer,0.0,0.0,0.0,0.0
ff4e68b58369ade,What color is the plate,white,white,1.0,1.0,1.0,1.0
1a05e7b22b78c56,What color is the marinade,reddish-brown,red,0.0,0.0,0.0,0.0
1a05e7b22b78c56,What type of meat is the marinade on,chicken,pork,0.0,0.0,0.0,0.0
1a05e7b22b78c56,Where is the marinade primarily located,on the upper chicken,on the chicken,0.0,1.0,0.75,0.8571428571428571
fa17a9ec083ec53,What is the color of the marmalade described as,amber,orange,0.0,0.0,0.0,0.0
fa17a9ec083ec53,What type of preserve is shown in the image,marmalade,jelly,0.0,0.0,0.0,0.0
fa17a9ec083ec53,What color is the marmalade,amber,orange,0.0,0.0,0.0,0.0
fa17a9ec083ec53,What is the jar made of,glass,glass,1.0,1.0,1.0,1.0
820eb7fa401d2f5,What color is the marmalade,orange,orange,1.0,1.0,1.0,1.0
820eb7fa401d2f5,What is the shade of the marmalade's color,amber,red-orange,0.0,0.0,0.0,0.0
820eb7fa401d2f5,What is the name of the food item in the jar,marmalade,jelly,0.0,0.0,0.0,0.0
820eb7fa401d2f5,What pattern is on the surface where the marmalade is placed,striped,yellow and white stripes,0.0,0.0,0.0,0.0
820eb7fa401d2f5,Where is the kitchen towel in relation to the marmalade,to its left,to the right,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
ee15c597bfb8798,What color is the first marshmallow log,brown,white,0.0,0.0,0.0,0.0
ee15c597bfb8798,What is the coating on the marshmallow logs,coated,coconut,0.0,0.0,0.0,0.0
ee15c597bfb8798,How many marshmallow logs are there,three,there is no marshmallow logs in the image,0.0,0.0,0.0,0.0
ee15c597bfb8798,Where is the first marshmallow log located,on the left,to the left,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
ee15c597bfb8798,What is the white coating on the marshmallow logs made of,coconut,coconut,1.0,1.0,1.0,1.0
b7538c474cb8e0d,What type of candy is shown in the image,marshmallows,marshmallows,1.0,1.0,1.0,1.0
b7538c474cb8e0d,What color are the marshmallows,light pink,pink,0.0,1.0,0.5,0.6666666666666666
b7538c474cb8e0d,Where are the marshmallows placed,on a small plate,on the plate,0.0,0.6666666666666666,0.5,0.5714285714285715
b7538c474cb8e0d,Where are three of the marshmallows located,bottom,on the left side of the plate,0.0,0.0,0.0,0.0
d5a84d4b2f83ff9,How would you describe the appearance of the watermelon martini,vibrant,The drink is pink and has a sugar rim and lime and watermelon garnish.,0.0,0.0,0.0,0.0
d5a84d4b2f83ff9,What fruit is used to garnish the drink,watermelon,watermelon,1.0,1.0,1.0,1.0
d5a84d4b2f83ff9,What color is the watermelon cube on the glass,pink,red,0.0,0.0,0.0,0.0
d5a84d4b2f83ff9,Where is the watermelon cube placed,on the top,on the edge of the drink,0.0,0.4,0.6666666666666666,0.5
d5a84d4b2f83ff9,What color is the lime wedge,green,green,1.0,1.0,1.0,1.0
66ae1600ebb7f91,What color is the liquid in the glasses,red,red,1.0,1.0,1.0,1.0
66ae1600ebb7f91,What type of glasses are the drinks served in,stemmed,martini glasses,0.0,0.0,0.0,0.0
66ae1600ebb7f91,What color is the granular substance on the rim of the glasses,brown,white,0.0,0.0,0.0,0.0
66ae1600ebb7f91,Where is the lemon slice positioned in each glass,on top of,on the surface,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
faeaf31da2804f9,What color is the liquid in the martini glass,reddish-purple,brown,0.0,0.0,0.0,0.0
faeaf31da2804f9,What type of drink is in the glass,martini,mocha coffee,0.0,0.0,0.0,0.0
faeaf31da2804f9,What color are the cherries in the martini,red,red,1.0,1.0,1.0,1.0
faeaf31da2804f9,What is on the toothpick in the martini,with two bright red cherries,cherries,0.0,1.0,0.2,0.33333333333333337
faeaf31da2804f9,What is the bottle to the left of the martini glass,agave,a bottle of sriracha,0.0,0.0,0.0,0.0
f03641343949289,What nut is used in the marzipan,pistachio,almonds,0.0,0.0,0.0,0.0
f03641343949289,What color is the pistachio marzipan,green,green,1.0,1.0,1.0,1.0
f03641343949289,What shape is the large block of marzipan,cylindrical,cylindrical,1.0,1.0,1.0,1.0
f03641343949289,What shape is the other piece of marzipan,rectangular bar,rectangular,0.0,1.0,0.5,0.6666666666666666
f03641343949289,Where is the cylindrical block positioned,on the left side,in the center of the plate,0.0,0.2,0.25,0.22222222222222224
b18e700533e57c7,What color is the bowl,white,white,1.0,1.0,1.0,1.0
b18e700533e57c7,What color are the diced carrots,orange,orange,1.0,1.0,1.0,1.0
b18e700533e57c7,What vegetable is scattered in the soup,carrots,carrots,1.0,1.0,1.0,1.0
b18e700533e57c7,Where is the soup served,in a bowl,on a plate,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
6e5a18f2e850105,How does the chicken skin appear,crispy,crispy,1.0,1.0,1.0,1.0
6e5a18f2e850105,What type of meat is shown in the image,chicken,pork,0.0,0.0,0.0,0.0
6e5a18f2e850105,What color is the plate,white,white,1.0,1.0,1.0,1.0
6e5a18f2e850105,What color are the lemon slices,yellow,yellow,1.0,1.0,1.0,1.0
6e5a18f2e850105,Where is the chicken placed,on a plate,on a plate,1.0,1.0,1.0,1.0
d7c036841cefce5,What is the name of the condiment in the image,mayo,butter,0.0,0.0,0.0,0.0
d7c036841cefce5,What texture does the 'Thick 'n Tangy Mayo' have,smooth,Smooth,1.0,1.0,1.0,1.0
d7c036841cefce5,What color is the pan in the image,gray,not visible,0.0,0.0,0.0,0.0
d7c036841cefce5,Where is some of the 'Thick 'n Tangy Mayo' located,in the upper left corner,on the side of the plate,0.0,0.2,0.2,0.20000000000000004
7e886250c1c8bd7,What is the condiment served in,bowl,sauce,0.0,0.0,0.0,0.0
7e886250c1c8bd7,What color is the condiment,orange,orange,1.0,1.0,1.0,1.0
7e886250c1c8bd7,What herb is used to top the condiment,basil,basil,1.0,1.0,1.0,1.0
7e886250c1c8bd7,Where is the bowl placed,on a light-colored surface,on a table,0.0,0.6666666666666666,0.5,0.5714285714285715
e4a5cb24b16dcbf,What color is the ramp mayonnaise,light green,green,0.0,1.0,0.5,0.6666666666666666
e4a5cb24b16dcbf,What does the ramp mayonnaise do to the bowl,fills,it appears to be blended into the soup,0.0,0.0,0.0,0.0
e4a5cb24b16dcbf,What type of container is the ramp mayonnaise in,bowl,a bowl,0.0,0.5,1.0,0.6666666666666666
e4a5cb24b16dcbf,What is positioned to the right of the bowl,leaves,brussels sprouts,0.0,0.0,0.0,0.0
e4a5cb24b16dcbf,Where are the leaves and flowers positioned relative to the bowl,to the right of,on the right side,0.0,0.5,0.5,0.5
dd053255e37ce87,What color are the egg noodles,yellow,yellow,1.0,1.0,1.0,1.0
dd053255e37ce87,What is the main protein in the dish,meatballs,shrimp,0.0,0.0,0.0,0.0
dd053255e37ce87,Where are the meatballs located,on top,in the white sauce,0.0,0.0,0.0,0.0
dd053255e37ce87,What color are the herbs sprinkled on top,green,green,1.0,1.0,1.0,1.0
61be719816b9597,What color are the meatballs primarily,orange-brown,brown,0.0,0.0,0.0,0.0
61be719816b9597,What type of sauce is used in the dish,tomato sauce,tomato sauce,1.0,1.0,1.0,1.0
61be719816b9597,What does the tomato sauce do to the meatballs,covers,The tomato sauce covers the meatballs.,0.0,0.16666666666666666,1.0,0.2857142857142857
61be719816b9597,What color are the parsley flakes on top of the dish,green,green,1.0,1.0,1.0,1.0
99b06fe64858e3f,What is the flavor of the meatballs,sweet,"meatballs are likely seasoned with salt, pepper, and herbs, and may also contain additional ingredients such as garlic, onion, and breadcrumbs. The flavor of the meatballs is likely savory and slightly sweet, with a rich, meaty taste.",0.0,0.03125,1.0,0.06060606060606061
99b06fe64858e3f,What type of food is in the bowl,meatballs,meatballs,1.0,1.0,1.0,1.0
99b06fe64858e3f,What color are the meatballs,brownish-red,brown,0.0,0.0,0.0,0.0
99b06fe64858e3f,Where are the meatballs placed in the image,in the center,on top of the sauce,0.0,0.2,0.3333333333333333,0.25
99b06fe64858e3f,What is the meatballs served in,bowl,a sauce,0.0,0.0,0.0,0.0
3bcec40caadd96c,What is the texture of the sauce on the meatballs,creamy,thick and creamy,0.0,0.3333333333333333,1.0,0.5
3bcec40caadd96c,What is the main protein in the dish,meatballs,shrimp,0.0,0.0,0.0,0.0
3bcec40caadd96c,What color is the sauce on the meatballs,orange,orange,1.0,1.0,1.0,1.0
3bcec40caadd96c,Where is the rice located in relation to the meatballs,underneath,underneath the meatballs,0.0,0.3333333333333333,1.0,0.5
3bcec40caadd96c,What color are the beans in the image,green,green,1.0,1.0,1.0,1.0
48ff5489da60b8a,What color is the outer layer of the meatloaf,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
48ff5489da60b8a,What is served alongside the meatloaf,salad,a salad,0.0,0.5,1.0,0.6666666666666666
48ff5489da60b8a,How is the red onion prepared in the salad,sliced,sliced,1.0,1.0,1.0,1.0
48ff5489da60b8a,Where is the All-American Meatloaf located in the image,is in,not shown,0.0,0.0,0.0,0.0
48ff5489da60b8a,What color is the bread roll,golden,golden-brown,0.0,0.0,0.0,0.0
7c05dc76a8b9bbd,What type of dish is shown in the image,meatloaf,meatloaf,1.0,1.0,1.0,1.0
7c05dc76a8b9bbd,What is the primary color of the meatloaf,light-brown,brown,0.0,0.0,0.0,0.0
7c05dc76a8b9bbd,What color is the sauce on the meatloaf,reddish-brown,dark brown,0.0,0.0,0.0,0.0
7c05dc76a8b9bbd,Where on the plate is the meatloaf positioned,towards the right side,center,0.0,0.0,0.0,0.0
5f4fe775f4c81eb,What color is the outer edge of the meatloaf,dark,charred,0.0,0.0,0.0,0.0
5f4fe775f4c81eb,What is the main dish in the image,meatloaf,meatloaf,1.0,1.0,1.0,1.0
5f4fe775f4c81eb,What color is the plate,white,white,1.0,1.0,1.0,1.0
5f4fe775f4c81eb,What is garnished on the meatloaf,with sprigs,thyme,0.0,0.0,0.0,0.0
6a7b52c652f8f68,What color are the broccoli florets in the image,bright,green,0.0,0.0,0.0,0.0
6a7b52c652f8f68,What vegetable is bright green and scattered in the image,broccoli,broccoli,1.0,1.0,1.0,1.0
6a7b52c652f8f68,What color is the diced ham in the image,red,pink,0.0,0.0,0.0,0.0
6a7b52c652f8f68,How do the potato cubes appear in the image,browned,the cubes appear to be cooked,0.0,0.0,0.0,0.0
6a7b52c652f8f68,Where are the ingredients distributed across the image,across the image,evenly,0.0,0.0,0.0,0.0
aa903bd2778d89d,What is the color of the top melon ball,yellow,orange,0.0,0.0,0.0,0.0
aa903bd2778d89d,What type of drink is in the glass,smoothie,mocha,0.0,0.0,0.0,0.0
aa903bd2778d89d,What is the glass made of,glass,glass,1.0,1.0,1.0,1.0
aa903bd2778d89d,What is the color of the middle melon ball,white,orange,0.0,0.0,0.0,0.0
aa903bd2778d89d,Where are the orange and green melon balls positioned,near to,next to the dish,0.0,0.25,0.5,0.3333333333333333
fe9f0ffd89fa623,What is the color of the glass pitcher,clear,clear,1.0,1.0,1.0,1.0
fe9f0ffd89fa623,What type of container is the flax seed milk in,pitcher,a jar,0.0,0.0,0.0,0.0
fe9f0ffd89fa623,What is the color of the flax seed milk,beige,light brown,0.0,0.0,0.0,0.0
fe9f0ffd89fa623,Where is the pitcher sitting,in the center-left,on a wooden surface,0.0,0.0,0.0,0.0
84e269f9d9b168c,What color is the tiled surface,pink,pink,1.0,1.0,1.0,1.0
84e269f9d9b168c,What type of drink is shown in the image,milkshakes,milkshake,0.0,0.0,0.0,0.0
84e269f9d9b168c,Where is the whipped cream located,topped,on top of the whipped cream,0.0,0.0,0.0,0.0
84e269f9d9b168c,What color is the cherry on each milkshake,red,red,1.0,1.0,1.0,1.0
84e269f9d9b168c,Where is the cherry positioned,on each milkshake,top of the whipped cream,0.0,0.0,0.0,0.0
97bf53a3c9e3567,What is the top layer of the cheesecake made of,chocolate,chocolate,1.0,1.0,1.0,1.0
97bf53a3c9e3567,What color is the cheesecake itself,brown,beige,0.0,0.0,0.0,0.0
97bf53a3c9e3567,Where are the chocolate chunks located,on top,on top of the chocolate frosting,0.0,0.3333333333333333,1.0,0.5
067bfdc6a1b4452,What is the appearance of the water in the pitcher,clear,clear,1.0,1.0,1.0,1.0
067bfdc6a1b4452,What type of container is the citrus water in,pitcher,a pitcher,0.0,0.5,1.0,0.6666666666666666
067bfdc6a1b4452,What color are the lemon slices in the pitcher,yellow,yellow,1.0,1.0,1.0,1.0
067bfdc6a1b4452,Where is the pitcher placed,on a wooden board,on a wooden cutting board,0.0,0.8,1.0,0.888888888888889
39267ddba7b95b5,What color is the broth in the soup,yellowish,yellow,0.0,0.0,0.0,0.0
39267ddba7b95b5,What ingredient in the soup is white and rectangular,tofu,the tofu,0.0,0.5,1.0,0.6666666666666666
39267ddba7b95b5,How are the sliced green scallions arranged in the soup,scattered across,scattered around the soup,0.0,0.25,0.5,0.3333333333333333
39267ddba7b95b5,What color is the geometric pattern on the bowl's rim,blue,white,0.0,0.0,0.0,0.0
48462df2eb117b1,What color is the Miso Honey Dressing,reddish-brown,reddish-brown,1.0,1.0,1.0,1.0
48462df2eb117b1,What type of container is the Miso Honey Dressing in,jar,a bottle,0.0,0.0,0.0,0.0
48462df2eb117b1,What is the texture of the Miso Honey Dressing,viscous,smooth,0.0,0.0,0.0,0.0
48462df2eb117b1,Where are the green onion and sesame seeds located,on the top,sprinkled on top of the mocha coffee,0.0,0.42857142857142855,1.0,0.6
48462df2eb117b1,What is placed beside the jar of Miso Honey Dressing,tomatoes,tomatoes,1.0,1.0,1.0,1.0
0bfd3b543549aa0,What is the Chex Mix served in,bowl,a bowl,0.0,0.5,1.0,0.6666666666666666
0bfd3b543549aa0,How are the ingredients in the bowl arranged,mixed,randomly,0.0,0.0,0.0,0.0
0bfd3b543549aa0,What color are the Chex cereal pieces,brown,brown,1.0,1.0,1.0,1.0
0bfd3b543549aa0,What color are the Goldfish crackers,orange,yellow,0.0,0.0,0.0,0.0
0bfd3b543549aa0,Where is the Spicy Buffalo Chex Mix placed,in a clear glass bowl,inside the tin,0.0,0.0,0.0,0.0
b7cc7018ab8a658,What color is the wooden bowl,brown,brown,1.0,1.0,1.0,1.0
b7cc7018ab8a658,What is the snack mix served in,bowl,a bowl,0.0,0.5,1.0,0.6666666666666666
b7cc7018ab8a658,What type of sweet treats are included in the snack mix,candies,candy corn,0.0,0.0,0.0,0.0
b7cc7018ab8a658,What color are the Bugles in the snack mix,golden-brown,gold,0.0,0.0,0.0,0.0
dc76426a240bd72,What color is the checkered cloth,blue,blue and white,0.0,0.3333333333333333,1.0,0.5
dc76426a240bd72,What material is the surface the bowls are sitting on,wooden,wood,0.0,0.0,0.0,0.0
dc76426a240bd72,What type of snack is golden brown in the bowls,pretzels,chex mix,0.0,0.0,0.0,0.0
dc76426a240bd72,What color are the cheese-flavored sticks,orange,orange,1.0,1.0,1.0,1.0
dc76426a240bd72,Where is the bowl with the blue and white checkered cloth located,on the left,next to the plate,0.0,0.25,0.3333333333333333,0.28571428571428575
ffed70feaf2c3d8,What color is the caramel corn,beige,golden-brown,0.0,0.0,0.0,0.0
ffed70feaf2c3d8,What color are the pretzels,brown,brown,1.0,1.0,1.0,1.0
ffed70feaf2c3d8,Where are the pretzels scattered mostly,towards the bottom,on top of the other ingredients,0.0,0.16666666666666666,0.3333333333333333,0.2222222222222222
869d6b1bdc93aba,What color is the Mocha au Lait Mix,brown,white,0.0,0.0,0.0,0.0
869d6b1bdc93aba,What is the container for the Mocha au Lait Mix,jar,a jar,0.0,0.5,1.0,0.6666666666666666
869d6b1bdc93aba,What is the state of the Mocha au Lait Mix in the jar,filled,It is crushed.,0.0,0.0,0.0,0.0
869d6b1bdc93aba,What color are the pieces in the Mocha au Lait Mix,white,brown and white,0.0,0.3333333333333333,1.0,0.5
869d6b1bdc93aba,Where is the jar filled with white powder located,to the left of,in the background,0.0,0.3333333333333333,0.25,0.28571428571428575
958fef1593cd2eb,What is the primary color of the mocha drink,brown,brown,1.0,1.0,1.0,1.0
958fef1593cd2eb,What is the texture of the top layer of the drink,foamy,whipped cream,0.0,0.0,0.0,0.0
958fef1593cd2eb,What is on top of the mocha drink,with whipped cream,whipped cream and chocolate chips,0.0,0.4,0.6666666666666666,0.5
958fef1593cd2eb,Where are the chocolate chips located,scattered,on top of the whipped cream,0.0,0.0,0.0,0.0
638bf82e40fbb3d,What is the hue of the mojito,yellow-green,greenish-yellow,0.0,0.0,0.0,0.0
638bf82e40fbb3d,What type of drink is shown in the image,mojito,mocha,0.0,0.0,0.0,0.0
638bf82e40fbb3d,What color are the mint leaves in the mojito,green,green,1.0,1.0,1.0,1.0
638bf82e40fbb3d,How is the mojito served in the image,by the Pitcher,"Not served, the image shows a plate of food, not a mojito",0.0,0.09090909090909091,0.3333333333333333,0.14285714285714288
638bf82e40fbb3d,What describes the appearance of the mint leaves,fresh,green,0.0,0.0,0.0,0.0
bc20ea826ad34ab,What color is the mojito located at the top left,green,green,1.0,1.0,1.0,1.0
bc20ea826ad34ab,What type of drink is shown in the image,mojito,a mocha coffee,0.0,0.0,0.0,0.0
bc20ea826ad34ab,What color is the mojito with mint leaves and a gold straw,yellow,green,0.0,0.0,0.0,0.0
bc20ea826ad34ab,What fruit is in the light pink mojito,strawberry,strawberry,1.0,1.0,1.0,1.0
f54d9b4f31ab88c,What is the color of the glasses holding the mousse,transparent,clear,0.0,0.0,0.0,0.0
f54d9b4f31ab88c,What type of dessert is shown in the image,mousse,mousse,1.0,1.0,1.0,1.0
f54d9b4f31ab88c,What color is the coffee powder on top of the mousse,brown,brown,1.0,1.0,1.0,1.0
f54d9b4f31ab88c,How would you describe the texture of the mousse,creamy,smooth,0.0,0.0,0.0,0.0
f54d9b4f31ab88c,Where are the mousses placed,on a silver tray,on the plate,0.0,0.3333333333333333,0.25,0.28571428571428575
42a76678c4704ca,What color is the top of the muffins,golden-yellow,golden brown,0.0,0.0,0.0,0.0
42a76678c4704ca,What type of baked goods are shown in the image,muffins,muffins,1.0,1.0,1.0,1.0
