Image,Question,Answer,Predict,gpt_score
2f23310ae0cd1ac,What color is the creamy dijon sauce,brown,beige,0.5
2f23310ae0cd1ac,Where is the chicken located in the bowl,on the right,in the center,0.2
2f23310ae0cd1ac,What are the small green specks on the sauce,herbs,herbs,1.0
003a0414a7b4b4d,What is the texture of the mushrooms,creamy,creamy,1.0
003a0414a7b4b4d,What type of food is being cooked,mushrooms,mushrooms,1.0
003a0414a7b4b4d,What color is the pan,black,black,1.0
003a0414a7b4b4d,Where are the mushrooms being cooked,from the pan,skillet,0.5
003a0414a7b4b4d,What color are the darker parts of the mushrooms,brown,brown,1.0
6b9c89697a4e683,What color are the enoki mushrooms in the image,yellow,yellow,1.0
6b9c89697a4e683,What type of mushrooms are shown in the image,enoki mushrooms,mushrooms,0.7
6b9c89697a4e683,How do the strands of enoki mushrooms appear in the image,tangled,appear,0.1
6b9c89697a4e683,What is the shape of the enoki mushrooms in the image,strands,diced,0.1
ae3d0682c44e12e,What is the state of the mussels in the broth,immersed,sliced,0.1
ae3d0682c44e12e,What type of seafood is primarily black and in the center of the image,mussels,mussels,1.0
ae3d0682c44e12e,What color is the broth surrounding the mussels,orange-red,reddish-brown,0.5
ae3d0682c44e12e,What color is the chorizo in the broth,brownish-red,reddish-brown,0.95
ae3d0682c44e12e,Where is the piece of bread located in the image,on the left,in the center,0.2
ced462fa8f5ce2e,What is the color of the mustard sauce,yellow-orange,orange,0.7
ced462fa8f5ce2e,What is happening to the mustard sauce above the jar,pouring,dripping,0.5
ced462fa8f5ce2e,What is the mustard sauce stored in,jar,jar,1.0
ced462fa8f5ce2e,What is the cutting board made of,wooden,wooden,1.0
ced462fa8f5ce2e,Where is the spoonful of mustard sauce held,above the jar,on the rim,0.4
4fde47f85a2d62f,What material is the jar made of,glass,glass,1.0
4fde47f85a2d62f,What type of surface is the jar on,wooden,wooden,1.0
4fde47f85a2d62f,What condiment is in the jar,mustard,mustard,1.0
4fde47f85a2d62f,Where is the jar located relative to the silver spreader,to the right,to the left,0.1
832f0e5e873a85a,What type of mustard is in the jars,Dijon,cheesy,0.2
832f0e5e873a85a,What color is the mustard in the jars,tan,yellow,0.2
832f0e5e873a85a,How are the jars arranged in the image,lined up,arranged,0.7
832f0e5e873a85a,What containers hold the mustard,jars,jars,1.0
87b272a4cbacfdb,What is the texture of the vegan nacho cheese,creamy,creamy,1.0
87b272a4cbacfdb,What food is the vegan nacho cheese poured over,nachos,chips,0.6
87b272a4cbacfdb,What color is the vegan nacho cheese,light-orange,orange,0.7
87b272a4cbacfdb,Where is the chopped green onions scattered,on top of,scattered,0.1
87b272a4cbacfdb,What is the vegan nacho cheese held in,bowl,with,0.1
af8cb9fe3adcc14,What is the base of the dish made of,potato,tortilla,0.2
af8cb9fe3adcc14,What color is the plate,white,white,1.0
af8cb9fe3adcc14,What color are the potato wedges,golden-brown,golden-brown,1.0
af8cb9fe3adcc14,What is melted over the potatoes,cheese,cheese,1.0
af8cb9fe3adcc14,Where are the quick potato nachos placed,on a plate,on a plate,1.0
a87e8139eb5bf66,What is drizzled on top of the nachos,chocolate,drizzled,0.2
a87e8139eb5bf66,What type of chips are used for the nachos,nachos,chips,0.6
a87e8139eb5bf66,What color are the tortilla chips,brown,golden-brown,0.7
a87e8139eb5bf66,What color is the paper plate,white,white,1.0
a87e8139eb5bf66,Where is the ice cream and chocolate sauce primarily concentrated,on top of,on top,0.9
7745d02f7aac9ca,What is the texture of the nectarine refresher,smooth,creamy,0.6
7745d02f7aac9ca,What is the nectarine refresher served in,glass,glass,1.0
7745d02f7aac9ca,What color is the nectarine refresher,pink,pink,1.0
7745d02f7aac9ca,What type of drink is in the glass,refresher,smoothie,0.3
2bf4c23266f6f36,What type of dish is being described,soup,soup,1.0
2bf4c23266f6f36,What color are the jalapeño slices,green,green,1.0
2bf4c23266f6f36,What type of meat is in the soup,chicken,chicken,1.0
2bf4c23266f6f36,Where is the lime wedge located,on the lower-right,on the left,0.2
35fecfa515fed5b,What color is the bowl,light blue,blue,0.7
35fecfa515fed5b,What is the food served in,bowl,bowl,1.0
35fecfa515fed5b,How much of the bowl do the noodles occupy,fill,fills,0.7
35fecfa515fed5b,What color are the noodles,yellow,yellow,1.0
35fecfa515fed5b,Where are the noodles located in the image,in the center,in the center,1.0
2dcd9ac80de058d,What is the texture of the catfish nuggets,crunchy,crispy,0.7
2dcd9ac80de058d,What type of food is arranged on the plate,nuggets,fritters,0.2
2dcd9ac80de058d,What color is the plate,white,white,1.0
2dcd9ac80de058d,Where are the catfish nuggets located on the plate,on the right side,located,0.3
2dcd9ac80de058d,What color is the sauce on the plate,red,red,1.0
8f2c50a0a19996f,What type of nuts are covered in chocolate,corn nuts,pecans,0.2
8f2c50a0a19996f,What color is the chocolate coating,brown,brown,1.0
8f2c50a0a19996f,Where is one cluster of chocolate-covered corn nuts located,on the napkin,located,0.2
4c2f9a94422a2e9,What color is the pie crust,golden-brown,golden-brown,1.0
4c2f9a94422a2e9,What type of pie is shown,oatmeal,pie,0.1
4c2f9a94422a2e9,What is inside the pie crust,filling,filling,1.0
4c2f9a94422a2e9,What color is the shredded coconut,white,golden-brown,0.2
4c2f9a94422a2e9,Where is the slice of pie placed,on a white surface,on a plate,0.6
0bc89d050cedc1c,What color are the overnight buckwheat oats,beige,brown,0.6
0bc89d050cedc1c,What do the buckwheat oats do in the bowl,fill,fills,0.7
0bc89d050cedc1c,What type of berries are dark blue and on top of the oats,blueberries,blueberries,1.0
0bc89d050cedc1c,What color are the red berries,red,red,1.0
0bc89d050cedc1c,Where are the blueberries and red berries located,on top,on top of,0.9
d0530bab5c8a27e,What color is the cooking pot,black,black,1.0
d0530bab5c8a27e,What is the main ingredient in the dish besides okra,rice,rice,1.0
d0530bab5c8a27e,What color are the okra pieces,green,green,1.0
d0530bab5c8a27e,What vegetable is mixed with the rice,okra,okra,1.0
d0530bab5c8a27e,In what type of pot is the okra rice cooked,in a black cooking pot,skillet,0.3
63259c61ebc63e5,What color is the chicken breast,beige,brown,0.6
63259c61ebc63e5,What type of meat is at the center of the plate,chicken,chicken,1.0
63259c61ebc63e5,What color are the olives,green,green,1.0
63259c61ebc63e5,Where are the green olives placed,on top,on top of,0.9
63259c61ebc63e5,What are the bright red halved fruits on the chicken,tomatoes,tomatoes,1.0
07fd6296d93bc13,What color are most of the olives,golden,green,0.2
07fd6296d93bc13,What type of food is shown in the image,olives,fritters,0.1
07fd6296d93bc13,What has been done to three of the olives,cut,cut,1.0
07fd6296d93bc13,Where are the cut olives located,on the bottom,on top of,0.1
07fd6296d93bc13,What color are the insides of the cut olives,green,green,1.0
861fbbe85de778d,What material is the cutting board made of,wooden,wooden,1.0
861fbbe85de778d,What type of bread is displayed,bread,bread,1.0
861fbbe85de778d,What color are the olive pieces in the bread,black,black,1.0
861fbbe85de778d,What color is the crust of the bread,golden-brown,golden-brown,1.0
861fbbe85de778d,Where is the bread placed,on a wooden cutting board,on a wooden cutting board,1.0
6f5f740fb4a87c2,Are the olives visible in the jar,visible,visible,1.0
6f5f740fb4a87c2,What type of food is inside the jar,olives,vegetables,0.3
6f5f740fb4a87c2,What material is the jar made of,glass,glass,1.0
425e9f115ea8100,What color is the plate,white,white,1.0
425e9f115ea8100,What color is the omelet,yellow,yellow,1.0
425e9f115ea8100,What is the filling doing to the omelet,spilling out of,filling,0.2
425e9f115ea8100,What type of meat is in the filling,bacon,bacon,1.0
425e9f115ea8100,How are the onions prepared in the filling,mixed,sliced,0.3
1f5e476034d2636,Where is the spinach located,located on the left side,on top of,0.2
1f5e476034d2636,What is the main ingredient of the top layer of the dish,omelette,cheese,0.2
1f5e476034d2636,How is the feta cheese distributed in the dish,scattered,scattered,1.0
1f5e476034d2636,What color are the tomato slices,red,red,1.0
b78d925a20b5499,What color are the caramelized onions,caramelized,red,0.1
b91602b9b0ce9ab,What has happened to the cheese,melted,melted,1.0
b91602b9b0ce9ab,What ingredient appears as light brown to dark brown strands and chunks,onions,cheese,0.1
b91602b9b0ce9ab,What color are the onions,brown,white,0.1
b91602b9b0ce9ab,What ingredient covers the entire top surface of the dish,cheese,cheese,1.0
b91602b9b0ce9ab,Where are the onions more concentrated,towards the bottom,on the left,0.2
67117992b296d76,What color is the hot dog,reddish-brown,reddish-brown,1.0
67117992b296d76,How is the hot dog positioned in the bun,nestled,arranged,0.2
67117992b296d76,What color are the onions,orange,reddish-brown,0.3
67117992b296d76,Where is the bowl of onions located in relation to the hot dog,to the left of,to the left,0.9
1c3a4f30fe5d2a1,What color are the roasted oranges,orange,orange,1.0
1c3a4f30fe5d2a1,What are the roasted oranges served on,plate,plate,1.0
1c3a4f30fe5d2a1,How would you describe the color of the roasted oranges,vibrant,vibrant,1.0
03ad6b911f92ca4,What is the texture of the white layer on top of the drink,thick,creamy,0.2
03ad6b911f92ca4,What type of beverage is the Orange Glorious II,drink,smoothie,0.5
03ad6b911f92ca4,What is the mint leaf used for on the drink,garnished,garnished,1.0
03ad6b911f92ca4,What color is the mint leaf used as garnish,green,green,1.0
03ad6b911f92ca4,Where are the bright orange pieces from the drink located,at the bottom,on top,0.1
8442a41c2de89de,What color is the light pink layer,pink,pink,1.0
8442a41c2de89de,Does the dessert contain Oreo,Oreo,filling,0.3
8442a41c2de89de,Is the whipped topping sprinkled with chocolate chips,sprinkled,chocolate,0.1
8442a41c2de89de,Where are the chocolate chips scattered,on top surface,on top,0.8
9ffec9e57522152,What shape is the Cajun Oyster Pie,circular,round,0.9
9ffec9e57522152,What part of the pie is decorated with a star,crust,crust,1.0
f58a02071aaec42,What shape is the plate,star-shaped,round,0.1
f58a02071aaec42,What type of seafood is featured in the image,oysters,mussels,0.5
f58a02071aaec42,What color are the herbs on the oysters,green,green,1.0
f58a02071aaec42,Where are the oysters placed,on a star-shaped plate,on a plate,0.7
421870f09cf9265,What color is the ice bed,white,white,1.0
421870f09cf9265,What type of seafood is shown,oysters,mussels,0.5
421870f09cf9265,What color is the liquid inside the oyster shells,yellow,green,0.2
421870f09cf9265,What color are the cooked bacon pieces,reddish-brown,reddish-brown,1.0
bb7bc9e1f7ec7b8,What color is the bowl,white,white,1.0
bb7bc9e1f7ec7b8,What color is the rice in the paella,yellow,yellow,1.0
bb7bc9e1f7ec7b8,How are the mussels arranged in the bowl,scattered,scattered,1.0
bb7bc9e1f7ec7b8,What type of seafood is near the top and bottom of the bowl,shrimp,shrimp,1.0
bb7bc9e1f7ec7b8,Where is the squid located in the dish,in a bowl,in the center,0.3
246d3e9d0a52a4a,What type of meat is included in the paella besides shrimp,chicken,chicken,1.0
246d3e9d0a52a4a,How are the shrimp distributed in the paella,scattered,scattered,1.0
246d3e9d0a52a4a,What color are the pieces of chicken in the paella,orange-brown,brown,0.7
246d3e9d0a52a4a,What seafood is included in the paella,shrimp,shrimp,1.0
5964496678097b7,What color are the green onions in the pancake,green,green,1.0
5964496678097b7,What type of food is shown in the image,pancake,quesadillas,0.1
5964496678097b7,What color is the plate,white,white,1.0
5964496678097b7,What color is the pancake's surface,golden brown,golden-brown,0.9
5964496678097b7,Where are the pancakes located on the plate,on the left side,on the left,0.95
ca56d40bbb8f833,What is the taste of the pancakes,salty,sweet,0.1
ca56d40bbb8f833,What type of food is shown in the image,pancakes,crepes,0.6
ca56d40bbb8f833,How were the pancakes prepared,cooking,cut,0.2
ca56d40bbb8f833,What color is the base of the pancakes,yellow,yellow,1.0
dabd4bad6169994,What color are the paneer cubes,golden yellow,yellow,0.7
dabd4bad6169994,What is the main ingredient in the dish,paneer,tofu,0.3
dabd4bad6169994,What color is the gravy,reddish-brown,brown,0.7
dabd4bad6169994,Where are the cilantro leaves placed,on top,on top,1.0
dabd4bad6169994,How would you describe the cilantro leaves,vibrant,fresh,0.5
16f44d88446908d,What color is the Palak Paneer,green,green,1.0
16f44d88446908d,What is the shape of the container holding the Palak Paneer,bowl,bowl,1.0
16f44d88446908d,What color is the bowl,blue,blue,1.0
16f44d88446908d,How are the cubes of Paneer distributed in the Palak Paneer,scattered,scattered,1.0
16f44d88446908d,"Where is the thin, white cream drizzled",on top,on top,1.0
72baeae4b31f87f,What fruit is used in the parfait,cranberry,apple,0.2
72baeae4b31f87f,What is the bowl made of,glass,glass,1.0
72baeae4b31f87f,What color is the bottom layer of the parfait,red,clear,0.1
72baeae4b31f87f,Where is the bowl placed,on a table,on a wooden surface,0.7
72baeae4b31f87f,What color is the cream layer in the parfait,white,white,1.0
9754b1ddb854f12,What type of dessert is shown in the image,parfaits,ice cream,0.5
9754b1ddb854f12,What color are the sliced strawberries,red,red,1.0
9754b1ddb854f12,Where are the granola pieces sprinkled,on top,on top,1.0
9754b1ddb854f12,What fruit is peeking out from behind the strawberry fan,orange,blueberries,0.1
52fcd4430f4183a,What color is the soup,yellow,yellow,1.0
52fcd4430f4183a,What does the soup do inside the bowl,fills,fills,1.0
52fcd4430f4183a,What type of soup is it,vegetable,chowder,0.1
52fcd4430f4183a,What color is the dollop in the center,white,white,1.0
52fcd4430f4183a,Where is the dollop located in the soup,in the center,in the center,1.0
79ced46151bbe7a,What shape is the bowl containing the mashed parsnips,round,bowl,0.3
79ced46151bbe7a,What vegetable is mashed in the bowl,parsnips,potatoes,0.3
79ced46151bbe7a,What color are the mashed parsnips,beige,yellow,0.3
79ced46151bbe7a,How would you describe the texture of the mashed parsnips,smooth,creamy,0.6
6092f585b9a1ca9,What type of meat is used in the dish,chicken,chicken,1.0
6092f585b9a1ca9,What color is the tomato-based sauce,reddish-orange,red,0.7
6092f585b9a1ca9,What type of pasta is used in the dish,pasta,pasta,1.0
6092f585b9a1ca9,Where are the white beans located in the dish,scattered amidst,in the center,0.1
6092f585b9a1ca9,What is the size of the red tomatoes in the dish,diced,large,0.1
6fd53226d02f234,What color is the bright cheese on top of the pasta,orange,orange,1.0
6fd53226d02f234,What type of food is the main component of the dish,pasta,rice,0.2
6fd53226d02f234,What is the state of the white cheese on top of the pasta,melted,melted,1.0
6fd53226d02f234,What color is the base layer of the pasta,brownish-tan,yellow,0.2
7f8b5fc69d20db3,What color is the pasta in the image,beige,yellow,0.3
7f8b5fc69d20db3,What type of pasta is in the image,pasta,pasta,1.0
7f8b5fc69d20db3,What seafood is included in the dish,shrimp,shrimp,1.0
7f8b5fc69d20db3,What color are the asparagus spears in the image,green,green,1.0
7f8b5fc69d20db3,Where are the capers mostly located in the image,over the shrimp,on top of,0.5
c16a6bf8525f695,How are the diced chicken pieces distributed in the dish,scattered,scattered,1.0
c16a6bf8525f695,What is the base of the dish made of,pasta,pasta,1.0
c16a6bf8525f695,What color is the pasta in the dish,yellow,yellow,1.0
c16a6bf8525f695,Where is the shredded cheese placed in the dish,on top,on top of,0.9
be20945d4d2f1af,What is the main component of the dish,dish,pasta,0.3
be20945d4d2f1af,What color are the tomatoes,red,red,1.0
be20945d4d2f1af,How are the tomatoes arranged in the dish,scattered,scattered,1.0
0828e13422d34d9,What vegetable is included in the pasta,eggplant,eggplant,1.0
0828e13422d34d9,What color are the pasta tubes,golden-yellow,yellow,0.7
0828e13422d34d9,Where is the larger portion of pasta served,bowls,in a bowl,0.5
0828e13422d34d9,What color is the handle of the fork,with a brown wooden handle,brown,0.3
0828e13422d34d9,What color is the parmesan cheese on top,white,white,1.0
b56fe91729ed59b,What color is the lemon curd,yellow,yellow,1.0
b56fe91729ed59b,What fruit is on top of the lemon curd,blueberries,blueberries,1.0
b56fe91729ed59b,Where are the blueberries located,nestled among,on top of,0.1
b56fe91729ed59b,What dessert is being described,pavlova,cake,0.7
97f31ab9cff2ce8,What is the color of the split pea soup,greenish-yellow,green,0.7
97f31ab9cff2ce8,What type of dish is the greenish-yellow mixture,soup,soup,1.0
97f31ab9cff2ce8,What is the color of the bowls containing the soup,white,white,1.0
97f31ab9cff2ce8,Where is the silver spoon in relation to the soup,submerged,submerged,1.0
080a08688d3f0e9,What type of food is in the bowl,peas,beans,0.5
080a08688d3f0e9,Where are the peas located,bowl,in a bowl,0.5
080a08688d3f0e9,What cuisine do the peas belong to,Italian,Italian,1.0
080a08688d3f0e9,Where are the peas positioned in the frame,on the right side,in the center,0.2
bf93c4762564a50,How would you describe the color of the peaches,vibrant,vibrant,1.0
bf93c4762564a50,What is the spoon doing with the peach slices,holding,adding,0.2
bf93c4762564a50,What color is the skillet,white,black,0.1
bf93c4762564a50,Where is the skillet located in the image,in the center,in the center,1.0
af12c2c429e30b2,What color is the liquid in the glasses,yellow-orange,orange,0.7
af12c2c429e30b2,What type of container holds the Peach Bellinis,glasses,glass,0.7
af12c2c429e30b2,What material is the board that the glasses are placed on,wooden,wooden,1.0
af12c2c429e30b2,Where are the peach slices placed on the glasses,on the rim,on top of,0.4
af12c2c429e30b2,What color are the peach slices on the rim of the glasses,reddish-yellow,orange,0.7
c37969d9f8d91ec,What type of drink is featured in the image,margaritas,cocktail,0.7
c37969d9f8d91ec,How are the Peach Margaritas presented,served,served,1.0
c37969d9f8d91ec,How would you describe the color of the margaritas,bright,vibrant,0.9
c37969d9f8d91ec,What are the drinks served in,glasses,glass,0.7
c37969d9f8d91ec,Where are the margaritas positioned in the frame,in the center,in the center,1.0
1f020898833f361,What type of beverage is shown in the image,tea,smoothie,0.2
1f020898833f361,What is the person in the image doing with the peach tea,drinking,drinking,1.0
1f020898833f361,What flavor is the tea in the image,peach,lemon,0.2
1f020898833f361,What color are the straws in the glasses,yellow,yellow,1.0
1f020898833f361,Where is the second glass of peach tea positioned,to the right,on the left,0.1
e58d9abdaf831a2,What color is the liquid in the pitcher,peachy-orange,orange,0.7
e58d9abdaf831a2,What is the sangria served in on the left,pitcher,glass,0.2
e58d9abdaf831a2,What color are the strawberries in the sangria,red,red,1.0
e58d9abdaf831a2,Where is the glass pitcher positioned,on the left,on the left,1.0
2987d882d66a7e8,What color is the peanut butter in the cookie on the left,dark,brown,0.2
2987d882d66a7e8,What type of butter is used in the cookies,peanut butter,peanut butter,1.0
2987d882d66a7e8,What color is the cookie part of the Peanut Butter Temptations II,golden brown,brown,0.7
2987d882d66a7e8,Where is the cookie with light brown peanut butter located,on the lower right,located,0.2
2987d882d66a7e8,What type of dessert is shown in the image,cookie,tarts,0.2
a2f7338a23dae10,What color is the peanut butter ice cream topping,light brown,brown,0.7
a2f7338a23dae10,What type of food is the topping made of,ice cream,coconut,0.2
a2f7338a23dae10,What is the consistency of the peanut butter ice cream topping,smooth,thick,0.1
a2f7338a23dae10,Where is the reflective surface particularly noticeable,near the top,in the center,0.2
d52439fae098204,What color is the plate,yellow,beige,0.5
d52439fae098204,What type of food is shown in the image,muffins,tarts,0.3
d52439fae098204,How would you describe the appearance of the muffins,perfect,colorful,0.2
d52439fae098204,What color are the paper liners of the muffins,white,white,1.0
d52439fae098204,Where are most of the muffins placed,on the plate,on a plate,0.9
3b04aeb0107acac,What color are the pears,red,red,1.0
3b04aeb0107acac,Where are the pears located in the image,in the left side,in the center,0.2
b076ebd5863251a,What color is the pecan filling,brown,brown,1.0
b076ebd5863251a,What type of nuts are used in the pie,pecan,pecans,0.9
b076ebd5863251a,What color is the whipped cream on one of the pies,white,white,1.0
b076ebd5863251a,Where is the pecan filling located,on top,on top,1.0
b076ebd5863251a,What color are the scattered pecans,reddish-brown,brown,0.7
3718baab129db6e,What color are the crackers,tan,golden-brown,0.6
3718baab129db6e,How are the two crackers in the foreground positioned,overlapping,arranged,0.2
3718baab129db6e,What color are the specks on the crackers,brown,brown,1.0
3718baab129db6e,Where is the pecan pepper appetizer located,on the cracker,on top of,0.3
3718baab129db6e,What type of dish is the pecan pepper mixture,appetizer,pie,0.2
e57b2feba7c0dd2,What type of pasta is in the bowl,penne,pasta,0.7
e57b2feba7c0dd2,How is the penne pasta arranged in the bowl,distributed,scattered,0.85
e57b2feba7c0dd2,What color is the mango chile sauce,red,red,1.0
e57b2feba7c0dd2,What herb is scattered on top of the pasta,cilantro,parsley,0.5
e57b2feba7c0dd2,Where is the cilantro placed,on top of,on top of,1.0
3f3ebc236374bd6,What type of pasta is visible in the image,penne,pasta,0.7
3f3ebc236374bd6,What color are the peppers in the dish,red-orange,red,0.7
3f3ebc236374bd6,How are the peppers prepared in the dish,sauteed,sliced,0.2
3f3ebc236374bd6,What is distributed throughout the dish alongside the penne,peppers,vegetables,0.6
176aa7a0d1fac3f,What color are the Padron peppers,green,green,1.0
176aa7a0d1fac3f,What type of vegetable is shown in the image,peppers,spinach,0.2
176aa7a0d1fac3f,Where are the peppers scattered across,scattered across,scattered,0.7
176aa7a0d1fac3f,How do the peppers appear on the plate,glistening,glistening,1.0
c19a3ea29eeebad,What color is the container,white,white,1.0
c19a3ea29eeebad,What type of sauce is in the container,pesto,pesto,1.0
c19a3ea29eeebad,What is the chive pesto stored in,container,container,1.0
c19a3ea29eeebad,How would you describe the green color of the pesto,vibrant,vibrant,1.0
e83d92fa9726ea1,How does the walnut pesto appear in terms of texture,textured,crispy,0.2
e83d92fa9726ea1,What type of sauce is primarily green and textured,pesto,pesto,1.0
e83d92fa9726ea1,What does the walnut pesto fill in the image,fills,fills,1.0
e83d92fa9726ea1,What color is the ceramic bowl,white,white,1.0
e83d92fa9726ea1,Where are the fresh basil leaves placed,on top of,on top of,1.0
ac6d8e898685baa,What is the main protein in the dish,chicken,fish,0.1
ac6d8e898685baa,Where are some of the capers falling,falling onto,on top,0.3
ac6d8e898685baa,What color are the capers,green,green,1.0
ac6d8e898685baa,How are the chicken pieces arranged in the image,scattered,scattered,1.0
7f4a3652f38c3ca,What is the main ingredient in the jar,pickles,vegetables,0.5
7f4a3652f38c3ca,What material is the jar made of,glass,glass,1.0
7f4a3652f38c3ca,Is the jar full or empty,full,filling,0.6
7f4a3652f38c3ca,What color are some of the zucchini slices,yellow,green,0.2
7f4a3652f38c3ca,How are the zucchini pickles cut,sliced,cut,0.9
23c54d8ee77e341,What color are the candied dill pickles,yellowish-green,yellow,0.6
23c54d8ee77e341,What type of pickles are shown in the image,pickles,pickles,1.0
23c54d8ee77e341,Where is the jar filled with pickles located,on the left side,on the left,0.95
23c54d8ee77e341,What color is the bowl on the right side,white,white,1.0
80b4940c04976c6,What is the color of the glass jar,clear,clear,1.0
80b4940c04976c6,What type of food is inside the jar,pickles,vegetables,0.5
80b4940c04976c6,What color are the pickles,green,green,1.0
80b4940c04976c6,Where are the pickles stored,in a jar,contained,0.3
f631b6ffa9f8e44,What is the state of the cheese layer on top of the pie,melted,melted,1.0
f631b6ffa9f8e44,What type of food is primarily located on the right side of the image,pie,pizza,0.3
f631b6ffa9f8e44,What color is the crust of the pie,tan,golden-brown,0.5
f631b6ffa9f8e44,What color is the baking tin the pie is sitting in,silver,silver,1.0
d1323e9519e7ce3,What type of fruit is used in the pies,apricot,apple,0.5
d1323e9519e7ce3,What color are the pies,golden-brown,golden-brown,1.0
d1323e9519e7ce3,What type of dessert is shown in the image,pies,cookies,0.2
d1323e9519e7ce3,What is the texture of the pies,uneven,crispy,0.1
e8022d21e4305f3,What type of dessert is shown in the image,pie,pie,1.0
e8022d21e4305f3,What color is the ceramic dish,white,white,1.0
e8022d21e4305f3,What color is the plate under the dish,green plate,green,0.7
d759993231e4ae6,What color are the pierogi,yellow,yellow,1.0
d759993231e4ae6,What type of food is shown in the image,pierogi,wontons,0.5
d759993231e4ae6,Where are the pierogi placed,on the plate,on a plate,0.9
d759993231e4ae6,Where is the pierogi located in the middle of the plate,center,in the center,0.7
9847bc5024dc67b,What color is the plate,white,white,1.0
9847bc5024dc67b,What color is the hotdog,pinkish-red,red,0.7
9847bc5024dc67b,Where are the pigs in a blanket placed,on a plate,on a plate,1.0
def28ab9ad33050,What is the main ingredient in the Apricot Almond Pilaf,rice,rice,1.0
def28ab9ad33050,Where are all the food items placed,inside the bowl,in a bowl,0.7
da6f20f25f32a9d,What color is the base of the rice,yellow,white,0.1
da6f20f25f32a9d,How are the slices of red bell peppers arranged,scattered,scattered,1.0
da6f20f25f32a9d,What is the main ingredient in the pilaf,rice,rice,1.0
da6f20f25f32a9d,What color are the bell pepper slices partially visible beneath the yellow rings,red,red,1.0
da6f20f25f32a9d,Where are the green bell pepper slices mostly located,on the left,on top of,0.2
a6d484ebeacc37e,What size is the glass punch bowl,large,large,1.0
a6d484ebeacc37e,Where is the coconut shell cup located,to the lower left,on the right,0.1
1c9c8473c25453f,What is the primary flavor of the pinwheels,chocolate,chocolate,1.0
1c9c8473c25453f,What color is the dark chocolate component of the pinwheel,brown,brown,1.0
1c9c8473c25453f,Where is the larger pinwheel located,on the left,on the left,1.0
d16d3b9f8992526,What is the temperature of the pinwheels,hot,hot,1.0
d16d3b9f8992526,What color are the onion pieces on the pinwheels,brown,brown,1.0
d16d3b9f8992526,Where are the onion pieces located on the pinwheels,on top,on top of,0.9
f18e99e9dcc91a3,What type of bread is shown in the image,bread,bread,1.0
f18e99e9dcc91a3,What color is the gluten-free pita flatbread,brown,beige,0.5
f18e99e9dcc91a3,Where is part of the bread located,on the plate,on top of,0.3
f18e99e9dcc91a3,What is scattered on the plate under the bread,crumbs,sprinkled,0.2
c1b6d1ed9795a47,What color is the plate,white,white,1.0
c1b6d1ed9795a47,What type of bread is shown in the image,bread,bread,1.0
c1b6d1ed9795a47,What color is the napkin,red,red,1.0
c1b6d1ed9795a47,What color is the pita bread,tan,tan,1.0
c1b6d1ed9795a47,Where is the pita bread placed,on a white plate,on top of,0.2
025ee3dfc1e85c2,How are the pear slices arranged on the pizza,arranged,scattered,0.1
025ee3dfc1e85c2,What fruit is placed on top of the cheese,pear,apple,0.2
025ee3dfc1e85c2,Where are the pear slices placed on the pizza,on top of,on top of,1.0
09ffcc95dea0190,What color is the pizza pan,silver,silver,1.0
09ffcc95dea0190,What type of food is shown in the image,pizza,tortillas,0.2
09ffcc95dea0190,What color is the tomato sauce,red,red,1.0
09ffcc95dea0190,What color is the crust,beige,beige,1.0
09ffcc95dea0190,What is the shape of the pizza pan,on a round,round,0.7
03c09164b78a5c8,What color is the crust of the cobbler,golden-brown,golden-brown,1.0
03c09164b78a5c8,Where is the baking dish located,on the left,located,0.3
3a8a01d4826590d,What type of bread is shown in the image,plum bread,cornbread,0.2
3a8a01d4826590d,What color is the plate,white,white,1.0
3a8a01d4826590d,What color is the base of the plum bread,tan,brown,0.3
3a8a01d4826590d,What is the texture of the top of the plum bread,cracked,crispy,0.2
3a8a01d4826590d,Where is the plate placed,on a plate,on a wooden surface,0.5
9925a351bf1ca8c,What is the color of the watermelon's interior,pink,green,0.1
9925a351bf1ca8c,What is the food served on,plate,plate,1.0
9925a351bf1ca8c,What is the color of the watermelon's flesh,red,light,0.1
9925a351bf1ca8c,What green herb is beside the watermelon slice,parsley,parsley,1.0
e5661bb8414166b,What type of dish is featured in the image,polenta,omelet,0.2
e5661bb8414166b,What color is the polenta,yellow,yellow,1.0
e5661bb8414166b,What color is the parsley garnish,green,green,1.0
8d5dbc4a9462c53,What is the dish in the lower center of the image,polenta,casserole,0.3
8d5dbc4a9462c53,Where is the polenta located in the image,in the lower center,located in,0.3
8d5dbc4a9462c53,How is the corn prepared in the polenta,roasted,mixed,0.2
4668800e907780a,What color are the chicken pieces,beige,white,0.2
4668800e907780a,What type of meat is in the dish,chicken,chicken,1.0
4668800e907780a,What color is the cream sauce,yellow,beige,0.5
4668800e907780a,What color is the sauce covering the dish,cream,beige,0.5
953f6be44a13027,What color are many of the rice grains coated in,yellow,orange,0.3
953f6be44a13027,What is the main grain used in the dish,rice,rice,1.0
953f6be44a13027,What color is the ground meat mixed with the cabbage,brown,brown,1.0
953f6be44a13027,What color are the pieces of cabbage,in light yellow,white,0.2
6908c6556f00d12,How are the dark brown pieces of meat and green beans distributed in the rice,interspersed,scattered,0.7
6908c6556f00d12,What is the main ingredient in the lower half of the image,rice,rice,1.0
