Image,Image description,Keywords,Questions
d14b51d0c013fcf,"The image shows a plate of Spicy Air Fryer Green Beans. The green beans are a vibrant green color, with some having slightly browned or charred areas, giving them a cooked appearance. They are densely arranged in the center of a round, off-white plate, creating a piled-up effect. Small pieces of red pepper flakes and possibly garlic are scattered throughout the green beans. The plate itself is centered in the frame, resting on a light blue patterned cloth surface.","Spicy, green, plate, scattered, cooked, on a light blue patterned cloth","What flavor are the green beans?, What color are the green beans?, What is the food served on?, How are the red pepper flakes arranged?, How do the green beans appear?, Where is the plate placed?"
999afd28fe32980,"The Best Bean Salad features several types of beans and vegetables. Kidney beans, with their reddish-brown color, are scattered throughout the salad. Black beans, dark and rounded, are also dispersed. Chickpeas, light beige and spherical, are present in multiple locations. Green beans, cut into small segments and olive-green in color, are mixed in. There are also some ivory-colored celery pieces. Green bell peppers, cut into small squares, add green accents throughout. Finally, white onion pieces are distributed.","features, reddish-brown, beans, scattered throughout, green, mixed","What does the salad feature?, What color are the kidney beans?, What type of beans are scattered throughout the salad?, What color are the green beans?, What are the green beans mixed with?, What color are the green bell peppers?"
f53b79d66c0391d,"The green beans are primarily located throughout the center of the image. They are bright green and appear to be mixed together. Scattered among the green beans are hazelnuts, which are tan and brown in color. They appear whole and halved and distributed throughout the dish, some are on top of the green beans and others are interspersed.  Thin strands of bright yellow lemon zest are draped across the top and sides of the dish, adding pops of color. The zest is curled and scattered, resting on and around the beans and nuts.","green, scattered, beans, yellow, mixed, on top of","What color are the green beans?, Where are the hazelnuts located in the dish?, What type of beans are primarily in the center of the image?, What color is the lemon zest?, How are the green beans and hazelnuts arranged in the dish?, Where is the lemon zest placed in the dish?"
8d0188676634542,"The image showcases Air Fryer Kidney Bean ""Popcorn"" inside a transparent container. The kidney beans exhibit a dark, purplish-black color, and some appear to be split open. Nestled among the dark beans are irregularly shaped pieces in a tan to light brown color, likely representing the ""popcorn"" aspect. These components are mixed together, filling the center of the frame and creating a textured, layered appearance. The ""popcorn"" pieces are interspersed throughout the bean mixture, adding visual contrast and variation to the overall composition.","Air Fryer, dark, beans, mixed together, purplish-black, split open","What appliance was used to prepare the kidney beans?, What is the overall color tone of the kidney beans in the image?, What type of beans are shown in the image?, How are the dark beans and the ""popcorn"" pieces arranged in the container?, What color are the kidney beans in the image?, What is the condition of some of the kidney beans in the image?"
cd2edfe88ff4984,"The green beans are a vibrant, fresh green color. They are arranged artfully on a white, square plate. The beans are slightly clustered together and have a glossy sheen. On top of the beans is an herb dressing, which is a lighter green color with visible chopped herbs. The dressing is distributed across the top of the green beans. The green beans and dressing are situated on the left side of the image, close to the front edge of the white plate. There is a light yellow dressing pool at the bottom edge of the beans.","arranged, vibrant, beans, green, on top of, yellow","How are the green beans presented on the plate?, What color are the green beans?, What type of beans are shown in the image?, What color are the beans?, Where is the herb dressing located?, What color is the dressing pool at the bottom edge of the beans?"
24fc17565cc4cfd,"The dry red beans are densely packed in an orange and white bowl, centrally located in the image. The beans exhibit a dark red color with subtle variations in shade. A tan-colored cloth surrounds the bowl on the left and partially on the right, creating a soft, textured backdrop to the beans.","packed, red, beans, orange, dry, on the left","Are the beans densely packed in the bowl?, What color are the beans?, What type of food is in the bowl?, What color is the bowl?, Are the beans dry or wet?, Where is the tan-colored cloth located?"
0c197df7ba37116,"The Super-Duper Bean Salad is a mix of various ingredients. There are numerous chickpeas, which are light yellow and round, scattered throughout the salad. Kidney beans, characterized by their dark red color and oblong shape, are also prevalent, intermixed with the chickpeas and other ingredients. Light yellow wax beans, long and curved, are distributed irregularly across the salad. Small diced pieces of white onion are scattered among the beans. Additionally, there are a few pieces of red bell pepper, with a bright red hue, and chunks of purple onion visible. Overall, the colors are vibrant and the ingredients are evenly distributed.","mix, yellow, chickpeas, scattered throughout, red, vibrant","What is the salad made of?, What color are the chickpeas?, What type of beans are scattered throughout the salad?, What color are the kidney beans?, How would you describe the colors of the salad?"
1740b7d7b35ed32,"The vegan green bean, tomato, and basil sheet pan dinner is presented in a white oval bowl.  The green beans are bright green and scattered throughout the dish, interspersed with the other ingredients. The tomatoes are a vibrant red, appearing slightly roasted, and are also distributed throughout the bowl.  The basil is finely chopped and mixed within the meal.  Potatoes are golden-brown, being located in different locations throughout the bowl. The chickpea appears yellow color and located in the middle of the ingredients.","roasted, green, bowl, yellow, with, golden-brown","What cooking method is used for the tomatoes?, What color are the green beans?, What is the shape of the container holding the dish?, What color are the chickpeas?, What is the basil mixed with?, What color are the potatoes?"
3b7a759f538b964,"The braised green beans are a vibrant green, scattered throughout the dish.  They appear as long, slender pods, some whole, some cut. The fried tofu cubes are golden brown, ranging in size, and interspersed among the other ingredients.  The orange sliced carrots are circular and distributed evenly. The braised ingredients are immersed in brown sauce, which are mixed across the entire image. The overall presentation shows the food items blended, creating a visually appealing composition. The dish fills the frame, giving a sense of abundance and warmth.","braised, green, beans, brown, orange, in brown sauce","What cooking method is used for the green beans?, What color are the green beans?, What type of vegetable is long and slender in the dish?, What color are the fried tofu cubes?, What color are the sliced carrots?, What color is the sauce that the ingredients are immersed in?"
dcf331cf82eb31c,"The black beans are dark black to dark reddish-brown in color and fill the majority of the bowl's volume. They are interspersed with small, bright green cilantro leaves and small, diced pieces of red onion that are white and pale purple. The cilantro and red onion appear scattered throughout the beans, on top. The bowl containing the beans is light blue with a dark rim.","black, are, beans, green, red, on top","What color are the beans?, Are there any beans in the bowl?, What type of beans are in the bowl?, What color are the cilantro leaves?, What color are the diced pieces of onion?, Where are the cilantro and red onion scattered?"
4f2b050a7f32d16,"The vegan BBQ beans are arranged in a stainless steel pan, primarily in the center of the frame. The beans have a brownish-red color, and some have a slightly darker hue. They are mixed with pieces of yellowish-brown cooked onions. A silver spoon is placed diagonally across the beans, from the upper right to the lower left. The pan sits atop a blue cloth with a white striped pattern, which is located on the left side of the image.","arranged, vegan, beans, brownish-red, with, silver","How are the vegan BBQ beans presented in the pan?, What type of dish is shown in the image?, What is the main ingredient in the dish?, What color are the beans?, What is the spoon placed with the beans made of?, Where is the silver spoon placed in relation to the beans?"
00a3e0b52e7d4c3,"The pickled green beans are various shades of green, ranging from a pale yellow-green to a darker, olive green. They are located inside glass jars. The jars are arranged horizontally across the bottom of the image. The beans are visible through the glass jars and are submerged in a clear liquid. The beans are packed tightly within the jars, filling most of the space inside.","pickled, green, beans, arranged, glass, in the","What are the green beans preserved in?, What color are the beans?, What type of vegetable is shown in the image?, How are the jars positioned in the image?, What material are the jars made of?, Where are the jars located in the image?"
312ac589f566a09,"The Greek Green Beans are light green and distributed throughout the image. They appear as small, tubular pieces. They are mixed with a red-orange sauce and some chopped white onions. The beans are the most prominent food item in the image, taking up the majority of the space.","Green, beans, distributed, red-orange, onions, in the image","What color are the Greek Green Beans in the image?, What type of beans are distributed throughout the image?, What color is the sauce mixed with the beans?, What vegetable is chopped and mixed with the beans?, Where are the green beans located in the image?"
8ed25d4bfa07d0d,"The kidney beans are a dark maroon color and are located primarily in the top left portion of the image, mixed with other ingredients. The corn kernels are bright yellow and scattered throughout the top left, intermingled with the kidney beans and other ingredients. The dish appears to be a mixture of various ingredients with the kidney beans and corn distributed fairly evenly within the mixture.","dark maroon, located in, kidney beans, mixed, bright yellow, scattered","What color are the kidney beans?, Where are the kidney beans primarily located?, What type of beans are dark maroon?, How are the kidney beans combined with other ingredients?, What color are the corn kernels?, How are the corn kernels distributed in the dish?"
09481a290f62b8b,"The image features a serving of grilled green beans. The beans are predominantly green, with some charring marks that are dark brown or black in color. The green beans are located in the middle of the image, piled on a white, oval-shaped plate. The beans are arranged in a somewhat chaotic manner, with some overlapping and crossing each other.","grilled, green, beans, white, on a plate, overlapping","How were the green beans cooked?, What color are the beans?, What type of vegetable is shown in the image?, What color is the plate?, Where are the green beans placed?, How are the green beans arranged on the plate?"
2aa1432212df54a,"The green beans are dark green and elongated, scattered across the center of the image. Tomato sauce, appearing red and chunky, is generously distributed atop the green beans. A sprig of bright green parsley sits atop the green beans and tomato sauce in the center of the frame.","scattered, green, beans, red, atop the green beans, elongated","How are the green beans arranged in the image?, What color are the beans in the image?, What type of beans are shown in the image?, What color is the sauce atop the green beans?, What shape are the green beans in the image?"
0bf0ef8565f63b2,"The vegan refried beans are primarily light brown with darker brown flecks throughout. They fill the majority of an orange-rimmed bowl, appearing slightly thickened. A slice of tomato, bright red-orange in color, rests near the center of the beans. Sliced green onions are scattered on top as garnish; there are four pieces mainly in the central area.","vegan, brown, fill, bowl, red-orange, on top","Is the dish vegan?, What color are the refried beans?, Do the beans fill the bowl?, What color is the bowl?, What color is the tomato on top of the beans?, Where is the tomato placed?"
0ec4d454b0b5557,"The British Baked Beans are the focal point of the image, piled atop a slice of bread on a white plate. The beans themselves are primarily a light tan color, with some variation in shade and a glossy sheen. They are coated in a thick, dark reddish-brown sauce. The sauce is more concentrated in certain areas, creating darker pools around the edges of the beans and on the plate itself. Small, bright green leaves are sprinkled atop the beans, providing a visual contrast. The arrangement of beans covers most of the bread, with some spilling onto the plate, particularly near the bottom edge.","baked, British, beans, tan, on a, green","What are the British Baked Beans cooked in?, What cuisine do the baked beans belong to?, What is the main ingredient in the dish?, What color are the beans primarily?, Where are the beans placed?, What color are the small leaves sprinkled atop the beans?"
c519da3f38c0f1c,"The dilly beans are primarily green and yellow, packed inside a clear glass jar. They fill the majority of the jar's volume. The beans are oriented in various directions, both vertically and horizontally, throughout the jar. Many are near the front of the jar, closer to the viewer, while others are deeper inside. At the bottom of the jar, there is a layer of yellow seeds. There are also bits of dill scattered throughout the beans. A red chili pepper is visible near the bottom left.","packed, green, jar, visible, yellow, at the bottom","Are the dilly beans packed tightly in the jar?, What color are the majority of the dilly beans?, What is the container used for storing the dilly beans?, Are the beans visible through the glass jar?, What color are the seeds at the bottom of the jar?, Where is the layer of yellow seeds located?"
0e4693776be5edc,"The black beans are dark brown to black in color and are located primarily in the center of the plate. They form a pile, and are mixed with green peppers and onions. Some black beans are scattered on the white plate around the central pile. A dollop of white cream sits atop the pile of black beans.","beans, black, located in, scattered, white, mixed","What is the color of the beans?, What color are the beans?, Where are the black beans located?, How are the black beans arranged around the central pile?, What color is the plate?, What is the black beans mixed with?"
ea06de29e28d6ee,"The air fryer puffed butter beans are primarily tan to golden brown in color. These beans are contained within a small, round bowl. The bowl is filled to near the top, with the puffed butter beans clustered together. Some beans appear lighter in color, while others are slightly darker, with visible black specks of pepper or seasoning scattered on their surface. They are arranged randomly, filling up the entire bowl.","puffed, brown, beans, clustered, in color, filling","What is the texture of the butter beans?, What color are the butter beans primarily?, What type of food is shown in the bowl?, How are the butter beans arranged in the bowl?, What is the color range of the butter beans?, What is the state of the bowl with the butter beans?"
8de275b271e8631,"The Aaron's Amazing Simple Beans are kidney-shaped, with a deep red color. They are fully submerged in a brownish-red sauce. The beans fill most of the interior of the brown ceramic bowl, which is placed towards the lower center of the image. A sprig of green parsley is positioned at the top of the bean mixture, slightly off-center.","red, submerged, beans, brown, green, at the top","What color are the beans?, Are the beans fully submerged in the sauce?, What type of beans are shown in the image?, What color is the sauce in the bowl?, What color is the parsley?, Where is the parsley positioned?"
141340e49a66229,"The refried beans without the refry are primarily a light brown color, filling most of a tan ceramic bowl with blue floral patterns. Three green jalapeno slices are placed on top of the beans. To the left of the bowl is a small brown bowl containing several sliced green jalapenos. Beside the small bowl is a blue and white patterned cloth, and a wooden spoon lies on top of it, towards the lower left corner of the image.","filling, brown, beans, green, on top, ceramic","What is the primary color of the beans filling the bowl?, What color are the beans in the bowl?, What type of beans are in the bowl?, What color are the jalapeno slices on top of the beans?, Where are the jalapeno slices placed?, What material is the bowl made of?"
4b26322e1dc7bf6,"The green beans are a vibrant green color and are scattered throughout the dish, interspersed between the potato slices and onions. Some green beans appear to be whole, while others are cut into smaller segments. The potatoes are sliced into round pieces with a light yellow hue, speckled with darker spots, and are also distributed throughout the dish, overlapping and intermingling with the green beans. Both items are in a yellow container.","green, scattered throughout, vibrant, beans, sliced, yellow","What color are the green beans?, Where are the green beans scattered throughout?, How would you describe the color of the green beans?, What type of beans are in the dish?, How are the potatoes prepared?, What color are the potatoes?"
fd21a4ee95b8b4c,"The Mexican-Style Pinto Beans are light brown and fill most of the bowl. They are mixed with small, diced red onions that are white and purple, with some red tomato pieces, some cilantro, and two sliced green jalapenos placed at the top center. The beans are in a rustic brown bowl. The bowl is sitting on a burlap surface.","beans, light brown, fill, bowl, red, at the top","What is the main ingredient in the dish?, What color are the beans?, What do the beans do in the bowl?, What is the food served in?, What color are the tomato pieces?, Where are the sliced green jalapenos placed?"
aeacd5d00c5d9f7,"The Cuban Beans and Rice are present in two locations. Primarily, they are in a small, black pot in the foreground. Here, the rice is mostly orange, mixed with green pieces, and topped with several dark red kidney beans. A spoon is also present. Additionally, in the background, Cuban Beans and Rice are inside a larger blue pot. The same orange rice with green pieces and dark red kidney beans are visible within.","present, black, pot, orange, with, blue","Are the Cuban Beans and Rice present in the image?, What color is the small pot in the foreground?, What is the Cuban Beans and Rice served in in the foreground?, What color is the rice in the small pot?, What is the spoon present with in the foreground?, What color is the larger pot in the background?"
2176a8b4b456c43,"The microwave garlic-and-herb green beans are a vibrant green color and are located in the center of the image, arranged on a rectangular plate. The beans are glistening, suggesting they may be coated in oil or butter. They are also speckled with small pieces of garlic and herbs. The green beans are piled in the middle of the plate.","glistening, green, beans, garlic, on the plate, microwave","What is the appearance of the green beans?, What color are the beans?, What type of vegetable is shown in the image?, What ingredient is speckled on the green beans?, Where are the green beans located?, What appliance was likely used to cook the green beans?"
f6a053c5e1893f9,"The sautéed string beans are a deep green color and are located in the bottom center of the image, forming a tangled pile. They partially overlap the potatoes, which are located to the left.","sautéed, green, beans, tangled, overlap, in the bottom center","What cooking method was used for the string beans?, What color are the string beans?, What type of vegetable is in the bottom center of the image?, How are the string beans arranged in the image?, Do the string beans overlap any other food in the image?, Where are the string beans located in the image?"
47f2e39e2eb3cb9,"The refried beans are a light brown color and fill the majority of the bowl. On top of the beans, there are shreds of yellow cheese scattered across the surface. Two sliced green jalapeños are placed on top of the refried beans, towards the left and right sides. The bowl has a white background with blue and light green designs.","refried, brown, bowl, scattered, yellow, on top of","What color are the refried beans?, What color is the bowl?, What is the refried beans served in?, How is the yellow cheese arranged on the beans?, What color is the cheese on top of the beans?, Where are the jalapeños placed?"
40fe6a1f6c5d79d,"The 15 Bean Soup is in a white bowl filled with a brownish-green liquid. Small, round, orange carrot pieces are scattered throughout the soup. The soup bowl sits on a blue plate in the lower right portion of the image.","Soup, white, filled, brownish-green, carrot, in the lower right","What is the soup served in?, What color is the bowl?, What is the bowl filled with?, What color is the liquid in the soup?, What vegetable is scattered throughout the soup?, Where is the soup bowl located in the image?"
3424411cbaa28d2,"The vegetarian refried beans are a blend of light brown and reddish-brown, filling most of the inside of a white ceramic bowl. Small green herbs are sparsely scattered on top. Several pieces of yellow and orange pickled vegetables are visible on the top-left. A light-brown wooden spoon is partially submerged in the beans on the right side.","vegetarian, brown, bowl, filling, on top, wooden","Is the dish vegetarian?, What color are the refried beans?, What is the food served in?, Are the refried beans filling the bowl?, Where are the green herbs placed?, What material is the spoon made of?"
0c88f7094a07c7a,"The Cuban Black Beans are located in a green bowl. They are predominantly black in color, with some beans having a slightly reddish or brownish hue. The beans are piled high in the center of the bowl. There are green leafy garnishes are placed on top of the beans, towards the upper part of the bowl. Also, a few chunks of diced red tomatoes are visible towards the bottom right of the bowl. Some beans are submerged in a dark-colored liquid.","located, black, beans, green, in a bowl, reddish","Where are the Cuban Black Beans located?, What is the predominant color of the beans?, What type of beans are shown in the image?, What color is the bowl?, In what is the food served?, What hue do some of the beans have?"
81ebd4bbaf34cdd,"The Lemony Green Beans are primarily green, varying in shades from light to dark. They are arranged in a pile inside a white dish. The Walnuts are light beige to light brown with some reddish tones, and they are scattered on top of the green beans. The Thyme appears as tiny green flakes, sparsely distributed among the beans and walnuts.","green, arranged, beans, white, on top of, brown","What color are the Lemony Green Beans?, How are the green beans arranged in the dish?, What type of beans are used in the dish?, What color is the dish that holds the green beans?, Where are the walnuts placed in relation to the green beans?, What color are the walnuts scattered on top of the green beans?"
441fcc9cb344ba1,"The Chinese Peppered Green Beans are predominantly green with a glossy sheen, and are distributed throughout the entire image frame. They are densely packed and overlapping. Some of the beans have darker spots or seasonings adhering to them. The beans are long and slender, with slight variations in color intensity and highlights due to light reflecting off their surfaces.","green, glossy, beans, peppered, overlapping, throughout the entire image frame","What color are the Chinese Peppered Green Beans?, How would you describe the surface of the beans?, What type of vegetable is shown in the image?, What seasoning or characteristic is visible on some of the beans?, How are the beans arranged in the image?, Where are the beans located in the image?"
d632a3547bee7d7,"The Instant Pot Refried Beans are located inside a multicolored bowl in the center of the image, occupying most of the bowl's volume. The beans are a light brown-pinkish color with a slightly wet, textured surface. The bowl is decorated with horizontal bands of different colors including blues, greens, reds, oranges, and yellows. To the left of the bowl, a sprig of green cilantro is present.","located, multicolored, bowl, brown-pinkish, with, cilantro","Where are the Instant Pot Refried Beans located?, What color is the bowl?, What is the food served in?, What color are the beans?, What is the sprig next to the bowl?, What herb is present next to the bowl?"
af713eac4b17736,"The image showcases a serving of Spicy Garlic-Sesame Green Beans, presented on a white plate. The green beans are primarily green, with variations in shade due to light and potential sauce coating. They are arranged in a pile, with beans overlapping each other, covering most of the plate's surface. Scattered throughout the green beans are small, light-colored sesame seeds and darker garlic pieces. These elements are dispersed randomly and add textural contrast to the dish.","Spicy, Green Beans, arranged, white, green, on a plate","What is the flavor profile of the green beans?, What type of vegetable is featured in the dish?, How are the green beans presented on the plate?, What color is the plate used for serving the green beans?, What is the primary color of the green beans?, Where are the green beans placed for serving?"
90b7acbdac5d006,"The Chinese Green Bean Stir-Fry is presented in a pile, with individual green beans overlapping and arranged in various orientations. The green beans are primarily a vibrant green color, some are a darker shade of green. The ends of some beans reveal a brownish interior. The beans appear glossy due to a light coating of stir-fry sauce. The stir-fry is located in the center of the blue plate.","Stir-Fry, green, overlapping, beans, brownish, in the center","What is the cooking method used for the green beans?, What color are the green beans primarily?, How are the green beans arranged in the pile?, What type of vegetable is being cooked?, What color is the interior of some beans?, Where is the stir-fry located on the plate?"
9c2da97cc15b713,"The American-Style Red Beans are a deep reddish-brown color and are concentrated mostly in the top and center of the image, cascading slightly down the left side. The rice is white, and it surrounds the red beans, occupying the bottom and left portions of the image. Some of the white rice is mixed with the red beans, creating a blended effect.","Red, reddish-brown, beans, cascading, rice, with the red beans","What color are the American-Style Red Beans?, What is the color of the beans in the image?, What food item is cascading slightly down the left side?, What is the white food item surrounding the red beans?, Where is the rice mixed with the red beans?"
993feff14891476,The Instant Pot Charro (Refried Beans) are primarily tan and light brown. They fill a terracotta bowl that is positioned in the center-right of the image. The beans are submerged in a broth of a darker brown color. The bowl of beans sits on a multicolored striped tablecloth.,"Refried, tan, bowl, fill, brown, in the broth","What type of beans are shown in the image?, What color are the beans primarily?, What is the food served in?, How much of the bowl do the beans occupy?, What color is the broth surrounding the beans?, Where are the beans located in the broth?"
3e78d9c284ac43b,"The Blister Beans appear in the image as thin, circular slices of a vibrant orange-red color, positioned on top of the dark brown beans. Each slice contains small, cream-colored seeds. One slice is located on the left side of the bowl, near the bottom, while another is positioned in the upper part of the bowl, slightly to the right of the center. These slices are scattered amongst other toppings like white cream, green onions, and diced white onions.","appear, vibrant, slices, orange-red, on top of, beans","What color do the Blister Beans appear to be?, How would you describe the color of the Blister Bean slices?, What shape are the Blister Bean slices?, What color are the Blister Bean slices?, Where are the Blister Bean slices positioned?, What is the color of the beans underneath the Blister Bean slices?"
a87ed2085a6b294,"The pinto beans are reddish-brown and fill most of the bowl in the center of the image. Scattered on top of the beans are small, bright green cilantro leaves. Interspersed among the beans are pieces of translucent, white onion. The ingredients are mixed together within the bowl.","reddish-brown, fill, beans, green, cilantro, in the center","What color are the pinto beans?, What do the pinto beans fill in the bowl?, What type of beans are in the bowl?, What color are the cilantro leaves?, Where are the cilantro leaves scattered?, Where are the pinto beans located in the bowl?"
88474c5c9b5a193,"The Irish Boiled Dinner features several components. The sliced corned beef is centrally located on the plate with a reddish-pink hue and interspersed with visible fat. To the top left of the corned beef is the cooked cabbage, displaying a light green to yellowish color. Bright orange carrots are arranged to the left of the cabbage and partially tucked underneath the corned beef slices. The potatoes are positioned to the right of the meat and are primarily red. Some potatoes are halved, revealing a pale yellow interior. A sprinkling of black pepper is visible across the meat and potatoes.","sliced, reddish-pink, beef, cooked, orange, to the left of","What is the state of the corned beef on the plate?, What is the color of the corned beef?, What type of meat is centrally located on the plate?, What is the state of the cabbage on the plate?, What is the color of the carrots?, Where are the carrots located in relation to the cabbage?"
68423bd55f03376,"A plate of Sesame-Orange Beef and Veggie Stir-Fry sits in the center. At the base, a layer of white rice forms a bed, covering the majority of the plate.  The stir-fry, consisting of beef strips, cut into bite-sized pieces and brown due to a sesame-orange glaze, is layered on top of the rice. Bright red bell pepper strips and orange bell pepper strips are mixed within the beef, adding color to the dish. Yellow pineapple pieces, coated in glaze, are interspersed throughout. Dark green bell pepper is also present. The combination of the rice and stir-fry components creates a colorful and textured meal.","stir-fry, brown, rice, red, sits in, beef","What is the cooking method used for the beef and veggies?, What color is the beef due to the sesame-orange glaze?, What is the base layer of the dish made of?, What color are the bell pepper strips mixed with the beef?, Where does the stir-fry sit on the plate?, What type of meat is used in the stir-fry?"
6c8fae6331274d0,"The Beef on Weck features a round bun that is light brown, covered with brown caraway seeds and white salt crystals on the top half. The bottom half of the bun is a lighter shade of brown. Between the two bun halves, there is dark brown roast beef.","brown, roast, beef, light, on Weck, covered","What color is the roast beef?, What is the cooking method used for the beef?, What type of meat is used in the sandwich?, What shade is the bottom half of the bun?, Where is the beef placed?, What is the top half of the bun covered with?"
778d4ae7da1c373,"The Black Pepper Beef and Cabbage Stir Fry is arranged in a bowl. The cabbage is light green and white, and appears as thin strips mixed throughout the stir fry. The beef is brown and crumbly, and also mixed throughout. The red bell peppers are bright red, cut into strips, and are located throughout the stir fry, adding pops of color. Black pepper is sprinkled throughout, appearing as tiny black specks. The ingredients are mixed together.","arranged, black, beef, red, cabbage, throughout","How is the Black Pepper Beef and Cabbage Stir Fry presented in the bowl?, What color is the beef in the stir fry?, What type of meat is used in the stir fry?, What color are the bell peppers in the stir fry?, What vegetable is light green and white in the stir fry?, Where are the red bell peppers located in the stir fry?"
acfef5050fbbf52,"The slow cooker barbecue beef is primarily reddish-brown, with variations in shade indicating different levels of saucing or caramelization. The beef, shredded, is concentrated in the center and the lower portions of the image, appearing piled together. The sauce, a darker, richer reddish-brown, is dispersed throughout, coating the beef and pooling in the lower sections. The beef is centrally located, with some extending towards the left and right edges.","slow, reddish-brown, beef, shredded, coating, in the center","What is the cooking method used for the beef?, What color is the barbecue beef primarily?, What type of meat is shown in the image?, What is the texture of the beef?, What is the sauce doing to the beef?, Where is the beef concentrated in the image?"
21e2637de941dd5,"The Asian Ground Beef and Pepper Saute consists of ground beef and sliced peppers. The ground beef is primarily light brown in color and is distributed on top of white rice and is mixed with peppers. The peppers are present as sliced pieces, with colors ranging from orange and green, interspersed throughout the ground beef. The dish is garnished with specks of green herbs.","saute, sliced, beef, brown, with peppers, green","What cooking method is used for the dish?, How are the peppers prepared?, What type of meat is used in the dish?, What color is the ground beef?, What is the ground beef mixed with?, What color are some of the peppers?"
70e6a21f537a5bb,"The corned beef is located on the left side of the plate, featuring a pinkish-red hue and topped with translucent, shredded sauerkraut. Next to the corned beef and slightly to the right are sliced carrots, exhibiting a bright orange color, and potatoes, which are a pale tan. A slice of raisin bread with butter is at the top center of the plate. The bread has a light tan color with dark raisins embedded throughout. Two dollops of pale yellow butter are placed on top of the bread.","located on, corned beef, pinkish-red, sauerkraut, sliced, orange","Where is the corned beef located?, What is the color of the corned beef?, What is the translucent, shredded topping on the corned beef?, How are the carrots prepared?, What color are the sliced carrots?"
17ddfb7e45de4f4,"The beef sirloin tip roast has a gradient of colors, ranging from a light pink in the center to a light brown at the edges, with some parts appearing reddish. The roast is the base on which the mushrooms are placed. The mushrooms are distributed across the top of the beef, varying in color from a pale tan to a darker brown, and appear sliced. They are scattered irregularly, covering a significant portion of the meat's surface.","sliced, pink, beef, reddish, distributed, on which","Is the beef sliced?, What color is the beef in the center?, What type of meat is shown?, Are there any reddish parts on the beef?, How are the mushrooms distributed?, On which food item are the mushrooms placed?"
000f80c7321b277,"The ground beef jerky is located centrally on a white plate. The jerky pieces are clustered together, with some overlapping. The color of the jerky is a deep, dark brown, with a slightly textured and uneven surface. The jerky covers most of the plate's surface.","located, white, jerky, brown, uneven, on a white plate","Where is the ground beef jerky located?, What color is the plate?, What type of food is on the plate?, What color is the jerky?, How would you describe the surface of the jerky?, What is the jerky placed on?"
d071369008baf80,"The Melt-in-Your-Mouth Beef Cacciatore is arranged on a white plate. The egg noodles are pale yellow and form a bed under the beef. The beef chunks are various shades of brown and are smothered in a bright red tomato sauce. Sliced mushrooms, appearing light brown with darker brown tops, are mixed within the sauce. The sauce covers most of the beef and some of the noodles. A cluster of green basil leaves sits on the left side of the plate, partially on top of the noodles and near the edge of the plate.","arranged, beef, red, yellow, brown, on top of","How is the Melt-in-Your-Mouth Beef Cacciatore presented on the plate?, What type of meat is used in the dish?, What color is the tomato sauce?, What color are the egg noodles?, What color are the beef chunks?, Where is the cluster of green basil leaves placed?"
0980cfdd731853f,"The Christmas Eve Beef Stew features chunks of beef, diced carrots, potato pieces and green peas, all submerged in a dark brown gravy. The beef chunks are a reddish-brown and scattered throughout the stew. The carrots are bright orange and are seen towards the top and edges of the bowl. The potato pieces are yellowish-brown and distributed amongst the other ingredients. The green peas are bright green and sprinkled throughout the stew. The dark brown gravy fills the spaces between the solid ingredients. A white spoon is partially submerged in the stew on the right side of the bowl.","features, reddish-brown, stew, green, submerged, in the stew","What are the main characteristics of the Christmas Eve Beef Stew?, What color are the beef chunks in the stew?, What type of dish is the Christmas Eve Beef Stew?, What color are the green peas in the stew?, Where are the beef chunks located in the stew?, Where are the ingredients submerged in the stew?"
02a0aec5637cb27,"The image shows a large cut of Italian Roast Beef. The roast itself is primarily pinkish-gray in color. It is coated with a generous layer of green and brown herbs, some visible small red and yellow pieces are mixed within it. The herbs cover the top and sides of the roast beef. The lower part of the roast has some rendered juices.","Roast, pinkish-gray, coated, green, herbs, of the roast","What is the primary cooking method used for the beef?, What color is the roast beef primarily?, What is the roast beef coated with?, What color are the herbs on the roast beef?, What are the small red and yellow pieces mixed within?, Where are the herbs located on the roast beef?"
456f426bff30794,"The beef stroganoff consists of golden-yellow egg noodles forming the base layer, topped with irregularly shaped pieces of beef in a creamy, light-brown sauce. Chopped green onions are scattered across the top as garnish. The beef pieces are concentrated towards the upper center of the plate.","stroganoff, yellow, creamy, beef, scattered, across the top","What is the name of the dish?, What color are the egg noodles?, What is the texture of the sauce?, What type of meat is used in the dish?, How are the green onions arranged on the dish?, Where are the beef pieces concentrated on the plate?"
d4b0486d5cf9ecb,"The Beef Stifado consists of several components. The rice is light beige and forms the base of the dish, covering the bottom half of the image.  Chunks of beef, which are reddish-brown, are scattered throughout the upper half of the image, sitting on top of the rice. Small, white pearl onions are mixed in with the beef.  Thin, green chives are placed on top of the beef and onions, near the top of the frame, creating a visual garnish. A few orange tomato pieces are dispersed around the beef and onions.","scattered, reddish-brown, beef, white, on top of, green","How are the chunks of beef arranged in the dish?, What color are the chunks of beef?, What type of meat is used in the dish?, What color are the pearl onions?, Where are the chunks of beef placed in the dish?, What color are the chives used as garnish?"
