Image,Food Name,Summary,Ingredients,Calories
2d640c770777319,Loaded Chicken Breasts for One,"Classic baked potato fixings on chicken breasts make a high-protein, high-fat, low-carbohydrate meal for one. This is a fast dinner for busy weeknights. It cooks up in one pan so cleanup is easy.","['bacon', 'skinless chicken breasts', 'salt and ground black pepper to taste', 'shredded Cheddar cheese', 'baby spinach leaves', 'sour cream', 'thinly sliced chives']",717.0
4ee8f91d296e90c,Lemon-Pepper Chicken and Potatoes,Chicken breast and potatoes topped with lemon-pepper seasoning and diced bell peppers and onions.,"['skinless, boneless chicken breasts', 'potatoes, quartered', 'green bell peppers, diced', 'onion, diced', 'water', 'butter', 'lemon-pepper seasoning']",407.0
18b3ad6614e48b8,"Strawberry, Blackberry, and Peach Sorbet","A mixture of blackberries, strawberries, and peaches. This sorbet is deliciously refreshing during the summer.","['water', 'white sugar', 'fresh blackberries', 'fresh strawberries, hulled', 'fresh peach', 'lemon juice']",180.0
e902a24dd8e5a97,Honey Mustard-Panko Chicken Tenders,Panko chicken main dish.,"['panko bread crumbs', 'grated Parmesan cheese', 'salt', 'ground black pepper', 'ground paprika', 'Dijon mustard', 'honey', 'olive oil', 'skinless, boneless chicken breast halves', 'garlic, minced', 'Dijon mustard', 'honey', 'olive oil', 'lemon, juiced', 'salt', 'ground black pepper']",327.0
f60e215c31c5530,Honey-Mustard Chicken Thighs,"Honey-mustard chicken thighs require just minimal basting, giving you plenty of time to prepare the rest of dinner while they're in the oven.","['Dijon mustard', 'honey', 'apple cider vinegar', 'chopped fresh rosemary', 'salt', 'ground black pepper', 'bone-in chicken thighs']",551.0
d497ba45de2b413,Cotton Candy® Grape Lemonade Ice Pops,"Sweet, tart, and refreshing on a hot summer day. If you've never tried Cotton Candy® grapes before, you are in for a real treat.","['Cotton Candy® grapes, halved lengthwise', 'pink lemonade']",43.0
259266179a5b38f,Jen's Broccoli Salad with Bacon,"A combined recipe of broccoli and seven-layer salad, this is the yummiest and best way to eat broccoli! There are so many ingredients you can add to this salad to make it your own personal, signature salad, but this is mine. Enjoy!","['broccoli, cut into florets', 'cooked bacon, crumbled', 'red onion, diced', 'baby Roma tomatoes, quartered', 'shredded sharp Cheddar cheese', 'mayonnaise', 'grated Parmesan cheese', 'sour cream', 'white sugar']",468.0
cd6a9ebd659d539,Karaage Chicken,Karaage is Japanese fried chicken that is usually made with chicken thighs but I used chicken breast. It's much lighter in taste and lower in calories.,"['soy sauce', 'sake', 'vegetable oil', 'minced fresh ginger', 'minced fresh garlic', 'chicken breast, cut into bite-sized pieces', 'oil for frying, or as needed', 'all-purpose flour', 'cornstarch']",473.0
15e2d7dc09a5d37,Air Fryer Zesty Cheddar Biscuits,"I love the Cheddar biscuits a popular seafood restaurant has, but also love blending ingredients to create a fusion.","['self-rising flour', 'freshly shredded sharp Cheddar cheese', 'milk', 'canned chopped green chile peppers', 'taco seasoning mix', 'garlic powder', 'ground cumin', 'white sugar', 'cooking spray', 'salted butter, melted', 'taco seasoning mix']",217.0
5044b63cbbd084f,Fantastic Grilled Potatoes,"A great alternative to baked, mashed or fried potatoes! It's a great way to get your starch and veggies all in one dish! It's also colorful, which adds a nice touch to your presentation!","['baking potatoes, thinly sliced', 'onion, thinly sliced', 'green bell pepper, diced', 'red bell pepper, diced', 'button mushrooms, sliced', 'salt and black pepper to taste', 'mixed vegetable flakes, or to taste', 'paprika, or to taste', 'reduced fat spread (such as Brummel & Brown®), or to taste']",181.0
420260b84ecf60b,Agave-Sweetened Lemon Meringue Pie,"No sugar in this recipe, but I promise you won't miss it. You can find agave nectar in health food stores. Also makes 20 great tarts.","['water', 'agave nectar', 'cornstarch', 'all-purpose flour', 'lemons, zested and juiced', 'salt', 'butter', 'egg yolks, beaten', 'baked pie crust', 'egg whites', 'lemon juice', 'agave nectar, or more to taste']",297.0
cbb6887b7e9a4f6,Sopapilla Cheesecake Bites,"Who doesn't love sopapilla cheesecake? These satisfy the craving, but are bite-sized morsels and faster to make because they're air fried!","['cream cheese', 'white sugar', 'butter', 'vanilla extract', 'ground cinnamon', 'refrigerated crescent rolls']",133.0
d550b856376a125,Fried Chicken Thighs with Raspberry Sauce,"Fusion of flavors, cuisines, and techniques bring an incredibly tasty treat to your table. Crispy chicken in a sweet and savory berry sauce. A favorite in my family...","['red raspberry preserves', 'Worcestershire sauce', 'red pepper flakes', 'garlic powder', 'onion powder', 'cornstarch', 'eggs', 'salt', 'boneless chicken thighs, cut into 1-inch pieces', 'vegetable oil for frying']",594.0
25d2f80680e3320,Stuffed French Onion Chicken Meatballs,This is such an easy weeknight meal. It can be made in 30 minutes and is especially delicious served with mashed potatoes. Make sure to use fresh mozzarella as regular mozzarella will not have the same melting properties.,"['ground chicken', 'panko bread crumbs', 'dry French onion soup mix (such as Knorr®), divided', 'ground black pepper', 'mini mozzarella balls', 'water', 'heavy cream']",252.0
0b34a93c6770cf3,Sweet Dill Tartar Sauce,"This dill tartar sauce is great for fried fish, tacos, clams, French fries, or any other seafood dish you can think of.","['mayonnaise', 'sweet dill pickle relish', 'lemon juice', 'chopped fresh dill', 'mustard powder', 'ground paprika', 'garlic powder', 'fleur de sel (sea salt flakes)', 'herbes de Provence']",203.0
308be02cc5d7b45,Crispy Fried Coconut Chicken Tenders,"Juiciest and slightly sweet tenderloins. Voted best chicken dish in our house! This chicken will be perfectly tender, not greasy, and the best chicken you'll ever eat.","['milk', 'white vinegar', 'chicken breast tenderloins', 'eggs', 'heavy cream', 'salt and ground black pepper to taste', 'coconut', 'almond flour', 'all-purpose flour', 'white sugar', 'salt', 'ground black pepper', 'chili powder', 'coconut oil, or more as needed']",663.0
d37214b8ddd7d2b,Quick Turkey Taco Salad,"This is a great, fast recipe for those nights that you have little time but want a balanced meal. Add beans or olives, if that is what you like. We can't find taco salad shells here, so if you have them where you are, try those. If you don't like raw onions, cook the onions with the ground turkey.","['ground turkey', 'taco seasoning mix', 'chopped green bell pepper', 'mixed salad greens and fresh herbs', 'tortilla chips', 'shredded Mexican cheese blend', 'chopped onion', 'fresh salsa', 'sour cream (Optional)']",541.0
26b676215014b2c,Grilled Turkey Sausage Kabobs,"We love SOPP: sausage, onions, potatoes, and peppers all fried up in one pan. It's delicious. This a a summertime take on this one-dish staple. Instead of pan-frying it, you skewer it and grill. Drizzle with more olive oil, salt, and pepper after grilling if desired.","['new potatoes, halved', 'water', 'smoked turkey sausage', 'onions', 'green bell pepper', 'red bell pepper', 'yellow bell pepper', '10 metal skewers', 'olive oil, or as needed', 'salt and ground black pepper to taste']",194.0
2a7532520d92391,Lemon and Garlic New Potatoes,This is a simplified version of a new potato dish my Costa Rican host sister used to make when I was in the Peace Corps. It has become a favorite side dish at my house.,"['red new potatoes', 'olive oil', 'garlic, minced', 'shredded Parmesan cheese', 'lemon juice', 'salt', 'ground black pepper']",173.0
bed48cbe73b5db7,Whole Wheat Pancakes with Fresh Strawberries,This is an amazing whole wheat pancake recipe that tastes amazing and fills your tummy instantly! A family favorite.,"['whole wheat flour', 'baking powder', 'white sugar', 'salt', 'milk', 'egg', 'unsalted butter, melted', 'sliced fresh strawberries']",204.0
abdfd82c4d19cde,Creamy Mediterranean Cucumber Salad,"Lively and refreshing, this cucumber salad has beautiful, fresh herbs and lots of crunch. Try it this summer when your garden is bursting with cucumbers, and your lettuce has said goodbye. You can toss it with some romaine, if you have some, or just simply enjoy the simplicity.","['Greek yogurt', 'extra-virgin olive oil', 'lemon, juiced and zested', 'chopped fresh dill', 'chopped fresh mint', 'chopped fresh parsley', 'sea salt and freshly ground black pepper to taste', 'chopped English cucumber', 'cherry tomatoes', 'red onion, thinly sliced, or to taste']",58.0
4a2287800f17ea9,MySweetCreations Peanut Butter Cookie Pie,"Smooth peanut butter mixture on a baked chocolate cookie and cinnamon crust in a springform pan. Serve with peanut butter cups, whipped cream, chocolate, and caramel syrup topping.","['cream-filled chocolate sandwich cookies (such as Oreo®), crushed', 'butter', 'ground cinnamon', 'cream cheese, softened', ""confectioners' sugar"", 'vanilla extract', 'creamy peanut butter', 'frozen whipped topping, thawed', 'frozen whipped topping, thawed', ""chocolate sundae syrup (such as Smucker's®)"", ""caramel sundae syrup (such as Smucker's®)"", ""peanut butter cups (such as Reese's®), chopped""]",649.0
225b6efa215448b,Simple Mediterranean Cucumber Salad,"This cucumber salad is light, refreshing, and perfect for those hot summer days.","['English Cucumber, thinly sliced with a mandoline', 'radishes, thinly sliced with a mandoline', 'red onion, sliced into petals', 'freeze-dried dill', 'parsley flakes', 'extra-virgin olive oil', 'white wine vinegar', 'Dijon mustard', 'salt and ground black pepper to taste']",62.0
de9f91ef7965d9b,Chocolate Cream Puffs,"Chocolate puffs with chocolate cream filling are a favorite with this family. They aren't difficult to make and most of the required time is hands off. This was my mother's recipe and she made it once a year, usually at Christmas. I hope that you enjoy these as much as we do!","['water', 'shortening (such as Crisco®)', 'all-purpose flour', 'unsweetened cocoa powder', 'white sugar', 'salt', 'eggs, at room temperature', 'granulated sugar', 'unsweetened cocoa powder', 'whipping cream', 'heavy whipping cream', 'semisweet chocolate chips']",311.0
df0af25b2c507a5,Moroccan Orange Beef,A Moroccan-inspired dish of warming and citrus flavors that that really ended up better than I expected. Best served hot over rice.,"['boneless beef chuck roast', 'salt, divided', 'canola oil', 'white onion, coarsely chopped', 'minced garlic', 'ground ginger', 'ground allspice', 'ground cinnamon', 'sweet red wine', 'water', 'tomato paste', 'honey', 'red pepper flakes', 'orange juice', 'sweetened dried cranberries (such as Craisins®)', 'mandarin oranges, segments halved', 'dried pitted prunes']",328.0
77fc16f975f4bf3,Orange and Coconut Cream Smoothie,"Smoothies are too big for me, and have too many calories, and juice shots are just, well, nasty! So this miniature smoothie is just perfect for me. It's a delicious smoothie. Garnish with a slice of orange.","['chilled coconut cream', 'freshly squeezed orange juice', 'fresh ginger, grated']",459.0
efa4cc1be932f4c,"Honey, Almond, and Citrus Fruit Dip","Creamy, sweet, and slightly tangy dip for fruit--excellent for breakfast, brunch, dessert, or a snack. Serve with fruit of your choice for dipping such as apples, bananas, grapes, kiwi, mango, melon, oranges, pears, pineapples, or strawberries.","['full-fat Greek yogurt', 'cream cheese, softened', 'almond butter', 'orange juice', 'honey, or more to taste', 'lemon juice', 'vanilla extract (Optional)']",72.0
90a447d21462b05,Authentic Homemade Italian Egg Pasta Dough,"Flour, eggs, salt: that's all you need to make fresh pasta at home. This is the simplest and most authentic Italian recipe you'll find to make homemade pasta like lasagna, ravioli, tagliatelle, tortellini... you name it! The best part is you don't even need a pasta machine if you don't have one!","['Italian-style tipo 00 flour', 'eggs', 'salt']",297.0
4373ad75471a70a,Hot and Spicy Tofu,"Firm tofu, bell pepper, and red onion, all quickly stir fried in a sweet and sour sauce. A word of caution - this is VERY spicy! If you like milder dishes, decrease the amount of pepper flakes or omit them altogether.","['peanut oil', 'firm tofu, cubed', 'red onion, sliced', 'red bell pepper, sliced', 'green chile pepper, chopped', 'garlic, crushed', 'hot water', 'white vinegar', 'soy sauce', 'brown sugar', 'cornstarch', 'crushed red pepper flakes']",307.0
eed8310d3855b5e,Orange Coleslaw,A new take on coleslaw that won't spoil in the summer heat!,"['cabbage, thinly sliced', 'purple daikon radishes, halved and sliced', 'queso blanco, crumbled', 'chopped peanuts', 'oranges, peeled and diced', 'diced shallot', 'lime, juiced', 'extra-virgin olive oil, or to taste', 'salt and ground black pepper to taste']",154.0
ac09cb5be5de33c,Vegan Tofu Scramble Breakfast Sandwiches,These protein-packed breakfast sandwiches are sure to leave you with a happy belly and a smile on your face! Enjoy with a few dashes of your favorite hot sauce!,"['vegetable oil', 'firm tofu, drained', 'canned fire-roasted tomatoes, drained', 'red bell pepper, diced', 'yellow onion, diced', 'garlic, minced', 'nutritional yeast', 'soy sauce', 'red pepper flakes', 'paprika', 'ground turmeric', 'salt to taste', 'vegan mayonnaise, or to taste', 'sandwich buns, split', 'fresh spinach', 'avocado, sliced']",337.0
80649a1acc154a3,Frozen Blueberry Pie Filling,This blueberry pie filling is made with frozen berries. Cover and store in the refrigerator.,"['mashed frozen blueberries', 'cold water, divided', 'honey, or to taste', 'fresh lemon juice', 'ground cinnamon', 'ground nutmeg', 'cornstarch', 'tapioca flour', 'arrowroot flour']",140.0
8d12ba00e84169a,Oatmeal-Raisin Cookie Fudge,"This white chocolate-based fudge is reminiscent of an oatmeal raisin cookie, with hints of spice, toasted oats, walnuts, and of course, plump raisins. Be prepared for an upper body workout! This fudge is quite thick to mix after adding in the white chocolate chips and additional ingredients! It helps to have all your ingredients measured out before starting, so you can work quickly, as the fudge sets up fast. Store extras in the refrigerator.","['ground cinnamon', 'baking soda', 'ground nutmeg', 'salt', 'ground cloves', 'ground allspice', 'rolled oats', 'chopped walnuts', 'raisins (Optional)', 'sweetened condensed milk', 'white chocolate chips (such as Ghirardelli®)', 'heavy cream', 'vanilla extract', 'coarse granulated sugar', 'raisins (Optional)']",104.0
bfe9ee8920d8525,Strawberry Caprese Panzanella,Take your meal from good to gourmet with this refreshing strawberry caprese salad featuring Stella® Cheese.,"['garlic, minced', 'minced shallot', 'red wine vinegar', 'honey', 'ground black pepper', 'kosher salt', 'extra virgin olive oil', 'day-old baguette, cut into 1-inch cubes (about 4 cups cubed bread)', 'extra virgin olive oil', 'yellow grape tomatoes, halved', 'kosher salt', 'ground black pepper', 'Stella® Fresh Mozzarella Cheese, cut into 1-inch pieces', 'strawberries, halved', 'basil leaves, torn if large']",609.0
eb0cb0f23318abb,Grilled Chicken Pizza with Mozzarella and Roasted Garlic,Go from good to gourmet when using Stella® Cheese for this grilled chicken pizza with roasted garlic.,"['garlic, top of bulbs trimmed off so tops of cloves are exposed', '1 ball pizza dough, store-bought or homemade', 'olive oil, divided', 'prepared pizza sauce', 'cooked and pulled/chopped chicken', 'Stella® Fresh Mozzarella Cheese, thinly sliced', 'everything bagel seasoning', 'spinach leaves, torn']",520.0
67c1d2ce43c9bf1,Stuffed Pull Apart Tomato Tart,A mouth-watering tomato tart featuring Stella® Cheese that will take your meal from good to gourmet.,"['campari-style tomatoes', 'kosher salt', 'extra-virgin olive oil', 'dried oregano', 'dried basil', 'dried parsley', 'crushed red pepper flakes', 'ground black pepper', 'garlic', 'Stella® Asiago Fresh Shredded Cheese', 'Stella® Parmesan Shredded Cheese', 'Stella® Mozzarella Shredded Cheese', 'all-purpose flour', 'frozen puff pastry, thawed', 'egg', 'water', 'fresh basil, chopped']",510.0
d28afbb27ab55fe,Lori's Lemon-Pepper Chicken Leg Quarters,"A simple twist (no pun intended) on a classic. I'm not a fan of chicken breast as the meat can be bland so I use the leg quarters for greater flavor. Quick and delicious lemon-pepper chicken. Hope you enjoy as much as I do! I like to serve this with garlic noodles, pan-seared asparagus, and buttered wheat rolls.","['chicken leg quarters with skin', 'lemon-pepper seasoning', 'salt', 'dried parsley', 'olive oil']",282.0
0d5add5a387fa3d,Tuna Noodle Casserole with Bechamel Sauce,"Bechamel is such a wonderful ingredient for so many dishes. With tuna casserole, bechamel eliminates the need for a canned cream soup... its thick, creamy texture clings to the pasta and adds tremendous flavor overall. The amount used in this recipe keeps the entire casserole light but still filling.","['penne pasta', 'salted butter, divided', 'all-purpose flour', 'cold milk', 'dried minced onion', 'bay leaves', 'cayenne pepper', 'salt, divided', 'tuna in water, drained', 'frozen peas', 'grated Colby-Jack cheese', 'freshly ground black pepper', 'bread, cut into 1/2-inch pieces', 'grated Parmesan cheese']",430.0
6546687454d37f1,Spicy Fresh Corn Salad,"I was gifted some Cajun-flavored mayonnaise and wasn't sure what to do with it until I spotted fresh corn at the grocery store. I thought the sweetness of the corn would contrast nicely with the spicy mayonnaise, and I was right! Serve with grilled or fried shrimp, or with any summery chicken dish.","['fresh corn', 'green bell pepper, chopped', 'shallot, chopped', 'grapeseed oil', 'salt and ground black pepper to taste', 'Cajun mayonnaise', 'lime, juiced', 'chopped cilantro', 'avocado, diced']",572.0
23c0f25ae6107e0,Gluten-Free Sourdough Sandwich Bread,"True sourdough flavor in a hearty, gluten-free bread ready for your sandwich fixings. I love the taste of this bread with butter and jam or toasted and served with soup, even though it is delicious on its own. It will hold up to spreading peanut butter or avocado.","['gluten-free sourdough starter discard', 'gluten-free all-purpose baking flour', 'fine sea salt', 'non-chlorinated water, or more if needed', 'vegetable oil', 'water', 'sesame seeds']",88.0
8abce0ef03d520b,Asparagus and Tomato Salad with Goat Cheese,"This salad is fresh, tangy, a little bit sweet, and makes a nice side dish for steak, fish, chicken, or pork.","['balsamic vinegar', 'olive oil', 'Dijon mustard', 'honey', 'minced garlic', 'salt and ground black pepper to taste', 'fresh asparagus, cut into 2-inch pieces', 'grape tomatoes, halved', 'goat cheese, cubed']",87.0
1f4f3ddc438a974,Grilled Lemon-Pepper Chicken Salad,"Easy, summery salad; great for all those low-carb eaters. I make this lemon-pepper chicken salad for my husband when he is on his Atkins® diet.","['lemons', 'limes', 'skinless, boneless chicken breasts', 'lemon-pepper seasoning, divided', 'iceberg lettuce, chopped', 'carrots, chopped', 'tomatoes, chopped', 'cucumbers, chopped', 'sliced green onions, or to taste (Optional)']",279.0
b20c55df8f114d6,Healthier Lemon Poppy Seed Donuts,"These donuts are made with Swerve® and almond milk. They are baked, rather than fried, which makes them healthier than a regular donut. They are delicious, quick, and very easy to make.","['cooking spray', 'granulated sugar substitute (such as Swerve®)', 'lemon zest (Optional)', 'egg, at room temperature', 'unsalted butter, melted', 'freshly squeezed lemon juice', 'vanilla extract', 'lemon extract', 'almond milk, at room temperature', 'all-purpose flour', 'baking powder', 'salt', 'poppy seeds', 'powdered sugar substitute (such as Swerve®)', 'freshly squeezed lemon juice', 'almond milk, at room temperature', 'lemon zest (Optional)', 'vanilla extract', 'salt']",88.0
c86d8f06d02a5af,Shredded Chicken Sandwiches,"This Ohio potluck staple tends to be made with canned chicken, cream of mushroom soup, saltine crackers, and other iffy components. I developed this version using real ingredients so you can enjoy the warm comfort of shredded chicken sandwiches in a healthier, more delicious way.","['slivered almonds', 'white bread, torn into pieces', 'olive oil', 'salt and ground black pepper to taste', 'skinless, boneless chicken breast halves', 'chicken broth, or as needed', 'salted butter', 'brioche buns, halved']",585.0
8bcbcd2c6a73d83,Vanilla Pound Cake,This is by far the best recipe I have ever tried for pound cakes. Add your own flavors but follow ingredients to a tee. The cake flour and whipping cream make this vanilla pound cake recipe special.,"['canola oil, or as needed', 'powdered sugar, or as needed', 'unsalted butter, softened', 'white sugar', 'eggs, at room temperature', 'vanilla extract', 'sifted cake flour', 'heavy whipping cream, at room temperature']",548.0
cd9d61f5f9bacc2,Lemon-Thyme Chicken Breasts,"Lemon-thyme chicken with a taste of Dijon mustard makes for a fantastic, lightly flavored chicken dish. Pairs great with white or yellow rice.","['lemon juice', 'chicken broth', 'olive oil, divided', 'Dijon mustard', 'fresh lemon zest', 'garlic, minced', 'chicken bouillon', 'dried thyme', 'all-purpose flour', 'salt', 'skinless, boneless chicken breast halves', 'unsalted butter', 'lemon, cut into thin slices']",289.0
2e78a14fffe86e8,Roasted Beetroot and Garlic Hummus,"This roasted beetroot and garlic hummus checks all the boxes: healthy, easy, delicious, and so pretty! It's the perfect snack throughout the week or a beautiful appetizer for guests. Garnish with a dollop of Greek yogurt and fresh herbs, and serve alongside veggies or pita. Enjoy!","['beets', 'garlic, halved crosswise', 'extra-virgin olive oil', 'salt and ground black pepper to taste', 'chickpeas, drained and rinsed', 'extra-virgin olive oil', 'lemons, juiced', 'tahini', 'ground cumin', 'salt', 'freshly ground black pepper', 'cayenne pepper', 'plain Greek yogurt (Optional)']",253.0
a6ee2ed3a24af2e,Idli,A popular South Indian steamed breakfast dish which is made with the combination of rava (semolina) and yogurt.,"['vegetable oil', 'mustard seed', 'cumin seeds', 'split Bengal gram (chana dal)', 'fresh curry leaves', 'dried red chile pepper, crushed', 'cashews, crushed', 'minced fresh ginger root', 'diced green chile pepper', 'asafoetida powder (hing)', 'semolina (sooji rava)', 'yogurt', 'carrots, chopped', 'salt to taste (optional)', '1 teaspoon fruit salt (such as Eno®)']",257.0
c230f25105af074,Favorite Salmon Cakes,"My husband said he liked these salmon cakes better than the ones his mom made. I will let you judge how you like them, but my whole family eats them! Garnish, if you wish, or just dish them out--they'll go fast!","['eggs, lightly beaten', 'mayonnaise', 'Dijon mustard', 'Worcestershire sauce', 'salt, or to taste', 'ground white pepper, or to taste', 'minced red or green bell pepper', 'fresh parsley, minced (Optional)', 'minced red onion', 'cooked salmon fillet, flaked', 'crushed saltine crackers, divided', 'extra-virgin olive oil, divided', 'unsalted butter, divided', 'fresh parsley (Optional)', 'lemon (Optional)']",155.0
23cb2591b0c0598,Apple Peanut Butter Cake,This Blondie-like cake is full of apples and drizzled with a sweet peanut butter glaze-perfect for a special afternoon snack.,"['Reynolds® Parchment Paper', 'all-purpose flour', 'whole wheat flour', 'baking powder', 'ground cinnamon', 'salt', 'ground allspice', 'packed brown sugar', 'butter, softened', 'egg', 'applesauce', 'vanilla', 'tart apple, such as Granny Smith, peeled and diced', 'peanut butter chips', 'creamy peanut butter', 'milk, or more as needed']",129.0
616061c93616454,Air Fryer Blueberry Muffins,"Blueberry muffins are one of my favorites, but when the craving hits and I don't want to heat up my kitchen, I turn to my air fryer.","['self-rising flour', 'white sugar', 'ground cinnamon', 'milk', 'melted butter', 'egg', 'vanilla extract', 'blueberries']",131.0
d12c83594822e4f,Ice Pops Base Formula,"Cool off with this easy formula for healthier ice pops. Just use 3 cups of any fruit you prefer, 1/4 to 1/3 cup water, 2 to 3 tablespoons honey, and 1 tablespoon of any citrus juice you like. Each is about 50 calories, with 8 grams (or less) added sugar.","['fresh blueberries', 'water, or more as needed', 'honey, or more to taste', 'lemon juice']",47.0
df1a5341f11859c,Honey-Quinoa Salad with Cherries and Cashews,"It's hard to relax with your stomach rumbling. Serve up a light, yet hunger-busting salad. If making this ahead, add the vinaigrette just before serving.","['water', 'quinoa, rinsed and drained', 'salt, divided', 'honey', 'grated fresh ginger', 'white wine vinegar', 'lime juice', 'garlic, minced', 'ground black pepper', 'olive oil', 'fresh dark sweet cherries, pitted and halved', 'coarsely chopped cashews', 'dried apricots, thinly sliced', 'thinly sliced red onion', 'torn Bibb lettuce']",469.0
7c02d1729c281a3,Shrimp Spring Rolls with Chimichurri Sauce,A light-and-bright chimichurri sauce gives these rolls an Argentinean twist.,"['lightly packed fresh parsley', 'olive oil', 'rice vinegar', 'garlic, minced, or more to taste', 'salt', 'ground black pepper', 'crushed red pepper (Optional)', 'romaine lettuce, shredded', 'coarsely shredded carrot', 'fresh cilantro leaves', 'fresh mint leaves', 'green onions, thinly sliced', 'rice vermicelli noodles', 'rice paper sheets', 'fresh Italian parsley', 'cooked peeled and deveined shrimp, halved lengthwise', 'reduced-sodium soy sauce, or to taste (Optional)', 'crushed red pepper, or to taste (Optional)']",427.0
ea617edd2fdc8a9,Julia's Korean-Fried Chicken,This recipe that I developed quickly became a favorite in the test kitchen. One coworker has me make it for him for his birthday every year.,"['canola oil for frying', 'chicken drumsticks', 'grated fresh ginger, or more to taste', 'kosher salt', 'potato starch, or as needed', 'gochujang (Korean hot pepper paste)', 'oyster sauce', 'mirin (Japanese sweet wine)', 'ketchup', 'fish sauce', 'grated garlic', 'white sesame seeds', 'black sesame seeds']",622.0
e77d1c0f5a0ae76,Cheddar-Scallion Buttermilk Biscuits,"No kneading, no rolling required to make these tasty, tender biscuits. They're the perfect sidekick to soups, chili, and stews, but equally good with a drizzle of honey for a sweet-savory bite.","['all-purpose flour', 'baking powder', 'salt', 'grill seasoning (such as McCormick® Grill Mates® Montreal Steak Seasoning)', 'baking soda', 'cold, unsalted butter, shredded on a box grater', 'buttermilk', 'shredded sharp Cheddar cheese', 'minced green onion, white and green parts', 'unsalted butter, melted']",167.0
e0c4ff45fc709ba,Berry-Mint Granitas,Scoop this sweet-tart treat into small bowls and serve with spoons and straws. Then have guests enjoy at their own pace (even if the granitas melt!). Garnish with additional mint and lime wedges.,"['lemon', 'water', 'white sugar', 'fresh mint', 'fresh blueberries', 'fresh raspberries']",112.0
59b856873c7d9d7,Herbed Blackberries on the Rocks,This summer sipper is customizable. Out of rosemary? Try mint or sage. Not a tequila drinker? Vodka works just as well. Or make it a mocktail and replace the tequila with a splash of lime or blackberry sparkling water.,"['fresh blackberries, divided', 'fresh rosemary, divided', 'ice cubes', 'tequila', 'lime juice', 'simple syrup']",170.0
00a3d4d1ab9198f,Gluten-Free Fried Oatmeal Bites,Delicious treat! Healthy dessert alternative!,"['water', 'almond milk', 'quick-cooking oats', 'cane sugar', 'Himalayan pink salt', 'egg', 'gluten-free all purpose baking flour', 'olive oil, or as needed']",236.0
95487353aa91c2a,Marinated Green Bean Salad,This is a great marinated green bean salad for a hot summer day. Lots of fresh veggie options to switch around.,"['water', 'frozen French-cut green beans', 'whole kernel corn, drained', 'black beans, rinsed and drained', 'diced tomatoes, undrained', 'celery, chopped', 'green bell pepper, chopped', 'onion, chopped', 'Distilled Vinegar', 'white sugar', 'olive oil', 'salt', 'ground black pepper']",324.0
b5d221ac4678b94,Tarragon-Celery Soup,Quick cream of celery soup with a lot of flavor and a small kick.,"['salted butter', 'celery, thinly sliced', 'yellow onion, diced', 'garlic, minced', 'salt', 'ground white pepper', 'dried tarragon', 'cayenne pepper, or to taste', 'milk', 'chicken broth', 'all-purpose flour', 'cornstarch', 'dry sherry']",220.0
30b85b3bf33caca,Chicken Gyros,"Light and fresh, easy to make chicken gyros. You can add diced tomatoes, chopped cucumbers, red onion, and even avocado as a garnish.","['skinless, boneless chicken breast halves', '8 bamboo skewers, or as needed', 'lemon juice', 'olive oil', 'lemon, zested', 'garlic, minced, or more to taste', 'chopped fresh thyme', 'dried rosemary', 'dried oregano', 'salt', 'ground black pepper', 'Greek yogurt', 'cucumber - peeled, seeded, and chopped', 'garlic, minced', 'olive oil', 'chopped fresh dill', 'white vinegar', 'salt', 'yellow onion, sliced', 'orange bell pepper, diced', 'olive oil, or more to taste', 'salt, or to taste', 'ground black pepper, or to taste', 'garlic powder', 'pita bread rounds, split', 'Sriracha sauce, or to taste']",592.0
ed76d7a3ad7272d,Nutella®-Stuffed Mocha Muffins,These muffins have a slight mocha flavor and ribbon of Nutella® in the middle. They go great with your morning cup of coffee!,"['white sugar', 'butter, softened', 'espresso powder', 'hot water', 'plain yogurt', 'eggs', 'vanilla extract', 'all-purpose flour', 'cocoa powder', 'baking powder', 'salt', 'chocolate-hazelnut spread (such as Nutella®)']",263.0
a127cfbae5b0d85,Siobhan's Goddess Dressing,"If you love Goddess dressing but are looking for healthier ingredients, look no further! This recipe is gluten-free, vegan, and low-glycemic! Pour it over a fresh, green salad.","['olive oil', 'gluten-free soy sauce (tamari)', 'tahini', 'lemon, juiced', 'nutritional yeast', 'agave', 'dried oregano', 'ground black pepper to taste', 'filtered water, or as needed']",192.0
643cdd7c0697fa6,Amazing Almond-Carrot-Currant Bread,This delicious fruit bread is low fat and packed with wholesome stuff.,"['white sugar', 'unsalted butter, softened', 'salt', 'eggs', 'vanilla extract', 'almond extract', 'unbleached all-purpose flour', 'whole wheat pastry flour', 'baking soda', 'baking powder', 'shredded carrot', 'milk', 'currants', 'chopped almonds']",185.0
7d1a9f61173c559,Vegetarian Bourguignon,Eggplant and mushrooms are braised in hearty red wine for a vegetarian version of the classic French stew. Serve over rice or noodles for a complete vegetarian meal.,"['brown champignon mushrooms', 'extra-virgin olive oil, divided', 'yellow onion, sliced', 'carrot, cut into 1-inch chunks', 'garlic, peeled and slightly crushed', 'fresh thyme, leaves only', 'fresh rosemary, leaves removed and chopped', 'eggplant, cut into 1 1/2-inch cubes', 'hearty red wine', 'low-sodium vegetable broth', 'Roma tomatoes, chopped', 'tomato paste', 'salt and ground black pepper to taste']",341.0
