,Image,Food Name,Summary,Ingredients,Calories,Width,Height,Questions_1,Answer_1,Question_2,Answer_2
2051,bc42370af44bc4c,Angie's Dad's Best Cabbage Coleslaw,"An absolutely delicious coleslaw, more tart and tangy than the creamy kind. Can make this up to 2 weeks ahead of serving and it only gets better.","['cabbage, shredded', 'red onion, diced', 'grated carrots', 'celery, chopped', 'white sugar', 'white vinegar', 'vegetable oil', 'salt', 'dry mustard', 'black pepper to taste']",131.0,1500.0,1500.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2052,a40fbe91f6878fc,Best Vinegar Coleslaw,This tangy vinegar coleslaw is perfect for those who like slaw with no mayonnaise. I got this wonderful recipe from one of the ladies in my Amish community.,"['cabbage, cored and finely shredded', 'onion, thinly sliced', 'white sugar', 'vinegar', 'vegetable oil', 'celery seed', 'salt', 'prepared mustard', 'freshly ground black pepper']",224.0,683.0,512.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2053,c967af2cee6ff2c,Asian Coleslaw,This Asian coleslaw has three varieties of cabbage and a creamy peanut dressing for a tasty twist on classic coleslaw!,"['rice wine vinegar', 'vegetable oil', 'creamy peanut butter', 'soy sauce', 'brown sugar', 'minced fresh ginger root', 'minced garlic', 'thinly sliced green cabbage', 'thinly sliced red cabbage', 'shredded napa cabbage', 'red bell peppers, thinly sliced', 'carrots, julienned', 'green onions, chopped', 'chopped fresh cilantro']",184.0,960.0,960.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2054,9b7693760d31752,Tangy Coleslaw for Pulled Pork,This tangy coleslaw is great used as a topping for pulled pork sandwiches.,"['cabbage, finely shredded', 'red onion, quartered and thinly sliced', 'white sugar', 'white vinegar', 'vegetable oil', 'salt', 'dry mustard', 'celery seed']",202.0,3024.0,3025.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2055,39881a53105c2a7,12-Second Coleslaw,"When people think of coleslaw, they think of that bowl of soggy, shredded cabbage sitting at the end of the picnic table. This angel hair coleslaw recipe is a completely different approach — fresh, shredded cabbage prepared as a fast (12 seconds adding ingredients, 30 seconds to mix), crisp, low-cal, low-carb, slightly spicy, and delicious dish that you should be eating as part of your regular veggie side rotation. Serve immediately after mixing.","['angel hair-style shredded cabbage', 'Thousand Island dressing', 'seasoned rice vinegar', 'hot sauce', 'salt']",27.0,960.0,960.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2056,ded69a50e6c4ca5,Pool Hall Coleslaw,"This pool hall coleslaw is a sweet recipe that is good for hamburgers, hot dogs, and vegetables.","['distilled white vinegar', 'prepared yellow mustard', 'white sugar', 'packed light brown sugar', 'ground turmeric', 'salt', 'ground black pepper', 'red pepper flakes', 'shredded cabbage', 'carrots, shredded', 'green bell peppers, seeded and chopped', 'onions, chopped']",36.0,960.0,960.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2057,ab7c8131825253d,Easy Coleslaw,This sweet and crunchy salad with easy coleslaw dressing is delicious any time of the year. Double the recipe for large parties.,"['cabbage, shredded', 'green bell pepper, diced', 'onion, finely diced', 'carrots, shredded', 'white wine vinegar', 'vegetable oil', 'white sugar']",308.0,960.0,720.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2058,636ae4e5c716a66,California Coleslaw,A sweet summer slaw filled with fresh vegetables. It tastes better the second day after the vegetables have soaked in the marinade.,"['cabbage, shredded', 'white onion, chopped', 'green bell pepper, chopped', 'red bell pepper, chopped', 'carrot, shredded', 'cider vinegar', 'white sugar', 'salt', 'freshly ground black pepper', 'vegetable oil']",237.0,2000.0,1500.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2059,152bd4d66393169,Simple Mexican Coleslaw,This Mexican-inspired coleslaw is a great twist on a BBQ classic!,"['very thinly sliced green cabbage', 'grated carrots', 'rice vinegar', 'extra-virgin olive oil', 'chopped cilantro', 'salt']",52.0,960.0,960.0,What is the main food in the picture?,coleslaw,Is this dish vegetarian or non-vegetarian?,vegan
2060,400fe5760b46af5,Holiday Cranberry and Apple Compote,"A rich compote with great balance of sweet apples and bitter cranberries. Great side for turkey, ham, or would even be outstanding baked into a pie.","['orange juice', 'Fuji apples, peeled and finely chopped', 'fresh cranberries', 'white sugar', 'brown sugar', 'pumpkin pie spice, or more to taste', 'butter, softened']",78.0,4608.0,3456.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,non-vegan
2061,b0d35526efa2aa0,Apple Raisin Compote,"A delicious compote that is heavenly in the caramel apple cupcakes I make, as well as a topping for ice cream, in place of jam, or perhaps paired with a pork roast? Any way you use it, it's sure to please!","['salted butter', 'apples - peeled, cored, and finely chopped', 'maple syrup', 'water', 'brown sugar', 'golden raisins', 'ground cinnamon']",130.0,250.0,250.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,non-vegan
2062,f428478d503d553,Blueberry Compote,"This tasty blueberry compote makes a delicious and beautiful topping for hot pancakes, waffles, and more!","['frozen blueberries, unthawed, divided', 'white sugar', 'water']",41.0,5058.0,3372.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,vegan
2063,19b7911267b2da1,Warm Berry Compote,This berry compote is made in a slow cooker with frozen berries and orange juice. It's a yummy dessert by itself or over ice cream.,"['frozen mixed berries', 'white sugar', 'orange juice', 'finely grated orange zest', 'cornstarch', 'water']",140.0,960.0,960.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,vegan
2064,5fc0179ba608c32,Strawberry-Rhubarb Compote,"Strawberries and rhubarb make the perfect fruit pairing! This compote will liven up yogurt, oatmeal, scones, and ice cream and makes the most delicious topping for crêpes! Try and find rhubarb stalks that are smaller in size as they are less tough.","['chopped fresh strawberries', 'chopped rhubarb', 'brown sugar', 'salt']",27.0,1500.0,1125.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,vegan
2065,06c11acfce21e0f,Blackberry Compote,"Make this simple blackberry compote with fresh blackberries! It has a chunky consistency, but you can mash the berries with a fork or potato masher if you like it smoother. The longer you simmer the compote, the more concentrated the flavors become. Serve it over ice cream, crêpes, yogurt, oatmeal, or ricotta toast.","['fresh blackberries', 'white sugar', 'lemon juice', 'salt']",20.0,1500.0,1125.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,vegan
2066,60dcfcd28d61c34,Strawberry Compote,"This simple strawberry compote has the consistency of a chunky fruit syrup and will liven up yogurt, oatmeal, scones, and ice cream. It also makes the most delicious topping for crêpes! The touch of balsamic gives it a pop of acidity and a deeper flavor. Feel free to mash the berries with a fork or potato masher for a smoother consistency. Refrigerate for up to 1 week.","['strawberries, chopped', 'white sugar', 'balsamic vinegar', 'salt']",38.0,3888.0,2592.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,vegan
2067,cd52bbeddbe886a,Blueberry-Thyme Compote,"A simple blueberry and thyme compote that is the perfect topping for vanilla ice cream, cheesecake, custard, pana cotta, grilled meats like chicken or pork, or just to style up a simple bowl of oatmeal.","['fresh blueberries', 'white sugar', 'lime, juiced', 'fresh thyme, leaves stripped and chopped']",94.0,5184.0,3456.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,vegan
2068,7187dffc4b96964,Rhubarb-Strawberry Compote,"Rhubarb and strawberries are a classic combination. Only the rhubarb is cooked, the strawberries are mixed in raw. I like to serve this compote with chocolate ice cream or over waffles.","['chopped rhubarb', 'white sugar, or more to taste', 'vanilla sugar', 'apple juice', 'cornstarch', 'water, or more as needed', 'halved fresh strawberries']",186.0,2238.0,1900.0,What is the main food in the picture?,compote,Is this dish vegetarian or non-vegetarian?,vegan
2069,cd4ebae651f77b3,Viennese Crescent Holiday Cookies,"These cookies have been a Christmas family favorite for 20 years. Flaky and buttery, they are worth the effort. Almonds can be substituted for hazelnuts.","['all-purpose flour', 'butter', 'hazelnuts, ground', ""sifted confectioners' sugar"", 'salt', 'vanilla extract', ""sifted confectioners' sugar"", 'vanilla bean']",95.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2070,1fd252d79013bd9,Hedgehog Cookies,"I needed something else to decorate a tree trunk cake, so baby hedgehogs seemed to be the perfect match.","['all-purpose flour', 'baking powder', 'baking soda', 'salt', 'white sugar', 'butter-flavored shortening', 'corn syrup', 'eggs', 'vanilla extract', 'pecans', 'chocolate chips']",280.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2071,9307f1d42306f27,Giant Heart-Shaped Pan Cookie,"This recipe is perfect for those heart-shaped baking pans you always see in the Valentine section of the supermarket or discount department store. The amount of batter is roughly half of the normal bar cookie recipes. Pink, red, and white M&M's make it sweetheart-special, but you can always use regular M&M's or your favorite chocolate chips. Wrap the cooled cookie in plastic or return to pan for serving.","['cooking spray', 'unsalted butter, softened', 'white sugar', 'firmly packed brown sugar', 'egg', 'vanilla extract', 'all-purpose flour, or more as needed', 'salt', 'baking soda', ""candy-coated milk chocolate pieces (such as M&M's), or to taste""]",494.0,3648.0,3648.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2072,f315eb356d034a3,Easy Three-Ingredient Gluten-Free German Christmas Coconut Cookies,"These German coconut cookies (Kokosmakronen) are one of the most popular German Christmas cookies and use three ingredients. They are gluten free, lactose free, and very easy to make. Store in airtight containers.","['egg whites', 'white sugar', 'unsweetened coconut flakes']",46.0,1750.0,984.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2073,eb8729c3a7f4826,Granola Breakfast Cookies,A soft and chewy cookie with plump raisins and the goodness of granola in every bite. Good for snack time or a late breakfast. Store in an airtight container to keep fresh for a longer period of time.,"['all-purpose flour', 'baking powder', 'baking soda', 'white sugar', 'butter', 'eggs', 'pumpkin seed and flax granola', 'raisins', 'finely chopped walnuts']",176.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2074,acf71fde3f6ac08,S'mores Cookies,"This copycat recipe for Girl Scout S'mores Cookies can be frosted in different ways - try covering them with chocolate or marshmallow icing, or half and half, or just leave them plain.","['milk', 'honey', 'vanilla extract', 'all-purpose flour', 'packed brown sugar', 'whole-wheat flour', 'baking soda', 'salt', 'cold butter', 'marshmallow creme', 'powdered sugar', 'butter, softened', 'milk, or more as needed', 'milk chocolate, chopped', 'vegetable shortening']",167.0,851.0,639.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2075,5da6d9203e93a63,Fresh Strawberry Cookies,I came up with this recipe for strawberry cookies when we were given a lot of fresh strawberries and I had to figure out what to do with them! I hope everyone likes these cookies as much as my kids did.,"['white sugar', 'butter, softened', 'egg', 'fresh strawberry puree', 'all-purpose flour', 'vanilla extract', 'baking powder', 'salt', 'white sugar', 'red colored sugar (Optional)']",191.0,683.0,512.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2076,d37bf2aa0ec1ff1,Red Velvet Crinkle Cookies,"These chewy red velvet crinkle cookies are deep red in color with a delicate, crackled crust dusted with a touch of powdered sugar. Store in an airtight container with waxed paper or parchment paper separating each layer.","['Duncan Hines red velvet cake mix', 'unsalted butter, melted and cooled', 'eggs', 'lemon zest', 'powdered sugar', 'cornstarch']",55.0,3024.0,3024.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2077,e4a476cdf0144e5,Easy Anise Cookies,"With their crunchy exterior and irresistibly chewy center, these easy anise cookies are a delightful treat that combines simplicity with incredible flavor.","['eggs, well beaten', 'brown sugar', 'anise seed', 'salt', 'baking soda', 'hot water', 'all-purpose flour', 'white sugar, more as needed']",121.0,3024.0,3024.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2078,44411b6ac236641,Ruthie’s Scandinavian Christmas Cookies,Allrecipes Allstar Lisa Lynn Backus has been making these cookies for over 40 years during the holidays.,"['unsalted butter', 'whole wheat pastry flour', ""confectioners' sugar"", 'chopped pecans', 'water', 'vanilla extract', ""confectioners' sugar, or as needed""]",102.0,683.0,512.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2079,fc562841e208b14,Tender Crisp Sugar Cookies,These no-roll sugar cookies are great for the holidays. Children like to shape the cookies into balls and dip them into the sprinkles!,"['butter', 'shortening', 'white sugar', ""confectioners' sugar"", 'vanilla extract', 'eggs', 'all-purpose flour', 'baking soda', 'cream of tartar', 'salt']",173.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2080,0ff1ebf03f4d100,Poppy Seed Cookies II,"I always make these with orange peel, but lemon peel works just as well for all you lemon lovers out there.","['unsalted butter, cubed', 'white sugar', 'egg yolks', 'grated orange zest', 'ground nutmeg', 'salt', 'cake flour', 'poppy seeds']",158.0,3024.0,3024.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2081,df64335a0a213fa,Pink Icing Cookies,My granny's cake-like sugar cookies taste best with pink icing...although she did use other colors.,"['butter', 'white sugar', 'eggs', 'milk', 'all-purpose flour', 'salt', 'baking powder', 'vanilla extract']",245.0,683.0,512.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2082,06aa0285e54a5b5,Fruit and Honey Cookies,These cookies are jammed with fruit and sweetened with honey.,"['all-purpose flour', 'ground walnuts', 'baking soda', 'ground allspice', 'ground cinnamon', 'salt', 'honey', 'shortening', 'packed brown sugar', 'eggs', 'milk', 'raisins', 'dried currants', 'dates, pitted and chopped']",100.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2083,8ce8f4c74ec96c0,Swedish Cookies (Brunscrackers),"This is a recipe that my husband's nana has made for years. They are the easiest cookies I have ever made. The ingredients were harder to find than it was to make the cookies. They are like potato chips, you cannot eat just one!","['flour', 'baking soda', 'butter', 'sugar', 'vanilla sugar', 'golden syrup']",287.0,3024.0,4032.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2084,0e05df6dd1e3833,Gloreo Cookies,Make your own 'oreo' cookies!,"[""devil's food cake mix"", 'eggs', 'water', 'vegetable oil', 'unsweetened cocoa powder', 'shortening', ""confectioners' sugar"", 'vanilla extract', 'unflavored gelatin', 'cold water', 'powdered chocolate drink mix']",295.0,250.0,250.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2085,fe891d5ca42587b,Easy Icebox Cookies,These icebox cookies are easy to make now and keep the dough in the freezer or refrigerator. This recipe makes enough dough for 3 dozen cookies — simply slice and bake as you need them!,"['all-purpose flour', 'baking soda', 'ground cinnamon, or to taste', 'butter', 'white sugar', 'light brown sugar', 'eggs', 'chopped nuts']",223.0,683.0,512.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2086,f013f2db66121c9,Mayonnaise Cookies,"A rich, crisp, sugar type cookie that is easy to make. The mayonnaise takes the place of the shortening and eggs. My son says it is possibly the world's best cookie.","['white sugar', 'all-purpose flour', 'mayonnaise', 'baking soda', 'salt', 'vanilla extract']",182.0,4032.0,3024.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2087,d689eeeb733a6f5,Preacher Cookies,Easy no-bake cookie recipe.,"['white sugar', 'butter', 'milk', 'unsweetened cocoa powder', 'salt', 'quick cooking oats', 'unsweetened peanut butter', 'vanilla extract']",101.0,683.0,512.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2088,0d67442317b4abe,Cottage Cheese Chocolate Chip Cookie Dough,"This cottage cheese chocolate chip cookie dough recipe, with just a few ingredients and a blender, will satisfy your cookie dough craving anytime.","['4% milkfat small curd cottage cheese', 'maple syrup', 'quick oats', 'almond butter', 'vanilla extract', 'salt', 'almond flour', 'semisweet chocolate chips']",256.0,683.0,512.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,non-vegan
2089,984a65f59e565f4,Cookie Mix in a Jar VII,"Peanut Butter Chocolate Cookie mix in a jar with tag attached with directions on how to prepare the mix. These make wonderful gifts to give any time of year and also for wedding favors, hostess gifts, baby showers or take to a cookie exchange and make sure to bake some up so people know what they taste like to. Store in a cool dry place away from a heat source so condensation and clumping does not occur. Enjoy!","['packed brown sugar', ""confectioners' sugar"", 'unsweetened cocoa powder', 'all-purpose flour', 'baking powder', 'salt']",132.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,vegan
2090,bc435b834005069,Oatmeal Chia Seed Cookies,"An easy way to incorporate chia seeds, these delicious oatmeal cookies contain no eggs or butter and are easy to make. Cookies will be soft; allow them to cool completely.","['rolled oats', 'brown sugar', 'whole wheat flour', 'chia seeds', 'ground cinnamon', 'baking soda', 'baking powder', 'salt', 'applesauce', 'coconut oil', 'dried cranberries', 'chocolate chips (Optional)', 'shredded unsweetened coconut (Optional)']",262.0,3718.0,2988.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,vegan
2091,75ebb2ae8d90399,Cookie Mix in a Jar IX,"Trail Mix Cookie mix in a jar with tag attached with directions on how to prepare the mix. These make wonderful gifts to give any time of year and also for wedding favors, hostess gifts, baby showers or take to a cookie exchange and make sure to bake some up so people know what they taste like to. Store in a cool dry place away from a heat source so condensation and clumping does not occur. Enjoy!","['packed brown sugar', 'white sugar', 'wheat germ', 'quick cooking oats', 'raisins', 'flaked coconut', 'all-purpose flour', 'baking powder']",166.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,vegan
2092,858243c489213e3,Homemade Chocolate Chip Cookie Mix,Pack the dry ingredients for the homemade cookie mix in a 1-quart jar and attach a note with the instructions for making the cookies.,"['all-purpose flour', 'baking soda', 'salt', 'brown sugar, packed', 'white sugar', 'semi-sweet chocolate chips']",83.0,250.0,250.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,vegan
2093,6ea41c4776932b4,Moist Vegan Sugar Cookies,Delicious recipe for moist vegan cookies! Even non-vegans will like this recipe! Garnish with sprinkles or cinnamon sugar.,"['cooking spray', 'all-purpose flour', 'baking powder', 'ground cinnamon (Optional)', 'baking soda', 'vegetable oil', 'white sugar', 'soy yogurt']",173.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,vegan
2094,72c8bdc4ed44bc3,Vegan Double Chocolate-Peanut Butter Skillet Cookie,"I love baking and always feel badly that my vegan daughter can't eat a lot of what I make. She and I worked together to come up with this chocolate-peanut butter skillet cookie. It's super chocolaty and rich, and is much easier to cook it in one batch in a skillet than scooping on multiple cookie sheets.","['all-purpose flour', 'unsweetened cocoa powder', 'baking soda', 'salt', 'water', ""dry egg replacer (such as Bob's Red Mill)"", 'vegan butter, softened', 'white sugar', 'packed light brown sugar', 'vanilla extract', 'vegan chocolate mini chips (such as Enjoy Life)', 'creamy peanut butter']",326.0,1512.0,1512.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,vegan
2095,9607fe377ae1740,Cookie Mix in a Jar III,"Oatmeal Raisin Spice cookie mix in a jar with tag attached with directions on how to prepare the mix. These make wonderful gifts to give any time of year, and also for wedding favors, hostess gifts, baby showers, or take to a cookie exchange. Make sure to bake some up so people know what they taste like. Store in a cool dry place away from a heat source so condensation and clumping does not occur. Enjoy.","['all-purpose flour', 'ground cinnamon', 'ground nutmeg', 'baking soda', 'salt', 'raisins', 'rolled oats', 'packed brown sugar', 'white sugar']",67.0,960.0,960.0,What is the main food in the picture?,cookie,Is this dish vegetarian or non-vegetarian?,vegan
2096,154599c64b5831c,Boston Cooler,"Despite the name, the Boston Cooler is a Detroit original. To be properly enjoyed, you must use Vernor's as your ginger ale. However, as it's not readily available in all markets, substitute other brands if you must.","['ginger ale', 'vanilla ice cream']",125.0,250.0,250.0,What is the main food in the picture?,cool,Is this dish vegetarian or non-vegetarian?,non-vegan
2097,4e4f025630196d9,Coffee Cooler,"A low calorie milkshake that can be modified to produce a variety of flavors, and is a great use for leftover coffee. Use different flavors of hot cocoa mix to make different flavored milkshakes.","['strong brewed coffee, room temperature', 'skim milk', 'hot cocoa mix', 'white sugar', 'banana, cut into chunks', 'vanilla extract', 'ice cubes']",80.0,250.0,250.0,What is the main food in the picture?,cool,Is this dish vegetarian or non-vegetarian?,non-vegan
2098,bfc03fa86ee2960,Tiki Cooler,"Dreaming of coladas or mojitos? Celebrating classic tiki flavors, this mocktail is bright with citrus, low on sweetness. From the first sip, imagining a beautiful beach is altogether easy.","['ice cubes', 'pineapple juice', 'coconut milk', 'limes, juiced', 'almond-flavored syrup (such as Torani)', 'club soda, or as needed', 'ground nutmeg', 'lime wheels', 'fresh mint', 'cocktail umbrellas']",150.0,960.0,960.0,What is the main food in the picture?,cool,Is this dish vegetarian or non-vegetarian?,vegan
2099,47a6475103a994d,Orange Cooler,A simple recipe that is cool and refreshing!,"['frozen orange juice concentrate', 'fresh lemon juice', 'sugar']",196.0,960.0,960.0,What is the main food in the picture?,cool,Is this dish vegetarian or non-vegetarian?,vegan
2100,d551ce9f3f89393,Watermelon Cooler-Lemonade,Watermelon cooler-lemonade is a light and refreshing summer drink.,"['watermelon, cut into bite-size pieces', 'lemon juice', 'ginger juice', 'white sugar, or to taste', 'black salt', 'ground black pepper', 'cold water', 'ice cubes', 'mint leaves, or more to taste']",106.0,3085.0,3086.0,What is the main food in the picture?,cool,Is this dish vegetarian or non-vegetarian?,vegan
2101,5dbd2eb84722934,Watermelon Cooler,Refreshing and healthy! Works best served with big straws! Feel free to leave some big chunks.,"['watermelon, seeded and cubed']",51.0,960.0,960.0,What is the main food in the picture?,cool,Is this dish vegetarian or non-vegetarian?,vegan
2102,56070b0625b083c,Hot Corn,"A dear friend gave me this spicy hot corn recipe. It's become a must-have for the holidays and all special occasions! My husband and three brothers can finish it all in one sitting, and everyone who tries it wants the recipe!","['cream cheese', 'unsalted butter', 'milk', 'whole kernel corn, drained', 'jalapeño peppers, drained and diced', 'shredded Cheddar cheese']",461.0,683.0,512.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2103,b9f14d21dcdfb9b,Fried Corn with Smoked Sausage,"This delicious sausage fry recipe combines corn, onions, green and red bell peppers, and smoked sausage. I have prepared this dish for family, friends, and co-workers and received rave reviews.","['butter', 'onion, chopped', 'green bell pepper, chopped', 'red bell pepper, chopped', 'smoked sausage, cut into 1-inch pieces', 'frozen corn kernels', 'seasoned salt', 'garlic powder', 'onion powder', 'monosodium glutamate (MSG)', 'ground black pepper']",422.0,2000.0,1500.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2104,e7f2678e7ed1f61,Scalloped Corn,Here's a scalloped corn side dish recipe that our family loves.,"['creamed corn', 'whole kernel corn', 'sour cream', 'eggs', 'butter, melted', 'white sugar', 'corn muffin mix']",263.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2105,d52fed9363a582b,Caramel Chocolate Corn,"Caramel corn with roasted peanuts and chocolate. This will take a while to make, but is well worth it!","['popped popcorn', 'roasted peanuts', 'brown sugar', 'butter', 'light corn syrup', 'vanilla extract', 'salt', 'baking soda', 'milk chocolate chips', 'shortening']",147.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2106,a9d9bc0561c6694,Air Fryer Corn on The Cob,All of the flavors you love in street corn and elotes without having to fire up the grill. Got a craving in the middle of the winter when it is too cold to grill? No problem!,"['mayonnaise', 'crumbled cotija cheese', 'lime juice', 'chili powder', 'corn, shucked and halved', 'fresh cilantro, or to taste (Optional)']",144.0,683.0,512.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2107,27eea214dbd950e,Easy Air Fried Corn Ribs,"These air fried corn ribs are reminiscent of Mexican street corn, but each ear is split into quarters and then air fried. I used frozen corn on the cob which I thawed.","['ears corn on the cob', '3 tablespoons ""Everything but the Elote seasoning"" (Trader Joe\'s), divided', 'nonstick cooking spray', 'grated cotija cheese', 'Mexican crema, crema fresca', 'minced fresh cilantro, or more to taste']",179.0,1500.0,1125.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2108,3c0974a6e71f5ac,Cranked Up Corn Chowder,I love corn chowder. This robust recipe is hearty and filling.,"['corn, kernels cut from cob', 'olive oil, divided', 'onion, diced', 'shredded carrot', 'celery, chopped', 'garlic', 'chicken broth', 'red potatoes, cut into bite-size pieces', 'light cream', 'cream-style corn', 'finely chopped parsley', 'salt and ground black pepper to taste', 'butter', 'all-purpose flour']",313.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2109,355871d1ef733ee,Mexican Style Corn,"On the streets of Santa Maria, California, street vendors (think an ice cream man with a 'trash can' full of hot corn on the cob instead of ice cream) roam the sidewalks selling corn on the cob for a dollar an ear! They slide a wooden skewer in one end for you to hold the corn. We crave it often and it's become a regular on our Saturday grill nights! Give it a try. You'll be surprised!","['corn on the cob, husks and silk removed', ""mayonnaise (such as Hellmann's/Best Foods), or to taste - divided"", 'margarine in a squeezable container, or to taste - divided', 'grated Parmesan cheese, or to taste - divided', 'chili powder, or to taste - divided']",300.0,2856.0,2856.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2110,e8b9dbcfa66bade,Fire-Roasted Corn and Beef Skillet Pie,This zesty take on a comforting pot pie gets a spicy kick with pepper Jack cheese. Have some pizza seasoning in your spice cabinet? Sprinkle it over the breadsticks before baking.,"['ground beef', 'prepared marinara sauce', 'fire-roasted frozen corn', 'shredded pepper Jack cheese', 'refrigerated breadstick dough']",592.0,1416.0,1416.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2111,e481c9fac804514,Mexican Corn Casserole,"A combination of corn, tomatoes, and black beans in a cheesy creamy sauce makes a wonderful addition to any meal.","['cream cheese, cut into cubes', 'butter', 'black beans, drained', 'diced italian-style tomatoes, drained', 'Mexican-style corn with red and green peppers, drained', 'white shoepeg corn, drained', 'shredded Cheddar cheese, divided', 'diced jalapeno peppers (Optional)']",286.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2112,669f95aabfc47e6,The Best Slow Cooker Cream Corn,"This is the best, easiest slow cooker cream corn. It's very rich, not diet food, but is always such a big hit I have to tell everyone how to make it! You may want to half this recipe for a smaller family, but this is excellent leftover a day or even two.","['frozen corn kernels', 'cream cheese, cubed', 'butter, cut into pieces', 'white sugar', 'American cheese', 'whole milk']",332.0,960.0,960.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
2113,dc8b523f5e54193,Classic Caramel Corn,This caramel corn recipe is easy to make and tastes better than what you'd get at the country fair.,"['Mazola Pure Cooking Spray', 'popped popcorn', 'brown sugar', 'Karo Light or Dark Corn Syrup', 'butter', 'salt', 'Spice Islands Pure Vanilla Extract', 'baking soda']",395.0,683.0,512.0,What is the main food in the picture?,corn,Is this dish vegetarian or non-vegetarian?,non-vegan
