Image,Question,Answer,Predicted_Answer
fa7d133f1e16b4d,What color is the filling of the pie,yellow-tan,white
fa7d133f1e16b4d,Where is the pie slice placed,plate,on a plate
fa7d133f1e16b4d,What color is the plate,white,white with blue accents
fa7d133f1e16b4d,How does the surface of the pie filling appear,glazed,melted cheese
331b51dc156ef8d,What is the name of the sandwich in the image,Sloppy Joe,a sloppy joe
331b51dc156ef8d,What color is the meat filling in the Sloppy Joe,reddish-brown,brown
331b51dc156ef8d,What color are the corn tortilla chips,yellow,yellow
331b51dc156ef8d,Where is the bottom bun located,on the bottom,underneath the top bun
a82943b9e36974d,What color is the top of the bun,golden-brown,light brown
a82943b9e36974d,What type of meat is in the filling,chicken,shredded chicken
a82943b9e36974d,What color is the chicken filling,orange,orange
a82943b9e36974d,Where are the jalapeño slices placed,on top,on top of sandwich
a82943b9e36974d,What is clustered to the right of the Sloppy Joes,chips,potato chips
eb3061e9a1207ac,What color is the top bun,golden-brown,light brown
eb3061e9a1207ac,What is covering the Sloppy Joe filling,bun,bun
eb3061e9a1207ac,What color is the plate,gray,off-white
eb3061e9a1207ac,Where is the filling spilling onto,on a plate,the plate
df79f56de740b5c,What color is the bun,tan,white
df79f56de740b5c,Is the food served on a bun,bun,"yes, on a bun"
df79f56de740b5c,What color are the kidney beans,red,purple
df79f56de740b5c,Where are the sesame seeds located,on top,on the bun
df79f56de740b5c,Are there diced carrots in the filling,diced,"yes, diced carrots"
1b262ba9f1f16d2,What color is the sesame seed juice,beige,not present
1b262ba9f1f16d2,What type of drink is shown in the image,juice,mocha coffee
1b262ba9f1f16d2,Where is the sesame seed juice present,on the table,there is no juice
1b262ba9f1f16d2,What is the sesame seed juice served in,glass,milk
1b262ba9f1f16d2,Where is the sesame seed juice located,in a glass,There is no sesame seed juice.
199c11f14158f8f,How would you describe the color of the ginger juice at the bottom,vibrant,orange juice
199c11f14158f8f,What is the ginger juice served in,glass,orange juice
199c11f14158f8f,What color is the lemon twist,yellow,yellow
27446535c25c7fc,What fruit is used to make the stars,watermelon,watermelon
27446535c25c7fc,What color are the watermelon stars,pink,pink
27446535c25c7fc,What fruit is strung together on the skewers,blueberries,blueberries
27446535c25c7fc,What color is the surface the kabobs are placed on,green surface,green surface
27446535c25c7fc,What holiday do these kabobs represent,4th of July,not applicable
8046eb3f2ad1d80,What color is the soup broth,golden-brown,brown
8046eb3f2ad1d80,How is the kale distributed in the soup,dispersed,chopped
8046eb3f2ad1d80,What type of vegetable is deep green and present in the soup,kale,kale
8046eb3f2ad1d80,What is the soup served in,bowl,carbonara
72d522544722a3f,What color are most of the kale chips,green,green
72d522544722a3f,What type of food is shown in the image,chips,a bowl of kale
72d522544722a3f,What is holding the kale chips,bowl,a bowl
72d522544722a3f,Where is the bowl placed,on a wooden surface,on a table
72d522544722a3f,What color are the edges of some of the kale chips,brownish,orange
c92064eed9436af,What color is the kale in the dish,dark green,green
c92064eed9436af,What type of vegetable is dark green and cooked in the dish,kale,kale
c92064eed9436af,What color are the peppers in the dish,red,red
c92064eed9436af,Where is the wooden spoon located in the pan,on top of,in the pan
7a5730a599a537b,What is the overall appearance of the kebabs,colorful,brown and toasted
7a5730a599a537b,What type of dish is shown in the image,kebabs,Italian food
7a5730a599a537b,What color are the beef pieces,red,brown
7a5730a599a537b,Where are the kebabs placed,on a plate,on a plate
7a5730a599a537b,What fruit is included in the kebabs,pineapple,pineapple
7c708793b814120,What color is the plate,white,white
7c708793b814120,What vegetable is shown in the image,kohlrabi,Brussels sprouts
7c708793b814120,How are the kohlrabi pieces placed on the plate,arranged,on top of each other
7c708793b814120,What color are the roasted edges of the kohlrabi,brown,burnt
7c708793b814120,Where are the kohlrabi pieces arranged,on a plate,on a plate
dfaa2fddbcc3ce6,What color is the serving dish,yellow,gray
dfaa2fddbcc3ce6,What type of food is the kugel made of,noodles,noodles
dfaa2fddbcc3ce6,What color are the noodles in the kugel,yellow,egg noodles
dfaa2fddbcc3ce6,Where are the flecks of green parsley scattered,on the top,on the pasta
0d03349d96e42ba,What is the dominant color of the Kugel,golden-yellow,golden brown
0d03349d96e42ba,What process is the Kugel undergoing in the dish,baking,baking
0d03349d96e42ba,What is sprinkled on the surface of the Kugel,sprinkling,cheese
0d03349d96e42ba,What is the main ingredient visible throughout the Kugel,noodles,egg noodles
0d03349d96e42ba,What color are the darker elements interspersed throughout the Kugel,brown,brown
e2f49a9c9cea5ea,What color is the lamb,brown,brown
e2f49a9c9cea5ea,What type of meat is centrally located in the image,lamb,pork
e2f49a9c9cea5ea,Where is the lamb nestled,in the center,not visible
ef59e3403eff7c8,What is the color of the broth in the stew,reddish-brown,red
ef59e3403eff7c8,What type of dish is the lamb being cooked in,stew,there is no lamb.
ef59e3403eff7c8,What does the broth do to the spaces between the solid ingredients,fills,moisten
ef59e3403eff7c8,What is the color of the bowl containing the stew,white,white
ef59e3403eff7c8,Where are the lamb pieces located in the stew,throughout the stew,in the stew
cba8c4178e2f10e,What color is the plate the lamb shanks are served on,white,white
cba8c4178e2f10e,What type of meat is featured in the dish,lamb,shrimp
cba8c4178e2f10e,What color is the lamb shank,brown,brown
cba8c4178e2f10e,Where are the diced carrots located,scattered around,on the plate
d1f69026ce3c901,What type of meat is shown in the image,lamb,pork
d1f69026ce3c901,What does the color of the lamb shank exhibit,gradient,a golden brown
d1f69026ce3c901,What color is the sauce surrounding the lamb shanks,brown,yellowish brown
d1f69026ce3c901,What are the translucent pieces in the sauce,onions,onions
d1f69026ce3c901,How are the onions described in the image,cooked,sliced
cbd2b9ac8a823d3,What color is the bowl holding the lasagna,orange,not present
cbd2b9ac8a823d3,What type of dish is being served in the bowl,lasagna,fudge brownies
cbd2b9ac8a823d3,What is the texture of the sauce on the lasagna,creamy,cheesy sauce
cbd2b9ac8a823d3,What color is the sauce covering the pasta,white,white sauce
cbd2b9ac8a823d3,Where are the specks of black pepper located,on the surface,on the right
f5fb0df40b092f8,What color is the top layer of the lasagna,golden-brown,golden brown
f5fb0df40b092f8,What type of dish is shown in the image,lasagna,lasagna
f5fb0df40b092f8,What color is the stovetop,black,black
f5fb0df40b092f8,Where is the lasagna placed,on a black stovetop,on a baking tray
f5fb0df40b092f8,What color are the visible interior layers of the lasagna,green,white
e3a012097af2a98,What color is the lettuce,green,green
e3a012097af2a98,What type of dish is being described,lasagna,a salad
e3a012097af2a98,What color are the diced tomatoes,red,red
e3a012097af2a98,What color is the melted cheddar cheese,yellow,yellow
e3a012097af2a98,Where is the lasagna resting,on top of,not on the plate
114e30b0121f8ac,What fruit is used to make the lassi,banana,not visible
114e30b0121f8ac,What color is the straw,yellow,yellow
114e30b0121f8ac,Where is the straw placed in the glass,on the left,inside the glass
114e30b0121f8ac,What color is the mint garnish,green,green
2836bea848092dc,What is the color of the glass,clear,clear
2836bea848092dc,What color is the spiced mango lassi,yellow,orange
2836bea848092dc,Where is the straw inserted,into the lassi,there is no straw
2836bea848092dc,What color are the leaves in the backdrop,green,green
44bbcb71225e21a,What is the color of the glass mugs,transparent,not visible
44bbcb71225e21a,What color is the tray,white,white
44bbcb71225e21a,What is the primary color of the Eggnog Lattes,tan,brown
44bbcb71225e21a,Where are the mugs situated,on a plate,on a plate
9eef702c19b23dd,What color is the foam on the latte,white,white
9eef702c19b23dd,What color is the latte,tan,brown
9eef702c19b23dd,Where is the shaved white chocolate placed,on top of,on top of the drink
9eef702c19b23dd,What fruit is placed to the left of the plate,strawberry,strawberry
c5cc39a0e3818c9,What color is the cup,white,white with red design
c5cc39a0e3818c9,What type of drink is in the cup,latte,mocha
c5cc39a0e3818c9,What does the latte have on top of the foam,shaved chocolate,cinnamon
c5cc39a0e3818c9,What color is the bottom layer of the latte,brown,light brown
c5cc39a0e3818c9,Where is the dusting of brown spice located,on top of,on top of the mocha
266ba9144fa1bca,What color is the pie filling,yellow,white
266ba9144fa1bca,Where does the pie filling sit,in the center,on top of the crust
266ba9144fa1bca,What is the dessert described in the image,pie,lemon pie
266ba9144fa1bca,What shape is the pie slice,triangular,triangle
266ba9144fa1bca,Where is the whipped cream located,on the top,on top of pie
aacd533122666f9,What fruit is the cream made from,lemon,eggs
aacd533122666f9,What color is the lemon cream,yellow,yellow
aacd533122666f9,What utensil is partially submerged in the cream,spoon,a spoon
db621f115a77b33,What color is the lemon curd in the jar closer to the viewer,yellow,yellow
db621f115a77b33,What containers are used to hold the lemon curd,jars,glass jars
db621f115a77b33,What is the name of the food in the jars,lemon curd,melted butter
db621f115a77b33,Where is the spoon placed,on the tray,in the jar
87435fc8c3e3be1,What color are the cookies,tan,not visible
87435fc8c3e3be1,What type of food is shown in the image,cookies,pasta and cookies
