Image,Question,Answer,Predict,gpt_score
fe9f0ffd89fa623,Where is the pitcher sitting,in the center-left,on top of a wooden table,0.3
84e269f9d9b168c,What color is the tiled surface,pink,pink,1.0
84e269f9d9b168c,What type of drink is shown in the image,milkshakes,vanilla milkshake,0.9
84e269f9d9b168c,Where is the whipped cream located,topped,on top of the milkshakes,0.2
84e269f9d9b168c,What color is the cherry on each milkshake,red,red,1.0
84e269f9d9b168c,Where is the cherry positioned,on each milkshake,on the right milkshake,0.6
97bf53a3c9e3567,What is the top layer of the cheesecake made of,chocolate,chocolate,1.0
97bf53a3c9e3567,What color is the cheesecake itself,brown,the cheesecake is beige,0.2
97bf53a3c9e3567,Where are the chocolate chunks located,on top,on top of the cheesecake,0.7
067bfdc6a1b4452,What is the appearance of the water in the pitcher,clear,the water in the pitcher appears to be clear and slightly yellowish,0.7
067bfdc6a1b4452,What type of container is the citrus water in,pitcher,a glass pitcher,0.9
067bfdc6a1b4452,What color are the lemon slices in the pitcher,yellow,the lemon slices in the pitcher are yellow,0.9
067bfdc6a1b4452,Where is the pitcher placed,on a wooden board,the pitcher is placed on a wooden cutting board,0.9
39267ddba7b95b5,What color is the broth in the soup,yellowish,the broth in the soup is a light brown color,0.4
39267ddba7b95b5,What ingredient in the soup is white and rectangular,tofu,tofu,1.0
39267ddba7b95b5,How are the sliced green scallions arranged in the soup,scattered across,they are arranged in circles,0.2
39267ddba7b95b5,What color is the geometric pattern on the bowl's rim,blue,white,0.1
48462df2eb117b1,What color is the Miso Honey Dressing,reddish-brown,the miso honey dressing is brown,0.4
48462df2eb117b1,What type of container is the Miso Honey Dressing in,jar,small glass bottle,0.4
48462df2eb117b1,What is the texture of the Miso Honey Dressing,viscous,smooth and slightly thick,0.7
48462df2eb117b1,Where are the green onion and sesame seeds located,on the top,on top of the sauce,0.4
48462df2eb117b1,What is placed beside the jar of Miso Honey Dressing,tomatoes,tomatoes,1.0
0bfd3b543549aa0,What is the Chex Mix served in,bowl,a glass bowl,0.7
0bfd3b543549aa0,How are the ingredients in the bowl arranged,mixed,the ingredients in the bowl are arranged in a **random** manner,0.5
0bfd3b543549aa0,What color are the Chex cereal pieces,brown,brown,1.0
0bfd3b543549aa0,What color are the Goldfish crackers,orange,they are orange,0.7
0bfd3b543549aa0,Where is the Spicy Buffalo Chex Mix placed,in a clear glass bowl,a glass bowl,0.7
b7cc7018ab8a658,What color is the wooden bowl,brown,the wooden bowl is brown,0.7
b7cc7018ab8a658,What is the snack mix served in,bowl,a wooden bowl,0.7
b7cc7018ab8a658,What type of sweet treats are included in the snack mix,candies,candy corn and chocolate chips,0.7
b7cc7018ab8a658,What color are the Bugles in the snack mix,golden-brown,gold,0.6
dc76426a240bd72,What color is the checkered cloth,blue,the checkered cloth is blue and white,0.6
dc76426a240bd72,What material is the surface the bowls are sitting on,wooden,wood,0.9
dc76426a240bd72,What type of snack is golden brown in the bowls,pretzels,chex mix,0.3
dc76426a240bd72,What color are the cheese-flavored sticks,orange,yellow,0.3
dc76426a240bd72,Where is the bowl with the blue and white checkered cloth located,on the left,behind the bowl on the left,0.7
ffed70feaf2c3d8,What color is the caramel corn,beige,the caramel corn is golden brown,0.2
ffed70feaf2c3d8,What color are the pretzels,brown,brown,1.0
ffed70feaf2c3d8,Where are the pretzels scattered mostly,towards the bottom,the pretzels are scattered mostly at the bottom,0.7
869d6b1bdc93aba,What color is the Mocha au Lait Mix,brown,the mocha au lait mix is brown,0.7
869d6b1bdc93aba,What is the container for the Mocha au Lait Mix,jar,a glass jar with a black lid,0.7
869d6b1bdc93aba,What is the state of the Mocha au Lait Mix in the jar,filled,the mocha au lait mix is in a powdered state,0.2
869d6b1bdc93aba,What color are the pieces in the Mocha au Lait Mix,white,the pieces in the mocha au lait mix are brown and white,0.6
869d6b1bdc93aba,Where is the jar filled with white powder located,to the left of,on the kitchen counter,0.2
958fef1593cd2eb,What is the primary color of the mocha drink,brown,brown,1.0
958fef1593cd2eb,What is the texture of the top layer of the drink,foamy,the top layer of the drink is whipped cream,0.2
958fef1593cd2eb,What is on top of the mocha drink,with whipped cream,whipped cream and chocolate chips,0.7
958fef1593cd2eb,Where are the chocolate chips located,scattered,on top of whipped cream,0.1
638bf82e40fbb3d,What is the hue of the mojito,yellow-green,the mojito in the image is green,0.4
638bf82e40fbb3d,What type of drink is shown in the image,mojito,mojito,1.0
638bf82e40fbb3d,What color are the mint leaves in the mojito,green,green,1.0
638bf82e40fbb3d,How is the mojito served in the image,by the Pitcher,the mojito is served in a pitcher,0.6
638bf82e40fbb3d,What describes the appearance of the mint leaves,fresh,the mint leaves are green,0.3
bc20ea826ad34ab,What color is the mojito located at the top left,green,the mojito located at the top left is green,0.6
bc20ea826ad34ab,What type of drink is shown in the image,mojito,cocktails,0.7
bc20ea826ad34ab,What color is the mojito with mint leaves and a gold straw,yellow,green,0.1
bc20ea826ad34ab,What fruit is in the light pink mojito,strawberry,grapefruit,0.2
f54d9b4f31ab88c,What is the color of the glasses holding the mousse,transparent,the color of the glasses holding the mousse is clear,0.3
f54d9b4f31ab88c,What type of dessert is shown in the image,mousse,vanilla mousse with chocolate sprinkles,0.7
f54d9b4f31ab88c,What color is the coffee powder on top of the mousse,brown,brown,1.0
f54d9b4f31ab88c,How would you describe the texture of the mousse,creamy,the mousse appears to be light and airy,0.3
f54d9b4f31ab88c,Where are the mousses placed,on a silver tray,on a silver tray,1.0
42a76678c4704ca,What color is the top of the muffins,golden-yellow,the top of the muffins is yellow,0.3
42a76678c4704ca,What type of baked goods are shown in the image,muffins,lemon poppy seed muffins,0.9
42a76678c4704ca,What is the front muffin doing to the muffin behind it,obscuring,it is leaning on it,0.2
42a76678c4704ca,What color is the serving dish,blue,the serving dish is blue,0.7
b65addd2e59de92,What type of drink is the Limoncello Mule,beverage,limoncello mule is a vodka-based drink,0.5
b65addd2e59de92,What do the ice cubes fill in the glass,fill,water,0.2
b65addd2e59de92,What color are the ice cubes,white,the ice cubes are white,0.7
b65addd2e59de92,Where is the sprig of mint leaves located,on top of,in the drink,0.1
5a2032b309c2f30,What material is the mug made of,copper,copper,1.0
5a2032b309c2f30,What type of drink container is used,mug,copper mug,0.7
5a2032b309c2f30,What color is the lime twist on the mug,green,green,1.0
5a2032b309c2f30,What color is the candied ginger,yellow,the candied ginger is not visible in the image,0.1
5a2032b309c2f30,Where is the slice of lime placed,on the wooden surface,on top of the ice,0.2
ea5af326b0c0ae0,What color are the mushrooms,brown,brown,1.0
ea5af326b0c0ae0,What type of food is shown in the image,mushrooms,sauteed mushrooms,0.9
ea5af326b0c0ae0,How does the sauce on the mushrooms appear,glossy,the sauce appears to be brown and shiny,0.3
ea5af326b0c0ae0,What color are the leaves scattered throughout the mushrooms,green,green,1.0
ea5af326b0c0ae0,How are the mushrooms arranged,in a pile,they are arranged in a pile,0.7
49867bb4f0e8a8e,What color are the scrambled eggs,yellow,yellow,1.0
49867bb4f0e8a8e,What is the main ingredient mixed with the mushrooms,eggs,eggs,1.0
49867bb4f0e8a8e,What type of vegetable is mixed with the eggs,mushroom,mushrooms,1.0
49867bb4f0e8a8e,What color are the mushrooms,brown,the mushrooms are brown and white,0.5
2f23310ae0cd1ac,What is the main protein in the dish,chicken,chicken,1.0
2f23310ae0cd1ac,What color is the creamy dijon sauce,brown,the creamy dijon sauce is **yellowish orange**,0.2
2f23310ae0cd1ac,Where is the chicken located in the bowl,on the right,in the middle of the bowl,0.2
2f23310ae0cd1ac,What are the small green specks on the sauce,herbs,chopped parsley,0.7
003a0414a7b4b4d,What is the texture of the mushrooms,creamy,the mushrooms appear to be soft and moist,0.2
003a0414a7b4b4d,What type of food is being cooked,mushrooms,mushrooms,1.0
003a0414a7b4b4d,What color is the pan,black,the pan is black,0.9
003a0414a7b4b4d,Where are the mushrooms being cooked,from the pan,in a frying pan,0.7
003a0414a7b4b4d,What color are the darker parts of the mushrooms,brown,the darker parts of the mushrooms are black,0.1
6b9c89697a4e683,What color are the enoki mushrooms in the image,yellow,the enoki mushrooms in the image are beige,0.2
6b9c89697a4e683,What type of mushrooms are shown in the image,enoki mushrooms,enoki mushrooms,1.0
6b9c89697a4e683,How do the strands of enoki mushrooms appear in the image,tangled,they appear to be cooked,0.1
6b9c89697a4e683,What is the shape of the enoki mushrooms in the image,strands,the enoki mushrooms in the image are long and thin,0.2
ae3d0682c44e12e,What is the state of the mussels in the broth,immersed,the mussels in the broth are cooked,0.2
ae3d0682c44e12e,What type of seafood is primarily black and in the center of the image,mussels,mussels,1.0
ae3d0682c44e12e,What color is the broth surrounding the mussels,orange-red,reddish orange,0.9
ae3d0682c44e12e,What color is the chorizo in the broth,brownish-red,red,0.7
ae3d0682c44e12e,Where is the piece of bread located in the image,on the left,in the bottom left corner,0.7
ced462fa8f5ce2e,What is the color of the mustard sauce,yellow-orange,the color of the mustard sauce is yellow,0.6
ced462fa8f5ce2e,What is happening to the mustard sauce above the jar,pouring,a spoon is pouring mustard sauce,0.3
ced462fa8f5ce2e,What is the mustard sauce stored in,jar,a glass jar,0.9
ced462fa8f5ce2e,What is the cutting board made of,wooden,wood,0.9
ced462fa8f5ce2e,Where is the spoonful of mustard sauce held,above the jar,above the jar of mustard sauce,0.9
4fde47f85a2d62f,What material is the jar made of,glass,glass,1.0
4fde47f85a2d62f,What type of surface is the jar on,wooden,wooden parquet flooring,0.7
4fde47f85a2d62f,What condiment is in the jar,mustard,butter,0.1
4fde47f85a2d62f,Where is the jar located relative to the silver spreader,to the right,to the left of the spreader,0.2
832f0e5e873a85a,What type of mustard is in the jars,Dijon,dijon mustard,0.9
832f0e5e873a85a,What color is the mustard in the jars,tan,the mustard in the jars is **light brown**,0.6
832f0e5e873a85a,How are the jars arranged in the image,lined up,in a row,0.9
832f0e5e873a85a,What containers hold the mustard,jars,mason jars,0.9
87b272a4cbacfdb,What is the texture of the vegan nacho cheese,creamy,the vegan nacho cheese has a thick and creamy texture,0.7
87b272a4cbacfdb,What food is the vegan nacho cheese poured over,nachos,tortilla chips,0.7
87b272a4cbacfdb,What color is the vegan nacho cheese,light-orange,the vegan nacho cheese is orange,0.3
87b272a4cbacfdb,Where is the chopped green onions scattered,on top of,on top of the nachos,0.9
87b272a4cbacfdb,What is the vegan nacho cheese held in,bowl,glass bowl,0.9
af8cb9fe3adcc14,What is the base of the dish made of,potato,fried potatoes,0.9
af8cb9fe3adcc14,What color is the plate,white,the plate is white,0.9
af8cb9fe3adcc14,What color are the potato wedges,golden-brown,golden brown,1.0
af8cb9fe3adcc14,What is melted over the potatoes,cheese,cheese,1.0
af8cb9fe3adcc14,Where are the quick potato nachos placed,on a plate,a white plate,0.6
a87e8139eb5bf66,What is drizzled on top of the nachos,chocolate,chocolate,1.0
a87e8139eb5bf66,What type of chips are used for the nachos,nachos,pita chips,0.3
a87e8139eb5bf66,What color are the tortilla chips,brown,the tortilla chips are brown,0.7
a87e8139eb5bf66,What color is the paper plate,white,"the paper plate is white with green, blue, and purple flowers",0.6
a87e8139eb5bf66,Where is the ice cream and chocolate sauce primarily concentrated,on top of,the ice cream and chocolate sauce are primarily concentrated in the middle of the plate,0.2
7745d02f7aac9ca,What is the texture of the nectarine refresher,smooth,the texture of the nectarine refresher is smooth,1.0
7745d02f7aac9ca,What is the nectarine refresher served in,glass,a short glass,0.7
7745d02f7aac9ca,What color is the nectarine refresher,pink,the nectarine refresher is **red and pink**,0.5
7745d02f7aac9ca,What type of drink is in the glass,refresher,freshly squeezed pink juice,0.3
2bf4c23266f6f36,What type of dish is being described,soup,chicken soup with lime,0.7
2bf4c23266f6f36,What color are the jalapeño slices,green,green,1.0
2bf4c23266f6f36,What type of meat is in the soup,chicken,chicken,1.0
2bf4c23266f6f36,Where is the lime wedge located,on the lower-right,bottom right of the bowl,0.7
35fecfa515fed5b,What color is the bowl,light blue,blue,0.7
35fecfa515fed5b,What is the food served in,bowl,a blue bowl,0.9
35fecfa515fed5b,How much of the bowl do the noodles occupy,fill,about 3/4 of the bowl,0.2
35fecfa515fed5b,What color are the noodles,yellow,yellow,1.0
35fecfa515fed5b,Where are the noodles located in the image,in the center,in the center of the bowl,0.7
2dcd9ac80de058d,What is the texture of the catfish nuggets,crunchy,the catfish nuggets are crispy and golden brown,0.2
2dcd9ac80de058d,What type of food is arranged on the plate,nuggets,fried chicken nuggets,0.9
2dcd9ac80de058d,What color is the plate,white,white with black stripes,0.7
2dcd9ac80de058d,Where are the catfish nuggets located on the plate,on the right side,upper right side,0.7
2dcd9ac80de058d,What color is the sauce on the plate,red,reddish brown sauce,0.3
8f2c50a0a19996f,What type of nuts are covered in chocolate,corn nuts,peanuts,0.2
8f2c50a0a19996f,What color is the chocolate coating,brown,dark brown,0.9
8f2c50a0a19996f,Where is one cluster of chocolate-covered corn nuts located,on the napkin,on the napkin,1.0
4c2f9a94422a2e9,What color is the pie crust,golden-brown,the pie crust is light brown,0.7
4c2f9a94422a2e9,What type of pie is shown,oatmeal,coconut pie,0.1
4c2f9a94422a2e9,What is inside the pie crust,filling,coconut and caramel filling,0.7
4c2f9a94422a2e9,What color is the shredded coconut,white,white,1.0
4c2f9a94422a2e9,Where is the slice of pie placed,on a white surface,on a white table,0.9
0bc89d050cedc1c,What color are the overnight buckwheat oats,beige,the overnight buckwheat oats are light brown,0.3
0bc89d050cedc1c,What do the buckwheat oats do in the bowl,fill,"they are not buckwheat oats, they are oats with berries",0.1
0bc89d050cedc1c,What type of berries are dark blue and on top of the oats,blueberries,blueberries,1.0
0bc89d050cedc1c,What color are the red berries,red,the red berries are **red**,1.0
0bc89d050cedc1c,Where are the blueberries and red berries located,on top,in the center of the bowl,0.2
d0530bab5c8a27e,What color is the cooking pot,black,the cooking pot is black,0.7
d0530bab5c8a27e,What is the main ingredient in the dish besides okra,rice,rice,1.0
d0530bab5c8a27e,What color are the okra pieces,green,the okra pieces are green,0.9
d0530bab5c8a27e,What vegetable is mixed with the rice,okra,okra,1.0
d0530bab5c8a27e,In what type of pot is the okra rice cooked,in a black cooking pot,a black wok,0.6
63259c61ebc63e5,What color is the chicken breast,beige,the chicken breast is white,0.1
63259c61ebc63e5,What type of meat is at the center of the plate,chicken,chicken,1.0
63259c61ebc63e5,What color are the olives,green,green,1.0
63259c61ebc63e5,Where are the green olives placed,on top,on top of the chicken,0.7
63259c61ebc63e5,What are the bright red halved fruits on the chicken,tomatoes,cherry tomatoes,0.9
07fd6296d93bc13,What color are most of the olives,golden,green,0.1
07fd6296d93bc13,What type of food is shown in the image,olives,fried green olives,0.7
07fd6296d93bc13,What has been done to three of the olives,cut,they have been cut open,0.3
07fd6296d93bc13,Where are the cut olives located,on the bottom,at the bottom of the plate,0.7
07fd6296d93bc13,What color are the insides of the cut olives,green,green,1.0
861fbbe85de778d,What material is the cutting board made of,wooden,wood,0.9
861fbbe85de778d,What type of bread is displayed,bread,italian herb bread,0.9
861fbbe85de778d,What color are the olive pieces in the bread,black,black,1.0
861fbbe85de778d,What color is the crust of the bread,golden-brown,the crust of the bread is golden brown,1.0
861fbbe85de778d,Where is the bread placed,on a wooden cutting board,on a wooden cutting board,1.0
6f5f740fb4a87c2,Are the olives visible in the jar,visible,"yes, they are",0.2
6f5f740fb4a87c2,What type of food is inside the jar,olives,pickled lemons and capers,0.2
6f5f740fb4a87c2,What material is the jar made of,glass,the jar is made of glass,0.7
425e9f115ea8100,What color is the plate,white,white,1.0
425e9f115ea8100,What color is the omelet,yellow,yellow,1.0
425e9f115ea8100,What is the filling doing to the omelet,spilling out of,the filling is pushing the omelet outwards,0.6
425e9f115ea8100,What type of meat is in the filling,bacon,bacon,1.0
425e9f115ea8100,How are the onions prepared in the filling,mixed,they are not visible,0.2
1f5e476034d2636,Where is the spinach located,located on the left side,there is no spinach in the image,0.1
1f5e476034d2636,What is the main ingredient of the top layer of the dish,omelette,egg,0.7
1f5e476034d2636,How is the feta cheese distributed in the dish,scattered,the feta cheese is scattered throughout,0.6
1f5e476034d2636,What color are the tomato slices,red,red,1.0
b78d925a20b5499,What color are the caramelized onions,caramelized,the caramelized onions are dark brown,0.7
b91602b9b0ce9ab,What has happened to the cheese,melted,the cheese has melted,0.9
b91602b9b0ce9ab,What ingredient appears as light brown to dark brown strands and chunks,onions,the ingredient that appears as light brown to dark brown strands and chunks is cheese,0.1
b91602b9b0ce9ab,What color are the onions,brown,white,0.0
b91602b9b0ce9ab,What ingredient covers the entire top surface of the dish,cheese,melted cheese,0.9
b91602b9b0ce9ab,Where are the onions more concentrated,towards the bottom,at the top of the dish,0.1
67117992b296d76,What color is the hot dog,reddish-brown,the hot dog is red,0.3
67117992b296d76,How is the hot dog positioned in the bun,nestled,in the middle,0.2
67117992b296d76,What color are the onions,orange,the onions are orange,0.7
67117992b296d76,Where is the bowl of onions located in relation to the hot dog,to the left of,behind the hot dog,0.2
1c3a4f30fe5d2a1,What color are the roasted oranges,orange,the roasted oranges are orange,0.7
1c3a4f30fe5d2a1,What are the roasted oranges served on,plate,a plate,1.0
1c3a4f30fe5d2a1,How would you describe the color of the roasted oranges,vibrant,the roasted oranges are light orange,0.2
03ad6b911f92ca4,What is the texture of the white layer on top of the drink,thick,the white layer on top of the drink is frozen,0.1
03ad6b911f92ca4,What type of beverage is the Orange Glorious II,drink,orange glorious ii is a smoothie,0.2
03ad6b911f92ca4,What is the mint leaf used for on the drink,garnished,garnish,0.7
03ad6b911f92ca4,What color is the mint leaf used as garnish,green,green,1.0
03ad6b911f92ca4,Where are the bright orange pieces from the drink located,at the bottom,bottom left corner,0.6
8442a41c2de89de,What color is the light pink layer,pink,the light pink layer is strawberry,0.3
8442a41c2de89de,Does the dessert contain Oreo,Oreo,"yes, it does",0.1
8442a41c2de89de,Is the whipped topping sprinkled with chocolate chips,sprinkled,"no, it's not sprinkled with chocolate chips",0.1
8442a41c2de89de,Where are the chocolate chips scattered,on top surface,on top of the dessert,0.5
9ffec9e57522152,What shape is the Cajun Oyster Pie,circular,the cajun oyster pie is shaped like a **star and wave**,0.1
9ffec9e57522152,What part of the pie is decorated with a star,crust,the top part of the pie is decorated with a star,0.2
f58a02071aaec42,What shape is the plate,star-shaped,the plate is star-shaped,0.9
f58a02071aaec42,What type of seafood is featured in the image,oysters,oysters,1.0
f58a02071aaec42,What color are the herbs on the oysters,green,the herbs on the oysters are green,0.6
f58a02071aaec42,Where are the oysters placed,on a star-shaped plate,a star-shaped plate,1.0
421870f09cf9265,What color is the ice bed,white,white,1.0
421870f09cf9265,What type of seafood is shown,oysters,oysters,1.0
421870f09cf9265,What color is the liquid inside the oyster shells,yellow,yellow,1.0
421870f09cf9265,What color are the cooked bacon pieces,reddish-brown,the cooked bacon pieces are brown,0.6
bb7bc9e1f7ec7b8,What color is the bowl,white,white,1.0
bb7bc9e1f7ec7b8,What color is the rice in the paella,yellow,yellow,1.0
bb7bc9e1f7ec7b8,How are the mussels arranged in the bowl,scattered,the mussels are arranged in a circular pattern,0.1
bb7bc9e1f7ec7b8,What type of seafood is near the top and bottom of the bowl,shrimp,shrimp,1.0
bb7bc9e1f7ec7b8,Where is the squid located in the dish,in a bowl,the squid is located in the middle of the dish,0.4
246d3e9d0a52a4a,What type of meat is included in the paella besides shrimp,chicken,chicken,1.0
246d3e9d0a52a4a,How are the shrimp distributed in the paella,scattered,scattered throughout the dish,0.7
246d3e9d0a52a4a,What color are the pieces of chicken in the paella,orange-brown,the pieces of chicken in the paella are brown,0.3
246d3e9d0a52a4a,What seafood is included in the paella,shrimp,shrimp,1.0
5964496678097b7,What color are the green onions in the pancake,green,the green onions are green,0.9
5964496678097b7,What type of food is shown in the image,pancake,scallion pancakes,0.6
5964496678097b7,What color is the plate,white,white,1.0
5964496678097b7,What color is the pancake's surface,golden brown,the pancake's surface is brown,0.6
5964496678097b7,Where are the pancakes located on the plate,on the left side,in the middle,0.2
ca56d40bbb8f833,What is the taste of the pancakes,salty,sweet,0.0
ca56d40bbb8f833,What type of food is shown in the image,pancakes,crepes,0.6
ca56d40bbb8f833,How were the pancakes prepared,cooking,they were pan-fried,0.6
ca56d40bbb8f833,What color is the base of the pancakes,yellow,the base of the pancakes is white,0.1
dabd4bad6169994,What color are the paneer cubes,golden yellow,yellow,0.9
dabd4bad6169994,What is the main ingredient in the dish,paneer,paneer,1.0
dabd4bad6169994,What color is the gravy,reddish-brown,the gravy is brown,0.5
dabd4bad6169994,Where are the cilantro leaves placed,on top,on top of the food,0.7
dabd4bad6169994,How would you describe the cilantro leaves,vibrant,the cilantro leaves are green and chopped,0.2
16f44d88446908d,What color is the Palak Paneer,green,the palak paneer is green,0.7
16f44d88446908d,What is the shape of the container holding the Palak Paneer,bowl,the container is a **round** bowl,0.7
16f44d88446908d,What color is the bowl,blue,the bowl is blue,0.7
16f44d88446908d,How are the cubes of Paneer distributed in the Palak Paneer,scattered,the cubes of paneer are distributed randomly,0.3
16f44d88446908d,"Where is the thin, white cream drizzled",on top,"the thin, white cream is drizzled on the soup",0.1
72baeae4b31f87f,What fruit is used in the parfait,cranberry,cherries,0.2
72baeae4b31f87f,What is the bowl made of,glass,the bowl is made of glass,0.7
72baeae4b31f87f,What color is the bottom layer of the parfait,red,red,1.0
72baeae4b31f87f,Where is the bowl placed,on a table,on a table,1.0
72baeae4b31f87f,What color is the cream layer in the parfait,white,the cream layer in the parfait is beige,0.2
9754b1ddb854f12,What type of dessert is shown in the image,parfaits,yogurt parfait,0.7
9754b1ddb854f12,What color are the sliced strawberries,red,red,1.0
9754b1ddb854f12,Where are the granola pieces sprinkled,on top,on top of the strawberries,0.7
9754b1ddb854f12,What fruit is peeking out from behind the strawberry fan,orange,blueberries,0.1
52fcd4430f4183a,What color is the soup,yellow,the soup is yellow,0.9
52fcd4430f4183a,What does the soup do inside the bowl,fills,the soup is yellow with a white dollop,0.2
52fcd4430f4183a,What type of soup is it,vegetable,potato soup with sour cream,0.2
52fcd4430f4183a,What color is the dollop in the center,white,white,1.0
52fcd4430f4183a,Where is the dollop located in the soup,in the center,in the center of the bowl,0.7
79ced46151bbe7a,What shape is the bowl containing the mashed parsnips,round,cylindrical,0.3
79ced46151bbe7a,What vegetable is mashed in the bowl,parsnips,potato,0.3
79ced46151bbe7a,What color are the mashed parsnips,beige,the mashed parsnips are white,0.1
79ced46151bbe7a,How would you describe the texture of the mashed parsnips,smooth,the mashed parsnips appear to be smooth and creamy,0.7
6092f585b9a1ca9,What type of meat is used in the dish,chicken,chicken,1.0
6092f585b9a1ca9,What color is the tomato-based sauce,reddish-orange,red,0.7
6092f585b9a1ca9,What type of pasta is used in the dish,pasta,rotini,0.7
6092f585b9a1ca9,Where are the white beans located in the dish,scattered amidst,scattered throughout the pasta,0.7
6092f585b9a1ca9,What is the size of the red tomatoes in the dish,diced,small to medium size,0.2
6fd53226d02f234,What color is the bright cheese on top of the pasta,orange,the bright cheese on top of the pasta is orange,0.5
6fd53226d02f234,What type of food is the main component of the dish,pasta,cheesy pasta casserole,0.7
6fd53226d02f234,What is the state of the white cheese on top of the pasta,melted,the white cheese on top of the pasta is melted,0.6
6fd53226d02f234,What color is the base layer of the pasta,brownish-tan,the base layer of the pasta is **yellow-orange**,0.3
7f8b5fc69d20db3,What color is the pasta in the image,beige,the pasta in the image is **light green**,0.1
7f8b5fc69d20db3,What type of pasta is in the image,pasta,penne,0.7
7f8b5fc69d20db3,What seafood is included in the dish,shrimp,shrimp,1.0
7f8b5fc69d20db3,What color are the asparagus spears in the image,green,green,1.0
7f8b5fc69d20db3,Where are the capers mostly located in the image,over the shrimp,in the middle of the dish,0.2
c16a6bf8525f695,How are the diced chicken pieces distributed in the dish,scattered,scattered throughout the dish,0.7
c16a6bf8525f695,What is the base of the dish made of,pasta,pasta,1.0
c16a6bf8525f695,What color is the pasta in the dish,yellow,yellow,1.0
c16a6bf8525f695,Where is the shredded cheese placed in the dish,on top,on top of the pasta,0.7
be20945d4d2f1af,What is the main component of the dish,dish,pasta,0.2
be20945d4d2f1af,What color are the tomatoes,red,red,1.0
be20945d4d2f1af,How are the tomatoes arranged in the dish,scattered,the tomatoes are diced,0.2
0828e13422d34d9,What vegetable is included in the pasta,eggplant,tomatoes,0.2
0828e13422d34d9,What color are the pasta tubes,golden-yellow,the pasta tubes are yellow,0.4
0828e13422d34d9,Where is the larger portion of pasta served,bowls,in the back bowl,0.3
0828e13422d34d9,What color is the handle of the fork,with a brown wooden handle,the handle of the fork is brown,0.5
0828e13422d34d9,What color is the parmesan cheese on top,white,white,1.0
b56fe91729ed59b,What color is the lemon curd,yellow,yellow,1.0
b56fe91729ed59b,What fruit is on top of the lemon curd,blueberries,blueberries,1.0
b56fe91729ed59b,Where are the blueberries located,nestled among,in the middle of the cake,0.2
b56fe91729ed59b,What dessert is being described,pavlova,blueberry pavlova,0.9
97f31ab9cff2ce8,What is the color of the split pea soup,greenish-yellow,the color of the split pea soup is green,0.7
97f31ab9cff2ce8,What type of dish is the greenish-yellow mixture,soup,split pea soup,0.9
97f31ab9cff2ce8,What is the color of the bowls containing the soup,white,the bowls are white,0.7
97f31ab9cff2ce8,Where is the silver spoon in relation to the soup,submerged,in the bowl of soup,0.3
080a08688d3f0e9,What type of food is in the bowl,peas,green peas and onions,0.7
080a08688d3f0e9,Where are the peas located,bowl,in the bowl,0.5
080a08688d3f0e9,What cuisine do the peas belong to,Italian,indian cuisine,0.2
080a08688d3f0e9,Where are the peas positioned in the frame,on the right side,in the top right corner,0.7
bf93c4762564a50,How would you describe the color of the peaches,vibrant,the peaches are orange,0.2
bf93c4762564a50,What is the spoon doing with the peach slices,holding,it is scooping them up,0.3
bf93c4762564a50,What color is the skillet,white,the skillet is green,0.0
bf93c4762564a50,Where is the skillet located in the image,in the center,lower left of image,0.1
af12c2c429e30b2,What color is the liquid in the glasses,yellow-orange,the liquid in the glasses is orange,0.4
af12c2c429e30b2,What type of container holds the Peach Bellinis,glasses,champagne flutes,0.2
af12c2c429e30b2,What material is the board that the glasses are placed on,wooden,wood,0.9
af12c2c429e30b2,Where are the peach slices placed on the glasses,on the rim,on the right side,0.2
af12c2c429e30b2,What color are the peach slices on the rim of the glasses,reddish-yellow,red,0.7
c37969d9f8d91ec,What type of drink is featured in the image,margaritas,frozen margarita cocktail,0.9
c37969d9f8d91ec,How are the Peach Margaritas presented,served,in salt-rimmed margarita glasses,0.2
c37969d9f8d91ec,How would you describe the color of the margaritas,bright,the color of the margaritas is a vibrant yellow,0.3
c37969d9f8d91ec,What are the drinks served in,glasses,margarita glasses,0.7
c37969d9f8d91ec,Where are the margaritas positioned in the frame,in the center,top right of the frame,0.2
1f020898833f361,What type of beverage is shown in the image,tea,peach smoothie,0.1
1f020898833f361,What is the person in the image doing with the peach tea,drinking,the person in the image is drinking peach tea,0.7
1f020898833f361,What flavor is the tea in the image,peach,peach tea,0.7
1f020898833f361,What color are the straws in the glasses,yellow,yellow and white striped,0.7
1f020898833f361,Where is the second glass of peach tea positioned,to the right,behind the first glass,0.2
e58d9abdaf831a2,What color is the liquid in the pitcher,peachy-orange,the liquid in the pitcher is red,0.2
e58d9abdaf831a2,What is the sangria served in on the left,pitcher,a glass pitcher,0.7
e58d9abdaf831a2,What color are the strawberries in the sangria,red,red,1.0
e58d9abdaf831a2,Where is the glass pitcher positioned,on the left,to the left of the pineapple,0.6
2987d882d66a7e8,What color is the peanut butter in the cookie on the left,dark,dark brown,0.8
2987d882d66a7e8,What type of butter is used in the cookies,peanut butter,peanut butter,1.0
2987d882d66a7e8,What color is the cookie part of the Peanut Butter Temptations II,golden brown,the cookie part of the peanut butter temptations ii is golden brown,0.7
2987d882d66a7e8,Where is the cookie with light brown peanut butter located,on the lower right,in the foreground,0.3
2987d882d66a7e8,What type of dessert is shown in the image,cookie,peanut butter cup desserts,0.3
