Image,Question,Answer,Predict,EM,Precision,Recall,F1
0a840a459597f90,What type of meat is shown in the image,chicken,fish,0.0,0.0,0.0,0.0
0a840a459597f90,How does the marinade appear,glossy,dark brown liquid,0.0,0.0,0.0,0.0
0a840a459597f90,Where is the marinade located in relation to the chicken pieces,in the background,below the chicken pieces,0.0,0.25,0.3333333333333333,0.28571428571428575
9628adf77ad491d,What is the consistency of the marinade,viscous,bit thick,0.0,0.0,0.0,0.0
9628adf77ad491d,What is the purpose of the green mixture in the bowl,marinade,flavor and tenderize food,0.0,0.0,0.0,0.0
9628adf77ad491d,Where is the marinade contained,in the bowl,white ceramic bowl,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
9628adf77ad491d,Where is the small white bowl located in the image,in the center,center of the image,0.0,0.5,0.6666666666666666,0.5714285714285715
9628adf77ad491d,What fruit is placed to the right of the bowl,lemon,lemon,1.0,1.0,1.0,1.0
ff4e68b58369ade,What color is the marinade on the meat skewers,reddish-brown,light brown,0.0,0.0,0.0,0.0
ff4e68b58369ade,What does the marinade do to the surface of the meat skewers,coats,caramelized crust,0.0,0.0,0.0,0.0
ff4e68b58369ade,What are the pieces of meat placed on,skewers,skewers,1.0,1.0,1.0,1.0
ff4e68b58369ade,What color is the plate,white,white,1.0,1.0,1.0,1.0
1a05e7b22b78c56,What color is the marinade,reddish-brown,dark red or brown,0.0,0.0,0.0,0.0
1a05e7b22b78c56,What type of meat is the marinade on,chicken,chicken,1.0,1.0,1.0,1.0
1a05e7b22b78c56,Where is the marinade primarily located,on the upper chicken,on the chicken,0.0,1.0,0.75,0.8571428571428571
fa17a9ec083ec53,What is the color of the marmalade described as,amber,orange,0.0,0.0,0.0,0.0
fa17a9ec083ec53,What type of preserve is shown in the image,marmalade,fruit preserve,0.0,0.0,0.0,0.0
fa17a9ec083ec53,What color is the marmalade,amber,orange-brown,0.0,0.0,0.0,0.0
fa17a9ec083ec53,What is the jar made of,glass,glass,1.0,1.0,1.0,1.0
820eb7fa401d2f5,What color is the marmalade,orange,dark orange,0.0,0.5,1.0,0.6666666666666666
820eb7fa401d2f5,What is the shade of the marmalade's color,amber,orange-brown hue,0.0,0.0,0.0,0.0
820eb7fa401d2f5,What is the name of the food item in the jar,marmalade,homemade jam or jelly,0.0,0.0,0.0,0.0
820eb7fa401d2f5,What pattern is on the surface where the marmalade is placed,striped,yellow and white striped,0.0,0.25,1.0,0.4
820eb7fa401d2f5,Where is the kitchen towel in relation to the marmalade,to its left,in front of,0.0,0.0,0.0,0.0
ee15c597bfb8798,What color is the first marshmallow log,brown,white,0.0,0.0,0.0,0.0
ee15c597bfb8798,What is the coating on the marshmallow logs,coated,shredded coconut,0.0,0.0,0.0,0.0
ee15c597bfb8798,How many marshmallow logs are there,three,three,1.0,1.0,1.0,1.0
ee15c597bfb8798,Where is the first marshmallow log located,on the left,front left,0.0,0.5,0.3333333333333333,0.4
ee15c597bfb8798,What is the white coating on the marshmallow logs made of,coconut,shredded coconut,0.0,0.5,1.0,0.6666666666666666
b7538c474cb8e0d,What type of candy is shown in the image,marshmallows,homemade marshmallows,0.0,0.5,1.0,0.6666666666666666
b7538c474cb8e0d,What color are the marshmallows,light pink,pink,0.0,1.0,0.5,0.6666666666666666
b7538c474cb8e0d,Where are the marshmallows placed,on a small plate,on a white plate,0.0,0.75,0.75,0.75
b7538c474cb8e0d,Where are three of the marshmallows located,bottom,front on the left,0.0,0.0,0.0,0.0
d5a84d4b2f83ff9,How would you describe the appearance of the watermelon martini,vibrant,vibrant pink color,0.0,0.3333333333333333,1.0,0.5
d5a84d4b2f83ff9,What fruit is used to garnish the drink,watermelon,watermelon and lime,0.0,0.3333333333333333,1.0,0.5
d5a84d4b2f83ff9,What color is the watermelon cube on the glass,pink,red,0.0,0.0,0.0,0.0
d5a84d4b2f83ff9,Where is the watermelon cube placed,on the top,left side of glass,0.0,0.0,0.0,0.0
d5a84d4b2f83ff9,What color is the lime wedge,green,green,1.0,1.0,1.0,1.0
66ae1600ebb7f91,What color is the liquid in the glasses,red,deep red,0.0,0.5,1.0,0.6666666666666666
66ae1600ebb7f91,What type of glasses are the drinks served in,stemmed,martini glasses,0.0,0.0,0.0,0.0
66ae1600ebb7f91,What color is the granular substance on the rim of the glasses,brown,reddish-pink,0.0,0.0,0.0,0.0
66ae1600ebb7f91,Where is the lemon slice positioned in each glass,on top of,at the bottom,0.0,0.0,0.0,0.0
faeaf31da2804f9,What color is the liquid in the martini glass,reddish-purple,red,0.0,0.0,0.0,0.0
faeaf31da2804f9,What type of drink is in the glass,martini,cocktail,0.0,0.0,0.0,0.0
faeaf31da2804f9,What color are the cherries in the martini,red,red,1.0,1.0,1.0,1.0
faeaf31da2804f9,What is on the toothpick in the martini,with two bright red cherries,two cherries,0.0,1.0,0.4,0.5714285714285715
faeaf31da2804f9,What is the bottle to the left of the martini glass,agave,ancho huyaco sauce,0.0,0.0,0.0,0.0
f03641343949289,What nut is used in the marzipan,pistachio,almonds,0.0,0.0,0.0,0.0
f03641343949289,What color is the pistachio marzipan,green,green,1.0,1.0,1.0,1.0
f03641343949289,What shape is the large block of marzipan,cylindrical,cylindrical,1.0,1.0,1.0,1.0
f03641343949289,What shape is the other piece of marzipan,rectangular bar,rectangle,0.0,0.0,0.0,0.0
f03641343949289,Where is the cylindrical block positioned,on the left side,on a green board,0.0,0.25,0.25,0.25
b18e700533e57c7,What color is the bowl,white,white,1.0,1.0,1.0,1.0
b18e700533e57c7,What color are the diced carrots,orange,orange,1.0,1.0,1.0,1.0
b18e700533e57c7,What vegetable is scattered in the soup,carrots,carrots,1.0,1.0,1.0,1.0
b18e700533e57c7,Where is the soup served,in a bowl,in a white bowl,0.0,0.75,1.0,0.8571428571428571
6e5a18f2e850105,How does the chicken skin appear,crispy,crispy and golden brown,0.0,0.25,1.0,0.4
6e5a18f2e850105,What type of meat is shown in the image,chicken,roasted chicken,0.0,0.5,1.0,0.6666666666666666
6e5a18f2e850105,What color is the plate,white,white,1.0,1.0,1.0,1.0
6e5a18f2e850105,What color are the lemon slices,yellow,yellow,1.0,1.0,1.0,1.0
6e5a18f2e850105,Where is the chicken placed,on a plate,on a plate,1.0,1.0,1.0,1.0
d7c036841cefce5,What is the name of the condiment in the image,mayo,butter,0.0,0.0,0.0,0.0
d7c036841cefce5,What texture does the 'Thick 'n Tangy Mayo' have,smooth,smooth and creamy,0.0,0.3333333333333333,1.0,0.5
d7c036841cefce5,What color is the pan in the image,gray,no pan visible,0.0,0.0,0.0,0.0
d7c036841cefce5,Where is some of the 'Thick 'n Tangy Mayo' located,in the upper left corner,i cannot answer that,0.0,0.0,0.0,0.0
7e886250c1c8bd7,What is the condiment served in,bowl,small white bowl,0.0,0.3333333333333333,1.0,0.5
7e886250c1c8bd7,What color is the condiment,orange,light orange,0.0,0.5,1.0,0.6666666666666666
7e886250c1c8bd7,What herb is used to top the condiment,basil,basil,1.0,1.0,1.0,1.0
7e886250c1c8bd7,Where is the bowl placed,on a light-colored surface,on a tablecloth,0.0,0.6666666666666666,0.5,0.5714285714285715
e4a5cb24b16dcbf,What color is the ramp mayonnaise,light green,green,0.0,1.0,0.5,0.6666666666666666
e4a5cb24b16dcbf,What does the ramp mayonnaise do to the bowl,fills,garnishing the bowl,0.0,0.0,0.0,0.0
e4a5cb24b16dcbf,What type of container is the ramp mayonnaise in,bowl,glass container,0.0,0.0,0.0,0.0
e4a5cb24b16dcbf,What is positioned to the right of the bowl,leaves,green leaf,0.0,0.0,0.0,0.0
e4a5cb24b16dcbf,Where are the leaves and flowers positioned relative to the bowl,to the right of,right of the bowl,0.0,0.75,0.75,0.75
dd053255e37ce87,What color are the egg noodles,yellow,yellow,1.0,1.0,1.0,1.0
dd053255e37ce87,What is the main protein in the dish,meatballs,meat,0.0,0.0,0.0,0.0
dd053255e37ce87,Where are the meatballs located,on top,middle of the dish,0.0,0.0,0.0,0.0
dd053255e37ce87,What color are the herbs sprinkled on top,green,light green,0.0,0.5,1.0,0.6666666666666666
61be719816b9597,What color are the meatballs primarily,orange-brown,beige,0.0,0.0,0.0,0.0
61be719816b9597,What type of sauce is used in the dish,tomato sauce,tomato-based sauce,0.0,0.5,0.5,0.5
61be719816b9597,What does the tomato sauce do to the meatballs,covers,flavor enhancement,0.0,0.0,0.0,0.0
61be719816b9597,What color are the parsley flakes on top of the dish,green,green,1.0,1.0,1.0,1.0
99b06fe64858e3f,What is the flavor of the meatballs,sweet,barbecue sauce,0.0,0.0,0.0,0.0
99b06fe64858e3f,What type of food is in the bowl,meatballs,meatballs,1.0,1.0,1.0,1.0
99b06fe64858e3f,What color are the meatballs,brownish-red,light brown,0.0,0.0,0.0,0.0
99b06fe64858e3f,Where are the meatballs placed in the image,in the center,in a white bowl,0.0,0.25,0.3333333333333333,0.28571428571428575
99b06fe64858e3f,What is the meatballs served in,bowl,white bowl,0.0,0.5,1.0,0.6666666666666666
3bcec40caadd96c,What is the texture of the sauce on the meatballs,creamy,thick and creamy,0.0,0.3333333333333333,1.0,0.5
3bcec40caadd96c,What is the main protein in the dish,meatballs,meatballs,1.0,1.0,1.0,1.0
3bcec40caadd96c,What color is the sauce on the meatballs,orange,light orange,0.0,0.5,1.0,0.6666666666666666
3bcec40caadd96c,Where is the rice located in relation to the meatballs,underneath,on the bottom,0.0,0.0,0.0,0.0
3bcec40caadd96c,What color are the beans in the image,green,green,1.0,1.0,1.0,1.0
48ff5489da60b8a,What color is the outer layer of the meatloaf,brown,dark brown,0.0,0.5,1.0,0.6666666666666666
48ff5489da60b8a,What is served alongside the meatloaf,salad,salad and a biscuit,0.0,0.25,1.0,0.4
48ff5489da60b8a,How is the red onion prepared in the salad,sliced,raw,0.0,0.0,0.0,0.0
48ff5489da60b8a,Where is the All-American Meatloaf located in the image,is in,left side of image,0.0,0.0,0.0,0.0
48ff5489da60b8a,What color is the bread roll,golden,golden brown,0.0,0.5,1.0,0.6666666666666666
7c05dc76a8b9bbd,What type of dish is shown in the image,meatloaf,meatloaf,1.0,1.0,1.0,1.0
7c05dc76a8b9bbd,What is the primary color of the meatloaf,light-brown,brown,0.0,0.0,0.0,0.0
7c05dc76a8b9bbd,What color is the sauce on the meatloaf,reddish-brown,dark brown,0.0,0.0,0.0,0.0
7c05dc76a8b9bbd,Where on the plate is the meatloaf positioned,towards the right side,center of the plate,0.0,0.25,0.25,0.25
5f4fe775f4c81eb,What color is the outer edge of the meatloaf,dark,dark brown,0.0,0.5,1.0,0.6666666666666666
5f4fe775f4c81eb,What is the main dish in the image,meatloaf,meatloaf,1.0,1.0,1.0,1.0
5f4fe775f4c81eb,What color is the plate,white,white,1.0,1.0,1.0,1.0
5f4fe775f4c81eb,What is garnished on the meatloaf,with sprigs,thyme,0.0,0.0,0.0,0.0
6a7b52c652f8f68,What color are the broccoli florets in the image,bright,green,0.0,0.0,0.0,0.0
6a7b52c652f8f68,What vegetable is bright green and scattered in the image,broccoli,broccoli,1.0,1.0,1.0,1.0
6a7b52c652f8f68,What color is the diced ham in the image,red,dark pink,0.0,0.0,0.0,0.0
6a7b52c652f8f68,How do the potato cubes appear in the image,browned,golden brown,0.0,0.0,0.0,0.0
6a7b52c652f8f68,Where are the ingredients distributed across the image,across the image,evenly distributed across image,0.0,0.5,0.6666666666666666,0.5714285714285715
aa903bd2778d89d,What is the color of the top melon ball,yellow,white,0.0,0.0,0.0,0.0
aa903bd2778d89d,What type of drink is in the glass,smoothie,frozen cocktail,0.0,0.0,0.0,0.0
aa903bd2778d89d,What is the glass made of,glass,clear glass,0.0,0.5,1.0,0.6666666666666666
aa903bd2778d89d,What is the color of the middle melon ball,white,orange,0.0,0.0,0.0,0.0
aa903bd2778d89d,Where are the orange and green melon balls positioned,near to,bottom of the image,0.0,0.0,0.0,0.0
fe9f0ffd89fa623,What is the color of the glass pitcher,clear,beige,0.0,0.0,0.0,0.0
fe9f0ffd89fa623,What type of container is the flax seed milk in,pitcher,glass pitcher,0.0,0.5,1.0,0.6666666666666666
fe9f0ffd89fa623,What is the color of the flax seed milk,beige,light beige,0.0,0.5,1.0,0.6666666666666666
fe9f0ffd89fa623,Where is the pitcher sitting,in the center-left,on a wooden table,0.0,0.0,0.0,0.0
84e269f9d9b168c,What color is the tiled surface,pink,pink,1.0,1.0,1.0,1.0
84e269f9d9b168c,What type of drink is shown in the image,milkshakes,milkshakes,1.0,1.0,1.0,1.0
84e269f9d9b168c,Where is the whipped cream located,topped,on top,0.0,0.0,0.0,0.0
84e269f9d9b168c,What color is the cherry on each milkshake,red,red,1.0,1.0,1.0,1.0
84e269f9d9b168c,Where is the cherry positioned,on each milkshake,on top,0.0,0.5,0.3333333333333333,0.4
97bf53a3c9e3567,What is the top layer of the cheesecake made of,chocolate,chocolate,1.0,1.0,1.0,1.0
97bf53a3c9e3567,What color is the cheesecake itself,brown,off-white,0.0,0.0,0.0,0.0
97bf53a3c9e3567,Where are the chocolate chunks located,on top,on top of cheesecake,0.0,0.5,1.0,0.6666666666666666
067bfdc6a1b4452,What is the appearance of the water in the pitcher,clear,clear with lemon and lime,0.0,0.2,1.0,0.33333333333333337
067bfdc6a1b4452,What type of container is the citrus water in,pitcher,glass pitcher,0.0,0.5,1.0,0.6666666666666666
067bfdc6a1b4452,What color are the lemon slices in the pitcher,yellow,yellow and green,0.0,0.3333333333333333,1.0,0.5
067bfdc6a1b4452,Where is the pitcher placed,on a wooden board,cutting board,0.0,0.5,0.25,0.3333333333333333
39267ddba7b95b5,What color is the broth in the soup,yellowish,light yellow,0.0,0.0,0.0,0.0
39267ddba7b95b5,What ingredient in the soup is white and rectangular,tofu,tofu,1.0,1.0,1.0,1.0
39267ddba7b95b5,How are the sliced green scallions arranged in the soup,scattered across,decorative manner,0.0,0.0,0.0,0.0
39267ddba7b95b5,What color is the geometric pattern on the bowl's rim,blue,white,0.0,0.0,0.0,0.0
48462df2eb117b1,What color is the Miso Honey Dressing,reddish-brown,dark reddish-brown,0.0,0.5,1.0,0.6666666666666666
48462df2eb117b1,What type of container is the Miso Honey Dressing in,jar,small glass bottle,0.0,0.0,0.0,0.0
48462df2eb117b1,What is the texture of the Miso Honey Dressing,viscous,thick smooth and creamy,0.0,0.0,0.0,0.0
48462df2eb117b1,Where are the green onion and sesame seeds located,on the top,on top of sauce,0.0,0.5,0.6666666666666666,0.5714285714285715
48462df2eb117b1,What is placed beside the jar of Miso Honey Dressing,tomatoes,two tomatoes,0.0,0.5,1.0,0.6666666666666666
0bfd3b543549aa0,What is the Chex Mix served in,bowl,glass bowl,0.0,0.5,1.0,0.6666666666666666
0bfd3b543549aa0,How are the ingredients in the bowl arranged,mixed,layered pattern,0.0,0.0,0.0,0.0
0bfd3b543549aa0,What color are the Chex cereal pieces,brown,light orange,0.0,0.0,0.0,0.0
0bfd3b543549aa0,What color are the Goldfish crackers,orange,orange,1.0,1.0,1.0,1.0
0bfd3b543549aa0,Where is the Spicy Buffalo Chex Mix placed,in a clear glass bowl,in a clear bowl,0.0,1.0,0.8,0.888888888888889
b7cc7018ab8a658,What color is the wooden bowl,brown,medium brown,0.0,0.5,1.0,0.6666666666666666
b7cc7018ab8a658,What is the snack mix served in,bowl,wooden bowl,0.0,0.5,1.0,0.6666666666666666
b7cc7018ab8a658,What type of sweet treats are included in the snack mix,candies,candy corn,0.0,0.0,0.0,0.0
b7cc7018ab8a658,What color are the Bugles in the snack mix,golden-brown,gold,0.0,0.0,0.0,0.0
dc76426a240bd72,What color is the checkered cloth,blue,blue and white,0.0,0.3333333333333333,1.0,0.5
dc76426a240bd72,What material is the surface the bowls are sitting on,wooden,wood,0.0,0.0,0.0,0.0
dc76426a240bd72,What type of snack is golden brown in the bowls,pretzels,pretzels and crackers,0.0,0.3333333333333333,1.0,0.5
dc76426a240bd72,What color are the cheese-flavored sticks,orange,orange,1.0,1.0,1.0,1.0
dc76426a240bd72,Where is the bowl with the blue and white checkered cloth located,on the left,in the background,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
ffed70feaf2c3d8,What color is the caramel corn,beige,light golden brown,0.0,0.0,0.0,0.0
ffed70feaf2c3d8,What color are the pretzels,brown,light brown,0.0,0.5,1.0,0.6666666666666666
ffed70feaf2c3d8,Where are the pretzels scattered mostly,towards the bottom,bottom left corner,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
869d6b1bdc93aba,What color is the Mocha au Lait Mix,brown,light brown,0.0,0.5,1.0,0.6666666666666666
869d6b1bdc93aba,What is the container for the Mocha au Lait Mix,jar,glass jar,0.0,0.5,1.0,0.6666666666666666
869d6b1bdc93aba,What is the state of the Mocha au Lait Mix in the jar,filled,powdered state,0.0,0.0,0.0,0.0
869d6b1bdc93aba,What color are the pieces in the Mocha au Lait Mix,white,white and dark brown,0.0,0.25,1.0,0.4
869d6b1bdc93aba,Where is the jar filled with white powder located,to the left of,on a countertop,0.0,0.0,0.0,0.0
958fef1593cd2eb,What is the primary color of the mocha drink,brown,brown,1.0,1.0,1.0,1.0
958fef1593cd2eb,What is the texture of the top layer of the drink,foamy,smooth and creamy,0.0,0.0,0.0,0.0
958fef1593cd2eb,What is on top of the mocha drink,with whipped cream,whipped cream,0.0,1.0,0.6666666666666666,0.8
958fef1593cd2eb,Where are the chocolate chips located,scattered,on top of cream,0.0,0.0,0.0,0.0
638bf82e40fbb3d,What is the hue of the mojito,yellow-green,pale yellow-green,0.0,0.5,1.0,0.6666666666666666
638bf82e40fbb3d,What type of drink is shown in the image,mojito,mojito,1.0,1.0,1.0,1.0
638bf82e40fbb3d,What color are the mint leaves in the mojito,green,green,1.0,1.0,1.0,1.0
638bf82e40fbb3d,How is the mojito served in the image,by the Pitcher,in a pitcher,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
638bf82e40fbb3d,What describes the appearance of the mint leaves,fresh,vibrant green,0.0,0.0,0.0,0.0
bc20ea826ad34ab,What color is the mojito located at the top left,green,green,1.0,1.0,1.0,1.0
bc20ea826ad34ab,What type of drink is shown in the image,mojito,cocktails and mocktails,0.0,0.0,0.0,0.0
bc20ea826ad34ab,What color is the mojito with mint leaves and a gold straw,yellow,green,0.0,0.0,0.0,0.0
bc20ea826ad34ab,What fruit is in the light pink mojito,strawberry,strawberry,1.0,1.0,1.0,1.0
f54d9b4f31ab88c,What is the color of the glasses holding the mousse,transparent,clear,0.0,0.0,0.0,0.0
f54d9b4f31ab88c,What type of dessert is shown in the image,mousse,mousse,1.0,1.0,1.0,1.0
f54d9b4f31ab88c,What color is the coffee powder on top of the mousse,brown,brown,1.0,1.0,1.0,1.0
f54d9b4f31ab88c,How would you describe the texture of the mousse,creamy,light airy and creamy,0.0,0.25,1.0,0.4
f54d9b4f31ab88c,Where are the mousses placed,on a silver tray,in small glasses,0.0,0.0,0.0,0.0
42a76678c4704ca,What color is the top of the muffins,golden-yellow,light yellow,0.0,0.0,0.0,0.0
42a76678c4704ca,What type of baked goods are shown in the image,muffins,muffins,1.0,1.0,1.0,1.0
42a76678c4704ca,What is the front muffin doing to the muffin behind it,obscuring,pressing down,0.0,0.0,0.0,0.0
42a76678c4704ca,What color is the serving dish,blue,blue,1.0,1.0,1.0,1.0
b65addd2e59de92,What type of drink is the Limoncello Mule,beverage,lemon-flavored liqueur,0.0,0.0,0.0,0.0
b65addd2e59de92,What do the ice cubes fill in the glass,fill,clear liquid,0.0,0.0,0.0,0.0
b65addd2e59de92,What color are the ice cubes,white,white,1.0,1.0,1.0,1.0
b65addd2e59de92,Where is the sprig of mint leaves located,on top of,on top of drink,0.0,0.75,1.0,0.8571428571428571
5a2032b309c2f30,What material is the mug made of,copper,copper,1.0,1.0,1.0,1.0
5a2032b309c2f30,What type of drink container is used,mug,copper mug,0.0,0.5,1.0,0.6666666666666666
5a2032b309c2f30,What color is the lime twist on the mug,green,green,1.0,1.0,1.0,1.0
5a2032b309c2f30,What color is the candied ginger,yellow,no candied ginger,0.0,0.0,0.0,0.0
5a2032b309c2f30,Where is the slice of lime placed,on the wooden surface,on the rim,0.0,0.6666666666666666,0.5,0.5714285714285715
ea5af326b0c0ae0,What color are the mushrooms,brown,light brown,0.0,0.5,1.0,0.6666666666666666
ea5af326b0c0ae0,What type of food is shown in the image,mushrooms,sautéed mushrooms,0.0,0.5,1.0,0.6666666666666666
ea5af326b0c0ae0,How does the sauce on the mushrooms appear,glossy,dark brown,0.0,0.0,0.0,0.0
ea5af326b0c0ae0,What color are the leaves scattered throughout the mushrooms,green,green,1.0,1.0,1.0,1.0
ea5af326b0c0ae0,How are the mushrooms arranged,in a pile,in a pile,1.0,1.0,1.0,1.0
49867bb4f0e8a8e,What color are the scrambled eggs,yellow,yellow,1.0,1.0,1.0,1.0
49867bb4f0e8a8e,What is the main ingredient mixed with the mushrooms,eggs,eggs,1.0,1.0,1.0,1.0
49867bb4f0e8a8e,What type of vegetable is mixed with the eggs,mushroom,mushrooms,0.0,0.0,0.0,0.0
49867bb4f0e8a8e,What color are the mushrooms,brown,brown and white,0.0,0.3333333333333333,1.0,0.5
2f23310ae0cd1ac,What is the main protein in the dish,chicken,chicken,1.0,1.0,1.0,1.0
2f23310ae0cd1ac,What color is the creamy dijon sauce,brown,light yellow,0.0,0.0,0.0,0.0
2f23310ae0cd1ac,Where is the chicken located in the bowl,on the right,right side of bowl,0.0,0.25,0.3333333333333333,0.28571428571428575
2f23310ae0cd1ac,What are the small green specks on the sauce,herbs,parsley,0.0,0.0,0.0,0.0
003a0414a7b4b4d,What is the texture of the mushrooms,creamy,soft slightly tender,0.0,0.0,0.0,0.0
003a0414a7b4b4d,What type of food is being cooked,mushrooms,mushrooms,1.0,1.0,1.0,1.0
003a0414a7b4b4d,What color is the pan,black,black,1.0,1.0,1.0,1.0
003a0414a7b4b4d,Where are the mushrooms being cooked,from the pan,on a stovetop,0.0,0.0,0.0,0.0
003a0414a7b4b4d,What color are the darker parts of the mushrooms,brown,black,0.0,0.0,0.0,0.0
6b9c89697a4e683,What color are the enoki mushrooms in the image,yellow,light cream,0.0,0.0,0.0,0.0
6b9c89697a4e683,What type of mushrooms are shown in the image,enoki mushrooms,enoki mushrooms,1.0,1.0,1.0,1.0
6b9c89697a4e683,How do the strands of enoki mushrooms appear in the image,tangled,long thin and delicate,0.0,0.0,0.0,0.0
6b9c89697a4e683,What is the shape of the enoki mushrooms in the image,strands,long thin and delicate,0.0,0.0,0.0,0.0
ae3d0682c44e12e,What is the state of the mussels in the broth,immersed,cooked and open,0.0,0.0,0.0,0.0
ae3d0682c44e12e,What type of seafood is primarily black and in the center of the image,mussels,black mussels,0.0,0.5,1.0,0.6666666666666666
ae3d0682c44e12e,What color is the broth surrounding the mussels,orange-red,reddish-orange,0.0,0.0,0.0,0.0
ae3d0682c44e12e,What color is the chorizo in the broth,brownish-red,not clear,0.0,0.0,0.0,0.0
ae3d0682c44e12e,Where is the piece of bread located in the image,on the left,bottom left-hand corner,0.0,0.0,0.0,0.0
ced462fa8f5ce2e,What is the color of the mustard sauce,yellow-orange,yellow-orange,1.0,1.0,1.0,1.0
ced462fa8f5ce2e,What is happening to the mustard sauce above the jar,pouring,being spooned into jar,0.0,0.0,0.0,0.0
ced462fa8f5ce2e,What is the mustard sauce stored in,jar,glass jar,0.0,0.5,1.0,0.6666666666666666
ced462fa8f5ce2e,What is the cutting board made of,wooden,wood,0.0,0.0,0.0,0.0
ced462fa8f5ce2e,Where is the spoonful of mustard sauce held,above the jar,over a glass jar,0.0,0.25,0.3333333333333333,0.28571428571428575
4fde47f85a2d62f,What material is the jar made of,glass,glass,1.0,1.0,1.0,1.0
4fde47f85a2d62f,What type of surface is the jar on,wooden,wood,0.0,0.0,0.0,0.0
4fde47f85a2d62f,What condiment is in the jar,mustard,butter,0.0,0.0,0.0,0.0
4fde47f85a2d62f,Where is the jar located relative to the silver spreader,to the right,right of the spreader,0.0,0.5,0.6666666666666666,0.5714285714285715
832f0e5e873a85a,What type of mustard is in the jars,Dijon,honey or whole-grain,0.0,0.0,0.0,0.0
832f0e5e873a85a,What color is the mustard in the jars,tan,light brown or beige,0.0,0.0,0.0,0.0
832f0e5e873a85a,How are the jars arranged in the image,lined up,staggered formation,0.0,0.0,0.0,0.0
832f0e5e873a85a,What containers hold the mustard,jars,mason jars,0.0,0.5,1.0,0.6666666666666666
87b272a4cbacfdb,What is the texture of the vegan nacho cheese,creamy,smooth and creamy,0.0,0.3333333333333333,1.0,0.5
87b272a4cbacfdb,What food is the vegan nacho cheese poured over,nachos,tortilla chips,0.0,0.0,0.0,0.0
87b272a4cbacfdb,What color is the vegan nacho cheese,light-orange,yellow-orange,0.0,0.0,0.0,0.0
87b272a4cbacfdb,Where is the chopped green onions scattered,on top of,on top of nachos,0.0,0.75,1.0,0.8571428571428571
87b272a4cbacfdb,What is the vegan nacho cheese held in,bowl,glass bowl,0.0,0.5,1.0,0.6666666666666666
af8cb9fe3adcc14,What is the base of the dish made of,potato,french fries,0.0,0.0,0.0,0.0
af8cb9fe3adcc14,What color is the plate,white,white,1.0,1.0,1.0,1.0
af8cb9fe3adcc14,What color are the potato wedges,golden-brown,golden brown,0.0,0.0,0.0,0.0
af8cb9fe3adcc14,What is melted over the potatoes,cheese,cheese,1.0,1.0,1.0,1.0
af8cb9fe3adcc14,Where are the quick potato nachos placed,on a plate,on a white plate,0.0,0.75,1.0,0.8571428571428571
a87e8139eb5bf66,What is drizzled on top of the nachos,chocolate,chocolate and whipped cream,0.0,0.25,1.0,0.4
a87e8139eb5bf66,What type of chips are used for the nachos,nachos,pita bread,0.0,0.0,0.0,0.0
a87e8139eb5bf66,What color are the tortilla chips,brown,brown,1.0,1.0,1.0,1.0
a87e8139eb5bf66,What color is the paper plate,white,white,1.0,1.0,1.0,1.0
a87e8139eb5bf66,Where is the ice cream and chocolate sauce primarily concentrated,on top of,center of the plate,0.0,0.25,0.3333333333333333,0.28571428571428575
7745d02f7aac9ca,What is the texture of the nectarine refresher,smooth,smooth and creamy,0.0,0.3333333333333333,1.0,0.5
7745d02f7aac9ca,What is the nectarine refresher served in,glass,a glass,0.0,0.5,1.0,0.6666666666666666
7745d02f7aac9ca,What color is the nectarine refresher,pink,vibrant pink,0.0,0.5,1.0,0.6666666666666666
7745d02f7aac9ca,What type of drink is in the glass,refresher,smoothie,0.0,0.0,0.0,0.0
2bf4c23266f6f36,What type of dish is being described,soup,soup,1.0,1.0,1.0,1.0
2bf4c23266f6f36,What color are the jalapeño slices,green,green,1.0,1.0,1.0,1.0
2bf4c23266f6f36,What type of meat is in the soup,chicken,chicken,1.0,1.0,1.0,1.0
2bf4c23266f6f36,Where is the lime wedge located,on the lower-right,right side,0.0,0.0,0.0,0.0
35fecfa515fed5b,What color is the bowl,light blue,blue,0.0,1.0,0.5,0.6666666666666666
35fecfa515fed5b,What is the food served in,bowl,pasta,0.0,0.0,0.0,0.0
35fecfa515fed5b,How much of the bowl do the noodles occupy,fill,approximately seventy-five percent,0.0,0.0,0.0,0.0
35fecfa515fed5b,What color are the noodles,yellow,yellow,1.0,1.0,1.0,1.0
35fecfa515fed5b,Where are the noodles located in the image,in the center,center of the image,0.0,0.5,0.6666666666666666,0.5714285714285715
2dcd9ac80de058d,What is the texture of the catfish nuggets,crunchy,crispy and tender,0.0,0.0,0.0,0.0
2dcd9ac80de058d,What type of food is arranged on the plate,nuggets,chicken nuggets,0.0,0.5,1.0,0.6666666666666666
2dcd9ac80de058d,What color is the plate,white,white,1.0,1.0,1.0,1.0
2dcd9ac80de058d,Where are the catfish nuggets located on the plate,on the right side,right side of plate,0.0,0.5,0.5,0.5
2dcd9ac80de058d,What color is the sauce on the plate,red,red,1.0,1.0,1.0,1.0
8f2c50a0a19996f,What type of nuts are covered in chocolate,corn nuts,chocolate covered peanuts,0.0,0.0,0.0,0.0
