Image,Question,Answer,Predict,gpt_score
b18e700533e57c7,What color are the diced carrots,orange,The diced carrots are orange.,0.7
b18e700533e57c7,What vegetable is scattered in the soup,carrots,Carrots and cabbage are scattered in the soup.,0.4
b18e700533e57c7,Where is the soup served,in a bowl,The soup is served in a bowl.,0.9
6e5a18f2e850105,How does the chicken skin appear,crispy,"The chicken skin appears to be golden brown and crispy with some darker, slightly charred areas. It is seasoned with what appears to be pepper.",0.6
6e5a18f2e850105,What type of meat is shown in the image,chicken,"The meat in the image appears to be chicken. Specifically, it looks like a whole roasted chicken.",0.9
6e5a18f2e850105,What color is the plate,white,The plate is white.,0.7
6e5a18f2e850105,What color are the lemon slices,yellow,The lemon slices are yellow.,0.9
6e5a18f2e850105,Where is the chicken placed,on a plate,The chicken is placed on a white plate with lemons and herbs.,0.6
d7c036841cefce5,What is the name of the condiment in the image,mayo,The condiment in the image appears to be mayonnaise.,0.9
d7c036841cefce5,What texture does the 'Thick 'n Tangy Mayo' have,smooth,The 'Thick 'n Tangy Mayo' appears to have a thick and smooth texture based on the image. It also looks glossy.,0.6
d7c036841cefce5,What color is the pan in the image,gray,The pan appears to be silver.,0.3
d7c036841cefce5,Where is some of the 'Thick 'n Tangy Mayo' located,in the upper left corner,The thick 'n tangy mayo is in a container.,0.1
7e886250c1c8bd7,What is the condiment served in,bowl,The condiment is served in a white bowl.,0.5
7e886250c1c8bd7,What color is the condiment,orange,The condiment is peach colored.,0.2
7e886250c1c8bd7,What herb is used to top the condiment,basil,Basil,1.0
7e886250c1c8bd7,Where is the bowl placed,on a light-colored surface,The bowl is placed on a patterned surface.,0.3
e4a5cb24b16dcbf,What color is the ramp mayonnaise,light green,The ramp mayonnaise is green.,0.2
e4a5cb24b16dcbf,What does the ramp mayonnaise do to the bowl,fills,The ramp mayonnaise fills the bowl.,0.2
e4a5cb24b16dcbf,What type of container is the ramp mayonnaise in,bowl,The ramp mayonnaise is in a glass bowl.,0.2
e4a5cb24b16dcbf,What is positioned to the right of the bowl,leaves,Leaves and a flower are positioned to the right of the bowl.,0.2
e4a5cb24b16dcbf,Where are the leaves and flowers positioned relative to the bowl,to the right of,The leaves and flowers are positioned to the right of the bowl and partially on top of it.,0.7
dd053255e37ce87,What color are the egg noodles,yellow,The egg noodles are yellow.,0.7
dd053255e37ce87,What is the main protein in the dish,meatballs,Meatballs,1.0
dd053255e37ce87,Where are the meatballs located,on top,The meatballs are on top of the noodles.,0.6
dd053255e37ce87,What color are the herbs sprinkled on top,green,The herbs are green.,0.7
61be719816b9597,What color are the meatballs primarily,orange-brown,The meatballs are primarily a reddish-orange color.,0.7
61be719816b9597,What type of sauce is used in the dish,tomato sauce,Tomato sauce is used in the dish.,0.7
61be719816b9597,What does the tomato sauce do to the meatballs,covers,The tomato sauce coats the meatballs.,0.3
61be719816b9597,What color are the parsley flakes on top of the dish,green,The parsley flakes on top of the dish are green.,0.7
99b06fe64858e3f,What is the flavor of the meatballs,sweet,"Based on the image, the meatballs appear to be covered in a dark, glossy sauce. This suggests a sweet and savory flavor, possibly a barbecue or sweet and sour style. Without further information, it is difficult to be more specific about the exact flavor.",0.3
99b06fe64858e3f,What type of food is in the bowl,meatballs,The bowl contains meatballs.,0.7
99b06fe64858e3f,What color are the meatballs,brownish-red,The meatballs are brown.,0.6
99b06fe64858e3f,Where are the meatballs placed in the image,in the center,The meatballs are placed in a white bowl.,0.2
99b06fe64858e3f,What is the meatballs served in,bowl,The meatballs are served in a white bowl.,0.6
3bcec40caadd96c,What is the texture of the sauce on the meatballs,creamy,The sauce on the meatballs appears to be smooth and creamy.,0.7
3bcec40caadd96c,What is the main protein in the dish,meatballs,Meatballs,1.0
3bcec40caadd96c,What color is the sauce on the meatballs,orange,The sauce on the meatballs is a light orange color.,0.5
3bcec40caadd96c,Where is the rice located in relation to the meatballs,underneath,The rice is located underneath the meatballs.,0.7
3bcec40caadd96c,What color are the beans in the image,green,The beans in the image are green.,0.7
48ff5489da60b8a,What color is the outer layer of the meatloaf,brown,The outer layer of the meatloaf is brown.,0.5
48ff5489da60b8a,What is served alongside the meatloaf,salad,"Based on the image, the meatloaf is served alongside a dinner roll and a salad. The salad appears to contain lettuce, tomato, red onion, yellow peppers, red peppers, and cucumber.",0.3
48ff5489da60b8a,How is the red onion prepared in the salad,sliced,"In the salad, the red onion appears to be sliced into thin rings.",0.6
48ff5489da60b8a,Where is the All-American Meatloaf located in the image,is in,The All-American Meatloaf is located on the left side of the image.,0.2
48ff5489da60b8a,What color is the bread roll,golden,The bread roll is beige or light brown.,0.2
7c05dc76a8b9bbd,What type of dish is shown in the image,meatloaf,The dish shown in the image is meatloaf.,1.0
7c05dc76a8b9bbd,What is the primary color of the meatloaf,light-brown,The primary color of the meatloaf is brown.,0.3
7c05dc76a8b9bbd,What color is the sauce on the meatloaf,reddish-brown,The sauce on the meatloaf is a dark brown color.,0.4
7c05dc76a8b9bbd,Where on the plate is the meatloaf positioned,towards the right side,The meatloaf is positioned on the right side of the plate.,0.7
5f4fe775f4c81eb,What color is the outer edge of the meatloaf,dark,The outer edge of the meatloaf is a dark brown color.,0.2
5f4fe775f4c81eb,What is the main dish in the image,meatloaf,Meatloaf.,1.0
5f4fe775f4c81eb,What color is the plate,white,The plate is white.,0.7
5f4fe775f4c81eb,What is garnished on the meatloaf,with sprigs,The meatloaf is garnished with thyme.,0.2
6a7b52c652f8f68,What color are the broccoli florets in the image,bright,The broccoli florets in the image are green.,0.2
6a7b52c652f8f68,What vegetable is bright green and scattered in the image,broccoli,The bright green vegetable is broccoli.,1.0
6a7b52c652f8f68,What color is the diced ham in the image,red,The diced ham in the image is pink.,0.3
6a7b52c652f8f68,How do the potato cubes appear in the image,browned,The potato cubes appear to be golden brown.,0.6
6a7b52c652f8f68,Where are the ingredients distributed across the image,across the image,"The ingredients, including broccoli, ham, cheese, and potatoes, are distributed throughout the casserole.",0.1
aa903bd2778d89d,What is the color of the top melon ball,yellow,The top melon ball appears to be white.,0.1
aa903bd2778d89d,What type of drink is in the glass,smoothie,"Based on the color and the melon garnish, it appears to be a melon smoothie or some kind of blended melon drink.",0.7
aa903bd2778d89d,What is the glass made of,glass,The glass is made of glass.,0.7
aa903bd2778d89d,What is the color of the middle melon ball,white,The middle melon ball appears to be orange.,0.1
aa903bd2778d89d,Where are the orange and green melon balls positioned,near to,There are two orange melon balls at the bottom of the glass. There is one green melon ball to the right of the glass. There is also an orange melon ball skewered above the rim of the glass.,0.1
fe9f0ffd89fa623,What is the color of the glass pitcher,clear,The glass pitcher is clear.,0.7
fe9f0ffd89fa623,What type of container is the flax seed milk in,pitcher,The flax seed milk is in a glass pitcher.,0.5
fe9f0ffd89fa623,What is the color of the flax seed milk,beige,The flax seed milk appears to be a light beige or off-white color.,0.6
fe9f0ffd89fa623,Where is the pitcher sitting,in the center-left,The pitcher is sitting on a multicolored wooden surface.,0.2
84e269f9d9b168c,What color is the tiled surface,pink,The tiled surface is pink.,0.9
84e269f9d9b168c,What type of drink is shown in the image,milkshakes,"The drink shown in the image is a milkshake. It has whipped cream, sprinkles, and a cherry on top.",1.0
84e269f9d9b168c,Where is the whipped cream located,topped,The whipped cream is on top of the drinks.,0.2
84e269f9d9b168c,What color is the cherry on each milkshake,red,The cherry on each milkshake is red.,0.5
84e269f9d9b168c,Where is the cherry positioned,on each milkshake,The cherries are on top of the whipped cream on each milkshake.,0.6
97bf53a3c9e3567,What is the top layer of the cheesecake made of,chocolate,The top layer of the cheesecake appears to be made of chocolate frosting. It is decorated with chocolate pieces.,0.9
97bf53a3c9e3567,What color is the cheesecake itself,brown,"The cheesecake itself is a pale yellow color, with some darker spots.",0.1
97bf53a3c9e3567,Where are the chocolate chunks located,on top,The chocolate chunks are located on the top and within the cheesecake.,0.5
067bfdc6a1b4452,What is the appearance of the water in the pitcher,clear,"The water in the pitcher is clear and contains slices of lemon and lime, as well as mint leaves.",0.6
067bfdc6a1b4452,What type of container is the citrus water in,pitcher,The citrus water is in a pitcher.,0.5
067bfdc6a1b4452,What color are the lemon slices in the pitcher,yellow,The lemon slices are yellow.,0.9
067bfdc6a1b4452,Where is the pitcher placed,on a wooden board,The pitcher is placed on a wooden cutting board.,0.7
39267ddba7b95b5,What color is the broth in the soup,yellowish,The broth in the soup appears to be a light tan color.,0.6
39267ddba7b95b5,What ingredient in the soup is white and rectangular,tofu,Tofu,1.0
39267ddba7b95b5,How are the sliced green scallions arranged in the soup,scattered across,"The sliced green scallions are scattered on top of the soup, mostly around the tofu cubes. Some appear as straight slices while others are slightly curled.",0.3
39267ddba7b95b5,What color is the geometric pattern on the bowl's rim,blue,The geometric pattern on the bowl's rim is white.,0.1
48462df2eb117b1,What color is the Miso Honey Dressing,reddish-brown,The miso honey dressing is a dark reddish-brown color.,0.9
48462df2eb117b1,What type of container is the Miso Honey Dressing in,jar,"The Miso Honey Dressing is in a small glass jar, possibly a repurposed milk bottle.",0.3
48462df2eb117b1,What is the texture of the Miso Honey Dressing,viscous,"Based on the image, the miso honey dressing appears to have a smooth and slightly thick texture.",0.6
48462df2eb117b1,Where are the green onion and sesame seeds located,on the top,The green onion and sesame seeds are on the edge of the glass bottle.,0.2
48462df2eb117b1,What is placed beside the jar of Miso Honey Dressing,tomatoes,Tomatoes are placed beside the jar of Miso Honey Dressing.,0.6
0bfd3b543549aa0,What is the Chex Mix served in,bowl,The Chex Mix is served in a clear glass bowl.,0.3
0bfd3b543549aa0,How are the ingredients in the bowl arranged,mixed,The ingredients appear to be randomly mixed and piled into the bowl.,0.9
0bfd3b543549aa0,What color are the Chex cereal pieces,brown,The Chex cereal pieces are light brown.,0.5
0bfd3b543549aa0,What color are the Goldfish crackers,orange,The Goldfish crackers in the image are orange.,0.9
0bfd3b543549aa0,Where is the Spicy Buffalo Chex Mix placed,in a clear glass bowl,The Spicy Buffalo Chex Mix is in a bowl.,0.5
b7cc7018ab8a658,What color is the wooden bowl,brown,The wooden bowl is brown.,0.7
b7cc7018ab8a658,What is the snack mix served in,bowl,The snack mix is served in a wooden bowl.,0.7
b7cc7018ab8a658,What type of sweet treats are included in the snack mix,candies,"Based on the images, the sweet treats included in the snack mix are:

*   Candy corn
*   Candy-coated chocolates (like M&Ms)
*   Caramel popcorn",0.6
b7cc7018ab8a658,What color are the Bugles in the snack mix,golden-brown,The Bugles in the snack mix are a tan/yellow color.,0.6
dc76426a240bd72,What color is the checkered cloth,blue,The checkered cloth is blue and white.,0.6
dc76426a240bd72,What material is the surface the bowls are sitting on,wooden,The bowls are sitting on a wooden surface.,0.7
dc76426a240bd72,What type of snack is golden brown in the bowls,pretzels,The golden brown snack in the bowls appears to be Chex Mix.,0.2
dc76426a240bd72,What color are the cheese-flavored sticks,orange,The cheese-flavored sticks are orange.,0.7
dc76426a240bd72,Where is the bowl with the blue and white checkered cloth located,on the left,The bowl with the blue and white checkered cloth is located on the left side of the image.,0.7
ffed70feaf2c3d8,What color is the caramel corn,beige,The caramel corn is beige/light brown.,0.6
ffed70feaf2c3d8,What color are the pretzels,brown,The pretzels are brown.,0.5
ffed70feaf2c3d8,Where are the pretzels scattered mostly,towards the bottom,The pretzels are scattered mostly in the lower left corner of the image.,0.3
869d6b1bdc93aba,What color is the Mocha au Lait Mix,brown,The Mocha au Lait Mix appears to be a mixture of white and brown.,0.5
869d6b1bdc93aba,What is the container for the Mocha au Lait Mix,jar,The Mocha au Lait Mix is in a glass jar with a black lid.,0.6
869d6b1bdc93aba,What is the state of the Mocha au Lait Mix in the jar,filled,"The Mocha au Lait Mix in the jar looks to be a mixture of light and dark ingredients, possibly a combination of powdered milk or creamer and chocolate or coffee granules. It appears to be in a dry, granular state.",0.2
869d6b1bdc93aba,What color are the pieces in the Mocha au Lait Mix,white,The pieces appear to be a mix of light tan/white and dark brown.,0.3
869d6b1bdc93aba,Where is the jar filled with white powder located,to the left of,The jar is located on the left side of the image.,0.9
958fef1593cd2eb,What is the primary color of the mocha drink,brown,The primary color of the mocha drink is brown.,0.7
958fef1593cd2eb,What is the texture of the top layer of the drink,foamy,The top layer of the drink appears to have a foamy texture.,0.7
958fef1593cd2eb,What is on top of the mocha drink,with whipped cream,Whipped cream with chocolate chips.,0.7
958fef1593cd2eb,Where are the chocolate chips located,scattered,The chocolate chips are located on the whipped cream on top of the drink.,0.1
638bf82e40fbb3d,What is the hue of the mojito,yellow-green,The hue of the mojito is greenish yellow.,0.9
638bf82e40fbb3d,What type of drink is shown in the image,mojito,"Based on the presence of mint leaves, lime slices, and the overall appearance, the drink in the image is likely a Mojito or a similar lime and mint-infused beverage like limeade or mint lemonade.",0.6
638bf82e40fbb3d,What color are the mint leaves in the mojito,green,The mint leaves in the mojito are green.,0.7
638bf82e40fbb3d,How is the mojito served in the image,by the Pitcher,The mojito is served in a pitcher and in glasses. The glasses and pitcher appear to have lime slices and mint sprigs in them.,0.3
638bf82e40fbb3d,What describes the appearance of the mint leaves,fresh,The mint leaves are green and appear fresh. Some are used as garnish and others are mixed in with the drink.,0.6
bc20ea826ad34ab,What color is the mojito located at the top left,green,The mojito located at the top left is green.,0.7
bc20ea826ad34ab,What type of drink is shown in the image,mojito,The image shows various types of cocktails.,0.5
bc20ea826ad34ab,What color is the mojito with mint leaves and a gold straw,yellow,The mojito with mint leaves and a gold straw is light green in color.,0.2
bc20ea826ad34ab,What fruit is in the light pink mojito,strawberry,The light pink mojito contains a strawberry.,0.7
f54d9b4f31ab88c,What is the color of the glasses holding the mousse,transparent,The glasses are clear.,0.7
f54d9b4f31ab88c,What type of dessert is shown in the image,mousse,"It looks like some kind of mousse dessert, possibly vanilla flavored, served in glasses with a sprinkle of cocoa powder on top.",0.7
f54d9b4f31ab88c,What color is the coffee powder on top of the mousse,brown,The coffee powder on top of the mousse appears to be brown.,0.7
f54d9b4f31ab88c,How would you describe the texture of the mousse,creamy,"The mousse appears to be light, airy, and creamy, with a smooth, almost whipped texture.",0.9
f54d9b4f31ab88c,Where are the mousses placed,on a silver tray,The mousses are placed in small glasses on a silver tray.,0.7
42a76678c4704ca,What color is the top of the muffins,golden-yellow,The tops of the muffins are a light yellow color.,0.5
42a76678c4704ca,What type of baked goods are shown in the image,muffins,"The baked goods in the image are muffins, and they appear to be lemon poppyseed muffins.",0.9
42a76678c4704ca,What is the front muffin doing to the muffin behind it,obscuring,The front muffin is blocking the view of the muffin behind it.,0.3
42a76678c4704ca,What color is the serving dish,blue,The serving dish is blue.,0.7
b65addd2e59de92,What type of drink is the Limoncello Mule,beverage,The Limoncello Mule is a cocktail.,0.5
b65addd2e59de92,What do the ice cubes fill in the glass,fill,Juice and a mint sprig.,0.1
b65addd2e59de92,What color are the ice cubes,white,The ice cubes appear to be white.,0.7
b65addd2e59de92,Where is the sprig of mint leaves located,on top of,The sprig of mint leaves is located on top of the ice in the glass.,0.7
5a2032b309c2f30,What material is the mug made of,copper,The mug is made of copper.,0.7
5a2032b309c2f30,What type of drink container is used,mug,The drink is in a copper mug.,0.5
5a2032b309c2f30,What color is the lime twist on the mug,green,The lime twist on the mug is green.,0.7
5a2032b309c2f30,What color is the candied ginger,yellow,The candied ginger appears to be light yellow.,0.6
5a2032b309c2f30,Where is the slice of lime placed,on the wooden surface,"One slice of lime is in the copper mug, and the other lime is to the left of the mug.",0.2
ea5af326b0c0ae0,What color are the mushrooms,brown,The mushrooms are brown.,0.7
ea5af326b0c0ae0,What type of food is shown in the image,mushrooms,"The image shows mushrooms in a sauce, likely braised or sautéed. They are garnished with fresh herbs.",0.7
ea5af326b0c0ae0,How does the sauce on the mushrooms appear,glossy,The sauce on the mushrooms appears glossy and coats the mushrooms.,0.7
ea5af326b0c0ae0,What color are the leaves scattered throughout the mushrooms,green,The leaves scattered throughout the mushrooms are green.,0.7
ea5af326b0c0ae0,How are the mushrooms arranged,in a pile,"The mushrooms are arranged in a pile, seemingly tossed together in a bowl with a sauce.",0.6
49867bb4f0e8a8e,What color are the scrambled eggs,yellow,The scrambled eggs appear to be yellow.,0.7
49867bb4f0e8a8e,What is the main ingredient mixed with the mushrooms,eggs,The main ingredient mixed with the mushrooms appears to be eggs.,0.7
49867bb4f0e8a8e,What type of vegetable is mixed with the eggs,mushroom,Mushrooms are mixed with the eggs.,0.5
49867bb4f0e8a8e,What color are the mushrooms,brown,The mushrooms appear to be a mix of light brown and dark brown.,0.6
2f23310ae0cd1ac,What is the main protein in the dish,chicken,Chicken.,1.0
2f23310ae0cd1ac,What color is the creamy dijon sauce,brown,The creamy dijon sauce is a light tan color.,0.3
2f23310ae0cd1ac,Where is the chicken located in the bowl,on the right,The chicken is located on the right side of the bowl.,0.9
2f23310ae0cd1ac,What are the small green specks on the sauce,herbs,"The small green specks on the sauce appear to be herbs, possibly parsley.",0.7
003a0414a7b4b4d,What is the texture of the mushrooms,creamy,The mushrooms appear to be cooked and have a slightly soft and moist texture.,0.2
003a0414a7b4b4d,What type of food is being cooked,mushrooms,Mushrooms.,1.0
003a0414a7b4b4d,What color is the pan,black,The pan is black.,0.9
003a0414a7b4b4d,Where are the mushrooms being cooked,from the pan,The mushrooms are being cooked in a frying pan on a stovetop.,0.3
003a0414a7b4b4d,What color are the darker parts of the mushrooms,brown,The darker parts of the mushrooms are brown.,0.3
6b9c89697a4e683,What color are the enoki mushrooms in the image,yellow,The enoki mushrooms in the image are a light tan or beige color.,0.2
6b9c89697a4e683,What type of mushrooms are shown in the image,enoki mushrooms,The mushrooms in the image appear to be Enoki mushrooms.,0.9
6b9c89697a4e683,How do the strands of enoki mushrooms appear in the image,tangled,"The enoki mushroom strands appear thin, long, and clustered together. They have a pale yellowish-white color.",0.1
6b9c89697a4e683,What is the shape of the enoki mushrooms in the image,strands,"The enoki mushrooms in the image are long and thin, like noodles.",0.2
ae3d0682c44e12e,What is the state of the mussels in the broth,immersed,The mussels in the broth are open.,0.1
ae3d0682c44e12e,What type of seafood is primarily black and in the center of the image,mussels,Mussels,1.0
ae3d0682c44e12e,What color is the broth surrounding the mussels,orange-red,The broth surrounding the mussels appears to be a reddish-orange color.,0.7
ae3d0682c44e12e,What color is the chorizo in the broth,brownish-red,The chorizo in the broth appears to be a brownish-red color.,0.9
ae3d0682c44e12e,Where is the piece of bread located in the image,on the left,"The piece of bread is located on the left side of the bowl, resting on the rim.",0.6
ced462fa8f5ce2e,What is the color of the mustard sauce,yellow-orange,The mustard sauce appears to be a yellow-orange color.,0.9
ced462fa8f5ce2e,What is happening to the mustard sauce above the jar,pouring,The mustard sauce above the jar is being poured from a spoon into the jar.,0.3
ced462fa8f5ce2e,What is the mustard sauce stored in,jar,"Based on the image, the mustard sauce is stored in a small glass jar.",0.3
ced462fa8f5ce2e,What is the cutting board made of,wooden,The cutting board appears to be made of wood.,0.7
ced462fa8f5ce2e,Where is the spoonful of mustard sauce held,above the jar,The spoonful of mustard sauce is held above a jar.,0.7
4fde47f85a2d62f,What material is the jar made of,glass,The jar is made of glass.,0.7
4fde47f85a2d62f,What type of surface is the jar on,wooden,The jar is on a wooden surface.,0.6
4fde47f85a2d62f,What condiment is in the jar,mustard,Mustard,1.0
4fde47f85a2d62f,Where is the jar located relative to the silver spreader,to the right,The jar is to the right of the silver spreader.,0.7
832f0e5e873a85a,What type of mustard is in the jars,Dijon,"Based on the image, it appears to be a brown or Dijon mustard.",0.7
832f0e5e873a85a,What color is the mustard in the jars,tan,The mustard in the jars is a light brown color.,0.3
832f0e5e873a85a,How are the jars arranged in the image,lined up,"The jars are arranged in a row, positioned relatively close to each other.",0.7
832f0e5e873a85a,What containers hold the mustard,jars,The containers that hold the mustard are glass jars.,0.7
87b272a4cbacfdb,What is the texture of the vegan nacho cheese,creamy,"The vegan nacho cheese appears to have a smooth, creamy, and slightly viscous texture.",0.7
87b272a4cbacfdb,What food is the vegan nacho cheese poured over,nachos,Nachos,1.0
87b272a4cbacfdb,What color is the vegan nacho cheese,light-orange,The vegan nacho cheese is a tan color.,0.3
87b272a4cbacfdb,Where is the chopped green onions scattered,on top of,The chopped green onions are scattered on the nachos.,0.2
87b272a4cbacfdb,What is the vegan nacho cheese held in,bowl,The vegan nacho cheese is held in a clear glass bowl.,0.5
af8cb9fe3adcc14,What is the base of the dish made of,potato,The base of the dish appears to be made of potato wedges.,0.7
af8cb9fe3adcc14,What color is the plate,white,The plate is white.,0.9
af8cb9fe3adcc14,What color are the potato wedges,golden-brown,The potato wedges are a light yellow color.,0.3
af8cb9fe3adcc14,What is melted over the potatoes,cheese,Cheese is melted over the potatoes.,0.5
af8cb9fe3adcc14,Where are the quick potato nachos placed,on a plate,The quick potato nachos are placed on a white rectangular plate.,0.6
a87e8139eb5bf66,What is drizzled on top of the nachos,chocolate,Ice cream and chocolate.,0.7
a87e8139eb5bf66,What type of chips are used for the nachos,nachos,The chips used for the nachos are tortilla chips.,0.7
a87e8139eb5bf66,What color are the tortilla chips,brown,The tortilla chips are a light brown color.,0.5
a87e8139eb5bf66,What color is the paper plate,white,The paper plate is white with green and purple floral designs.,0.3
a87e8139eb5bf66,Where is the ice cream and chocolate sauce primarily concentrated,on top of,"The ice cream and chocolate sauce are primarily concentrated in the center of the plate, on top of the pita chips.",0.7
7745d02f7aac9ca,What is the texture of the nectarine refresher,smooth,"The nectarine refresher appears to have a smooth and slightly thick texture, similar to a smoothie or blended juice. There's a slight opacity to it, suggesting it's not entirely translucent.",0.6
7745d02f7aac9ca,What is the nectarine refresher served in,glass,The nectarine refresher is served in a glass.,0.5
7745d02f7aac9ca,What color is the nectarine refresher,pink,The nectarine refresher appears to be a shade of pink/reddish orange.,0.5
7745d02f7aac9ca,What type of drink is in the glass,refresher,"The drink in the glass appears to be a smoothie. It's a blended, pinkish-red color and looks thick.",0.2
2bf4c23266f6f36,What type of dish is being described,soup,"Chicken soup with noodles, lime, jalapenos, and cilantro.",0.7
2bf4c23266f6f36,What color are the jalapeño slices,green,The jalapeño slices are green.,0.7
2bf4c23266f6f36,What type of meat is in the soup,chicken,The soup appears to contain chicken.,0.6
2bf4c23266f6f36,Where is the lime wedge located,on the lower-right,The lime wedge is on the bottom right.,0.9
35fecfa515fed5b,What color is the bowl,light blue,The bowl is light blue with a tan rim.,0.7
35fecfa515fed5b,What is the food served in,bowl,Bowl.,1.0
35fecfa515fed5b,How much of the bowl do the noodles occupy,fill,The noodles appear to occupy about 80-90% of the bowl.,0.1
35fecfa515fed5b,What color are the noodles,yellow,The noodles are a light yellowish color.,0.6
35fecfa515fed5b,Where are the noodles located in the image,in the center,The noodles are in the blue bowl in the center of the image.,0.7
2dcd9ac80de058d,What is the texture of the catfish nuggets,crunchy,The texture of the catfish nuggets appears to be crunchy on the outside and flaky and tender on the inside.,0.3
2dcd9ac80de058d,What type of food is arranged on the plate,nuggets,The food arranged on the plate is chicken nuggets.,0.9
2dcd9ac80de058d,What color is the plate,white,The plate is white.,0.9
2dcd9ac80de058d,Where are the catfish nuggets located on the plate,on the right side,The catfish nuggets are in the center and right of the plate.,0.4
2dcd9ac80de058d,What color is the sauce on the plate,red,The sauce on the plate is red.,1.0
8f2c50a0a19996f,What type of nuts are covered in chocolate,corn nuts,"Based on the appearance of the chocolate-covered treats in the image, they are most likely chocolate-covered pecans. They have a bumpy, irregular shape which is consistent with that type of candy.",0.2
8f2c50a0a19996f,What color is the chocolate coating,brown,The chocolate coating is dark brown.,0.5
8f2c50a0a19996f,Where is one cluster of chocolate-covered corn nuts located,on the napkin,One cluster is located on a napkin with a Christmas ornament pattern.,0.5
4c2f9a94422a2e9,What color is the pie crust,golden-brown,The pie crust is a light tan or golden brown color.,0.9
4c2f9a94422a2e9,What type of pie is shown,oatmeal,Coconut pie.,0.1
4c2f9a94422a2e9,What is inside the pie crust,filling,Coconut filling,0.7
4c2f9a94422a2e9,What color is the shredded coconut,white,The shredded coconut appears to be white and tan.,0.5
4c2f9a94422a2e9,Where is the slice of pie placed,on a white surface,The slice of pie is placed on a white plate.,0.6
0bc89d050cedc1c,What color are the overnight buckwheat oats,beige,The overnight buckwheat oats appear to be a light tan or beige color.,0.7
0bc89d050cedc1c,What do the buckwheat oats do in the bowl,fill,They form the base of a breakfast-type bowl with berries and chia seeds on top.,0.1
0bc89d050cedc1c,What type of berries are dark blue and on top of the oats,blueberries,The dark blue berries on top of the oats are blueberries.,0.7
0bc89d050cedc1c,What color are the red berries,red,The red berries are red.,0.7
0bc89d050cedc1c,Where are the blueberries and red berries located,on top,The blueberries and red berries are in the bowl.,0.1
d0530bab5c8a27e,What color is the cooking pot,black,The cooking pot is black.,0.7
d0530bab5c8a27e,What is the main ingredient in the dish besides okra,rice,Rice.,1.0
d0530bab5c8a27e,What color are the okra pieces,green,The okra pieces are green.,0.9
d0530bab5c8a27e,What vegetable is mixed with the rice,okra,Okra,1.0
d0530bab5c8a27e,In what type of pot is the okra rice cooked,in a black cooking pot,The okra rice is cooked in a wok.,0.3
63259c61ebc63e5,What color is the chicken breast,beige,The chicken breast is a light tan color.,0.5
63259c61ebc63e5,What type of meat is at the center of the plate,chicken,Chicken.,1.0
63259c61ebc63e5,What color are the olives,green,The olives are green.,0.7
63259c61ebc63e5,Where are the green olives placed,on top,"The green olives are placed around the chicken and vegetables. Some are on top of the chicken, and others are around the plate.",0.3
63259c61ebc63e5,What are the bright red halved fruits on the chicken,tomatoes,The bright red halved fruits on the chicken appear to be cherry tomatoes.,0.7
07fd6296d93bc13,What color are most of the olives,golden,The olives appear to be mostly olive green.,0.2
07fd6296d93bc13,What type of food is shown in the image,olives,Fried stuffed olives are shown in the image.,0.7
07fd6296d93bc13,What has been done to three of the olives,cut,They have been cut in half and coated in breadcrumbs.,0.2
07fd6296d93bc13,Where are the cut olives located,on the bottom,The cut olives are located at the front of the plate.,0.2
07fd6296d93bc13,What color are the insides of the cut olives,green,The insides of the cut olives are green and olive green.,0.6
861fbbe85de778d,What material is the cutting board made of,wooden,The cutting board appears to be made of wood.,0.7
861fbbe85de778d,What type of bread is displayed,bread,Olive bread,0.7
861fbbe85de778d,What color are the olive pieces in the bread,black,The olive pieces in the bread are black.,0.6
861fbbe85de778d,What color is the crust of the bread,golden-brown,The crust of the bread is a light golden brown color.,0.9
861fbbe85de778d,Where is the bread placed,on a wooden cutting board,The bread is placed on a cutting board.,0.7
6f5f740fb4a87c2,Are the olives visible in the jar,visible,"Yes, the olives are visible in the jar.",0.3
6f5f740fb4a87c2,What type of food is inside the jar,olives,"Based on the image, the jar appears to contain preserved lemons, capers, and spices in oil.",0.1
6f5f740fb4a87c2,What material is the jar made of,glass,The jar appears to be made of glass.,0.7
425e9f115ea8100,What color is the plate,white,The plate is white.,0.9
425e9f115ea8100,What color is the omelet,yellow,The omelet is yellow.,0.7
425e9f115ea8100,What is the filling doing to the omelet,spilling out of,The filling is inside the omelet.,0.1
425e9f115ea8100,What type of meat is in the filling,bacon,Bacon.,1.0
425e9f115ea8100,How are the onions prepared in the filling,mixed,The onions appear to be finely diced and are mixed into the egg mixture of the omelet.,0.6
1f5e476034d2636,Where is the spinach located,located on the left side,The spinach is located between the cheese and the egg.,0.3
1f5e476034d2636,What is the main ingredient of the top layer of the dish,omelette,Egg,0.7
1f5e476034d2636,How is the feta cheese distributed in the dish,scattered,The feta cheese is cut into cubes and evenly distributed in the dish.,0.1
1f5e476034d2636,What color are the tomato slices,red,The tomato slices are red.,0.9
b78d925a20b5499,What color are the caramelized onions,caramelized,The caramelized onions appear to be a dark brown color in the image.,0.6
b91602b9b0ce9ab,What has happened to the cheese,melted,The cheese has been melted and baked on top and mixed in with the other ingredients.,0.6
b91602b9b0ce9ab,What ingredient appears as light brown to dark brown strands and chunks,onions,Bacon,0.1
b91602b9b0ce9ab,What color are the onions,brown,White.,0.0
b91602b9b0ce9ab,What ingredient covers the entire top surface of the dish,cheese,Cheese,1.0
