Image,Question,Answer,Predict,gpt_score
246d3e9d0a52a4a,What seafood is included in the paella,shrimp,shrimp,1.0
5964496678097b7,What color are the green onions in the pancake,green,green,1.0
5964496678097b7,What type of food is shown in the image,pancake,quesadillas,0.1
5964496678097b7,What color is the plate,white,the plate is white,0.9
5964496678097b7,What color is the pancake's surface,golden brown,brown and white,0.5
5964496678097b7,Where are the pancakes located on the plate,on the left side,on the left side,1.0
ca56d40bbb8f833,What is the taste of the pancakes,salty,sweet and fluffy,0.1
ca56d40bbb8f833,What type of food is shown in the image,pancakes,naan bread,0.2
ca56d40bbb8f833,How were the pancakes prepared,cooking,waffle maker,0.5
ca56d40bbb8f833,What color is the base of the pancakes,yellow,light brown,0.2
dabd4bad6169994,What color are the paneer cubes,golden yellow,yellow,0.8
dabd4bad6169994,What is the main ingredient in the dish,paneer,chicken,0.1
dabd4bad6169994,What color is the gravy,reddish-brown,brown,0.7
dabd4bad6169994,Where are the cilantro leaves placed,on top,on top of the dish,0.7
dabd4bad6169994,How would you describe the cilantro leaves,vibrant,chopped and sprinkled on top,0.1
16f44d88446908d,What color is the Palak Paneer,green,green,1.0
16f44d88446908d,What is the shape of the container holding the Palak Paneer,bowl,round bowl,0.9
16f44d88446908d,What color is the bowl,blue,blue,1.0
16f44d88446908d,How are the cubes of Paneer distributed in the Palak Paneer,scattered,randomly placed cubes,0.3
16f44d88446908d,"Where is the thin, white cream drizzled",on top,on top of the soup,0.7
72baeae4b31f87f,What fruit is used in the parfait,cranberry,strawberry,0.3
72baeae4b31f87f,What is the bowl made of,glass,glass,1.0
72baeae4b31f87f,What color is the bottom layer of the parfait,red,red,1.0
72baeae4b31f87f,Where is the bowl placed,on a table,on a wooden table,0.9
72baeae4b31f87f,What color is the cream layer in the parfait,white,white,1.0
9754b1ddb854f12,What type of dessert is shown in the image,parfaits,strawberry shortcake,0.2
9754b1ddb854f12,What color are the sliced strawberries,red,red,1.0
9754b1ddb854f12,Where are the granola pieces sprinkled,on top,on top of the fruit,0.7
9754b1ddb854f12,What fruit is peeking out from behind the strawberry fan,orange,blueberries,0.0
52fcd4430f4183a,What color is the soup,yellow,yellow,1.0
52fcd4430f4183a,What does the soup do inside the bowl,fills,no action performed by soup,0.1
52fcd4430f4183a,What type of soup is it,vegetable,pumpkin soup,0.5
52fcd4430f4183a,What color is the dollop in the center,white,white,1.0
52fcd4430f4183a,Where is the dollop located in the soup,in the center,center of the soup,0.4
79ced46151bbe7a,What shape is the bowl containing the mashed parsnips,round,round bowl,0.9
79ced46151bbe7a,What vegetable is mashed in the bowl,parsnips,potato,0.3
79ced46151bbe7a,What color are the mashed parsnips,beige,white,0.2
79ced46151bbe7a,How would you describe the texture of the mashed parsnips,smooth,smooth and creamy texture,0.9
6092f585b9a1ca9,What type of meat is used in the dish,chicken,chicken,1.0
6092f585b9a1ca9,What color is the tomato-based sauce,reddish-orange,red,0.7
6092f585b9a1ca9,What type of pasta is used in the dish,pasta,penne pasta,0.9
6092f585b9a1ca9,Where are the white beans located in the dish,scattered amidst,mixed with pasta,0.3
6092f585b9a1ca9,What is the size of the red tomatoes in the dish,diced,small,0.3
6fd53226d02f234,What color is the bright cheese on top of the pasta,orange,orange and white,0.7
6fd53226d02f234,What type of food is the main component of the dish,pasta,pasta,1.0
6fd53226d02f234,What is the state of the white cheese on top of the pasta,melted,melting,0.7
6fd53226d02f234,What color is the base layer of the pasta,brownish-tan,yellowish orange,0.4
7f8b5fc69d20db3,What color is the pasta in the image,beige,light yellow,0.3
7f8b5fc69d20db3,What type of pasta is in the image,pasta,penne pasta,0.9
7f8b5fc69d20db3,What seafood is included in the dish,shrimp,shrimp,1.0
7f8b5fc69d20db3,What color are the asparagus spears in the image,green,green,1.0
7f8b5fc69d20db3,Where are the capers mostly located in the image,over the shrimp,on top of shrimp,0.9
c16a6bf8525f695,How are the diced chicken pieces distributed in the dish,scattered,evenly throughout the dish,0.2
c16a6bf8525f695,What is the base of the dish made of,pasta,pasta,1.0
c16a6bf8525f695,What color is the pasta in the dish,yellow,yellow,1.0
c16a6bf8525f695,Where is the shredded cheese placed in the dish,on top,on top of the noodles,0.7
be20945d4d2f1af,What is the main component of the dish,dish,pasta,0.2
be20945d4d2f1af,What color are the tomatoes,red,red,1.0
be20945d4d2f1af,How are the tomatoes arranged in the dish,scattered,scattered in the pasta,0.7
0828e13422d34d9,What vegetable is included in the pasta,eggplant,tomato,0.3
0828e13422d34d9,What color are the pasta tubes,golden-yellow,brown and white,0.3
0828e13422d34d9,Where is the larger portion of pasta served,bowls,front of picture,0.1
0828e13422d34d9,What color is the handle of the fork,with a brown wooden handle,brown,0.6
0828e13422d34d9,What color is the parmesan cheese on top,white,white,1.0
b56fe91729ed59b,What color is the lemon curd,yellow,yellow,1.0
b56fe91729ed59b,What fruit is on top of the lemon curd,blueberries,blueberries,1.0
b56fe91729ed59b,Where are the blueberries located,nestled among,center of the cake,0.1
b56fe91729ed59b,What dessert is being described,pavlova,pavlova with berries and cream,0.7
97f31ab9cff2ce8,What is the color of the split pea soup,greenish-yellow,green and yellow,0.7
97f31ab9cff2ce8,What type of dish is the greenish-yellow mixture,soup,soup,1.0
97f31ab9cff2ce8,What is the color of the bowls containing the soup,white,white,1.0
97f31ab9cff2ce8,Where is the silver spoon in relation to the soup,submerged,in the bowl,0.3
080a08688d3f0e9,What type of food is in the bowl,peas,peas,1.0
080a08688d3f0e9,Where are the peas located,bowl,in a white bowl,0.6
080a08688d3f0e9,What cuisine do the peas belong to,italian,european cuisine,0.6
080a08688d3f0e9,Where are the peas positioned in the frame,on the right side,center of the frame,0.2
bf93c4762564a50,How would you describe the color of the peaches,vibrant,orange and yellow,0.6
bf93c4762564a50,What is the spoon doing with the peach slices,holding,scooping the peaches,0.3
bf93c4762564a50,What color is the skillet,white,white,1.0
bf93c4762564a50,Where is the skillet located in the image,in the center,upper left corner,0.1
af12c2c429e30b2,What color is the liquid in the glasses,yellow-orange,yellow,0.7
af12c2c429e30b2,What type of container holds the Peach Bellinis,glasses,glass cups,0.6
af12c2c429e30b2,What material is the board that the glasses are placed on,wooden,wood,0.9
af12c2c429e30b2,Where are the peach slices placed on the glasses,on the rim,on the rims of glasses,0.6
af12c2c429e30b2,What color are the peach slices on the rim of the glasses,reddish-yellow,light orange,0.7
c37969d9f8d91ec,What type of drink is featured in the image,margaritas,orange juice,0.2
c37969d9f8d91ec,How are the Peach Margaritas presented,served,cup with salt on the rim,0.1
c37969d9f8d91ec,How would you describe the color of the margaritas,bright,orange,0.3
c37969d9f8d91ec,What are the drinks served in,glasses,margarita glasses,0.7
c37969d9f8d91ec,Where are the margaritas positioned in the frame,in the center,center of the image,0.7
1f020898833f361,What type of beverage is shown in the image,tea,peach smoothie,0.1
1f020898833f361,What is the person in the image doing with the peach tea,drinking,drinking the peach tea,0.7
1f020898833f361,What flavor is the tea in the image,peach,peach,1.0
1f020898833f361,What color are the straws in the glasses,yellow,yellow and white,0.7
1f020898833f361,Where is the second glass of peach tea positioned,to the right,behind the first glass,0.2
e58d9abdaf831a2,What color is the liquid in the pitcher,peachy-orange,red,0.3
e58d9abdaf831a2,What is the sangria served in on the left,pitcher,pitcher,1.0
e58d9abdaf831a2,What color are the strawberries in the sangria,red,red,1.0
e58d9abdaf831a2,Where is the glass pitcher positioned,on the left,on the left side,0.9
2987d882d66a7e8,What color is the peanut butter in the cookie on the left,dark,brown,0.2
2987d882d66a7e8,What type of butter is used in the cookies,peanut butter,unsalted butter,0.3
2987d882d66a7e8,What color is the cookie part of the Peanut Butter Temptations II,golden brown,brown,0.8
2987d882d66a7e8,Where is the cookie with light brown peanut butter located,on the lower right,front right,0.3
2987d882d66a7e8,What type of dessert is shown in the image,cookie,tarts,0.2
a2f7338a23dae10,What color is the peanut butter ice cream topping,light brown,brown,0.8
a2f7338a23dae10,What type of food is the topping made of,ice cream,chocolate syrup,0.3
a2f7338a23dae10,What is the consistency of the peanut butter ice cream topping,smooth,liquidy and shiny,0.5
a2f7338a23dae10,Where is the reflective surface particularly noticeable,near the top,top left of image,0.6
d52439fae098204,What color is the plate,yellow,white,0.1
d52439fae098204,What type of food is shown in the image,muffins,muffins,1.0
d52439fae098204,How would you describe the appearance of the muffins,perfect,golden brown with white frosting,0.2
d52439fae098204,What color are the paper liners of the muffins,white,white,1.0
d52439fae098204,Where are most of the muffins placed,on the plate,on a plate,0.9
3b04aeb0107acac,What color are the pears,red,purple,0.2
3b04aeb0107acac,Where are the pears located in the image,in the left side,center of the bowl,0.2
b076ebd5863251a,What color is the pecan filling,brown,brown,1.0
b076ebd5863251a,What type of nuts are used in the pie,pecan,pecans,0.9
b076ebd5863251a,What color is the whipped cream on one of the pies,white,white,1.0
b076ebd5863251a,Where is the pecan filling located,on top,on top of the dessert,0.7
b076ebd5863251a,What color are the scattered pecans,reddish-brown,brown,0.7
3718baab129db6e,What color are the crackers,tan,yellow,0.2
3718baab129db6e,How are the two crackers in the foreground positioned,overlapping,one on top of the other,0.7
3718baab129db6e,What color are the specks on the crackers,brown,brown and black specks,0.7
3718baab129db6e,Where is the pecan pepper appetizer located,on the cracker,on a cracker,0.9
3718baab129db6e,What type of dish is the pecan pepper mixture,appetizer,pecan pepper spread,0.5
e57b2feba7c0dd2,What type of pasta is in the bowl,penne,penne pasta,0.9
e57b2feba7c0dd2,How is the penne pasta arranged in the bowl,distributed,in a circular pattern,0.4
e57b2feba7c0dd2,What color is the mango chile sauce,red,red,1.0
e57b2feba7c0dd2,What herb is scattered on top of the pasta,cilantro,basil,0.2
e57b2feba7c0dd2,Where is the cilantro placed,on top of,on top of the pasta,0.9
3f3ebc236374bd6,What type of pasta is visible in the image,penne,penne pasta,0.9
3f3ebc236374bd6,What color are the peppers in the dish,red-orange,red and yellow,0.6
3f3ebc236374bd6,How are the peppers prepared in the dish,sauteed,diced and sauteed,0.9
3f3ebc236374bd6,What is distributed throughout the dish alongside the penne,peppers,sausage and peppers,0.6
176aa7a0d1fac3f,What color are the Padron peppers,green,green,1.0
176aa7a0d1fac3f,What type of vegetable is shown in the image,peppers,green chili peppers,0.9
176aa7a0d1fac3f,Where are the peppers scattered across,scattered across,on a white plate,0.2
176aa7a0d1fac3f,How do the peppers appear on the plate,glistening,green peppers on plate,0.1
c19a3ea29eeebad,What color is the container,white,white,1.0
c19a3ea29eeebad,What type of sauce is in the container,pesto,wasabi,0.1
c19a3ea29eeebad,What is the chive pesto stored in,container,a plastic container,0.9
c19a3ea29eeebad,How would you describe the green color of the pesto,vibrant,bright green and vibrant,0.7
e83d92fa9726ea1,How does the walnut pesto appear in terms of texture,textured,thick and chunky,0.5
e83d92fa9726ea1,What type of sauce is primarily green and textured,pesto,pesto sauce,0.9
e83d92fa9726ea1,What does the walnut pesto fill in the image,fills,walnut pesto,0.2
e83d92fa9726ea1,What color is the ceramic bowl,white,the bowl is white,0.7
e83d92fa9726ea1,Where are the fresh basil leaves placed,on top of,on top of the dip,0.9
ac6d8e898685baa,What is the main protein in the dish,chicken,chicken,1.0
ac6d8e898685baa,Where are some of the capers falling,falling onto,on the plate,0.2
ac6d8e898685baa,What color are the capers,green,green,1.0
ac6d8e898685baa,How are the chicken pieces arranged in the image,scattered,two pieces side by side,0.2
7f4a3652f38c3ca,What is the main ingredient in the jar,pickles,yellow squash,0.1
7f4a3652f38c3ca,What material is the jar made of,glass,glass,1.0
7f4a3652f38c3ca,Is the jar full or empty,full,full,1.0
7f4a3652f38c3ca,What color are some of the zucchini slices,yellow,yellow and green,0.7
7f4a3652f38c3ca,How are the zucchini pickles cut,sliced,sliced into rings,0.7
23c54d8ee77e341,What color are the candied dill pickles,yellowish-green,yellow,0.6
23c54d8ee77e341,What type of pickles are shown in the image,pickles,dill pickle spears,0.9
23c54d8ee77e341,Where is the jar filled with pickles located,on the left side,top left of the image,0.6
23c54d8ee77e341,What color is the bowl on the right side,white,white,1.0
80b4940c04976c6,What is the color of the glass jar,clear,clear,1.0
80b4940c04976c6,What type of food is inside the jar,pickles,pickle,0.9
80b4940c04976c6,What color are the pickles,green,green and yellow,0.7
80b4940c04976c6,Where are the pickles stored,in a jar,in a jar on the table,0.9
f631b6ffa9f8e44,What is the state of the cheese layer on top of the pie,melted,melted and brown,0.9
f631b6ffa9f8e44,What type of food is primarily located on the right side of the image,pie,pie,1.0
f631b6ffa9f8e44,What color is the crust of the pie,tan,golden brown,0.6
f631b6ffa9f8e44,What color is the baking tin the pie is sitting in,silver,silver,1.0
d1323e9519e7ce3,What type of fruit is used in the pies,apricot,apple pie,0.2
d1323e9519e7ce3,What color are the pies,golden-brown,golden brown,1.0
d1323e9519e7ce3,What type of dessert is shown in the image,pies,puff pastry pastries,0.3
d1323e9519e7ce3,What is the texture of the pies,uneven,crunchy and flaky,0.2
e8022d21e4305f3,What type of dessert is shown in the image,pie,blueberry pie,0.9
e8022d21e4305f3,What color is the ceramic dish,white,white,1.0
e8022d21e4305f3,What color is the plate under the dish,green plate,green,0.7
d759993231e4ae6,What color are the pierogi,yellow,yellow,1.0
d759993231e4ae6,What type of food is shown in the image,pierogi,pierogies,0.9
d759993231e4ae6,Where are the pierogi placed,on the plate,on a plate,0.9
d759993231e4ae6,Where is the pierogi located in the middle of the plate,center,center of plate,0.7
9847bc5024dc67b,What color is the plate,white,white,1.0
9847bc5024dc67b,What color is the hotdog,pinkish-red,red,0.7
9847bc5024dc67b,Where are the pigs in a blanket placed,on a plate,on a white plate,0.9
def28ab9ad33050,What is the main ingredient in the Apricot Almond Pilaf,rice,apricots and almonds,0.1
def28ab9ad33050,Where are all the food items placed,inside the bowl,in a bowl,0.9
da6f20f25f32a9d,What color is the base of the rice,yellow,yellow,1.0
da6f20f25f32a9d,How are the slices of red bell peppers arranged,scattered,mixed with other vegetables,0.3
da6f20f25f32a9d,What is the main ingredient in the pilaf,rice,rice,1.0
da6f20f25f32a9d,What color are the bell pepper slices partially visible beneath the yellow rings,red,red and green,0.5
da6f20f25f32a9d,Where are the green bell pepper slices mostly located,on the left,bottom left corner,0.6
a6d484ebeacc37e,What size is the glass punch bowl,large,large,1.0
a6d484ebeacc37e,Where is the coconut shell cup located,to the lower left,bottom left of bowl,0.7
1c9c8473c25453f,What is the primary flavor of the pinwheels,chocolate,chocolate and coconut,0.9
1c9c8473c25453f,What color is the dark chocolate component of the pinwheel,brown,dark brown,0.9
1c9c8473c25453f,Where is the larger pinwheel located,on the left,on the left,1.0
d16d3b9f8992526,What is the temperature of the pinwheels,hot,very hot,0.9
d16d3b9f8992526,What color are the onion pieces on the pinwheels,brown,dark brown,0.9
d16d3b9f8992526,Where are the onion pieces located on the pinwheels,on top,on top of pinwheels,0.6
f18e99e9dcc91a3,What type of bread is shown in the image,bread,flatbread or pita bread,0.9
f18e99e9dcc91a3,What color is the gluten-free pita flatbread,brown,brown,1.0
f18e99e9dcc91a3,Where is part of the bread located,on the plate,on the white plate,0.9
f18e99e9dcc91a3,What is scattered on the plate under the bread,crumbs,chicken and tomato pieces,0.2
c1b6d1ed9795a47,What color is the plate,white,the plate is white,0.9
c1b6d1ed9795a47,What type of bread is shown in the image,bread,naan bread,0.7
c1b6d1ed9795a47,What color is the napkin,red,red,1.0
c1b6d1ed9795a47,What color is the pita bread,tan,the pita bread is golden,0.1
c1b6d1ed9795a47,Where is the pita bread placed,on a white plate,on a plate,0.9
025ee3dfc1e85c2,How are the pear slices arranged on the pizza,arranged,radial slices of pear,0.2
025ee3dfc1e85c2,What fruit is placed on top of the cheese,pear,pears,0.9
025ee3dfc1e85c2,Where are the pear slices placed on the pizza,on top of,on top of the crust,0.9
09ffcc95dea0190,What color is the pizza pan,silver,silver,1.0
09ffcc95dea0190,What type of food is shown in the image,pizza,pizza dough,0.7
09ffcc95dea0190,What color is the tomato sauce,red,red,1.0
09ffcc95dea0190,What color is the crust,beige,light brown,0.7
09ffcc95dea0190,What is the shape of the pizza pan,on a round,round,0.7
03c09164b78a5c8,What color is the crust of the cobbler,golden-brown,yellowish brown,0.9
03c09164b78a5c8,Where is the baking dish located,on the left,top left of image,0.6
3a8a01d4826590d,What type of bread is shown in the image,plum bread,muffins,0.2
3a8a01d4826590d,What color is the plate,white,white,1.0
3a8a01d4826590d,What color is the base of the plum bread,tan,brown,0.3
3a8a01d4826590d,What is the texture of the top of the plum bread,cracked,cracked and dry,0.7
3a8a01d4826590d,Where is the plate placed,on a plate,on a black table,0.3
9925a351bf1ca8c,What is the color of the watermelon's interior,pink,red,0.3
9925a351bf1ca8c,What is the food served on,plate,white plate,0.9
9925a351bf1ca8c,What is the color of the watermelon's flesh,red,red,1.0
9925a351bf1ca8c,What green herb is beside the watermelon slice,parsley,parsley,1.0
e5661bb8414166b,What type of dish is featured in the image,polenta,macaroni and cheese,0.2
e5661bb8414166b,What color is the polenta,yellow,yellow,1.0
e5661bb8414166b,What color is the parsley garnish,green,green,1.0
8d5dbc4a9462c53,What is the dish in the lower center of the image,polenta,macaroni and cheese,0.2
8d5dbc4a9462c53,Where is the polenta located in the image,in the lower center,center of the image,0.7
8d5dbc4a9462c53,How is the corn prepared in the polenta,roasted,canned and mixed in,0.1
4668800e907780a,What color are the chicken pieces,beige,white,0.2
4668800e907780a,What type of meat is in the dish,chicken,chicken,1.0
4668800e907780a,What color is the cream sauce,yellow,off-white,0.3
4668800e907780a,What color is the sauce covering the dish,cream,yellow,0.1
953f6be44a13027,What color are many of the rice grains coated in,yellow,orange and yellow,0.6
953f6be44a13027,What is the main grain used in the dish,rice,rice,1.0
953f6be44a13027,What color is the ground meat mixed with the cabbage,brown,brown,1.0
953f6be44a13027,What color are the pieces of cabbage,in light yellow,yellow and white,0.6
6908c6556f00d12,How are the dark brown pieces of meat and green beans distributed in the rice,interspersed,scattered throughout the rice,0.6
6908c6556f00d12,What is the main ingredient in the lower half of the image,rice,rice,1.0
6908c6556f00d12,What color are the diced tomatoes in the salad,red,red,1.0
6908c6556f00d12,What color are the diced cucumbers in the salad,green,green,1.0
6908c6556f00d12,Where is the salad located in relation to the rice,above the rice,above the rice,1.0
c664b30dc984fe4,What color is the frosting on the cake pop,pink,pink,1.0
c664b30dc984fe4,What type of dessert is the food item,cake,cake pop,0.7
c664b30dc984fe4,What are the sprinkles on the cake pop like,colorful,white yellow and pink,0.3
c664b30dc984fe4,Where is the cake pop placed,on a light brown surface,on a wooden table,0.7
77f4c5b414b903a,What color are the ice pops,brown,light brown,0.9
77f4c5b414b903a,What type of food is shown in the image,ice pops,popsicle,1.0
77f4c5b414b903a,What color is the plate,white,white,1.0
77f4c5b414b903a,Where are the ice pops placed,on a white plate,on a white plate,1.0
77f4c5b414b903a,What is the state of the background objects,blurred,blurry and out of focus,0.9
95c0881264faca7,What color are the gingersnap cookies,brown,brown,1.0
95c0881264faca7,What type of baked goods are shown in the image,cookies,pumpkin cookies,0.7
95c0881264faca7,Where are the cookies placed,on a metal baking sheet,on a cookie sheet,0.7
cc8ab18052f66ff,How does the surface of the chicken appear,shiny,brown and crispy,0.2
cc8ab18052f66ff,What is the color of the rice,rice,brown,0.2
cc8ab18052f66ff,What is the color of the chicken surface,brown,brown,1.0
cc8ab18052f66ff,How are the chicken pieces arranged,stacked on,chicken is on top of rice,0.3
efa79f62e1212b8,What color is the bowl,pink,pink,1.0
efa79f62e1212b8,What is holding the candied almonds,bowl,pink bowl or cup,0.6
efa79f62e1212b8,What color are the candied almonds,brown,brown,1.0
a9de64865353ad1,What type of nuts are in the jar,almonds,almonds,1.0
a9de64865353ad1,What is the container for the almonds,jar,glass jar,0.9
a9de64865353ad1,Where are the scattered almonds located,on the same surface,on the wooden board,0.7
9a2122c94391ed2,What color is the almond tea,orange,orange,1.0
9a2122c94391ed2,What type of surface is the glass sitting on,on the bottom center,picnic table,0.2
9a2122c94391ed2,What color is the background of the image,green,green and brown,0.7
0a14bf73604dec2,What color are the sweet potatoes,vibrant,orange,0.3
0a14bf73604dec2,What type of vegetable is in the bowl,sweet potatoes,pumpkin,0.3
0a14bf73604dec2,What color is associated with the sweet potatoes,orange,orange,1.0
0a14bf73604dec2,Where are the sweet potatoes mounded,within the bowl,in a glass bowl,0.6
d0501785b532eca,What color are the darker patches on the apples,brown,brown,1.0
d0501785b532eca,What fruit is shown in the image,apples,peach,0.2
d0501785b532eca,What color is the bowl,white,white with blue rim,0.7
d0501785b532eca,What color is the cut apple piece,yellow,yellow and red,0.7
d0501785b532eca,Where are the apples placed,in a bowl,in a bowl,1.0
47319ad0fa9cdb4,What is the applesauce contained in,applesauce,blue bowl,0.1
47319ad0fa9cdb4,What color is the bowl,blue,the bowl is blue,0.7
47319ad0fa9cdb4,What color is the apple closer to the bowl,red,red and yellow,0.7
47319ad0fa9cdb4,Where is the bowl placed,on a surface,on the ground,0.7
dc9c9c226ed6f6b,What is the color of the applesauce,applesauce,light brown in color,0.3
dc9c9c226ed6f6b,What is the color of the applesauce in the bowl,golden-brown,brown,0.7
dc9c9c226ed6f6b,What is being done with the spoon in the image,scooped,scooping applesauce into bowl,0.6
dc9c9c226ed6f6b,What color is the bowl containing the applesauce,white,white,1.0
dc9c9c226ed6f6b,Where is most of the applesauce located,in the bowl,in the bowl,1.0
e0e667da478e560,What color is the pear-applesauce inside the jar,golden-amber,orange,0.6
e0e667da478e560,What is the container holding the pear-applesauce,jar,glass jar,0.9
e0e667da478e560,What color is the apple on the table,yellow,yellow,1.0
e0e667da478e560,Where is the jar of pear-applesauce placed,on the table,on a wooden table,0.9
e0e667da478e560,What color is the small dish containing more pear-applesauce,white,white,1.0
996c337701e6c89,What is the main protein in the dish,meat,beef,0.9
996c337701e6c89,What vegetable is visible in the ground meat mixture,carrots,chopped onion,0.1
996c337701e6c89,How are the plantains prepared,fried,fried or fried and browned,0.9
996c337701e6c89,Where is the ground meat mixture located,on the plate,on the left side of plate,0.7
996c337701e6c89,Where is the rice placed relative to the ground meat,adjacent,right of the ground meat,0.2
e0d807ecc1cc31b,What color are the artichoke hearts,green,light green,0.9
e0d807ecc1cc31b,What type of vegetable is shown in the lower-left area,artichoke,artichoke,1.0
e0d807ecc1cc31b,What color is the plate,white,white,1.0
e0d807ecc1cc31b,Where are the lettuce leaves located,to the right,next to the artichokes,0.2
fa3f82cfa61ea05,What color is the majority of the asparagus,green,green,1.0
fa3f82cfa61ea05,What vegetable is featured in the dish,asparagus,asparagus,1.0
fa3f82cfa61ea05,How are the asparagus pieces arranged on the plate,arranged,in a pile,0.3
dadaf1377287f2d,What color are the asparagus spears,green,bright green,0.9
dadaf1377287f2d,What vegetable is shown in the image,asparagus,asparagus,1.0
dadaf1377287f2d,In which direction are the asparagus tips pointing,upwards,left,0.1
dadaf1377287f2d,Where are the asparagus spears stacked,on top of,on a plate,0.5
a07fe2567ba507e,What color is the avocado near the center,green,yellow,0.1
a07fe2567ba507e,What fruit is used to hold the baked egg,avocado,avocado,1.0
a07fe2567ba507e,What color is the egg white,white,yellow,0.1
a07fe2567ba507e,Where is the avocado's outer skin described,on its outer skin,on the outer edge,0.5
a07fe2567ba507e,Where are the diced pieces of ham located,scattered,on top of the egg,0.1
d294dd73f747ba7,What color is the pie filling,green,green,1.0
d294dd73f747ba7,What type of dessert is shown in the image,pie,mint chocolate chip pie,0.6
d294dd73f747ba7,What color is the whipped cream on top of the pie,white,white,1.0
d294dd73f747ba7,Where is the whipped cream located,on top,on top of pie,0.7
e57919c504620ad,What color is the fried batter coating of the avocado bites,golden-brown,light green,0.1
e57919c504620ad,What is the main ingredient of the bites,avocado,tofu,0.1
e57919c504620ad,What color is the avocado inside the bites,green,green,1.0
e57919c504620ad,Where are the avocado bites placed,on a white square plate,on a white plate,0.9
e57919c504620ad,Do the avocado bites have the same size and shape,vary,no they do not,0.1
bc65d8c82c97c6e,What type of berries are on the Dutch Babies,raspberries,blueberries and raspberries,0.7
bc65d8c82c97c6e,How are the berries near the left edge arranged,scattered,in a bowl,0.2
bc65d8c82c97c6e,What color are the raspberries,red,red,1.0
bc65d8c82c97c6e,Where are the Dutch Babies presented,on the white cloth,in a cast iron skillet,0.2
43f16eb0ce00b22,How does the bacon appear on the surface,glistening,bacon is cut into strips,0.1
43f16eb0ce00b22,What type of meat is shown in the image,bacon,ham,0.3
43f16eb0ce00b22,What color is the exterior of the bacon,dark brown,black and brown,0.6
43f16eb0ce00b22,Where are the two pieces of bacon positioned relative to each other,separated by,on cutting board,0.2
603ff0b14e008eb,What type of meat is shown in the image,bacon,bacon,1.0
603ff0b14e008eb,Where is the bacon being cooked,oven,in the oven,0.7
603ff0b14e008eb,Where is the bacon placed in the oven,on a wire rack,on aluminum foil,0.3
dd10c756d295fd9,What color are the bagel bites,golden-brown,brown and white,0.5
dd10c756d295fd9,What type of food is shown in the image,bagel bites,blueberries and muffins,0.1
dd10c756d295fd9,Where are the bagel bites located in the image,blue,upper right side,0.1
dd10c756d295fd9,How many bagel bites are broken,in the bottom half,1,0.0
dd10c756d295fd9,What color is the plate in the image,broken,white,0.1
4ffc92ecaab59bc,What color are the bagels,golden-brown,brown and white,0.4
4ffc92ecaab59bc,What type of food is shown in the image,bagels,bagels,1.0
4ffc92ecaab59bc,What gives the bagels a speckled appearance,spice,spices on the bagels,0.3
4ffc92ecaab59bc,Where are the bagels placed,on a wire rack,on a wire rack,1.0
cc3286afe2ca6f4,What type of bread are the bagels made of,pumpernickel,whole wheat,0.2
cc3286afe2ca6f4,What color are the bagels,brown,brown,1.0
cc3286afe2ca6f4,What food item is being described,bagels,donuts,0.4
cc3286afe2ca6f4,Where are the bagels placed,on a black wire rack,on a cooling rack,0.7
cc3286afe2ca6f4,What color are the sesame seeds on the bagels,white,white,1.0
66d008af21ff8da,What color is the bagel on the left,golden-brown,brown with sesame seeds,0.5
66d008af21ff8da,What is the state of the cheese on the right bagel,melted,melty and bubbly,0.6
66d008af21ff8da,What is the bagel placed on,plate,a white plate,0.9
66d008af21ff8da,What type of seeds are on the bagel on the left,sesame,sesame seeds,0.9
66d008af21ff8da,Where is the golden-brown bagel located,on the left,on the left side,0.9
63f9b9692722870,What color is the baking dish,white,white,1.0
63f9b9692722870,What is the main ingredient in the top layer of the bake,cheese,cheese,1.0
63f9b9692722870,"What are the small, dark brown pieces within the cheese",sausage,sausage or bacon bits,0.9
63f9b9692722870,What color are the cooked sausage pieces,brown,brown,1.0
63f9b9692722870,Where are the sausage pieces located,within the cheese,on top of the dish,0.2
3a687442b546d06,What color is the smoothie,beige,the smoothie is beige,0.7
3a687442b546d06,What fruit is used to make the smoothie,bananas,banana,1.0
3a687442b546d06,What color is the straw,yellow,yellow,1.0
3a687442b546d06,Where are the bananas located,to the left of,on the left of the jar,0.9
be6202dbef60502,What color are the chocolate chips on top of the loaves,brown,brown,1.0
be6202dbef60502,What type of chips are on top of the loaves,chocolate,chocolate chips,0.9
be6202dbef60502,What shape are the loaves,loaves,cubical,0.1
be6202dbef60502,What color is the crust of the loaves,golden-brown,brown,0.7
be6202dbef60502,Where is one loaf angled towards,towards the center,towards the camera,0.5
eba8e48373f79c5,What type of fries are shown in the image,fries,plantain fries,0.7
eba8e48373f79c5,What color are the fries,brown,brown,1.0
eba8e48373f79c5,What color is the plate,white,white and black,0.7
eba8e48373f79c5,Where are the fries placed,on a plate,on a plate,1.0
4880300b48ec41e,What fruit is used in the dish,bananas,pineapple,0.2
4880300b48ec41e,What color are the bananas,golden-yellow,yellow,0.8
4880300b48ec41e,What liquid are the bananas immersed in,in coconut milk,milk,0.5
4880300b48ec41e,What is the food served in,bowl,glass bowl,0.9
aa269a3e332dd1e,What color are the banana tempura pieces,golden-brown,golden brown,1.0
aa269a3e332dd1e,What fruit is used to make the tempura,banana,banana,1.0
aa269a3e332dd1e,How are the banana tempura pieces arranged,together,in a pile,0.5
