Image,Question,Answer,Predict,gpt_score
d3305955d0cfa7b,What color is the Mahi Mahi,golden-brown,golden brown,1.0
d3305955d0cfa7b,What type of fish is shown in the image,mahi mahi,grilled salmon,0.2
d3305955d0cfa7b,What color are the mango cubes,yellow,yellow,1.0
d3305955d0cfa7b,What vegetable is on the bottom right of the image,beans,green beans,0.9
579368f6acb85bb,What is the color of the filets,white,white,1.0
579368f6acb85bb,What color are the grill marks on the filets,reddish-brown,dark brown,0.7
579368f6acb85bb,What color are the beans,green,green,1.0
29300b2106fa5c0,What color is the creamy sauce in the Rockefeller topping,orange,creamy white,0.1
29300b2106fa5c0,What vegetable is included in the Rockefeller topping,spinach,spinach,1.0
29300b2106fa5c0,What is the state of the mozzarella cheese on top,melted,melted,1.0
c7590e962a199ce,What is the texture of the rice,sticky,sticky,1.0
c7590e962a199ce,What color are the mango slices,yellow,yellow,1.0
c7590e962a199ce,How are the mango slices arranged on the rice,arranged,in a fan shape,0.3
c7590e962a199ce,Where are the mango slices placed on the rice,on top of,on top of the rice,0.9
1d14ca8f5e015c6,What color is the Cadillac Margarita,pink,pink,1.0
1d14ca8f5e015c6,What is the name of the drink,cadillac,cosmopolitan,0.1
1d14ca8f5e015c6,What color are the sugar crystals on the rim of the glass,white,white,1.0
1d14ca8f5e015c6,Where is the lime slice attached,on the surface,on the rim of glass,0.3
1d14ca8f5e015c6,What is the color of the lime slice,green,green,1.0
a3a640a49817695,What is the color of the margaritas,yellowish-green,yellow,0.6
a3a640a49817695,What is the drink in the image,margaritas,margaritas,1.0
a3a640a49817695,What color is the cocktail shaker,silver,silver,1.0
c6a5b6d09133e4e,What is the color of the Margarita On The Rocks,yellow-green,light green,0.7
c6a5b6d09133e4e,What color are the salt crystals on the rim of the glass,white,white,1.0
57ae10df5a5ef66,What color is the liquid in the glass,yellow,yellow,1.0
57ae10df5a5ef66,What color is the salt on the rim of the glass,white,white,1.0
57ae10df5a5ef66,Where are the pineapple leaves positioned,from the top,in the drink,0.1
0c5a0aacfe0bef7,What type of drink is being served,margaritas,margaritas,1.0
0c5a0aacfe0bef7,What color is the plate,blue,green and blue,0.5
0c5a0aacfe0bef7,Where are the margaritas placed,on the plate,on a plate,0.9
0c5a0aacfe0bef7,What color are the lime slices,green,green,1.0
28c13c705876e33,What color is the liquid in the glass,red,pink,0.3
28c13c705876e33,What fruit is skewered on the stick,blackberries,blackberry,0.9
28c13c705876e33,Where are the blackberries and mint leaves placed,on the wooden surface,in a glass,0.2
28c13c705876e33,What color are the mint leaves,green,green,1.0
0a840a459597f90,What is surrounding the chicken pieces,marinade,gravy and onions,0.2
0a840a459597f90,Where is the marinade mostly located,surrounding,on the right,0.2
0a840a459597f90,What type of meat is shown in the image,chicken,fish,0.0
0a840a459597f90,How does the marinade appear,glossy,thick and brown,0.1
0a840a459597f90,Where is the marinade located in relation to the chicken pieces,in the background,underneath the chicken,0.1
9628adf77ad491d,What is the consistency of the marinade,viscous,thick green sauce,0.3
9628adf77ad491d,What is the purpose of the green mixture in the bowl,marinade,dressing for salad,0.4
9628adf77ad491d,Where is the marinade contained,in the bowl,in a bowl,0.9
9628adf77ad491d,Where is the small white bowl located in the image,in the center,on a wooden surface,0.3
9628adf77ad491d,What fruit is placed to the right of the bowl,lemon,lemon,1.0
ff4e68b58369ade,What color is the marinade on the meat skewers,reddish-brown,brown,0.7
ff4e68b58369ade,What does the marinade do to the surface of the meat skewers,coats,gives a shiny appearance,0.2
ff4e68b58369ade,What are the pieces of meat placed on,skewers,a white plate,0.1
ff4e68b58369ade,What color is the plate,white,white,1.0
1a05e7b22b78c56,What color is the marinade,reddish-brown,red and black,0.4
1a05e7b22b78c56,What type of meat is the marinade on,chicken,chicken,1.0
1a05e7b22b78c56,Where is the marinade primarily located,on the upper chicken,on chicken,0.6
fa17a9ec083ec53,What is the color of the marmalade described as,amber,dark amber,0.7
fa17a9ec083ec53,What type of preserve is shown in the image,marmalade,apple butter,0.2
fa17a9ec083ec53,What color is the marmalade,amber,orange,0.3
fa17a9ec083ec53,What is the jar made of,glass,glass,1.0
820eb7fa401d2f5,What color is the marmalade,orange,orange,1.0
820eb7fa401d2f5,What is the shade of the marmalade's color,amber,orange,0.3
820eb7fa401d2f5,What is the name of the food item in the jar,marmalade,jam,0.7
820eb7fa401d2f5,What pattern is on the surface where the marmalade is placed,striped,stripes,0.9
820eb7fa401d2f5,Where is the kitchen towel in relation to the marmalade,to its left,below the jar,0.2
ee15c597bfb8798,What color is the first marshmallow log,brown,white,0.0
ee15c597bfb8798,What is the coating on the marshmallow logs,coated,coconut,0.1
ee15c597bfb8798,How many marshmallow logs are there,three,three,1.0
ee15c597bfb8798,Where is the first marshmallow log located,on the left,on parchment paper,0.3
ee15c597bfb8798,What is the white coating on the marshmallow logs made of,coconut,coconut shavings,0.9
b7538c474cb8e0d,What type of candy is shown in the image,marshmallows,marshmallow,1.0
b7538c474cb8e0d,What color are the marshmallows,light pink,pink,0.9
b7538c474cb8e0d,Where are the marshmallows placed,on a small plate,on a plate,0.9
b7538c474cb8e0d,Where are three of the marshmallows located,bottom,on a plate,0.2
d5a84d4b2f83ff9,How would you describe the appearance of the watermelon martini,vibrant,pink and refreshing,0.5
d5a84d4b2f83ff9,What fruit is used to garnish the drink,watermelon,watermelon and lime,0.7
d5a84d4b2f83ff9,What color is the watermelon cube on the glass,pink,red,0.3
d5a84d4b2f83ff9,Where is the watermelon cube placed,on the top,on the rim of a glass,0.4
d5a84d4b2f83ff9,What color is the lime wedge,green,green and yellow,0.7
66ae1600ebb7f91,What color is the liquid in the glasses,red,red,1.0
66ae1600ebb7f91,What type of glasses are the drinks served in,stemmed,martini glasses,0.1
66ae1600ebb7f91,What color is the granular substance on the rim of the glasses,brown,white,0.1
66ae1600ebb7f91,Where is the lemon slice positioned in each glass,on top of,on top of the drink,0.9
faeaf31da2804f9,What color is the liquid in the martini glass,reddish-purple,dark red,0.6
faeaf31da2804f9,What type of drink is in the glass,martini,martini,1.0
faeaf31da2804f9,What color are the cherries in the martini,red,red,1.0
faeaf31da2804f9,What is on the toothpick in the martini,with two bright red cherries,cherries,0.6
faeaf31da2804f9,What is the bottle to the left of the martini glass,agave,bottle of raspberry syrup,0.1
f03641343949289,What nut is used in the marzipan,pistachio,almonds,0.2
f03641343949289,What color is the pistachio marzipan,green,green,1.0
f03641343949289,What shape is the large block of marzipan,cylindrical,cylinder,0.9
f03641343949289,What shape is the other piece of marzipan,rectangular bar,rectangular,0.7
f03641343949289,Where is the cylindrical block positioned,on the left side,next to the cake,0.2
b18e700533e57c7,What color is the bowl,white,white,1.0
b18e700533e57c7,What color are the diced carrots,orange,orange,1.0
b18e700533e57c7,What vegetable is scattered in the soup,carrots,carrots,1.0
b18e700533e57c7,Where is the soup served,in a bowl,in a bowl,1.0
6e5a18f2e850105,How does the chicken skin appear,crispy,crispy and brown,0.9
6e5a18f2e850105,What type of meat is shown in the image,chicken,roasted chicken,0.9
6e5a18f2e850105,What color is the plate,white,white,1.0
6e5a18f2e850105,What color are the lemon slices,yellow,yellow,1.0
6e5a18f2e850105,Where is the chicken placed,on a plate,on a white plate,0.9
d7c036841cefce5,What is the name of the condiment in the image,mayo,mayonnaise,0.7
d7c036841cefce5,What texture does the 'Thick 'n Tangy Mayo' have,smooth,creamy and smooth,0.9
d7c036841cefce5,What color is the pan in the image,gray,silver,0.6
d7c036841cefce5,Where is some of the 'Thick 'n Tangy Mayo' located,in the upper left corner,in a container,0.2
7e886250c1c8bd7,What is the condiment served in,bowl,a bowl,1.0
7e886250c1c8bd7,What color is the condiment,orange,light orange,0.9
7e886250c1c8bd7,What herb is used to top the condiment,basil,basil,1.0
7e886250c1c8bd7,Where is the bowl placed,on a light-colored surface,on a table,0.6
e4a5cb24b16dcbf,What color is the ramp mayonnaise,light green,green,0.8
e4a5cb24b16dcbf,What does the ramp mayonnaise do to the bowl,fills,fills it,0.5
e4a5cb24b16dcbf,What type of container is the ramp mayonnaise in,bowl,glass bowl,0.9
e4a5cb24b16dcbf,What is positioned to the right of the bowl,leaves,leaves and flower,0.7
e4a5cb24b16dcbf,Where are the leaves and flowers positioned relative to the bowl,to the right of,next to the bowl,0.3
dd053255e37ce87,What color are the egg noodles,yellow,yellow,1.0
dd053255e37ce87,What is the main protein in the dish,meatballs,meatballs,1.0
dd053255e37ce87,Where are the meatballs located,on top,on top of pasta,0.7
dd053255e37ce87,What color are the herbs sprinkled on top,green,green,1.0
61be719816b9597,What color are the meatballs primarily,orange-brown,orange,0.7
61be719816b9597,What type of sauce is used in the dish,tomato sauce,red curry sauce,0.3
61be719816b9597,What does the tomato sauce do to the meatballs,covers,coats them,0.3
61be719816b9597,What color are the parsley flakes on top of the dish,green,green,1.0
99b06fe64858e3f,What is the flavor of the meatballs,sweet,sweet and tangy,0.7
99b06fe64858e3f,What type of food is in the bowl,meatballs,meatballs,1.0
99b06fe64858e3f,What color are the meatballs,brownish-red,brown,0.7
99b06fe64858e3f,Where are the meatballs placed in the image,in the center,on a plate,0.3
99b06fe64858e3f,What is the meatballs served in,bowl,gravy,0.2
3bcec40caadd96c,What is the texture of the sauce on the meatballs,creamy,thick and smooth,0.7
3bcec40caadd96c,What is the main protein in the dish,meatballs,meatballs,1.0
3bcec40caadd96c,What color is the sauce on the meatballs,orange,orange,1.0
3bcec40caadd96c,Where is the rice located in relation to the meatballs,underneath,under the meatballs,0.6
3bcec40caadd96c,What color are the beans in the image,green,green,1.0
48ff5489da60b8a,What color is the outer layer of the meatloaf,brown,dark brown,0.9
48ff5489da60b8a,What is served alongside the meatloaf,salad,salad and roll,0.7
48ff5489da60b8a,How is the red onion prepared in the salad,sliced,sliced,1.0
48ff5489da60b8a,Where is the All-American Meatloaf located in the image,is in,on a plate,0.2
48ff5489da60b8a,What color is the bread roll,golden,light brown,0.4
7c05dc76a8b9bbd,What type of dish is shown in the image,meatloaf,barbecue meat with potatoes,0.3
7c05dc76a8b9bbd,What is the primary color of the meatloaf,light-brown,brown,0.8
7c05dc76a8b9bbd,What color is the sauce on the meatloaf,reddish-brown,dark red,0.7
7c05dc76a8b9bbd,Where on the plate is the meatloaf positioned,towards the right side,on the right,0.9
5f4fe775f4c81eb,What color is the outer edge of the meatloaf,dark,dark brown,0.7
5f4fe775f4c81eb,What is the main dish in the image,meatloaf,meatloaf,1.0
5f4fe775f4c81eb,What color is the plate,white,white,1.0
5f4fe775f4c81eb,What is garnished on the meatloaf,with sprigs,thyme,0.5
6a7b52c652f8f68,What color are the broccoli florets in the image,bright,green,0.2
6a7b52c652f8f68,What vegetable is bright green and scattered in the image,broccoli,broccoli,1.0
6a7b52c652f8f68,What color is the diced ham in the image,red,pink,0.3
6a7b52c652f8f68,How do the potato cubes appear in the image,browned,golden brown and crispy,0.7
6a7b52c652f8f68,Where are the ingredients distributed across the image,across the image,spread across the dish,0.4
aa903bd2778d89d,What is the color of the top melon ball,yellow,orange,0.2
aa903bd2778d89d,What type of drink is in the glass,smoothie,milkshake,0.7
aa903bd2778d89d,What is the glass made of,glass,glass,1.0
aa903bd2778d89d,What is the color of the middle melon ball,white,orange,0.1
aa903bd2778d89d,Where are the orange and green melon balls positioned,near to,on the drink,0.2
fe9f0ffd89fa623,What is the color of the glass pitcher,clear,clear,1.0
fe9f0ffd89fa623,What type of container is the flax seed milk in,pitcher,glass pitcher,0.9
fe9f0ffd89fa623,What is the color of the flax seed milk,beige,white,0.2
fe9f0ffd89fa623,Where is the pitcher sitting,in the center-left,on a table,0.3
84e269f9d9b168c,What color is the tiled surface,pink,pink,1.0
84e269f9d9b168c,What type of drink is shown in the image,milkshakes,milkshake,1.0
84e269f9d9b168c,Where is the whipped cream located,topped,on top of milkshakes,0.2
84e269f9d9b168c,What color is the cherry on each milkshake,red,red,1.0
84e269f9d9b168c,Where is the cherry positioned,on each milkshake,on top of the milkshake,0.7
97bf53a3c9e3567,What is the top layer of the cheesecake made of,chocolate,chocolate,1.0
97bf53a3c9e3567,What color is the cheesecake itself,brown,light brown,0.9
97bf53a3c9e3567,Where are the chocolate chunks located,on top,on top of the cake,0.7
067bfdc6a1b4452,What is the appearance of the water in the pitcher,clear,clear with lemon slices,0.7
067bfdc6a1b4452,What type of container is the citrus water in,pitcher,pitcher,1.0
067bfdc6a1b4452,What color are the lemon slices in the pitcher,yellow,yellow,1.0
067bfdc6a1b4452,Where is the pitcher placed,on a wooden board,on a wooden board,1.0
39267ddba7b95b5,What color is the broth in the soup,yellowish,clear,0.2
39267ddba7b95b5,What ingredient in the soup is white and rectangular,tofu,tofu,1.0
39267ddba7b95b5,How are the sliced green scallions arranged in the soup,scattered across,on top of the soup,0.1
39267ddba7b95b5,What color is the geometric pattern on the bowl's rim,blue,blue and white,0.7
48462df2eb117b1,What color is the Miso Honey Dressing,reddish-brown,reddish brown,1.0
48462df2eb117b1,What type of container is the Miso Honey Dressing in,jar,glass bottle,0.3
48462df2eb117b1,What is the texture of the Miso Honey Dressing,viscous,thick and smooth,0.7
48462df2eb117b1,Where are the green onion and sesame seeds located,on the top,on top of sauce,0.4
48462df2eb117b1,What is placed beside the jar of Miso Honey Dressing,tomatoes,tomatoes,1.0
0bfd3b543549aa0,What is the Chex Mix served in,bowl,glass bowl,0.9
0bfd3b543549aa0,How are the ingredients in the bowl arranged,mixed,mixed together,0.9
0bfd3b543549aa0,What color are the Chex cereal pieces,brown,orange,0.1
0bfd3b543549aa0,What color are the Goldfish crackers,orange,light orange,0.9
0bfd3b543549aa0,Where is the Spicy Buffalo Chex Mix placed,in a clear glass bowl,in a bowl,0.7
b7cc7018ab8a658,What color is the wooden bowl,brown,dark brown,0.9
b7cc7018ab8a658,What is the snack mix served in,bowl,wooden bowl,0.9
b7cc7018ab8a658,What type of sweet treats are included in the snack mix,candies,candy corn,0.7
b7cc7018ab8a658,What color are the Bugles in the snack mix,golden-brown,yellow,0.5
dc76426a240bd72,What color is the checkered cloth,blue,blue and white,0.7
dc76426a240bd72,What material is the surface the bowls are sitting on,wooden,wood,0.9
dc76426a240bd72,What type of snack is golden brown in the bowls,pretzels,pasta salad,0.2
dc76426a240bd72,What color are the cheese-flavored sticks,orange,yellow,0.2
dc76426a240bd72,Where is the bowl with the blue and white checkered cloth located,on the left,under the bowl,0.2
ffed70feaf2c3d8,What color is the caramel corn,beige,light brown,0.7
ffed70feaf2c3d8,What color are the pretzels,brown,brown,1.0
ffed70feaf2c3d8,Where are the pretzels scattered mostly,towards the bottom,in the mix,0.2
869d6b1bdc93aba,What color is the Mocha au Lait Mix,brown,brown,1.0
869d6b1bdc93aba,What is the container for the Mocha au Lait Mix,jar,jar,1.0
869d6b1bdc93aba,What is the state of the Mocha au Lait Mix in the jar,filled,powdered,0.2
869d6b1bdc93aba,What color are the pieces in the Mocha au Lait Mix,white,white and brown,0.7
869d6b1bdc93aba,Where is the jar filled with white powder located,to the left of,on a table,0.2
958fef1593cd2eb,What is the primary color of the mocha drink,brown,brown,1.0
958fef1593cd2eb,What is the texture of the top layer of the drink,foamy,whipped cream,0.6
958fef1593cd2eb,What is on top of the mocha drink,with whipped cream,whipped cream and chocolate chips,0.7
958fef1593cd2eb,Where are the chocolate chips located,scattered,on whipped cream,0.1
638bf82e40fbb3d,What is the hue of the mojito,yellow-green,greenish-yellow,0.9
638bf82e40fbb3d,What type of drink is shown in the image,mojito,mojito,1.0
638bf82e40fbb3d,What color are the mint leaves in the mojito,green,green,1.0
638bf82e40fbb3d,How is the mojito served in the image,by the pitcher,in a glass pitcher,0.6
638bf82e40fbb3d,What describes the appearance of the mint leaves,fresh,fresh and green,0.9
bc20ea826ad34ab,What color is the mojito located at the top left,green,green,1.0
bc20ea826ad34ab,What type of drink is shown in the image,mojito,cocktail,0.9
bc20ea826ad34ab,What color is the mojito with mint leaves and a gold straw,yellow,green,0.1
bc20ea826ad34ab,What fruit is in the light pink mojito,strawberry,strawberry,1.0
f54d9b4f31ab88c,What is the color of the glasses holding the mousse,transparent,clear,0.9
f54d9b4f31ab88c,What type of dessert is shown in the image,mousse,tiramisu,0.3
f54d9b4f31ab88c,What color is the coffee powder on top of the mousse,brown,brown,1.0
f54d9b4f31ab88c,How would you describe the texture of the mousse,creamy,creamy and fluffy,0.9
f54d9b4f31ab88c,Where are the mousses placed,on a silver tray,on a tray,0.9
42a76678c4704ca,What color is the top of the muffins,golden-yellow,yellow and black,0.3
42a76678c4704ca,What type of baked goods are shown in the image,muffins,muffins,1.0
42a76678c4704ca,What is the front muffin doing to the muffin behind it,obscuring,partially covering it,0.7
42a76678c4704ca,What color is the serving dish,blue,blue,1.0
b65addd2e59de92,What type of drink is the Limoncello Mule,beverage,alcoholic beverage,0.9
b65addd2e59de92,What do the ice cubes fill in the glass,fill,part of the glass,0.2
b65addd2e59de92,What color are the ice cubes,white,clear,0.3
b65addd2e59de92,Where is the sprig of mint leaves located,on top of,in the glass,0.2
5a2032b309c2f30,What material is the mug made of,copper,copper,1.0
5a2032b309c2f30,What type of drink container is used,mug,mug,1.0
5a2032b309c2f30,What color is the lime twist on the mug,green,green,1.0
5a2032b309c2f30,What color is the candied ginger,yellow,green,0.1
5a2032b309c2f30,Where is the slice of lime placed,on the wooden surface,on the rim of a mug,0.3
ea5af326b0c0ae0,What color are the mushrooms,brown,brown,1.0
ea5af326b0c0ae0,What type of food is shown in the image,mushrooms,meat dish,0.1
ea5af326b0c0ae0,How does the sauce on the mushrooms appear,glossy,dark and glossy,0.7
ea5af326b0c0ae0,What color are the leaves scattered throughout the mushrooms,green,green,1.0
ea5af326b0c0ae0,How are the mushrooms arranged,in a pile,stacked in a bowl,0.3
49867bb4f0e8a8e,What color are the scrambled eggs,yellow,yellow,1.0
49867bb4f0e8a8e,What is the main ingredient mixed with the mushrooms,eggs,eggs,1.0
49867bb4f0e8a8e,What type of vegetable is mixed with the eggs,mushroom,mushrooms,1.0
49867bb4f0e8a8e,What color are the mushrooms,brown,brown,1.0
2f23310ae0cd1ac,What is the main protein in the dish,chicken,chicken,1.0
2f23310ae0cd1ac,What color is the creamy dijon sauce,brown,light brown,0.9
2f23310ae0cd1ac,Where is the chicken located in the bowl,on the right,on top of rice,0.2
2f23310ae0cd1ac,What are the small green specks on the sauce,herbs,parsley,0.7
003a0414a7b4b4d,What is the texture of the mushrooms,creamy,soft and moist,0.5
003a0414a7b4b4d,What type of food is being cooked,mushrooms,stir-fried mushrooms,0.9
003a0414a7b4b4d,What color is the pan,black,black,1.0
003a0414a7b4b4d,Where are the mushrooms being cooked,from the pan,in a frying pan,0.7
003a0414a7b4b4d,What color are the darker parts of the mushrooms,brown,dark brown,0.9
6b9c89697a4e683,What color are the enoki mushrooms in the image,yellow,white,0.1
6b9c89697a4e683,What type of mushrooms are shown in the image,enoki mushrooms,mushroom noodles,0.3
6b9c89697a4e683,How do the strands of enoki mushrooms appear in the image,tangled,white and shiny,0.2
6b9c89697a4e683,What is the shape of the enoki mushrooms in the image,strands,long and thin,0.4
ae3d0682c44e12e,What is the state of the mussels in the broth,immersed,open and cooked,0.2
ae3d0682c44e12e,What type of seafood is primarily black and in the center of the image,mussels,mussels,1.0
ae3d0682c44e12e,What color is the broth surrounding the mussels,orange-red,red,0.7
ae3d0682c44e12e,What color is the chorizo in the broth,brownish-red,red,0.7
ae3d0682c44e12e,Where is the piece of bread located in the image,on the left,left of the bowl,0.7
ced462fa8f5ce2e,What is the color of the mustard sauce,yellow-orange,yellow,0.7
ced462fa8f5ce2e,What is happening to the mustard sauce above the jar,pouring,being poured,0.7
ced462fa8f5ce2e,What is the mustard sauce stored in,jar,glass jar,0.9
ced462fa8f5ce2e,What is the cutting board made of,wooden,wood,0.9
ced462fa8f5ce2e,Where is the spoonful of mustard sauce held,above the jar,in a spoon,0.1
4fde47f85a2d62f,What material is the jar made of,glass,glass,1.0
4fde47f85a2d62f,What type of surface is the jar on,wooden,wooden table,0.9
4fde47f85a2d62f,What condiment is in the jar,mustard,mustard,1.0
4fde47f85a2d62f,Where is the jar located relative to the silver spreader,to the right,to the right,1.0
832f0e5e873a85a,What type of mustard is in the jars,dijon,whole grain mustard,0.6
832f0e5e873a85a,What color is the mustard in the jars,tan,yellow,0.2
832f0e5e873a85a,How are the jars arranged in the image,lined up,in a row,0.9
832f0e5e873a85a,What containers hold the mustard,jars,mason jars,0.9
87b272a4cbacfdb,What is the texture of the vegan nacho cheese,creamy,creamy and smooth,0.9
87b272a4cbacfdb,What food is the vegan nacho cheese poured over,nachos,chips,0.7
87b272a4cbacfdb,What color is the vegan nacho cheese,light-orange,yellow,0.4
87b272a4cbacfdb,Where is the chopped green onions scattered,on top of,on nachos,0.2
87b272a4cbacfdb,What is the vegan nacho cheese held in,bowl,glass bowl,0.9
af8cb9fe3adcc14,What is the base of the dish made of,potato,potato chips,0.7
af8cb9fe3adcc14,What color is the plate,white,white,1.0
af8cb9fe3adcc14,What color are the potato wedges,golden-brown,golden brown,1.0
af8cb9fe3adcc14,What is melted over the potatoes,cheese,cheddar cheese,0.9
af8cb9fe3adcc14,Where are the quick potato nachos placed,on a plate,on a plate,1.0
a87e8139eb5bf66,What is drizzled on top of the nachos,chocolate,chocolate sauce,0.9
a87e8139eb5bf66,What type of chips are used for the nachos,nachos,tortilla chips,0.7
a87e8139eb5bf66,What color are the tortilla chips,brown,brown,1.0
a87e8139eb5bf66,What color is the paper plate,white,white with floral design,0.7
a87e8139eb5bf66,Where is the ice cream and chocolate sauce primarily concentrated,on top of,on the tortilla chips,0.6
7745d02f7aac9ca,What is the texture of the nectarine refresher,smooth,smooth,1.0
7745d02f7aac9ca,What is the nectarine refresher served in,glass,a glass,1.0
7745d02f7aac9ca,What color is the nectarine refresher,pink,pinkish-red,0.9
7745d02f7aac9ca,What type of drink is in the glass,refresher,smoothie,0.2
2bf4c23266f6f36,What type of dish is being described,soup,pho or soup,0.9
2bf4c23266f6f36,What color are the jalapeño slices,green,green,1.0
2bf4c23266f6f36,What type of meat is in the soup,chicken,chicken,1.0
2bf4c23266f6f36,Where is the lime wedge located,on the lower-right,in the soup,0.2
35fecfa515fed5b,What color is the bowl,light blue,white with blue rim,0.3
35fecfa515fed5b,What is the food served in,bowl,a bowl,1.0
35fecfa515fed5b,How much of the bowl do the noodles occupy,fill,most of the bowl,0.2
35fecfa515fed5b,What color are the noodles,yellow,yellow,1.0
35fecfa515fed5b,Where are the noodles located in the image,in the center,in a bowl,0.3
2dcd9ac80de058d,What is the texture of the catfish nuggets,crunchy,crispy,0.7
2dcd9ac80de058d,What type of food is arranged on the plate,nuggets,fried mozzarella sticks,0.2
2dcd9ac80de058d,What color is the plate,white,white with black trim,0.7
2dcd9ac80de058d,Where are the catfish nuggets located on the plate,on the right side,right side of plate,0.7
2dcd9ac80de058d,What color is the sauce on the plate,red,red,1.0
8f2c50a0a19996f,What type of nuts are covered in chocolate,corn nuts,peanuts,0.2
8f2c50a0a19996f,What color is the chocolate coating,brown,dark brown,0.9
8f2c50a0a19996f,Where is one cluster of chocolate-covered corn nuts located,on the napkin,on a napkin,0.9
4c2f9a94422a2e9,What color is the pie crust,golden-brown,golden brown,1.0
4c2f9a94422a2e9,What type of pie is shown,oatmeal,apple pie,0.1
4c2f9a94422a2e9,What is inside the pie crust,filling,apple pie filling,0.7
4c2f9a94422a2e9,What color is the shredded coconut,white,white,1.0
4c2f9a94422a2e9,Where is the slice of pie placed,on a white surface,on a plate,0.7
0bc89d050cedc1c,What color are the overnight buckwheat oats,beige,brown,0.5
0bc89d050cedc1c,What do the buckwheat oats do in the bowl,fill,serve as a base,0.2
0bc89d050cedc1c,What type of berries are dark blue and on top of the oats,blueberries,blueberries,1.0
0bc89d050cedc1c,What color are the red berries,red,red,1.0
0bc89d050cedc1c,Where are the blueberries and red berries located,on top,in a bowl,0.2
d0530bab5c8a27e,What color is the cooking pot,black,black,1.0
d0530bab5c8a27e,What is the main ingredient in the dish besides okra,rice,rice,1.0
d0530bab5c8a27e,What color are the okra pieces,green,green,1.0
d0530bab5c8a27e,What vegetable is mixed with the rice,okra,green bell pepper,0.3
d0530bab5c8a27e,In what type of pot is the okra rice cooked,in a black cooking pot,black pot,0.7
63259c61ebc63e5,What color is the chicken breast,beige,white,0.2
63259c61ebc63e5,What type of meat is at the center of the plate,chicken,chicken,1.0
63259c61ebc63e5,What color are the olives,green,green,1.0
63259c61ebc63e5,Where are the green olives placed,on top,around the dish,0.2
63259c61ebc63e5,What are the bright red halved fruits on the chicken,tomatoes,cherry tomatoes,0.9
07fd6296d93bc13,What color are most of the olives,golden,green,0.1
07fd6296d93bc13,What type of food is shown in the image,olives,baked stuffed mushrooms,0.1
07fd6296d93bc13,What has been done to three of the olives,cut,cut open,0.7
07fd6296d93bc13,Where are the cut olives located,on the bottom,inside the appetizers,0.1
07fd6296d93bc13,What color are the insides of the cut olives,green,green,1.0
861fbbe85de778d,What material is the cutting board made of,wooden,wood,0.9
861fbbe85de778d,What type of bread is displayed,bread,raisin bread,0.7
861fbbe85de778d,What color are the olive pieces in the bread,black,black,1.0
861fbbe85de778d,What color is the crust of the bread,golden-brown,golden brown,1.0
861fbbe85de778d,Where is the bread placed,on a wooden cutting board,on a cutting board,0.9
6f5f740fb4a87c2,Are the olives visible in the jar,visible,"yes, they are visible",0.6
6f5f740fb4a87c2,What type of food is inside the jar,olives,pickles,0.2
6f5f740fb4a87c2,What material is the jar made of,glass,glass,1.0
425e9f115ea8100,What color is the plate,white,white,1.0
425e9f115ea8100,What color is the omelet,yellow,yellow,1.0
425e9f115ea8100,What is the filling doing to the omelet,spilling out of,making it fluffy,0.1
425e9f115ea8100,What type of meat is in the filling,bacon,bacon,1.0
425e9f115ea8100,How are the onions prepared in the filling,mixed,sautéed,0.3
1f5e476034d2636,Where is the spinach located,located on the left side,under egg,0.1
1f5e476034d2636,What is the main ingredient of the top layer of the dish,omelette,egg,0.7
1f5e476034d2636,How is the feta cheese distributed in the dish,scattered,mixed with tomatoes,0.2
1f5e476034d2636,What color are the tomato slices,red,red,1.0
b78d925a20b5499,What color are the caramelized onions,caramelized,dark brown,0.6
b91602b9b0ce9ab,What has happened to the cheese,melted,melted and browned,0.7
b91602b9b0ce9ab,What ingredient appears as light brown to dark brown strands and chunks,onions,cheese,0.0
b91602b9b0ce9ab,What color are the onions,brown,brown,1.0
b91602b9b0ce9ab,What ingredient covers the entire top surface of the dish,cheese,cheese,1.0
b91602b9b0ce9ab,Where are the onions more concentrated,towards the bottom,left side of dish,0.2
67117992b296d76,What color is the hot dog,reddish-brown,brown,0.7
67117992b296d76,How is the hot dog positioned in the bun,nestled,tilted to the right,0.1
67117992b296d76,What color are the onions,orange,red,0.2
67117992b296d76,Where is the bowl of onions located in relation to the hot dog,to the left of,behind the hot dog,0.2
1c3a4f30fe5d2a1,What color are the roasted oranges,orange,orange,1.0
1c3a4f30fe5d2a1,What are the roasted oranges served on,plate,a plate,1.0
1c3a4f30fe5d2a1,How would you describe the color of the roasted oranges,vibrant,golden orange,0.6
03ad6b911f92ca4,What is the texture of the white layer on top of the drink,thick,foamy,0.2
03ad6b911f92ca4,What type of beverage is the Orange Glorious II,drink,a smoothie,0.6
03ad6b911f92ca4,What is the mint leaf used for on the drink,garnished,garnish,0.9
03ad6b911f92ca4,What color is the mint leaf used as garnish,green,green,1.0
03ad6b911f92ca4,Where are the bright orange pieces from the drink located,at the bottom,on the table,0.2
8442a41c2de89de,What color is the light pink layer,pink,light pink,0.9
8442a41c2de89de,Does the dessert contain Oreo,oreo,yes,0.1
8442a41c2de89de,Is the whipped topping sprinkled with chocolate chips,sprinkled,yes,0.1
8442a41c2de89de,Where are the chocolate chips scattered,on top surface,on top of the dessert,0.5
9ffec9e57522152,What shape is the Cajun Oyster Pie,circular,round,0.9
