answer,predicted_answer,rouge1,rouge2,rougeL
whitish-yellow,no color description,0.0,0.0,0.0
on the rim,left side of glass,0.0,0.0,0.0
lime,lemon wedge,0.0,0.0,0.0
yellow,white,0.0,0.0,0.0
linguine,linguine,1.0,0.0,1.0
green,green,1.0,0.0,1.0
scattered,scattered across the surface,0.4,0.0,0.4
beige,light yellowish,0.0,0.0,0.0
pasta,pasta,1.0,0.0,1.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
green,green,1.0,0.0,1.0
on top of,center of the dish,0.28571428571428575,0.0,0.28571428571428575
white,white,1.0,0.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
on a plate,on a white plate,0.8571428571428571,0.4,0.8571428571428571
blueberries,blueberries,1.0,0.0,1.0
wooden,wood,0.0,0.0,0.0
cheese,cheesy biscuit,0.0,0.0,0.0
yellow,light yellow,0.6666666666666666,0.0,0.6666666666666666
on the left,left side,0.4,0.0,0.4
yes,difficult to say,0.0,0.0,0.0
white,white,1.0,0.0,1.0
in the center,on a white tray,0.0,0.0,0.0
golden,golden brown,0.6666666666666666,0.0,0.6666666666666666
overlapping,overlapping each other,0.5,0.0,0.5
reddish-brown,golden brown,0.5,0.0,0.5
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
on the right side,upper right side,0.5714285714285715,0.4,0.5714285714285715
bowl,small white bowl,0.5,0.0,0.5
yellow,yellow-orange,0.6666666666666666,0.0,0.6666666666666666
covering,adhering to the macaroni,0.0,0.0,0.0
vibrant,savory breakfast skillet,0.0,0.0,0.0
skillet,red cast iron skillet,0.4,0.0,0.4
browned,reddish-brown,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
on top of,top left,0.4,0.0,0.4
green,green,1.0,0.0,1.0
in the center,on a blue surface,0.0,0.0,0.0
macaroni,macaroni,1.0,0.0,1.0
yellow,white,0.0,0.0,0.0
on the top,top of macaroni,0.3333333333333333,0.0,0.3333333333333333
yellow,yellow,1.0,0.0,1.0
macaroni,macaroni and cheese,0.5,0.0,0.5
clustered,loose irregular pattern,0.0,0.0,0.0
on the left side,left side,0.6666666666666666,0.5,0.6666666666666666
ginger,sweet and sour,0.0,0.0,0.0
Mahi Mahi,mahi mahi,1.0,1.0,1.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
in the bottom center,bottom left of plate,0.25,0.0,0.25
golden-brown,light brown,0.5,0.0,0.5
Mahi Mahi,mahi mahi,1.0,1.0,1.0
yellow,yellow,1.0,0.0,1.0
beans,green beans,0.6666666666666666,0.0,0.6666666666666666
white,white with brown,0.5,0.0,0.5
reddish-brown,dark brown,0.5,0.0,0.5
green,green,1.0,0.0,1.0
orange,light yellow,0.0,0.0,0.0
spinach,spinach,1.0,0.0,1.0
melted,melted and slightly browned,0.4,0.0,0.4
sticky,slightly sticky,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow,1.0,0.0,1.0
arranged,fan shape,0.0,0.0,0.0
on top of,on top,0.8,0.6666666666666666,0.8
pink,pink-colored,0.6666666666666666,0.0,0.6666666666666666
Cadillac,margarita,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on the surface,rim of the glass,0.28571428571428575,0.0,0.28571428571428575
green,green,1.0,0.0,1.0
yellowish-green,pale yellow,0.0,0.0,0.0
margaritas,margaritas,1.0,0.0,1.0
silver,silver or gray,0.5,0.0,0.5
yellow-green,pale yellow-green,0.8,0.6666666666666666,0.8
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
white,white,1.0,0.0,1.0
from the top,left side of glass,0.0,0.0,0.0
margaritas,margaritas,1.0,0.0,1.0
blue,blue-green,0.6666666666666666,0.0,0.6666666666666666
on the plate,on a blue plate,0.5714285714285715,0.0,0.5714285714285715
green,green,1.0,0.0,1.0
red,reddish-pink,0.0,0.0,0.0
blackberries,blackberry,1.0,0.0,1.0
on the wooden surface,wooden cutting board,0.28571428571428575,0.0,0.28571428571428575
green,green,1.0,0.0,1.0
marinade,brown liquid,0.0,0.0,0.0
surrounding,bottom of the image,0.0,0.0,0.0
chicken,fish,0.0,0.0,0.0
glossy,dark brown liquid,0.0,0.0,0.0
in the background,below the chicken pieces,0.28571428571428575,0.0,0.28571428571428575
viscous,bit thick,0.0,0.0,0.0
marinade,flavor and tenderize food,0.0,0.0,0.0
in the bowl,white ceramic bowl,0.3333333333333333,0.0,0.3333333333333333
in the center,center of the image,0.5714285714285715,0.0,0.28571428571428575
lemon,lemon,1.0,0.0,1.0
reddish-brown,light brown,0.5,0.0,0.5
coats,caramelized crust,0.0,0.0,0.0
skewers,skewers,1.0,0.0,1.0
white,white,1.0,0.0,1.0
reddish-brown,dark red or brown,0.3333333333333333,0.0,0.3333333333333333
chicken,chicken,1.0,0.0,1.0
on the upper chicken,on the chicken,0.8571428571428571,0.4,0.8571428571428571
amber,orange,0.0,0.0,0.0
marmalade,fruit preserve,0.0,0.0,0.0
amber,orange-brown,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
orange,dark orange,0.6666666666666666,0.0,0.6666666666666666
amber,orange-brown hue,0.0,0.0,0.0
marmalade,homemade jam or jelly,0.0,0.0,0.0
striped,yellow and white striped,0.4,0.0,0.4
to its left,in front of,0.0,0.0,0.0
brown,white,0.0,0.0,0.0
coated,shredded coconut,0.0,0.0,0.0
three,three,1.0,0.0,1.0
on the left,front left,0.4,0.0,0.4
coconut,shredded coconut,0.6666666666666666,0.0,0.6666666666666666
marshmallows,homemade marshmallows,0.6666666666666666,0.0,0.6666666666666666
light pink,pink,0.6666666666666666,0.0,0.6666666666666666
on a small plate,on a white plate,0.75,0.3333333333333333,0.75
bottom,front on the left,0.0,0.0,0.0
vibrant,vibrant pink color,0.5,0.0,0.5
watermelon,watermelon and lime,0.5,0.0,0.5
pink,red,0.0,0.0,0.0
on the top,left side of glass,0.0,0.0,0.0
green,green,1.0,0.0,1.0
red,deep red,0.6666666666666666,0.0,0.6666666666666666
stemmed,martini glasses,0.0,0.0,0.0
brown,reddish-pink,0.0,0.0,0.0
on top of,at the bottom,0.0,0.0,0.0
reddish-purple,red,0.0,0.0,0.0
martini,cocktail,0.0,0.0,0.0
red,red,1.0,0.0,1.0
with two bright red cherries,two cherries,0.5714285714285715,0.0,0.5714285714285715
agave,ancho huyaco sauce,0.0,0.0,0.0
pistachio,almonds,0.0,0.0,0.0
green,green,1.0,0.0,1.0
cylindrical,cylindrical,1.0,0.0,1.0
rectangular bar,rectangle,0.0,0.0,0.0
on the left side,on a green board,0.25,0.0,0.25
white,white,1.0,0.0,1.0
orange,orange,1.0,0.0,1.0
carrots,carrots,1.0,0.0,1.0
in a bowl,in a white bowl,0.8571428571428571,0.4,0.8571428571428571
crispy,crispy and golden brown,0.4,0.0,0.4
chicken,roasted chicken,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
on a plate,on a plate,1.0,1.0,1.0
mayo,butter,0.0,0.0,0.0
smooth,smooth and creamy,0.5,0.0,0.5
gray,no pan visible,0.0,0.0,0.0
in the upper left corner,i cannot answer that,0.0,0.0,0.0
bowl,small white bowl,0.5,0.0,0.5
orange,light orange,0.6666666666666666,0.0,0.6666666666666666
basil,basil,1.0,0.0,1.0
on a light-colored surface,on a tablecloth,0.5,0.3333333333333333,0.5
light green,green,0.6666666666666666,0.0,0.6666666666666666
fills,garnishing the bowl,0.0,0.0,0.0
bowl,glass container,0.0,0.0,0.0
leaves,green leaf,0.0,0.0,0.0
to the right of,right of the bowl,0.75,0.3333333333333333,0.5
yellow,yellow,1.0,0.0,1.0
meatballs,meat,0.0,0.0,0.0
on top,middle of the dish,0.0,0.0,0.0
green,light green,0.6666666666666666,0.0,0.6666666666666666
orange-brown,beige,0.0,0.0,0.0
tomato sauce,tomato-based sauce,0.8,0.0,0.8
covers,flavor enhancement,0.0,0.0,0.0
green,green,1.0,0.0,1.0
sweet,barbecue sauce,0.0,0.0,0.0
meatballs,meatballs,1.0,0.0,1.0
brownish-red,light brown,0.0,0.0,0.0
in the center,in a white bowl,0.28571428571428575,0.0,0.28571428571428575
bowl,white bowl,0.6666666666666666,0.0,0.6666666666666666
creamy,thick and creamy,0.5,0.0,0.5
meatballs,meatballs,1.0,0.0,1.0
orange,light orange,0.6666666666666666,0.0,0.6666666666666666
underneath,on the bottom,0.0,0.0,0.0
green,green,1.0,0.0,1.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
salad,salad and a biscuit,0.4,0.0,0.4
sliced,raw,0.0,0.0,0.0
is in,left side of image,0.0,0.0,0.0
golden,golden brown,0.6666666666666666,0.0,0.6666666666666666
meatloaf,meatloaf,1.0,0.0,1.0
light-brown,brown,0.6666666666666666,0.0,0.6666666666666666
reddish-brown,dark brown,0.5,0.0,0.5
towards the right side,center of the plate,0.25,0.0,0.25
dark,dark brown,0.6666666666666666,0.0,0.6666666666666666
meatloaf,meatloaf,1.0,0.0,1.0
white,white,1.0,0.0,1.0
with sprigs,thyme,0.0,0.0,0.0
bright,green,0.0,0.0,0.0
broccoli,broccoli,1.0,0.0,1.0
red,dark pink,0.0,0.0,0.0
browned,golden brown,0.6666666666666666,0.0,0.6666666666666666
across the image,evenly distributed across image,0.5714285714285715,0.0,0.5714285714285715
yellow,white,0.0,0.0,0.0
smoothie,frozen cocktail,0.0,0.0,0.0
glass,clear glass,0.6666666666666666,0.0,0.6666666666666666
white,orange,0.0,0.0,0.0
near to,bottom of the image,0.0,0.0,0.0
clear,beige,0.0,0.0,0.0
pitcher,glass pitcher,0.6666666666666666,0.0,0.6666666666666666
beige,light beige,0.6666666666666666,0.0,0.6666666666666666
in the center-left,on a wooden table,0.0,0.0,0.0
pink,pink,1.0,0.0,1.0
milkshakes,milkshakes,1.0,0.0,1.0
topped,on top,0.6666666666666666,0.0,0.6666666666666666
red,red,1.0,0.0,1.0
on each milkshake,on top,0.4,0.0,0.4
chocolate,chocolate,1.0,0.0,1.0
brown,off-white,0.0,0.0,0.0
on top,on top of cheesecake,0.6666666666666666,0.5,0.6666666666666666
clear,clear with lemon and lime,0.33333333333333337,0.0,0.33333333333333337
pitcher,glass pitcher,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow and green,0.5,0.0,0.5
on a wooden board,cutting board,0.3333333333333333,0.0,0.3333333333333333
yellowish,light yellow,0.0,0.0,0.0
tofu,tofu,1.0,0.0,1.0
scattered across,decorative manner,0.0,0.0,0.0
blue,white,0.0,0.0,0.0
reddish-brown,dark reddish-brown,0.8,0.6666666666666666,0.8
jar,small glass bottle,0.0,0.0,0.0
viscous,thick smooth and creamy,0.0,0.0,0.0
on the top,on top of sauce,0.5714285714285715,0.0,0.5714285714285715
tomatoes,two tomatoes,0.6666666666666666,0.0,0.6666666666666666
bowl,glass bowl,0.6666666666666666,0.0,0.6666666666666666
mixed,layered pattern,0.0,0.0,0.0
brown,light orange,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
in a clear glass bowl,in a clear bowl,0.888888888888889,0.5714285714285715,0.888888888888889
brown,medium brown,0.6666666666666666,0.0,0.6666666666666666
bowl,wooden bowl,0.6666666666666666,0.0,0.6666666666666666
candies,candy corn,0.6666666666666666,0.0,0.6666666666666666
golden-brown,gold,0.0,0.0,0.0
blue,blue and white,0.5,0.0,0.5
wooden,wood,0.0,0.0,0.0
pretzels,pretzels and crackers,0.5,0.0,0.5
orange,orange,1.0,0.0,1.0
on the left,in the background,0.3333333333333333,0.0,0.3333333333333333
beige,light golden brown,0.0,0.0,0.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
towards the bottom,bottom left corner,0.3333333333333333,0.0,0.3333333333333333
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
jar,glass jar,0.6666666666666666,0.0,0.6666666666666666
filled,powdered state,0.0,0.0,0.0
white,white and dark brown,0.4,0.0,0.4
to the left of,on a countertop,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
foamy,smooth and creamy,0.0,0.0,0.0
with whipped cream,whipped cream,0.8,0.6666666666666666,0.8
scattered,on top of cream,0.0,0.0,0.0
yellow-green,pale yellow-green,0.8,0.6666666666666666,0.8
mojito,mojito,1.0,0.0,1.0
green,green,1.0,0.0,1.0
by the Pitcher,in a pitcher,0.3333333333333333,0.0,0.3333333333333333
fresh,vibrant green,0.0,0.0,0.0
green,green,1.0,0.0,1.0
mojito,cocktails and mocktails,0.0,0.0,0.0
yellow,green,0.0,0.0,0.0
strawberry,strawberry,1.0,0.0,1.0
transparent,clear,0.0,0.0,0.0
mousse,mousse,1.0,0.0,1.0
brown,brown,1.0,0.0,1.0
creamy,light airy and creamy,0.4,0.0,0.4
on a silver tray,in small glasses,0.0,0.0,0.0
golden-yellow,light yellow,0.5,0.0,0.5
muffins,muffins,1.0,0.0,1.0
obscuring,pressing down,0.0,0.0,0.0
blue,blue,1.0,0.0,1.0
beverage,lemon-flavored liqueur,0.0,0.0,0.0
fill,clear liquid,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on top of,on top of drink,0.8571428571428571,0.8,0.8571428571428571
copper,copper,1.0,0.0,1.0
mug,copper mug,0.6666666666666666,0.0,0.6666666666666666
green,green,1.0,0.0,1.0
yellow,no candied ginger,0.0,0.0,0.0
on the wooden surface,on the rim,0.5714285714285715,0.4,0.5714285714285715
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
mushrooms,sautéed mushrooms,0.5,0.0,0.5
glossy,dark brown,0.0,0.0,0.0
green,green,1.0,0.0,1.0
in a pile,in a pile,1.0,1.0,1.0
yellow,yellow,1.0,0.0,1.0
eggs,eggs,1.0,0.0,1.0
mushroom,mushrooms,1.0,0.0,1.0
brown,brown and white,0.5,0.0,0.5
chicken,chicken,1.0,0.0,1.0
brown,light yellow,0.0,0.0,0.0
on the right,right side of bowl,0.28571428571428575,0.0,0.28571428571428575
herbs,parsley,0.0,0.0,0.0
creamy,soft slightly tender,0.0,0.0,0.0
mushrooms,mushrooms,1.0,0.0,1.0
black,black,1.0,0.0,1.0
from the pan,on a stovetop,0.0,0.0,0.0
brown,black,0.0,0.0,0.0
yellow,light cream,0.0,0.0,0.0
enoki mushrooms,enoki mushrooms,1.0,1.0,1.0
tangled,long thin and delicate,0.0,0.0,0.0
strands,long thin and delicate,0.0,0.0,0.0
immersed,cooked and open,0.0,0.0,0.0
mussels,black mussels,0.6666666666666666,0.0,0.6666666666666666
orange-red,reddish-orange,0.5,0.0,0.5
brownish-red,not clear,0.0,0.0,0.0
on the left,bottom left-hand corner,0.28571428571428575,0.0,0.28571428571428575
yellow-orange,yellow-orange,1.0,1.0,1.0
pouring,being spooned into jar,0.0,0.0,0.0
jar,glass jar,0.6666666666666666,0.0,0.6666666666666666
wooden,wood,0.0,0.0,0.0
above the jar,over a glass jar,0.28571428571428575,0.0,0.28571428571428575
glass,glass,1.0,0.0,1.0
wooden,wood,0.0,0.0,0.0
mustard,butter,0.0,0.0,0.0
to the right,right of the spreader,0.5714285714285715,0.0,0.28571428571428575
Dijon,honey or whole-grain,0.0,0.0,0.0
tan,light brown or beige,0.0,0.0,0.0
lined up,staggered formation,0.0,0.0,0.0
jars,mason jars,0.6666666666666666,0.0,0.6666666666666666
creamy,smooth and creamy,0.5,0.0,0.5
nachos,tortilla chips,0.0,0.0,0.0
light-orange,yellow-orange,0.5,0.0,0.5
on top of,on top of nachos,0.8571428571428571,0.8,0.8571428571428571
bowl,glass bowl,0.6666666666666666,0.0,0.6666666666666666
potato,french fries,0.0,0.0,0.0
white,white,1.0,0.0,1.0
golden-brown,golden brown,1.0,1.0,1.0
cheese,cheese,1.0,0.0,1.0
on a plate,on a white plate,0.8571428571428571,0.4,0.8571428571428571
chocolate,chocolate and whipped cream,0.4,0.0,0.4
nachos,pita bread,0.0,0.0,0.0
brown,brown,1.0,0.0,1.0
white,white,1.0,0.0,1.0
on top of,center of the plate,0.28571428571428575,0.0,0.28571428571428575
smooth,smooth and creamy,0.5,0.0,0.5
glass,a glass,0.6666666666666666,0.0,0.6666666666666666
pink,vibrant pink,0.6666666666666666,0.0,0.6666666666666666
refresher,smoothie,0.0,0.0,0.0
soup,soup,1.0,0.0,1.0
green,green,1.0,0.0,1.0
chicken,chicken,1.0,0.0,1.0
on the lower-right,right side,0.3333333333333333,0.0,0.3333333333333333
light blue,blue,0.6666666666666666,0.0,0.6666666666666666
bowl,pasta,0.0,0.0,0.0
fill,approximately seventy-five percent,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
in the center,center of the image,0.5714285714285715,0.0,0.28571428571428575
crunchy,crispy and tender,0.0,0.0,0.0
nuggets,chicken nuggets,0.6666666666666666,0.0,0.6666666666666666
white,white,1.0,0.0,1.0
on the right side,right side of plate,0.5,0.3333333333333333,0.5
red,red,1.0,0.0,1.0
corn nuts,chocolate covered peanuts,0.0,0.0,0.0
brown,dark brown,0.6666666666666666,0.0,0.6666666666666666
on the napkin,center of the napkin,0.5714285714285715,0.4,0.5714285714285715
golden-brown,light tan,0.0,0.0,0.0
oatmeal,coconut cream pie,0.0,0.0,0.0
filling,coconut and custard,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on a white surface,on a white countertop,0.75,0.6666666666666666,0.75
beige,light tan,0.0,0.0,0.0
fill,contain oatmeal,0.0,0.0,0.0
blueberries,blueberries,1.0,0.0,1.0
red,red,1.0,0.0,1.0
on top,center of the bowl,0.0,0.0,0.0
black,black,1.0,0.0,1.0
rice,rice,1.0,0.0,1.0
green,green,1.0,0.0,1.0
okra,okra,1.0,0.0,1.0
in a black cooking pot,a wok,0.28571428571428575,0.0,0.28571428571428575
beige,white,0.0,0.0,0.0
chicken,chicken breast,0.6666666666666666,0.0,0.6666666666666666
green,green and red,0.5,0.0,0.5
on top,on top of chicken,0.6666666666666666,0.5,0.6666666666666666
tomatoes,tomatoes,1.0,0.0,1.0
golden,green,0.0,0.0,0.0
olives,fried olives,0.6666666666666666,0.0,0.6666666666666666
cut,cut in half,0.5,0.0,0.5
on the bottom,bottom left,0.4,0.0,0.4
green,light brown or tan,0.0,0.0,0.0
wooden,bamboo,0.0,0.0,0.0
bread,crusty loaf,0.0,0.0,0.0
black,black or dark brown,0.4,0.0,0.4
golden-brown,light brown,0.5,0.0,0.5
on a wooden cutting board,on a wooden board,0.888888888888889,0.5714285714285715,0.888888888888889
visible,yes,0.0,0.0,0.0
olives,pickled vegetables,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
spilling out of,bulge outwards,0.0,0.0,0.0
bacon,bacon,1.0,0.0,1.0
mixed,no onions,0.0,0.0,0.0
located on the left side,not in the image,0.22222222222222224,0.0,0.22222222222222224
omelette,egg white,0.0,0.0,0.0
scattered,throughout the dish,0.0,0.0,0.0
red,red,1.0,0.0,1.0
caramelized,dark brown,0.0,0.0,0.0
melted,melted and slightly browned,0.4,0.0,0.4
onions,cheese,0.0,0.0,0.0
brown,no onions,0.0,0.0,0.0
cheese,cheese,1.0,0.0,1.0
towards the bottom,top layer of dish,0.0,0.0,0.0
reddish-brown,red,0.0,0.0,0.0
nestled,pointing to the left,0.0,0.0,0.0
orange,golden brown,0.0,0.0,0.0
to the left of,left of the hotdog,0.75,0.3333333333333333,0.5
orange,orange-yellow,0.6666666666666666,0.0,0.6666666666666666
plate,a plate,0.6666666666666666,0.0,0.6666666666666666
vibrant,vibrant orange hue,0.5,0.0,0.5
thick,creamy and frothy,0.0,0.0,0.0
drink,slushy frozen drink,0.5,0.0,0.5
garnished,add a touch of freshness,0.0,0.0,0.0
green,green,1.0,0.0,1.0
at the bottom,bottom left corner,0.3333333333333333,0.0,0.3333333333333333
pink,strawberry,0.0,0.0,0.0
Oreo,yes,0.0,0.0,0.0
sprinkled,no,0.0,0.0,0.0
on top surface,top of the dessert,0.28571428571428575,0.0,0.28571428571428575
circular,not in the image,0.0,0.0,0.0
crust,top portion,0.0,0.0,0.0
star-shaped,starfish,0.0,0.0,0.0
oysters,oysters,1.0,0.0,1.0
green,green,1.0,0.0,1.0
on a star-shaped plate,on a starfish plate,0.6666666666666665,0.28571428571428575,0.6666666666666665
white,white,1.0,0.0,1.0
oysters,oysters,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
reddish-brown,reddish-brown,1.0,1.0,1.0
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
scattered,on top of rice,0.0,0.0,0.0
shrimp,mussels,0.0,0.0,0.0
in a bowl,middle of the dish,0.0,0.0,0.0
chicken,chicken,1.0,0.0,1.0
scattered,scattered throughout the paella,0.4,0.0,0.4
orange-brown,not visible,0.0,0.0,0.0
shrimp,shrimp,1.0,0.0,1.0
green,green,1.0,0.0,1.0
pancake,flatbread,0.0,0.0,0.0
white,white,1.0,0.0,1.0
golden brown,brown,0.6666666666666666,0.0,0.6666666666666666
on the left side,left side of plate,0.5,0.3333333333333333,0.5
salty,sweet and indulgent,0.0,0.0,0.0
pancakes,crepes,0.0,0.0,0.0
cooking,traditional method,0.0,0.0,0.0
yellow,light brown,0.0,0.0,0.0
golden yellow,yellow,0.6666666666666666,0.0,0.6666666666666666
paneer,paneer,1.0,0.0,1.0
reddish-brown,dark brown,0.5,0.0,0.5
on top,on top of dish,0.6666666666666666,0.5,0.6666666666666666
vibrant,vibrant green color,0.5,0.0,0.5
green,green,1.0,0.0,1.0
bowl,round bowl,0.6666666666666666,0.0,0.6666666666666666
blue,blue,1.0,0.0,1.0
scattered,throughout the palak paneer,0.0,0.0,0.0
on top,on top of soup,0.6666666666666666,0.5,0.6666666666666666
cranberry,cherries,0.0,0.0,0.0
glass,glass,1.0,0.0,1.0
red,red,1.0,0.0,1.0
on a table,on a dark table,0.8571428571428571,0.4,0.8571428571428571
white,white,1.0,0.0,1.0
parfaits,a parfait,0.6666666666666666,0.0,0.6666666666666666
red,red,1.0,0.0,1.0
on top,on top of yogurt,0.6666666666666666,0.5,0.6666666666666666
orange,orange slice,0.6666666666666666,0.0,0.6666666666666666
yellow,yellowish,0.0,0.0,0.0
fills,appears to be thick,0.0,0.0,0.0
vegetable,potato or corn-based,0.0,0.0,0.0
white,white,1.0,0.0,1.0
in the center,center of the bowl,0.5714285714285715,0.0,0.28571428571428575
round,circular,0.0,0.0,0.0
parsnips,potato,0.0,0.0,0.0
beige,light yellow,0.0,0.0,0.0
smooth,smooth and creamy,0.5,0.0,0.5
chicken,chicken,1.0,0.0,1.0
reddish-orange,deep red,0.0,0.0,0.0
pasta,fusilli,0.0,0.0,0.0
scattered amidst,middle of the dish,0.0,0.0,0.0
diced,small to medium,0.0,0.0,0.0
orange,orange,1.0,0.0,1.0
pasta,pasta,1.0,0.0,1.0
melted,melted,1.0,0.0,1.0
brownish-tan,golden orange,0.0,0.0,0.0
beige,light yellow,0.0,0.0,0.0
pasta,penne,0.0,0.0,0.0
shrimp,shrimp,1.0,0.0,1.0
green,green,1.0,0.0,1.0
over the shrimp,on top of shrimp,0.28571428571428575,0.0,0.28571428571428575
scattered,evenly throughout the pasta,0.0,0.0,0.0
pasta,spaghetti,0.0,0.0,0.0
yellow,yellow,1.0,0.0,1.0
on top,on top of pasta,0.6666666666666666,0.5,0.6666666666666666
dish,pasta,0.0,0.0,0.0
red,red,1.0,0.0,1.0
scattered,scattered throughout the pasta,0.4,0.0,0.4
eggplant,mushrooms and tomatoes,0.0,0.0,0.0
golden-yellow,yellowish-brown,0.0,0.0,0.0
bowls,in the bowl,0.5,0.0,0.5
with a brown wooden handle,brown,0.33333333333333337,0.0,0.33333333333333337
white,white,1.0,0.0,1.0
yellow,yellow,1.0,0.0,1.0
blueberries,blueberries,1.0,0.0,1.0
nestled among,center of the dessert,0.0,0.0,0.0
pavlova,pavlova,1.0,0.0,1.0
greenish-yellow,yellow,0.6666666666666666,0.0,0.6666666666666666
soup,soup,1.0,0.0,1.0
white,white,1.0,0.0,1.0
submerged,in the soup,0.0,0.0,0.0
peas,green peas,0.6666666666666666,0.0,0.6666666666666666
bowl,center of the bowl,0.4,0.0,0.4
Italian,european or american,0.0,0.0,0.0
on the right side,upper right-hand portion,0.25,0.0,0.25
vibrant,orange-yellow,0.0,0.0,0.0
holding,scooping up peach slices,0.0,0.0,0.0
white,light green,0.0,0.0,0.0
in the center,bottom left corner,0.0,0.0,0.0
yellow-orange,yellow-orange,1.0,1.0,1.0
glasses,champagne flutes,0.0,0.0,0.0
wooden,wood,0.0,0.0,0.0
on the rim,on the rim,1.0,1.0,1.0
reddish-yellow,yellow,0.6666666666666666,0.0,0.6666666666666666
margaritas,frozen margarita,0.6666666666666666,0.0,0.6666666666666666
served,salt-rimmed glass,0.0,0.0,0.0
bright,yellow-orange,0.0,0.0,0.0
glasses,margarita glasses,0.6666666666666666,0.0,0.6666666666666666
in the center,top half,0.0,0.0,0.0
tea,peach smoothies,0.0,0.0,0.0
drinking,enjoying a refreshing glass,0.0,0.0,0.0
peach,peach smoothie,0.6666666666666666,0.0,0.6666666666666666
yellow,yellow and white,0.5,0.0,0.5
to the right,behind the first glass,0.28571428571428575,0.0,0.28571428571428575
peachy-orange,reddish-orange,0.5,0.0,0.5
pitcher,glass pitcher,0.6666666666666666,0.0,0.6666666666666666
red,red,1.0,0.0,1.0
on the left,left side,0.4,0.0,0.4
dark,brown,0.0,0.0,0.0
peanut butter,peanut butter,1.0,1.0,1.0
golden brown,light golden brown,0.8,0.6666666666666666,0.8
on the lower right,lower right corner,0.5714285714285715,0.4,0.5714285714285715
cookie,peanut butter cups,0.0,0.0,0.0
light brown,brown,0.6666666666666666,0.0,0.6666666666666666
ice cream,caramel or fudge,0.0,0.0,0.0
smooth,thick and smooth,0.5,0.0,0.5
near the top,top left corner,0.3333333333333333,0.0,0.3333333333333333
yellow,white,0.0,0.0,0.0
muffins,muffins,1.0,0.0,1.0
perfect,golden brown,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on the plate,on a white plate,0.5714285714285715,0.0,0.5714285714285715
red,deep red,0.6666666666666666,0.0,0.6666666666666666
in the left side,left side,0.6666666666666666,0.5,0.6666666666666666
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
pecan,pecans,1.0,0.0,1.0
white,white,1.0,0.0,1.0
on top,on top of dessert,0.6666666666666666,0.5,0.6666666666666666
reddish-brown,brown,0.6666666666666666,0.0,0.6666666666666666
tan,light yellow,0.0,0.0,0.0
overlapping,one on top,0.0,0.0,0.0
brown,light brown,0.6666666666666666,0.0,0.6666666666666666
on the cracker,on top of crackers,0.5714285714285715,0.0,0.5714285714285715
appetizer,topping for crackers,0.0,0.0,0.0
penne,penne,1.0,0.0,1.0
distributed,circular pattern,0.0,0.0,0.0
red,not in the image,0.0,0.0,0.0
cilantro,parsley,0.0,0.0,0.0
on top of,top of the pasta,0.5714285714285715,0.4,0.5714285714285715
penne,penne,1.0,0.0,1.0
red-orange,red,0.6666666666666666,0.0,0.6666666666666666
sauteed,sliced and sautéed,0.0,0.0,0.0
peppers,vegetables and meat,0.0,0.0,0.0
green,green,1.0,0.0,1.0
peppers,pepper,1.0,0.0,1.0
scattered across,white plate,0.0,0.0,0.0
glistening,dark green and charred,0.0,0.0,0.0
white,white,1.0,0.0,1.0
pesto,pesto or chimichurri,0.5,0.0,0.5
container,white container,0.6666666666666666,0.0,0.6666666666666666
vibrant,emerald-like hue,0.0,0.0,0.0
textured,thick and coarse paste,0.0,0.0,0.0
pesto,basil pesto,0.6666666666666666,0.0,0.6666666666666666
fills,green nutty pesto,0.0,0.0,0.0
white,white,1.0,0.0,1.0
on top of,top of pesto sauce,0.5714285714285715,0.4,0.5714285714285715
chicken,chicken,1.0,0.0,1.0
falling onto,on the chicken breast,0.0,0.0,0.0
green,green,1.0,0.0,1.0
