Image,Image description,Keywords,Questions
ca23e2263faef48,"The creamy ham and asparagus fettuccine consists of fettuccine noodles, ham pieces, and asparagus spears. The fettuccine noodles are a light yellow color and are located throughout the entire dish. The ham pieces are pinkish-red and are scattered among the noodles and asparagus. The asparagus spears are green with some white creamy sauce and are placed on top of the noodles at different locations. Overall, the creamy fettuccine sauce coats the noodles, ham, and asparagus.","creamy, ham, consists, yellow, green, on top of","What is the texture of the fettuccine sauce?, What type of meat is included in the dish?, What does the dish consist of?, What color are the fettuccine noodles?, What color are the asparagus spears?, Where are the asparagus spears placed?"
4a760002afb43b8,"The fettuccine is creamy white and located throughout the dish as a base. Chicken pieces, which are off-white with slightly browned areas, are scattered on top of the pasta. Bright green asparagus spears are also distributed across the dish, some are whole and some are cut, interspersed among the chicken and pasta. The asparagus has dark green tips.","creamy, white, located throughout, chicken, asparagus, browned","What color is the fettuccine in the dish?, What is the color of the base of the dish?, Where is the fettuccine located in the dish?, What type of meat is scattered on top of the pasta?, What color are the slightly browned areas on the chicken?, What vegetable is distributed across the dish?"
a23799c6517a1d8,"The homemade chicken fettuccine features long, flat fettuccine noodles, generally pale yellow in color, distributed throughout the image. Interspersed among the noodles are pieces of cooked chicken, which appear mostly white with some reddish-brown flecks. A creamy, light beige sauce coats both the pasta and chicken. There's a sprinkling of finely grated, yellowish cheese distributed across the top of the pasta and chicken pieces. The dish is presented as a tangled, layered composition, occupying the entirety of the frame.","homemade, yellow, chicken, features, beige, across the top","Is the chicken fettuccine homemade?, What color are the fettuccine noodles?, What type of meat is in the dish?, What does the dish feature?, What color is the sauce?, Where is the finely grated cheese distributed?"
d1d8fea8c24fab5,"The spinach fettuccine is light yellow and forms the base of the dish, sprawling across the center of the image. Dark green spinach leaves are interspersed throughout the pasta, clinging to it and forming small clumps. Pink and white scallops are scattered among the pasta and spinach. A half slice of lemon, with a bright yellow inner and a yellow-orange peel, sits on the right side of the dish, adjacent to the pasta.","sprawling, light yellow, spinach, dark green, scallops, on the right side","What color is the spinach fettuccine?, What color are the spinach leaves?, What vegetable is interspersed throughout the pasta?, What seafood is scattered among the pasta and spinach?, Where is the half slice of lemon located?"
5246d452ee6dfcd,"The salmon pieces are light orange and are situated at the top and left side of the dish. The spinach is dark green and intermingled with the salmon, located mostly on the left side and partially at the top. The fettuccine pasta is light green, forming the base of the dish and visible throughout, underneath the salmon and spinach.","salmon, light, situated, spinach, green, at the top","What color are the salmon pieces?, What is the color of the salmon?, Where are the salmon pieces situated?, What vegetable is dark green and intermingled with the salmon?, What color is the spinach?, Where is the spinach located?"
28e11171d5ffa68,"The spinach is dark green, mixed within a creamy, light-colored sauce, and located mostly on top of the fettuccine. The mushrooms are brownish-purple, sliced and also mixed within the creamy sauce on top of the pasta. The ricotta fettuccine pasta is a pale yellow color and forms the base of the dish, with the spinach, mushrooms and sauce piled on top. Shaved pieces of white ricotta cheese are scattered on top of the spinach and mushroom mixture.","mixed, dark, spinach, brownish-purple, on top, pasta","What color is the spinach?, What color are the mushrooms?, What color is the spinach?, What color are the mushrooms?, Where is the spinach located?, What type of pasta is used in the dish?"
aa57db45b971ec7,"The dish consists of dark brown chocolate fettuccine arranged in a nest-like form at the bottom. A lighter brown, whipped chocolate topping sits atop the nest of fettuccine. Above this, a scoop of white ice cream is positioned, drizzled with dark chocolate sauce. Finally, a rosette of light brown chocolate frosting adorns the very top. The overall arrangement is centered, with a creamy white and chocolate color scheme, punctuated by dark brown accents.","arranged, chocolate, brown, nest-like, white, at the bottom","How is the chocolate fettuccine presented?, What color is the chocolate fettuccine?, What color is the whipped chocolate topping?, What shape is the chocolate fettuccine arranged in?, What color is the ice cream?, Where is the nest of fettuccine positioned?"
6984b25e292a0a3,"The Chicken Piccata is pale yellow and located in the center of the image, resting atop the Fettuccine. The Fettuccine is a light beige color and is arranged beneath and around the chicken, covering the lower portion of the plate. Scattered on and around the chicken and fettuccine are green capers. To the right of the chicken are two yellow lemon slices, stacked slightly overlapping each other. Behind the lemon slices and to the right of the chicken is a pile of green zucchini chunks. A green sprig of parsley is positioned behind the chicken piccata and in front of the zucchini.","located in, yellow, green, Chicken, scattered, overlapping","Where is the Chicken Piccata located in the image?, What color is the Chicken Piccata?, What color are the capers?, What type of meat is the main dish made of?, How are the capers arranged on the plate?, How are the lemon slices positioned relative to each other?"
59cd9050332697a,"The fettuccine alfredo consists of off-white, flat noodles coated in a creamy white sauce. Scattered throughout are chunks of light brown chicken, some pieces appearing shredded and others more whole. Bright green broccoli florets are interspersed as well. The fettuccine and accompanying ingredients are arranged in a red bowl. A silver fork sits on the right side of the fettuccine.","coated, creamy, noodles, brown, green, on the right","What is the texture of the sauce on the fettuccine?, What is the color of the sauce on the fettuccine?, What type of pasta is used in the dish?, What color are the chicken chunks in the dish?, What color are the broccoli florets in the dish?, Where is the fork placed in relation to the fettuccine?"
cc8e599f6bab89a,"The fettuccini pasta is a light yellow color, arranged in a pile on a white plate. Some strands are held up by a fork. Pieces of chicken are visible within the pasta, appearing as light orange and tan chunks. Green herbs are scattered amongst the pasta, adding pops of vibrant color. Thin slices of red peppers are mixed in, creating additional color contrast. Dark brown mushroom pieces are also mixed in, contributing to the dish's overall texture and color palette.","arranged, yellow, pasta, chicken, on a plate, red","How is the pasta arranged on the plate?, What color is the fettuccini pasta?, What type of food is the main dish?, Where is the pasta placed?, What color are the thin slices of peppers?"
c8c28925405c3d3,"The dish features fettuccini pasta in a creamy sauce, interspersed with various ingredients. The fettuccini is generally a light yellowish-white, coated in a similarly colored sauce, and is found throughout the image, making up the base of the dish. Several shrimp are present, their bodies have a peachy-pink hue fading to white, and are scattered across the dish, primarily located near the top and left side of the frame. Small, diced vegetables, some yellow and others orange-red, are mixed in, appearing in various locations among the pasta and seafood. Slices of imitation crab meat, displaying a pale pink-red color, are also incorporated into the dish and can be spotted in the lower-left portion of the frame. The creamy sauce coats most of the ingredients, creating a cohesive and rich presentation.","features, creamy, pasta, yellowish-white, scattered across, seafood","What does the dish feature?, What is the texture of the sauce?, What type of pasta is in the dish?, What color is the fettuccini pasta?, Where are the shrimp scattered across?, What type of protein is included in the dish?"
1f80ff02feebd5c,"The Lighter Fettuccini Alfredo is situated on a red plate. The fettuccini noodles are light yellow, piled at the bottom of the plate. A creamy white sauce covers the noodles. Pieces of light pink chicken and red tomatoes are mixed in with the sauce, mostly in the top portion of the dish. Green parsley flakes are sprinkled across the top as garnish.","situated, red, noodles, yellow, creamy, on a red plate","Where is the Lighter Fettuccini Alfredo situated?, What color is the plate?, What type of noodles are in the dish?, What color are the fettuccini noodles?, What is the texture of the sauce covering the noodles?, What is the color of the plate the dish is served on?"
91bb72e92eed8a7,"The spinach fettuccini, which is pale green and beige in color, is located throughout the bowl, intertwined with the other ingredients. The broccoli florets are bright green and scattered evenly across the top, nestled among the pasta. The ham pieces are pink and interspersed between the pasta and broccoli, appearing as cubes or chunks within the mixture.","intertwined with, green, spinach, pale, ham, scattered","How is the spinach fettuccini arranged with the other ingredients?, What color are the broccoli florets?, What type of pasta is used in the dish?, What color is the spinach fettuccini?, What type of meat is included in the dish?, How are the broccoli florets distributed across the top?"
8a0c8d9c54b0a54,"The fettuccini is a creamy white, and it occupies the majority of the space, appearing tangled together and dispersed throughout the image. The zucchini slices are green and scattered randomly within the pasta, with some pieces partially hidden beneath the fettuccini. They are interspersed among the pasta strands. Red tomatoes are dotted throughout the fettuccini, adding small bursts of color. They are distributed amongst the pasta.","creamy, white, fettuccini, scattered, green, among the pasta","What is the color of the fettuccini?, What is the color of the zucchini slices?, What type of pasta is shown in the image?, How are the zucchini slices arranged in the pasta?, What color are the zucchini slices?, Where are the zucchini slices located in relation to the pasta?"
1bf5647a7e6331a,"The Moroccan Fig Pork Roast is golden-brown and occupies the lower left foreground of the image. It's partially submerged in a reddish-brown sauce. Diced red tomatoes are visible, some nestled near the base of the roast and others on the top. The top of the roast is also covered in translucent, yellowish-tan sautéed onions.","Roast, golden-brown, submerged, tomatoes, red, on the top","What is the color of the Moroccan Fig Pork Roast?, What is the color of the Moroccan Fig Pork Roast?, Where is the Moroccan Fig Pork Roast in relation to the sauce?, What color are the diced tomatoes?, What color are the diced tomatoes?, Where are some of the diced tomatoes located?"
c65fca370548065,"The Delish Black Mission Figs are dispersed throughout the salad. Several figs are located in the front left of the bowl; one appears almost black, resting atop green lettuce.  Other figs display a lighter tan or brown interior and are situated towards the center of the salad, mixed with prosciutto and cheese. Some figs, with dark purple exteriors, are visible in the upper center of the bowl, behind a cluster of green lettuce.","dispersed, black, figs, resting atop, green, purple","How are the Delish Black Mission Figs arranged in the salad?, What color is the fig resting atop the green lettuce?, What type of fruit is featured in the salad?, Where is the almost black fig located in the salad?, What color is the lettuce in the salad?, What color are the exteriors of some figs in the upper center of the bowl?"
29d239450bb6aec,"The fresh figs vary in color from pale yellow-green to a deeper reddish-brown. Some are cut, revealing the seeds inside. They are distributed throughout the dish, mixed with the chicken thighs, with some pieces near the bottom edge of the plate. The chicken thighs are a light tan color, browned in places from cooking. They are also mixed throughout the dish, interspersed with the figs and shallots, and are coated in a dark balsamic reduction sauce. Shallots are light yellow. Rosemary is green and located on the top of the dish.","fresh, figs, vary, reddish-brown, with the chicken, green","What is the condition of the figs?, What type of fruit is shown in the dish?, How do the colors of the figs differ?, What is the color of the deeper-toned figs?, What is the chicken served with?, What color is the rosemary?"
76dc183aa46b064,"The glazed fig cake is circular and primarily golden-brown, with a glossy sheen from the glaze. Embedded in the cake's surface are several fig halves, each exhibiting a darker brown color with a lighter tan outer ring. The figs are positioned in a roughly circular arrangement around the center of the cake, spaced evenly. The cake sits on a blue plate.","glazed, cake, brown, sits on, circular, fig","What is the texture of the cake's surface?, What type of dessert is shown in the image?, What is the primary color of the cake?, Where does the cake sit?, What is the shape of the cake?, What fruit is embedded in the cake?"
3776b3dee09c716,"The image features two glasses of Fig Smoothie. The smoothie itself is a light pink color with small flecks of darker pink throughout. Each glass is garnished with a half-cut fig, featuring a pale green exterior and a deep reddish-purple interior with golden seeds. A slice of orange, vibrant and bright, is nestled alongside the fig in each glass. The smoothie and fruit are also lightly dusted with a golden powder. The glass on the left has a golden straw inserted in it.","smoothie, pink, garnished, orange, fig, on the left","What is the main drink in the image?, What color is the smoothie?, How is the smoothie decorated?, What fruit slice is placed alongside the fig?, What fruit is used to garnish the smoothie?, Which glass has a golden straw?"
19e96395c0e26fd,"The fig ice cream is primarily a light, creamy white color with swirls of a pale peach hue throughout. Embedded within the ice cream are numerous pieces of fig, which vary in color from a light brown to a deeper reddish-brown, with some pieces appearing almost dark purple. The fig pieces are distributed unevenly, with some areas having clusters and others being more sparse, and they are visible throughout the entire container of ice cream.","creamy, white, fig, ice cream, distributed unevenly, vary","What is the texture of the ice cream described as?, What is the primary color of the fig ice cream?, What fruit is embedded in the ice cream?, What type of dessert is being described?, How are the fig pieces distributed in the ice cream?, Do the colors of the fig pieces vary?"
614c5dee532b78e,"The figs are a dark purple/black color and are mostly in the center of the frame, clustered together. The goat cheese is a creamy white and sits on top of the figs. It is scattered unevenly, with some pieces larger than others. The almonds are a light brown color and are positioned on top of the goat cheese or tucked slightly into the cheese and fig mixture. Almonds are scattered throughout, with one or two almonds per fig. There is a small amount of a translucent amber colored liquid near the bottom left of the frame.","clustered, purple, figs, on top of, creamy, scattered","How are the figs arranged in the image?, What color are the figs?, What type of fruit is shown in the image?, Where is the goat cheese placed?, What is the texture of the goat cheese?, How is the goat cheese distributed?"
cbaed45527de406,"There are four homemade fig newtons stacked on a plate. The fig newtons are light brown, with a dark, almost black filling. One fig newton is stacked on top of two others, which are side-by-side and horizontally aligned, while the last one leans against the stack. The dark filling is visible between the light brown cookie layers.","stacked, homemade, fig newtons, light brown, filling, on top","How are the fig newtons arranged?, Are the fig newtons store-bought or homemade?, What type of cookies are shown in the image?, What color are the fig newtons?, What is visible between the light brown cookie layers?, Where is one fig newton placed in relation to the others?"
daf34f3c0e2304e,"There are eight roasted figs placed on a yellow plate. The figs have a golden-brown exterior, with a deep red interior. They are topped with white dollops of cream and scattered nuts. The nuts appear in shades of light brown and green, nestled within the fig's center and also sprinkled around each fig on the plate. A dark red port reduction sauce is drizzled artfully around the figs, creating streaks and pools of deep color on the plate's surface. The figs are arranged in a somewhat symmetrical pattern, not rigidly spaced but with a sense of balance across the plate.","roasted, yellow, figs, golden-brown, cream, on a plate","How were the figs prepared?, What color is the plate?, What type of fruit is on the plate?, What color is the exterior of the figs?, What is the color of the dollops on the figs?, Where are the figs placed?"
7331ced5e9e5cf9,The Fig Cake II is in the center of the image. The cake is a swirled ring shape. It has a dark brown color.,"is, cake, swirled, brown, center, in the center","What is in the center of the image?, What is the shape of the cake?, What color is the cake?, What is in the center of the cake?"
b3a1fe5b2434339,"The image shows Zurie's Fresh Fig Compote over cream cheese. The cream cheese is a solid block, primarily white with some slightly browned areas, positioned in the lower center of the image. The fig compote is heaped on top of the cream cheese and around it, featuring a mix of brown, amber, and reddish hues. The figs themselves have a darker brown exterior and a lighter, translucent interior. Some figs have a deep purple color. There are also sliced figs around the cream cheese to the left, revealing a pinkish-red interior with tiny seeds, surrounded by a dark purple skin. The plate beneath the food items is red.","shows, fresh, fig, purple, over cream cheese, red","What does the image show?, What is the state of the figs in the compote?, What type of fruit is used in the compote?, What color are some of the figs?, Where is the fig compote placed?, What color is the plate beneath the food items?"
0f4b1f3711ed6aa,"The sweet and spicy fig compote appears as dark, almost black, glistening dollops. Each dollop sits atop a light tan, crispy cracker. Positioned on the compote is a pale yellow, triangular or crescent-shaped piece of what appears to be cheese or a similarly colored topping. These appetizers are scattered across the frame, creating a pattern of light and dark elements. The compote is centralized on each cracker piece. The cheese or topping is positioned on top of the compote.","spicy, sits, cracker, dark, yellow, on top of","What flavor is the fig compote?, Where does the fig compote sit?, What is the base of the appetizer?, What color is the fig compote?, What color is the cheese or topping?, Where is the cheese or topping positioned?"
2e598f810f9d06d,The fig cake is positioned in the center of the image. The cake's base is a light tan color with a layered appearance. The figs on top are a deep reddish-purple color. A dollop of white whipped cream sits atop the figs near the cake's crust edge. The cake is placed on a plate with a blue and white floral pattern.,"positioned, light, cake, reddish-purple, on top, cream","Where is the fig cake positioned in the image?, What is the color of the cake's base?, What type of food is shown in the image?, What color are the figs on top of the cake?, Where is the whipped cream located?, What is the color of the whipped cream on the cake?"
4339a851cb77dd5,"The fig jam is a reddish-brown color. It is located on top of the stack of toast. It appears to be spread evenly across the top piece of toast, covering most of its surface.","fig jam, reddish-brown, located on top, toast, spread, evenly","What is the color of the fig jam?, What color is the fig jam?, Where is the fig jam located?, What is the fig jam on top of?, How is the fig jam spread on the toast?, How is the fig jam distributed on the toast?"
cb7d2715089d107,"The fig preserves feature figs in various shades of brown, from a light amber to a deep burgundy, scattered throughout the image. Some figs appear whole and plump, while others are halved or quartered. These fig pieces are interspersed with lemon slices, which are pale yellow with translucent edges, and other smaller, yellow circular pieces. The figs and lemon slices are immersed in a syrupy liquid with a light brown hue, creating a dense and glossy appearance. The arrangement seems somewhat random, with fig pieces overlapping and nestling against each other and the lemon slices.","preserves, brown, figs, yellow, with lemon slices, plump","What are the figs preserved in?, What color are the figs in the image?, What type of fruit is featured in the preserves?, What color are the lemon slices in the image?, What are the figs and lemon slices immersed in?, How do the whole figs appear in the image?"
9ac99a11f201d7e,"Two figs stuffed with almonds are centrally located. The fig on the left is cut in half, revealing a dark red interior filled with light brown almond slices. The fig on the right, also cut in half, shows a similar dark red interior with light brown almonds. To the upper right and lower left of the figs are raspberries, exhibiting a vibrant red color. The chips are not explicitly visible, it might be inside figs.","stuffed, dark, figs, red, with almonds, revealing","What are the figs filled with?, What color is the interior of the figs?, What type of fruit is shown in the image?, What color are the raspberries?, What are the figs filled with?, What is revealed when the figs are cut in half?"
dd3b5e82f9d9936,"The Bourbon Fig Compote is a dark, glistening mixture, primarily deep purple-black in color with small, lighter seeds that appear golden or light brown. It is piled on top of a circular, golden-brown baked brie and has dripped down slightly, with a small portion placed separately on the white plate to the left of the brie.","glistening, bourbon, purple-black, piled on top, brie, baked","What is the appearance of the Bourbon Fig Compote?, What type of alcohol is mentioned in the description?, What color is the Bourbon Fig Compote primarily?, Where is the Bourbon Fig Compote placed in relation to the brie?, What type of cheese is mentioned in the description?, How is the brie prepared?"
02fe95aa6346349,"The fig filling for pastry is located inside the pastry crust, which is sliced open. The filling has a dark brown to black color with some lighter, possibly white or tan, colored specks mixed in. The pastry crust surrounding the filling is a light golden brown. The sliced pastries are positioned in the center of the image, with one slightly overlapping the other. The dark filling contrasts with the lighter crust, making it easily visible.","filling, sliced, brown, pastry, inside the pastry crust, dark","What is located inside the pastry crust?, How is the pastry presented in the image?, What color is the filling inside the pastry?, What type of food is shown in the image?, Where is the fig filling located?, What color is the fig filling?"
c3f9c24995ba4ec,"The smothered filet mignon is dark brown and located in the center of the image, topped with translucent white and slightly browned onions and creamy white and light blue cheese. The onions are scattered around the filet mignon, some draped over the sides. The blue cheese is concentrated on top of the filet. Overall, the smothered filet mignon is positioned centrally on the plate.","smothered, brown, filet mignon, located in, white, scattered","What is the filet mignon described as?, What color is the filet mignon?, What type of meat is in the center of the image?, Where is the filet mignon located?, What color are the onions on top of the filet mignon?, How are the onions arranged around the filet mignon?"
5af605e71b6dc10,"The image contains two Filet Mignon pieces arranged on a white plate. The Filet Mignon are reddish-brown. Each piece is topped with a creamy, light tan sauce. Chopped green herbs are sprinkled across the top of the creamy sauce. Adjacent to the Filet Mignon are a few green parsley leaves. In the upper left corner of the image is a white bowl with golden-brown potatoes. The potatoes look like they have been roasted and seasoned. In the upper right corner of the image is a white bowl of green leafy vegetables. A blue and white checkered cloth can be seen as a backdrop to all the items.","arranged, reddish-brown, Filet Mignon, white, sprinkled, on the plate","How are the Filet Mignon pieces placed on the plate?, What color are the Filet Mignon pieces?, What type of meat is shown in the image?, What color is the plate?, What is sprinkled on top of the creamy sauce?, Where are the Filet Mignon pieces placed?"
a31ea68b260d0c2,"The image shows two Beef Tenderloin Filets, cut and arranged on a white plate. The filet on the left is cut in half, revealing a pinkish-red interior and a dark brown seared exterior. It's topped with small, diced red tomatoes and green herbs, all coated in a light brown sauce. The filet on the right is a single piece, also with a dark brown seared exterior. It is also topped with similar diced red tomatoes and green herbs with a sauce. The filets are positioned in the center of the plate, with the light brown sauce drizzled around them.","cut, pinkish-red, filet, brown, on a white plate, seared","What has been done to the filet on the left?, What color is the interior of the cut filet?, What type of meat is shown in the image?, What color is the seared exterior of the filets?, Where are the filets placed?, How is the exterior of the filets described?"
334173112185382,"The Filet Mignon is a rounded cut of meat, predominantly brown with darker brown areas scattered across its surface. The Bacon Cream Sauce is creamy white and drizzled over the top of the steak, partially coating it. Diced bacon, reddish-brown, is scattered atop the steak, primarily concentrated toward the top. Diced onions are scattered on top of the steak.","Filet Mignon, brown, coating, white, scattered atop, diced","What type of meat is shown in the image?, What color is the Filet Mignon?, What is partially covering the steak?, What color is the Bacon Cream Sauce?, Where are the diced bacon pieces located?, What is scattered atop the steak?"
22de7ebf1595111,"The broiled filet mignon is a rich brown color, with some areas appearing darker, almost black, due to the broiling. It has a glossy sheen and is positioned in the lower right quadrant of the white plate.","broiled, rich, filet mignon, brown, in the lower right, plate","How was the filet mignon cooked?, What is the color of the filet mignon?, What type of meat is shown in the image?, What color is the filet mignon?, Where is the filet mignon positioned on the plate?, What is the filet mignon served on?"
83d26cde246750e,"Each plate features a filet mignon with garlic shrimp cream sauce, alongside a portion of what appears to be couscous and green beans. The filet mignon, a reddish-brown color, is centrally located on each plate, topped with pale pink shrimp. The garlic cream sauce, a light yellow color, is generously coating the meat and shrimp. The couscous, off-white in color, is positioned adjacent to the filet mignon, typically on the right side. The green beans, bright green, are placed separately, usually at the bottom of the plate, next to the filet mignon. The plate has a pattern that included blue, red, and green colors.","sauce, reddish-brown, filet mignon, green, alongside, coating","What is the color of the garlic cream sauce?, What color is the filet mignon?, What type of meat is featured on the plate?, What color are the green beans?, Where is the couscous positioned relative to the filet mignon?, What is the garlic cream sauce doing to the meat and shrimp?"
4625bbbfbb8de74,"The filet is located in the lower center of the image, sitting in a dark red Merlot sauce. The filet itself has a dark brown, slightly reddish hue on the outside from grilling, while the center appears lighter brown. It is encircled by a lighter brown ring of perhaps bacon or some other similar cut of meat. On top of the filet are several golden-brown cloves of garlic and sprigs of green rosemary. The Merlot sauce is a deep, dark red color and surrounds the filet.","located in, grilling, filet, dark red, brown, rosemary","Where is the filet located in the image?, What cooking method is used for the filet?, What type of meat is shown in the image?, What color is the Merlot sauce?, What color is the outside of the filet after grilling?, What herb is placed on top of the filet?"
3e919d5c8a76fb2,"The image features Filet Mignons with Pepper Cream Sauce. A large, irregularly shaped piece of filet mignon is positioned in the upper-right, coated with a pepper cream sauce that is primarily a light beige color. The sauce has speckles of black and brown from the pepper. To the left of this larger piece are sliced portions of the filet mignon, revealing a pinkish-red interior and also coated with the pepper cream sauce. Individual peppercorns, appearing dark brown and black, are scattered around the meat pieces. Some sauce is pooled on the plate's surface, extending from the bottom of the large filet mignon piece.","sliced, pinkish-red, meat, beige, scattered around, pepper","What is the state of the smaller portions of the filet mignon?, What color is the interior of the sliced filet mignon?, What type of food is the main subject of the image?, What color is the pepper cream sauce?, Where are the individual peppercorns located?, What is scattered around the meat pieces?"
03f3669d98a7f47,"The filet mignon is a circular cut of meat, its top surface is primarily a light brown color with bits of darker brown seasonings speckled across it, and it is positioned on the right side of the plate. To the left of the filet mignon is a medley of vegetables. These include bright orange sliced carrots stacked on each other, vibrant green broccoli florets, long green beans, and thin white slices, all nestled together. Above the filet mignon and slightly to the left is a mound of creamy white mashed potatoes. All items are arranged on a dark blue plate.","cut, light brown, meat, speckled, on the right side, arranged","What is the shape of the filet mignon?, What color is the top surface of the filet mignon?, What is the filet mignon made of?, How are the darker brown seasonings described on the filet mignon?, Where is the filet mignon positioned on the plate?, How are the items arranged on the plate?"
809aab9977443b9,"The Filet Mignon is situated in the lower center of the plate, displaying a dark brown color, and is covered with a rich balsamic glaze of a deep red-brown hue. The glaze pools slightly around the base of the steak. A cluster of green asparagus spears rests to the left and slightly behind the filet mignon. Roasted potatoes, some with reddish skins and others appearing golden-brown, are positioned to the right and slightly behind the asparagus.","situated, brown, Filet Mignon, green, behind, roasted","Where is the Filet Mignon situated on the plate?, What color is the Filet Mignon?, What type of steak is shown in the image?, What color are the asparagus spears?, Where are the asparagus spears positioned relative to the Filet Mignon?, How are the potatoes prepared?"
95f4b84d531b5cd,"The filet mignon is located on the right side of the plate, it has a dark brown exterior and a pink interior. Mushroom-cabernet gravy covers the top of the filet mignon. The mushrooms are various shades of brown and red, the gravy has a reddish-brown color.","located, brown, filet mignon, covers, red, on the right side","Where is the filet mignon located?, What color is the exterior of the filet mignon?, What type of meat is on the plate?, What covers the top of the filet mignon?, What color are the mushrooms?, On which side of the plate is the filet mignon?"
bc6c87a17e3038c,"The filet mignon is primarily reddish-brown, with some darker brown seared edges. It is located in the center of the plate. The mushroom sauce, which is light brown in color, is draped generously over the top of the filet mignon. Several spears of green asparagus are positioned to the upper right side of the filet mignon, slightly behind it.","reddish-brown, seared, filet mignon, is, green, in the center","What color is the filet mignon primarily?, What is the appearance of the edges of the filet mignon?, What type of meat is located in the center of the plate?, What color are the asparagus spears?, Where is the filet mignon located?"
bfd8bdd402cbe12,"The Lover's Beef Burgundy Filet is a dark reddish-brown color, with a glistening surface on top. It's located in the center of the image, slightly towards the right. The top of the filet is covered in a translucent, light-colored sauce with specks of green herbs. The edges of the filet appear to have a slightly darker, charred crust.","glistening, reddish-brown, filet, covered, on top, herbs","What is the appearance of the surface of the filet?, What color is the Lover's Beef Burgundy Filet?, What type of meat is shown in the image?, What is the sauce on top of the filet doing?, Where are the green herbs located?, What is on top of the filet?"
0e176ed65b79336,"The mock filet is located in the center of the image, slightly towards the right. It is round and has a dark brown, almost black, crust on top. The sides are a lighter shade of brown, with a pinkish hue towards the bottom. It is wrapped with a lighter colored substance, possibly bacon, that's a pale pink color.","located, brown, filet, dark, with, pink","Where is the mock filet located?, What color is the crust on top of the mock filet?, What type of meat is shown in the image?, What is the color of the crust on the mock filet?, What is the mock filet wrapped with?, What color is the lighter colored substance wrapping the mock filet?"
49432ef789842ed,"The filet mignon is reddish-brown, situated at the bottom center of the image. Mushrooms, varying in shades of light brown to tan, cover the filet mignon. Small, reddish-pink bacon bits are mixed within the mushrooms, appearing as specks of color. There are flecks of green herbs scattered throughout the mushrooms, providing contrast. The mushrooms are primarily concentrated on top of the filet mignon, cascading slightly down the sides.","situated at the bottom center, reddish-brown, cover, mushrooms, bacon, green","Where is the filet mignon situated in the image?, What color is the filet mignon?, What covers the filet mignon?, What is mixed within the mushrooms?, What color are the flecks scattered throughout the mushrooms?"
7a3f726289df719,"The empanada filling is primarily a light brown color, consisting of ground meat. Interspersed throughout the filling are chopped onions, which are translucent white. Dark brown raisins are scattered randomly across the surface of the mixture. The filling is evenly distributed across the entire pan. There are few pieces of a red color spread across the surface.","filling, light brown, meat, chopped, scattered, across the surface","What is the primary component of the empanada filling?, What color is the ground meat in the filling?, What type of ingredient is the ground meat in the filling?, How are the onions prepared in the filling?, How are the raisins distributed in the filling?, Where are the raisins located in the filling?"
f4c7afcf3684169,"The pineapple filling is primarily a light, creamy yellow color with small flecks of orange throughout. It fills a clear glass jar nearly to the top, taking up most of the jar's volume. The filling appears to be somewhat viscous or pulpy in texture, and it's distributed evenly within the jar, occupying the majority of the central space.","filling, creamy, yellow, flecks, distributed, in texture","What is the pineapple filling like in the jar?, What color is the pineapple filling?, What color are the small flecks in the filling?, How are the small flecks of orange arranged in the filling?, Where is the filling located within the jar?, What is the texture of the pineapple filling?"
196cca600a1000d,"The Hungarian Poppy Seed Filling is located centrally, filling almost the entire inner space of a metal pot. Its color is a very dark brownish-black, appearing quite dense and slightly glossy in texture. A light brown wooden spoon is partially submerged in the filling, positioned diagonally across the pot. The pot itself sits on a patterned towel featuring images of colorful peppers.","Filling, dark, pot, submerged, brownish-black, on a patterned towel","What is the Hungarian Poppy Seed Filling doing in the pot?, What color is the Hungarian Poppy Seed Filling?, What is the Hungarian Poppy Seed Filling contained in?, Where is the wooden spoon in relation to the filling?, What is the color of the Hungarian Poppy Seed Filling described as?, Where is the pot placed?"
f454c6fd2e216cf,"The sauerkraut filling is clustered in the center of several circular dough pieces.  It's translucent, with a light yellowish-tan hue, interspersed with darker brownish pieces. The texture appears slightly wet.  The dough pieces are pale yellow. Some dough pieces have the sauerkraut filling, others are closed, and some are empty. They are scattered across a marble surface.","clustered, translucent, sauerkraut, yellowish-tan, across a marble surface, dough","How is the sauerkraut filling arranged in the dough pieces?, What is the appearance of the sauerkraut filling?, What is the main ingredient in the filling?, What color is the sauerkraut filling?, Where are the dough pieces placed?, What are the circular pieces made of?"
7dfc6314022bc13,"The almond filling is white or light cream-colored, appearing as a distinct layer within the cake. It is located approximately in the middle of the cake's vertical structure, sandwiched between darker layers of what appears to be cake. It contributes to the multi-layered appearance of the dessert.","filling, white, cake, sandwiched between, almond, contributes","What is the color of the almond filling in the cake?, What color is the almond filling in the cake?, What is the dessert in the image?, Where is the almond filling located in the cake?, What type of nut is used in the filling of the cake?, What does the almond filling contribute to in the dessert?"
