Image,Question,Answer,predicted_answer
d0530bab5c8a27e,What color are the okra pieces,green,green
d0530bab5c8a27e,What vegetable is mixed with the rice,okra,broccoli
d0530bab5c8a27e,In what type of pot is the okra rice cooked,in a black cooking pot,white
63259c61ebc63e5,What color is the chicken breast,beige,white
63259c61ebc63e5,What type of meat is at the center of the plate,chicken,chicken
63259c61ebc63e5,What color are the olives,green,olives
63259c61ebc63e5,Where are the green olives placed,on top,on top of
63259c61ebc63e5,What are the bright red halved fruits on the chicken,tomatoes,tomatoes
07fd6296d93bc13,What color are most of the olives,golden,olives
07fd6296d93bc13,What type of food is shown in the image,olives,fajitas
07fd6296d93bc13,What has been done to three of the olives,cut,sliced
07fd6296d93bc13,Where are the cut olives located,on the bottom,around the dish
07fd6296d93bc13,What color are the insides of the cut olives,green,olives
861fbbe85de778d,What material is the cutting board made of,wooden,wooden
861fbbe85de778d,What type of bread is displayed,bread,cornbread
861fbbe85de778d,What color are the olive pieces in the bread,black,olive
861fbbe85de778d,What color is the crust of the bread,golden-brown,golden-brown
861fbbe85de778d,Where is the bread placed,on a wooden cutting board,on a wooden surface
6f5f740fb4a87c2,Are the olives visible in the jar,visible,olives
6f5f740fb4a87c2,What type of food is inside the jar,olives,pickles
6f5f740fb4a87c2,What material is the jar made of,glass,glass jar
425e9f115ea8100,What color is the plate,white,green
425e9f115ea8100,What color is the omelet,yellow,yellow
425e9f115ea8100,What is the filling doing to the omelet,spilling out of,drizzled
425e9f115ea8100,What type of meat is in the filling,bacon,pork
425e9f115ea8100,How are the onions prepared in the filling,mixed,chopped
1f5e476034d2636,Where is the spinach located,located on the left side,at the top
1f5e476034d2636,What is the main ingredient of the top layer of the dish,omelette,oatmeal
1f5e476034d2636,How is the feta cheese distributed in the dish,scattered,white
1f5e476034d2636,What color are the tomato slices,red,red
b78d925a20b5499,What color are the caramelized onions,caramelized,brown
b91602b9b0ce9ab,What has happened to the cheese,melted,melted
b91602b9b0ce9ab,What ingredient appears as light brown to dark brown strands and chunks,onions,brown
b91602b9b0ce9ab,What color are the onions,brown,white
b91602b9b0ce9ab,What ingredient covers the entire top surface of the dish,cheese,covers
b91602b9b0ce9ab,Where are the onions more concentrated,towards the bottom,towards the middle
67117992b296d76,What color is the hot dog,reddish-brown,reddish-brown
67117992b296d76,How is the hot dog positioned in the bun,nestled,bun
67117992b296d76,What color are the onions,orange,white
67117992b296d76,Where is the bowl of onions located in relation to the hot dog,to the left of,reddish-brown
1c3a4f30fe5d2a1,What color are the roasted oranges,orange,mandarin oranges
1c3a4f30fe5d2a1,What are the roasted oranges served on,plate,mandarin oranges
1c3a4f30fe5d2a1,How would you describe the color of the roasted oranges,vibrant,textured
03ad6b911f92ca4,What is the texture of the white layer on top of the drink,thick,foamy
03ad6b911f92ca4,What type of beverage is the Orange Glorious II,drink,tea
03ad6b911f92ca4,What is the mint leaf used for on the drink,garnished,green
03ad6b911f92ca4,What color is the mint leaf used as garnish,green,on top
03ad6b911f92ca4,Where are the bright orange pieces from the drink located,at the bottom,on the left
8442a41c2de89de,What color is the light pink layer,pink,meat
8442a41c2de89de,Does the dessert contain Oreo,Oreo,contains
8442a41c2de89de,Is the whipped topping sprinkled with chocolate chips,sprinkled,brown
8442a41c2de89de,Where are the chocolate chips scattered,on top surface,across
9ffec9e57522152,What shape is the Cajun Oyster Pie,circular,circular
9ffec9e57522152,What part of the pie is decorated with a star,crust,decorated
f58a02071aaec42,What shape is the plate,star-shaped,on a white rectangular plate
f58a02071aaec42,What type of seafood is featured in the image,oysters,Mussels
f58a02071aaec42,What color are the herbs on the oysters,green,white
f58a02071aaec42,Where are the oysters placed,on a star-shaped plate,scattered across
421870f09cf9265,What color is the ice bed,white,green
421870f09cf9265,What type of seafood is shown,oysters,scallops
421870f09cf9265,What color is the liquid inside the oyster shells,yellow,gray
421870f09cf9265,What color are the cooked bacon pieces,reddish-brown,atop the beans
bb7bc9e1f7ec7b8,What color is the bowl,white,dark brown
bb7bc9e1f7ec7b8,What color is the rice in the paella,yellow,yellow
bb7bc9e1f7ec7b8,How are the mussels arranged in the bowl,scattered,dark
bb7bc9e1f7ec7b8,What type of seafood is near the top and bottom of the bowl,shrimp,mussels
bb7bc9e1f7ec7b8,Where is the squid located in the dish,in a bowl,in the dish
246d3e9d0a52a4a,What type of meat is included in the paella besides shrimp,chicken,chicken
246d3e9d0a52a4a,How are the shrimp distributed in the paella,scattered,scattered
246d3e9d0a52a4a,What color are the pieces of chicken in the paella,orange-brown,yellow
246d3e9d0a52a4a,What seafood is included in the paella,shrimp,shrimp
5964496678097b7,What color are the green onions in the pancake,green,green
5964496678097b7,What type of food is shown in the image,pancake,fajitas
5964496678097b7,What color is the plate,white,green
5964496678097b7,What color is the pancake's surface,golden brown,golden-brown
5964496678097b7,Where are the pancakes located on the plate,on the left side,arranged
ca56d40bbb8f833,What is the taste of the pancakes,salty,light
ca56d40bbb8f833,What type of food is shown in the image,pancakes,fajitas
ca56d40bbb8f833,How were the pancakes prepared,cooking,frying
ca56d40bbb8f833,What color is the base of the pancakes,yellow,light
dabd4bad6169994,What color are the paneer cubes,golden yellow,scattered
dabd4bad6169994,What is the main ingredient in the dish,paneer,fries
dabd4bad6169994,What color is the gravy,reddish-brown,light brown
dabd4bad6169994,Where are the cilantro leaves placed,on top,on top of
dabd4bad6169994,How would you describe the cilantro leaves,vibrant,chunky
16f44d88446908d,What color is the Palak Paneer,green,scattered
16f44d88446908d,What is the shape of the container holding the Palak Paneer,bowl,bowl
16f44d88446908d,What color is the bowl,blue,dark brown
16f44d88446908d,How are the cubes of Paneer distributed in the Palak Paneer,scattered,scattered
16f44d88446908d,"Where is the thin, white cream drizzled",on top,on top of
72baeae4b31f87f,What fruit is used in the parfait,cranberry,cranberry
72baeae4b31f87f,What is the bowl made of,glass,glass
72baeae4b31f87f,What color is the bottom layer of the parfait,red,tan
72baeae4b31f87f,Where is the bowl placed,on a table,on the bowl
72baeae4b31f87f,What color is the cream layer in the parfait,white,tan
9754b1ddb854f12,What type of dessert is shown in the image,parfaits,enchiladas
9754b1ddb854f12,What color are the sliced strawberries,red,red
9754b1ddb854f12,Where are the granola pieces sprinkled,on top,nuts
9754b1ddb854f12,What fruit is peeking out from behind the strawberry fan,orange,at the bottom
52fcd4430f4183a,What color is the soup,yellow,reddish-orange
52fcd4430f4183a,What does the soup do inside the bowl,fills,fills
52fcd4430f4183a,What type of soup is it,vegetable,tropical
52fcd4430f4183a,What color is the dollop in the center,white,sour cream
52fcd4430f4183a,Where is the dollop located in the soup,in the center,in a pot
79ced46151bbe7a,What shape is the bowl containing the mashed parsnips,round,tan
79ced46151bbe7a,What vegetable is mashed in the bowl,parsnips,kale
79ced46151bbe7a,What color are the mashed parsnips,beige,tan
79ced46151bbe7a,How would you describe the texture of the mashed parsnips,smooth,thick
6092f585b9a1ca9,What type of meat is used in the dish,chicken,venison
6092f585b9a1ca9,What color is the tomato-based sauce,reddish-orange,red
6092f585b9a1ca9,What type of pasta is used in the dish,pasta,pasta
6092f585b9a1ca9,Where are the white beans located in the dish,scattered amidst,scattered among
6092f585b9a1ca9,What is the size of the red tomatoes in the dish,diced,large
6fd53226d02f234,What color is the bright cheese on top of the pasta,orange,melted
6fd53226d02f234,What type of food is the main component of the dish,pasta,pasta
6fd53226d02f234,What is the state of the white cheese on top of the pasta,melted,melted
6fd53226d02f234,What color is the base layer of the pasta,brownish-tan,rice
7f8b5fc69d20db3,What color is the pasta in the image,beige,pasta
7f8b5fc69d20db3,What type of pasta is in the image,pasta,pasta
7f8b5fc69d20db3,What seafood is included in the dish,shrimp,shrimp
7f8b5fc69d20db3,What color are the asparagus spears in the image,green,green
7f8b5fc69d20db3,Where are the capers mostly located in the image,over the shrimp,green
c16a6bf8525f695,How are the diced chicken pieces distributed in the dish,scattered,scattered
c16a6bf8525f695,What is the base of the dish made of,pasta,rice
c16a6bf8525f695,What color is the pasta in the dish,yellow,yellow
c16a6bf8525f695,Where is the shredded cheese placed in the dish,on top,on top of
be20945d4d2f1af,What is the main component of the dish,dish,sauce
be20945d4d2f1af,What color are the tomatoes,red,red
be20945d4d2f1af,How are the tomatoes arranged in the dish,scattered,arranged
0828e13422d34d9,What vegetable is included in the pasta,eggplant,potatoes
0828e13422d34d9,What color are the pasta tubes,golden-yellow,orange
0828e13422d34d9,Where is the larger portion of pasta served,bowls,on the left side
0828e13422d34d9,What color is the handle of the fork,with a brown wooden handle,silver
0828e13422d34d9,What color is the parmesan cheese on top,white,grated
b56fe91729ed59b,What color is the lemon curd,yellow,located on the top
b56fe91729ed59b,What fruit is on top of the lemon curd,blueberries,located on the top
b56fe91729ed59b,Where are the blueberries located,nestled among,on top of
b56fe91729ed59b,What dessert is being described,pavlova,ice cream
97f31ab9cff2ce8,What is the color of the split pea soup,greenish-yellow,green
97f31ab9cff2ce8,What type of dish is the greenish-yellow mixture,soup,greenish
97f31ab9cff2ce8,What is the color of the bowls containing the soup,white,white
97f31ab9cff2ce8,Where is the silver spoon in relation to the soup,submerged,submerged in
080a08688d3f0e9,What type of food is in the bowl,peas,dog food
080a08688d3f0e9,Where are the peas located,bowl,among the rice
080a08688d3f0e9,What cuisine do the peas belong to,Italian,Swedish
080a08688d3f0e9,Where are the peas positioned in the frame,on the right side,on the left side
bf93c4762564a50,How would you describe the color of the peaches,vibrant,vibrant
bf93c4762564a50,What is the spoon doing with the peach slices,holding,yellow
bf93c4762564a50,What color is the skillet,white,black
bf93c4762564a50,Where is the skillet located in the image,in the center,in the upper left
af12c2c429e30b2,What color is the liquid in the glasses,yellow-orange,reddish-purple
af12c2c429e30b2,What type of container holds the Peach Bellinis,glasses,bowl
af12c2c429e30b2,What material is the board that the glasses are placed on,wooden,wooden
af12c2c429e30b2,Where are the peach slices placed on the glasses,on the rim,in the glass
af12c2c429e30b2,What color are the peach slices on the rim of the glasses,reddish-yellow,orange
c37969d9f8d91ec,What type of drink is featured in the image,margaritas,margaritas
c37969d9f8d91ec,How are the Peach Margaritas presented,served,yellowish
c37969d9f8d91ec,How would you describe the color of the margaritas,bright,vibrant
c37969d9f8d91ec,What are the drinks served in,glasses,glasses
c37969d9f8d91ec,Where are the margaritas positioned in the frame,in the center,on the bottom
1f020898833f361,What type of beverage is shown in the image,tea,tea
1f020898833f361,What is the person in the image doing with the peach tea,drinking,eating
1f020898833f361,What flavor is the tea in the image,peach,peach
1f020898833f361,What color are the straws in the glasses,yellow,pink
1f020898833f361,Where is the second glass of peach tea positioned,to the right,amber
e58d9abdaf831a2,What color is the liquid in the pitcher,peachy-orange,yellowish-green
e58d9abdaf831a2,What is the sangria served in on the left,pitcher,glass
e58d9abdaf831a2,What color are the strawberries in the sangria,red,red
e58d9abdaf831a2,Where is the glass pitcher positioned,on the left,in the center
2987d882d66a7e8,What color is the peanut butter in the cookie on the left,dark,brown
2987d882d66a7e8,What type of butter is used in the cookies,peanut butter,peanut butter
2987d882d66a7e8,What color is the cookie part of the Peanut Butter Temptations II,golden brown,brown
2987d882d66a7e8,Where is the cookie with light brown peanut butter located,on the lower right,brown
2987d882d66a7e8,What type of dessert is shown in the image,cookie,enchiladas
a2f7338a23dae10,What color is the peanut butter ice cream topping,light brown,tan
a2f7338a23dae10,What type of food is the topping made of,ice cream,praline
a2f7338a23dae10,What is the consistency of the peanut butter ice cream topping,smooth,tan
a2f7338a23dae10,Where is the reflective surface particularly noticeable,near the top,on the right
d52439fae098204,What color is the plate,yellow,green
d52439fae098204,What type of food is shown in the image,muffins,fajitas
d52439fae098204,How would you describe the appearance of the muffins,perfect,vibrant
d52439fae098204,What color are the paper liners of the muffins,white,red
d52439fae098204,Where are most of the muffins placed,on the plate,on a plate
3b04aeb0107acac,What color are the pears,red,tan
3b04aeb0107acac,Where are the pears located in the image,in the left side,beneath the crumble
b076ebd5863251a,What color is the pecan filling,brown,brown
b076ebd5863251a,What type of nuts are used in the pie,pecan,pecans
b076ebd5863251a,What color is the whipped cream on one of the pies,white,cream
b076ebd5863251a,Where is the pecan filling located,on top,brown
b076ebd5863251a,What color are the scattered pecans,reddish-brown,in
3718baab129db6e,What color are the crackers,tan,golden-tan
3718baab129db6e,How are the two crackers in the foreground positioned,overlapping,are
3718baab129db6e,What color are the specks on the crackers,brown,green
3718baab129db6e,Where is the pecan pepper appetizer located,on the cracker,cracker
3718baab129db6e,What type of dish is the pecan pepper mixture,appetizer,jalapeno
e57b2feba7c0dd2,What type of pasta is in the bowl,penne,gnocchi
e57b2feba7c0dd2,How is the penne pasta arranged in the bowl,distributed,distributed
e57b2feba7c0dd2,What color is the mango chile sauce,red,orange
e57b2feba7c0dd2,What herb is scattered on top of the pasta,cilantro,parsley
e57b2feba7c0dd2,Where is the cilantro placed,on top of,on top of
3f3ebc236374bd6,What type of pasta is visible in the image,penne,pasta
3f3ebc236374bd6,What color are the peppers in the dish,red-orange,red
3f3ebc236374bd6,How are the peppers prepared in the dish,sauteed,sliced
3f3ebc236374bd6,What is distributed throughout the dish alongside the penne,peppers,ginger
176aa7a0d1fac3f,What color are the Padron peppers,green,green
176aa7a0d1fac3f,What type of vegetable is shown in the image,peppers,garlic
176aa7a0d1fac3f,Where are the peppers scattered across,scattered across,scattered across
176aa7a0d1fac3f,How do the peppers appear on the plate,glistening,appearing
c19a3ea29eeebad,What color is the container,white,white
c19a3ea29eeebad,What type of sauce is in the container,pesto,glass
c19a3ea29eeebad,What is the chive pesto stored in,container,green
c19a3ea29eeebad,How would you describe the green color of the pesto,vibrant,vibrant
e83d92fa9726ea1,How does the walnut pesto appear in terms of texture,textured,glossy
e83d92fa9726ea1,What type of sauce is primarily green and textured,pesto,jars
e83d92fa9726ea1,What does the walnut pesto fill in the image,fills,fills
e83d92fa9726ea1,What color is the ceramic bowl,white,blue
e83d92fa9726ea1,Where are the fresh basil leaves placed,on top of,around the center
ac6d8e898685baa,What is the main protein in the dish,chicken,chicken
ac6d8e898685baa,Where are some of the capers falling,falling onto,on top of
ac6d8e898685baa,What color are the capers,green,green
ac6d8e898685baa,How are the chicken pieces arranged in the image,scattered,scattered
7f4a3652f38c3ca,What is the main ingredient in the jar,pickles,garlic
7f4a3652f38c3ca,What material is the jar made of,glass,glass jar
7f4a3652f38c3ca,Is the jar full or empty,full,filling
7f4a3652f38c3ca,What color are some of the zucchini slices,yellow,green
7f4a3652f38c3ca,How are the zucchini pickles cut,sliced,cut
23c54d8ee77e341,What color are the candied dill pickles,yellowish-green,green
23c54d8ee77e341,What type of pickles are shown in the image,pickles,cucamelons
23c54d8ee77e341,Where is the jar filled with pickles located,on the left side,submerged
23c54d8ee77e341,What color is the bowl on the right side,white,blue
80b4940c04976c6,What is the color of the glass jar,clear,clear
80b4940c04976c6,What type of food is inside the jar,pickles,pickles
80b4940c04976c6,What color are the pickles,green,yellowish-green
80b4940c04976c6,Where are the pickles stored,in a jar,in a glass jar
f631b6ffa9f8e44,What is the state of the cheese layer on top of the pie,melted,melted
f631b6ffa9f8e44,What type of food is primarily located on the right side of the image,pie,fish
f631b6ffa9f8e44,What color is the crust of the pie,tan,golden brown
f631b6ffa9f8e44,What color is the baking tin the pie is sitting in,silver,silver
d1323e9519e7ce3,What type of fruit is used in the pies,apricot,grape
d1323e9519e7ce3,What color are the pies,golden-brown,brown
d1323e9519e7ce3,What type of dessert is shown in the image,pies,enchiladas
d1323e9519e7ce3,What is the texture of the pies,uneven,brown
e8022d21e4305f3,What type of dessert is shown in the image,pie,enchiladas
e8022d21e4305f3,What color is the ceramic dish,white,white
e8022d21e4305f3,What color is the plate under the dish,green plate,blue
d759993231e4ae6,What color are the pierogi,yellow,greyish-brown
d759993231e4ae6,What type of food is shown in the image,pierogi,fajitas
d759993231e4ae6,Where are the pierogi placed,on the plate,on a plate
d759993231e4ae6,Where is the pierogi located in the middle of the plate,center,in the center
9847bc5024dc67b,What color is the plate,white,green
9847bc5024dc67b,What color is the hotdog,pinkish-red,reddish-brown
9847bc5024dc67b,Where are the pigs in a blanket placed,on a plate,wreath
def28ab9ad33050,What is the main ingredient in the Apricot Almond Pilaf,rice,rice
def28ab9ad33050,Where are all the food items placed,inside the bowl,on a white platter
da6f20f25f32a9d,What color is the base of the rice,yellow,is
da6f20f25f32a9d,How are the slices of red bell peppers arranged,scattered,red
da6f20f25f32a9d,What is the main ingredient in the pilaf,rice,rice
da6f20f25f32a9d,What color are the bell pepper slices partially visible beneath the yellow rings,red,green
da6f20f25f32a9d,Where are the green bell pepper slices mostly located,on the left,in the lower left
a6d484ebeacc37e,What size is the glass punch bowl,large,large
a6d484ebeacc37e,Where is the coconut shell cup located,to the lower left,brown
1c9c8473c25453f,What is the primary flavor of the pinwheels,chocolate,garlic
1c9c8473c25453f,What color is the dark chocolate component of the pinwheel,brown,chocolate
1c9c8473c25453f,Where is the larger pinwheel located,on the left,located
d16d3b9f8992526,What is the temperature of the pinwheels,hot,hot
d16d3b9f8992526,What color are the onion pieces on the pinwheels,brown,white
d16d3b9f8992526,Where are the onion pieces located on the pinwheels,on top,in color
f18e99e9dcc91a3,What type of bread is shown in the image,bread,lefse
f18e99e9dcc91a3,What color is the gluten-free pita flatbread,brown,gluten-free
f18e99e9dcc91a3,Where is part of the bread located,on the plate,in the upper left corner
f18e99e9dcc91a3,What is scattered on the plate under the bread,crumbs,white
c1b6d1ed9795a47,What color is the plate,white,green
c1b6d1ed9795a47,What type of bread is shown in the image,bread,lefse
c1b6d1ed9795a47,What color is the napkin,red,mauve-colored
c1b6d1ed9795a47,What color is the pita bread,tan,yellow
c1b6d1ed9795a47,Where is the pita bread placed,on a white plate,cloth
025ee3dfc1e85c2,How are the pear slices arranged on the pizza,arranged,green
025ee3dfc1e85c2,What fruit is placed on top of the cheese,pear,strawberries
025ee3dfc1e85c2,Where are the pear slices placed on the pizza,on top of,on the plate
09ffcc95dea0190,What color is the pizza pan,silver,gray
09ffcc95dea0190,What type of food is shown in the image,pizza,fajitas
09ffcc95dea0190,What color is the tomato sauce,red,red
09ffcc95dea0190,What color is the crust,beige,brown
09ffcc95dea0190,What is the shape of the pizza pan,on a round,gray
03c09164b78a5c8,What color is the crust of the cobbler,golden-brown,golden-brown
03c09164b78a5c8,Where is the baking dish located,on the left,on top
3a8a01d4826590d,What type of bread is shown in the image,plum bread,lefse
3a8a01d4826590d,What color is the plate,white,green
3a8a01d4826590d,What color is the base of the plum bread,tan,tan
3a8a01d4826590d,What is the texture of the top of the plum bread,cracked,with a tomato mixture
3a8a01d4826590d,Where is the plate placed,on a plate,on a plate
9925a351bf1ca8c,What is the color of the watermelon's interior,pink,red
9925a351bf1ca8c,What is the food served on,plate,plate
9925a351bf1ca8c,What is the color of the watermelon's flesh,red,red
9925a351bf1ca8c,What green herb is beside the watermelon slice,parsley,cinnamon
e5661bb8414166b,What type of dish is featured in the image,polenta,gnocchi
e5661bb8414166b,What color is the polenta,yellow,yellow
e5661bb8414166b,What color is the parsley garnish,green,green
8d5dbc4a9462c53,What is the dish in the lower center of the image,polenta,pink
8d5dbc4a9462c53,Where is the polenta located in the image,in the lower center,in the image
8d5dbc4a9462c53,How is the corn prepared in the polenta,roasted,yellow
4668800e907780a,What color are the chicken pieces,beige,brown
4668800e907780a,What type of meat is in the dish,chicken,chicken
4668800e907780a,What color is the cream sauce,yellow,white
4668800e907780a,What color is the sauce covering the dish,cream,pasta
953f6be44a13027,What color are many of the rice grains coated in,yellow,tan
953f6be44a13027,What is the main grain used in the dish,rice,rice
953f6be44a13027,What color is the ground meat mixed with the cabbage,brown,ham
953f6be44a13027,What color are the pieces of cabbage,in light yellow,light green
6908c6556f00d12,How are the dark brown pieces of meat and green beans distributed in the rice,interspersed,scattered
6908c6556f00d12,What is the main ingredient in the lower half of the image,rice,yams
6908c6556f00d12,What color are the diced tomatoes in the salad,red,red
6908c6556f00d12,What color are the diced cucumbers in the salad,green,green
6908c6556f00d12,Where is the salad located in relation to the rice,above the rice,above the chicken
c664b30dc984fe4,What color is the frosting on the cake pop,pink,pink
c664b30dc984fe4,What type of dessert is the food item,cake,biscuits
c664b30dc984fe4,What are the sprinkles on the cake pop like,colorful,colorful
c664b30dc984fe4,Where is the cake pop placed,on a light brown surface,on a white plate
77f4c5b414b903a,What color are the ice pops,brown,white
77f4c5b414b903a,What type of food is shown in the image,ice pops,fajitas
77f4c5b414b903a,What color is the plate,white,green
77f4c5b414b903a,Where are the ice pops placed,on a white plate,on a plate
77f4c5b414b903a,What is the state of the background objects,blurred,white
95c0881264faca7,What color are the gingersnap cookies,brown,arranged
95c0881264faca7,What type of baked goods are shown in the image,cookies,cookies
95c0881264faca7,Where are the cookies placed,on a metal baking sheet,on a black wire
cc8ab18052f66ff,How does the surface of the chicken appear,shiny,browned
cc8ab18052f66ff,What is the color of the rice,rice,is
cc8ab18052f66ff,What is the color of the chicken surface,brown,glossy
cc8ab18052f66ff,How are the chicken pieces arranged,stacked on,scattered
efa79f62e1212b8,What color is the bowl,pink,dark brown
efa79f62e1212b8,What is holding the candied almonds,bowl,glass jar
efa79f62e1212b8,What color are the candied almonds,brown,brown
a9de64865353ad1,What type of nuts are in the jar,almonds,pecans
a9de64865353ad1,What is the container for the almonds,jar,bowl
a9de64865353ad1,Where are the scattered almonds located,on the same surface,scattered
9a2122c94391ed2,What color is the almond tea,orange,amber
9a2122c94391ed2,What type of surface is the glass sitting on,on the bottom center,wooden
9a2122c94391ed2,What color is the background of the image,green,on a green background
0a14bf73604dec2,What color are the sweet potatoes,vibrant,orange
0a14bf73604dec2,What type of vegetable is in the bowl,sweet potatoes,greens
0a14bf73604dec2,What color is associated with the sweet potatoes,orange,orange
0a14bf73604dec2,Where are the sweet potatoes mounded,within the bowl,orange
d0501785b532eca,What color are the darker patches on the apples,brown,brown
d0501785b532eca,What fruit is shown in the image,apples,grapes
d0501785b532eca,What color is the bowl,white,dark brown
d0501785b532eca,What color is the cut apple piece,yellow,red
d0501785b532eca,Where are the apples placed,in a bowl,on the plate
47319ad0fa9cdb4,What is the applesauce contained in,applesauce,golden-brown
47319ad0fa9cdb4,What color is the bowl,blue,dark brown
47319ad0fa9cdb4,What color is the apple closer to the bowl,red,red
47319ad0fa9cdb4,Where is the bowl placed,on a surface,on the bowl
dc9c9c226ed6f6b,What is the color of the applesauce,applesauce,golden-brown
dc9c9c226ed6f6b,What is the color of the applesauce in the bowl,golden-brown,golden-brown
dc9c9c226ed6f6b,What is being done with the spoon in the image,scooped,adding
dc9c9c226ed6f6b,What color is the bowl containing the applesauce,white,golden-brown
dc9c9c226ed6f6b,Where is most of the applesauce located,in the bowl,golden-brown
e0e667da478e560,What color is the pear-applesauce inside the jar,golden-amber,golden-brown
e0e667da478e560,What is the container holding the pear-applesauce,jar,golden-brown
e0e667da478e560,What color is the apple on the table,yellow,wooden
e0e667da478e560,Where is the jar of pear-applesauce placed,on the table,golden-brown
e0e667da478e560,What color is the small dish containing more pear-applesauce,white,golden-brown
996c337701e6c89,What is the main protein in the dish,meat,chicken
996c337701e6c89,What vegetable is visible in the ground meat mixture,carrots,brownish
996c337701e6c89,How are the plantains prepared,fried,dried
996c337701e6c89,Where is the ground meat mixture located,on the plate,in the image
996c337701e6c89,Where is the rice placed relative to the ground meat,adjacent,brownish
e0d807ecc1cc31b,What color are the artichoke hearts,green,green
e0d807ecc1cc31b,What type of vegetable is shown in the lower-left area,artichoke,Chiles Rellenos
e0d807ecc1cc31b,What color is the plate,white,green
e0d807ecc1cc31b,Where are the lettuce leaves located,to the right,green
fa3f82cfa61ea05,What color is the majority of the asparagus,green,brown
fa3f82cfa61ea05,What vegetable is featured in the dish,asparagus,leeks
fa3f82cfa61ea05,How are the asparagus pieces arranged on the plate,arranged,scattered
dadaf1377287f2d,What color are the asparagus spears,green,green
dadaf1377287f2d,What vegetable is shown in the image,asparagus,fennel
dadaf1377287f2d,In which direction are the asparagus tips pointing,upwards,towards
dadaf1377287f2d,Where are the asparagus spears stacked,on top of,inside a clear glass jar
a07fe2567ba507e,What color is the avocado near the center,green,red
a07fe2567ba507e,What fruit is used to hold the baked egg,avocado,avocados
a07fe2567ba507e,What color is the egg white,white,light-brown
a07fe2567ba507e,Where is the avocado's outer skin described,on its outer skin,green
a07fe2567ba507e,Where are the diced pieces of ham located,scattered,pinkish-red
d294dd73f747ba7,What color is the pie filling,green,yellow
d294dd73f747ba7,What type of dessert is shown in the image,pie,enchiladas
d294dd73f747ba7,What color is the whipped cream on top of the pie,white,white
d294dd73f747ba7,Where is the whipped cream located,on top,on top
e57919c504620ad,What color is the fried batter coating of the avocado bites,golden-brown,golden-brown
e57919c504620ad,What is the main ingredient of the bites,avocado,falafel
e57919c504620ad,What color is the avocado inside the bites,green,green
e57919c504620ad,Where are the avocado bites placed,on a white square plate,on a plate
e57919c504620ad,Do the avocado bites have the same size and shape,vary,diced
bc65d8c82c97c6e,What type of berries are on the Dutch Babies,raspberries,raspberries
bc65d8c82c97c6e,How are the berries near the left edge arranged,scattered,positioned
bc65d8c82c97c6e,What color are the raspberries,red,red
bc65d8c82c97c6e,Where are the Dutch Babies presented,on the white cloth,green
43f16eb0ce00b22,How does the bacon appear on the surface,glistening,glossy
43f16eb0ce00b22,What type of meat is shown in the image,bacon,chicken
43f16eb0ce00b22,What color is the exterior of the bacon,dark brown,reddish-pink
43f16eb0ce00b22,Where are the two pieces of bacon positioned relative to each other,separated by,overlapping
603ff0b14e008eb,What type of meat is shown in the image,bacon,chicken
603ff0b14e008eb,Where is the bacon being cooked,oven,reddish-brown
603ff0b14e008eb,Where is the bacon placed in the oven,on a wire rack,on a plate
dd10c756d295fd9,What color are the bagel bites,golden-brown,light
dd10c756d295fd9,What type of food is shown in the image,bagel bites,fajitas
dd10c756d295fd9,Where are the bagel bites located in the image,blue,on the right side
dd10c756d295fd9,How many bagel bites are broken,in the bottom half,light
dd10c756d295fd9,What color is the plate in the image,broken,white
4ffc92ecaab59bc,What color are the bagels,golden-brown,light brown
4ffc92ecaab59bc,What type of food is shown in the image,bagels,fajitas
4ffc92ecaab59bc,What gives the bagels a speckled appearance,spice,jalapeño
4ffc92ecaab59bc,Where are the bagels placed,on a wire rack,on a light blue plate
cc3286afe2ca6f4,What type of bread are the bagels made of,pumpernickel,light brown
cc3286afe2ca6f4,What color are the bagels,brown,light brown
cc3286afe2ca6f4,What food item is being described,bagels,pancakes
cc3286afe2ca6f4,Where are the bagels placed,on a black wire rack,on a light blue plate
cc3286afe2ca6f4,What color are the sesame seeds on the bagels,white,black
66d008af21ff8da,What color is the bagel on the left,golden-brown,beige
66d008af21ff8da,What is the state of the cheese on the right bagel,melted,golden
66d008af21ff8da,What is the bagel placed on,plate,on a white plate
66d008af21ff8da,What type of seeds are on the bagel on the left,sesame,beige
66d008af21ff8da,Where is the golden-brown bagel located,on the left,on top
63f9b9692722870,What color is the baking dish,white,white
63f9b9692722870,What is the main ingredient in the top layer of the bake,cheese,potato
63f9b9692722870,"What are the small, dark brown pieces within the cheese",sausage,raisins
63f9b9692722870,What color are the cooked sausage pieces,brown,brown
63f9b9692722870,Where are the sausage pieces located,within the cheese,throughout
3a687442b546d06,What color is the smoothie,beige,pink
3a687442b546d06,What fruit is used to make the smoothie,bananas,strawberry
3a687442b546d06,What color is the straw,yellow,blue
3a687442b546d06,Where are the bananas located,to the left of,to the left
be6202dbef60502,What color are the chocolate chips on top of the loaves,brown,chocolate
be6202dbef60502,What type of chips are on top of the loaves,chocolate,irregularly shaped
be6202dbef60502,What shape are the loaves,loaves,irregularly shaped
be6202dbef60502,What color is the crust of the loaves,golden-brown,irregularly shaped
be6202dbef60502,Where is one loaf angled towards,towards the center,on a black wire rack
eba8e48373f79c5,What type of fries are shown in the image,fries,fries
eba8e48373f79c5,What color are the fries,brown,golden-yellow
eba8e48373f79c5,What color is the plate,white,green
