Image,Question,Answer,Predict
4c2f9a94422a2e9,What is inside the pie crust,filling,filling
4c2f9a94422a2e9,What color is the shredded coconut,white,white
4c2f9a94422a2e9,Where is the slice of pie placed,on a white surface,on a white
0bc89d050cedc1c,What color are the overnight buckwheat oats,beige,beige
0bc89d050cedc1c,What do the buckwheat oats do in the bowl,fill,fresh
0bc89d050cedc1c,What type of berries are dark blue and on top of the oats,blueberries,blueberries
0bc89d050cedc1c,What color are the red berries,red,red
0bc89d050cedc1c,Where are the blueberries and red berries located,on top,on top
d0530bab5c8a27e,What color is the cooking pot,black,black
d0530bab5c8a27e,What is the main ingredient in the dish besides okra,rice,rice
d0530bab5c8a27e,What color are the okra pieces,green,green
d0530bab5c8a27e,What vegetable is mixed with the rice,okra,green
d0530bab5c8a27e,In what type of pot is the okra rice cooked,in a black cooking pot,cooking pot
63259c61ebc63e5,What color is the chicken breast,beige,light brown
63259c61ebc63e5,What type of meat is at the center of the plate,chicken,chicken
63259c61ebc63e5,What color are the olives,green,green
63259c61ebc63e5,Where are the green olives placed,on top,on top
63259c61ebc63e5,What are the bright red halved fruits on the chicken,tomatoes,tomatoes
07fd6296d93bc13,What color are most of the olives,golden,green
07fd6296d93bc13,What type of food is shown in the image,olives,olives
07fd6296d93bc13,What has been done to three of the olives,cut,creamy white
07fd6296d93bc13,Where are the cut olives located,on the bottom,common
07fd6296d93bc13,What color are the insides of the cut olives,green,green
861fbbe85de778d,What material is the cutting board made of,wooden,wooden
861fbbe85de778d,What type of bread is displayed,bread,bread
861fbbe85de778d,What color are the olive pieces in the bread,black,green
861fbbe85de778d,What color is the crust of the bread,golden-brown,golden-brown
861fbbe85de778d,Where is the bread placed,on a wooden cutting board,on a wooden cutting board
425e9f115ea8100,What color is the plate,white,white
425e9f115ea8100,What color is the omelet,yellow,yellow
425e9f115ea8100,What is the filling doing to the omelet,spilling out of,filling
425e9f115ea8100,What type of meat is in the filling,bacon,meat
425e9f115ea8100,How are the onions prepared in the filling,mixed,rich
1f5e476034d2636,Where is the spinach located,located on the left side,visible
1f5e476034d2636,What is the main ingredient of the top layer of the dish,omelette,fried egg
1f5e476034d2636,How is the feta cheese distributed in the dish,scattered,scattered
1f5e476034d2636,What color are the tomato slices,red,red
b78d925a20b5499,What color are the caramelized onions,caramelized,caramelized
b91602b9b0ce9ab,What has happened to the cheese,melted,melted
b91602b9b0ce9ab,What ingredient appears as light brown to dark brown strands and chunks,onions,"brown, dark brown"
b91602b9b0ce9ab,What color are the onions,brown,"white, light yellow"
b91602b9b0ce9ab,What ingredient covers the entire top surface of the dish,cheese,cheese
b91602b9b0ce9ab,Where are the onions more concentrated,towards the bottom,towards the bottom
67117992b296d76,What color is the hot dog,reddish-brown,light brown
67117992b296d76,How is the hot dog positioned in the bun,nestled,generous
67117992b296d76,What color are the onions,orange,rich brown color
67117992b296d76,Where is the bowl of onions located in relation to the hot dog,to the left of,to the left of
1c3a4f30fe5d2a1,What color are the roasted oranges,orange,orange
1c3a4f30fe5d2a1,What are the roasted oranges served on,plate,plate
1c3a4f30fe5d2a1,How would you describe the color of the roasted oranges,vibrant,golden-brown
03ad6b911f92ca4,What is the texture of the white layer on top of the drink,thick,"smooth, creamy"
03ad6b911f92ca4,What type of beverage is the Orange Glorious II,drink,drink
03ad6b911f92ca4,What is the mint leaf used for on the drink,garnished,garnish
03ad6b911f92ca4,What color is the mint leaf used as garnish,green,green
03ad6b911f92ca4,Where are the bright orange pieces from the drink located,at the bottom,on top
8442a41c2de89de,What color is the light pink layer,pink,pink
8442a41c2de89de,Does the dessert contain Oreo,Oreo,no clear indication
8442a41c2de89de,Is the whipped topping sprinkled with chocolate chips,sprinkled,sprinkled
8442a41c2de89de,Where are the chocolate chips scattered,on top surface,on top
9ffec9e57522152,What shape is the Cajun Oyster Pie,circular,"round, common shape"
9ffec9e57522152,What part of the pie is decorated with a star,crust,left
f58a02071aaec42,What shape is the plate,star-shaped,star shaped
f58a02071aaec42,What type of seafood is featured in the image,oysters,oysters
f58a02071aaec42,What color are the herbs on the oysters,green,green
f58a02071aaec42,Where are the oysters placed,on a star-shaped plate,on a star-shaped plate
421870f09cf9265,What color is the ice bed,white,white
421870f09cf9265,What type of seafood is shown,oysters,oysters
421870f09cf9265,What color is the liquid inside the oyster shells,yellow,yellowish
421870f09cf9265,What color are the cooked bacon pieces,reddish-brown,light brown
bb7bc9e1f7ec7b8,What color is the bowl,white,white
bb7bc9e1f7ec7b8,What color is the rice in the paella,yellow,yellow
bb7bc9e1f7ec7b8,How are the mussels arranged in the bowl,scattered,scattered
bb7bc9e1f7ec7b8,What type of seafood is near the top and bottom of the bowl,shrimp,shrimp
bb7bc9e1f7ec7b8,Where is the squid located in the dish,in a bowl,center of the dish
246d3e9d0a52a4a,What type of meat is included in the paella besides shrimp,chicken,chicken
246d3e9d0a52a4a,How are the shrimp distributed in the paella,scattered,"distributed, spread out"
246d3e9d0a52a4a,What color are the pieces of chicken in the paella,orange-brown,golden brown
246d3e9d0a52a4a,What seafood is included in the paella,shrimp,shrimp
5964496678097b7,What color are the green onions in the pancake,green,green
5964496678097b7,What type of food is shown in the image,pancake,green
5964496678097b7,What color is the plate,white,white
5964496678097b7,What color is the pancake's surface,golden brown,golden-brown
5964496678097b7,Where are the pancakes located on the plate,on the left side,on the
ca56d40bbb8f833,What is the taste of the pancakes,salty,sweet
ca56d40bbb8f833,What type of food is shown in the image,pancakes,pancakes
ca56d40bbb8f833,How were the pancakes prepared,cooking,cooking
ca56d40bbb8f833,What color is the base of the pancakes,yellow,light brown color
dabd4bad6169994,What color are the paneer cubes,golden yellow,light yellow
dabd4bad6169994,What is the main ingredient in the dish,paneer,paneer
dabd4bad6169994,What color is the gravy,reddish-brown,"rich, golden-brown"
dabd4bad6169994,Where are the cilantro leaves placed,on top,on top
dabd4bad6169994,How would you describe the cilantro leaves,vibrant,vibrant
16f44d88446908d,What color is the Palak Paneer,green,green
16f44d88446908d,What is the shape of the container holding the Palak Paneer,bowl,bowl
16f44d88446908d,What color is the bowl,blue,blue
16f44d88446908d,How are the cubes of Paneer distributed in the Palak Paneer,scattered,"distributed, visible"
16f44d88446908d,"Where is the thin, white cream drizzled",on top,on top
72baeae4b31f87f,What fruit is used in the parfait,cranberry,red berries
72baeae4b31f87f,What is the bowl made of,glass,glass
72baeae4b31f87f,What color is the bottom layer of the parfait,red,light brown
72baeae4b31f87f,Where is the bowl placed,on a table,on a table
72baeae4b31f87f,What color is the cream layer in the parfait,white,white
9754b1ddb854f12,What type of dessert is shown in the image,parfaits,parfait
9754b1ddb854f12,What color are the sliced strawberries,red,red
9754b1ddb854f12,Where are the granola pieces sprinkled,on top,on top
9754b1ddb854f12,What fruit is peeking out from behind the strawberry fan,orange,fruit
52fcd4430f4183a,What color is the soup,yellow,yellow
52fcd4430f4183a,What does the soup do inside the bowl,fills,creamy
52fcd4430f4183a,What type of soup is it,vegetable,creamy
52fcd4430f4183a,What color is the dollop in the center,white,white
52fcd4430f4183a,Where is the dollop located in the soup,in the center,centered in the
79ced46151bbe7a,What shape is the bowl containing the mashed parsnips,round,round
79ced46151bbe7a,What vegetable is mashed in the bowl,parsnips,creamy
79ced46151bbe7a,What color are the mashed parsnips,beige,creamy white color
79ced46151bbe7a,How would you describe the texture of the mashed parsnips,smooth,smooth
6092f585b9a1ca9,What type of meat is used in the dish,chicken,chicken
6092f585b9a1ca9,What color is the tomato-based sauce,reddish-orange,deep red
6092f585b9a1ca9,What type of pasta is used in the dish,pasta,pasta
6092f585b9a1ca9,Where are the white beans located in the dish,scattered amidst,scattered
6092f585b9a1ca9,What is the size of the red tomatoes in the dish,diced,small
6fd53226d02f234,What color is the bright cheese on top of the pasta,orange,orange
6fd53226d02f234,What type of food is the main component of the dish,pasta,pasta
6fd53226d02f234,What is the state of the white cheese on top of the pasta,melted,melted
6fd53226d02f234,What color is the base layer of the pasta,brownish-tan,light yellow
7f8b5fc69d20db3,What color is the pasta in the image,beige,light yellow
7f8b5fc69d20db3,What type of pasta is in the image,pasta,pasta
7f8b5fc69d20db3,What seafood is included in the dish,shrimp,shrimp
7f8b5fc69d20db3,What color are the asparagus spears in the image,green,green
7f8b5fc69d20db3,Where are the capers mostly located in the image,over the shrimp,the shrimp
c16a6bf8525f695,How are the diced chicken pieces distributed in the dish,scattered,distributed
c16a6bf8525f695,What is the base of the dish made of,pasta,pasta dish
c16a6bf8525f695,What color is the pasta in the dish,yellow,white
c16a6bf8525f695,Where is the shredded cheese placed in the dish,on top,on top
be20945d4d2f1af,What is the main component of the dish,dish,dish
be20945d4d2f1af,What color are the tomatoes,red,red
be20945d4d2f1af,How are the tomatoes arranged in the dish,scattered,scattered
0828e13422d34d9,What vegetable is included in the pasta,eggplant,red
0828e13422d34d9,What color are the pasta tubes,golden-yellow,light yellow
0828e13422d34d9,Where is the larger portion of pasta served,bowls,bowls
0828e13422d34d9,What color is the handle of the fork,with a brown wooden handle,brown handle
0828e13422d34d9,What color is the parmesan cheese on top,white,light yellow
b56fe91729ed59b,What color is the lemon curd,yellow,yellow
b56fe91729ed59b,What fruit is on top of the lemon curd,blueberries,blueberries
b56fe91729ed59b,Where are the blueberries located,nestled among,None
b56fe91729ed59b,What dessert is being described,pavlova,pavlova
97f31ab9cff2ce8,What is the color of the split pea soup,greenish-yellow,greenish-yellow
97f31ab9cff2ce8,What type of dish is the greenish-yellow mixture,soup,soup
97f31ab9cff2ce8,What is the color of the bowls containing the soup,white,white
97f31ab9cff2ce8,Where is the silver spoon in relation to the soup,submerged,inside
080a08688d3f0e9,What type of food is in the bowl,peas,peas
080a08688d3f0e9,Where are the peas located,bowl,bowl
080a08688d3f0e9,What cuisine do the peas belong to,Italian,Italian
080a08688d3f0e9,Where are the peas positioned in the frame,on the right side,right side
bf93c4762564a50,How would you describe the color of the peaches,vibrant,vibrant
bf93c4762564a50,What is the spoon doing with the peach slices,holding,be
bf93c4762564a50,What color is the skillet,white,white
bf93c4762564a50,Where is the skillet located in the image,in the center,in this image
af12c2c429e30b2,What color is the liquid in the glasses,yellow-orange,light orange color
af12c2c429e30b2,What type of container holds the Peach Bellinis,glasses,glasses
af12c2c429e30b2,What material is the board that the glasses are placed on,wooden,wooden
af12c2c429e30b2,Where are the peach slices placed on the glasses,on the rim,on the rim
af12c2c429e30b2,What color are the peach slices on the rim of the glasses,reddish-yellow,orange-yellow
c37969d9f8d91ec,What type of drink is featured in the image,margaritas,margaritas
c37969d9f8d91ec,How are the Peach Margaritas presented,served,served
c37969d9f8d91ec,How would you describe the color of the margaritas,bright,bright
c37969d9f8d91ec,What are the drinks served in,glasses,glasses
c37969d9f8d91ec,Where are the margaritas positioned in the frame,in the center,centrally in the middle
1f020898833f361,What type of beverage is shown in the image,tea,refreshing
1f020898833f361,What is the person in the image doing with the peach tea,drinking,no
1f020898833f361,What flavor is the tea in the image,peach,peach
1f020898833f361,What color are the straws in the glasses,yellow,yellow
1f020898833f361,Where is the second glass of peach tea positioned,to the right,to the right
e58d9abdaf831a2,What color is the liquid in the pitcher,peachy-orange,vibrant orange color
e58d9abdaf831a2,What is the sangria served in on the left,pitcher,pitcher
e58d9abdaf831a2,What color are the strawberries in the sangria,red,red
e58d9abdaf831a2,Where is the glass pitcher positioned,on the left,on the left
2987d882d66a7e8,What color is the peanut butter in the cookie on the left,dark,dark
2987d882d66a7e8,What type of butter is used in the cookies,peanut butter,peanut butter
2987d882d66a7e8,What color is the cookie part of the Peanut Butter Temptations II,golden brown,light brown
2987d882d66a7e8,Where is the cookie with light brown peanut butter located,on the lower right,right
2987d882d66a7e8,What type of dessert is shown in the image,cookie,cookie
a2f7338a23dae10,What color is the peanut butter ice cream topping,light brown,golden brown
a2f7338a23dae10,What type of food is the topping made of,ice cream,yellowish-orange
a2f7338a23dae10,What is the consistency of the peanut butter ice cream topping,smooth,smooth
a2f7338a23dae10,Where is the reflective surface particularly noticeable,near the top,top
d52439fae098204,What color is the plate,yellow,white
d52439fae098204,What type of food is shown in the image,muffins,small pastries
d52439fae098204,How would you describe the appearance of the muffins,perfect,moist and fluffy
d52439fae098204,What color are the paper liners of the muffins,white,white
d52439fae098204,Where are most of the muffins placed,on the plate,on the plate
3b04aeb0107acac,What color are the pears,red,red
3b04aeb0107acac,Where are the pears located in the image,in the left side,in a white
b076ebd5863251a,What color is the pecan filling,brown,brown
b076ebd5863251a,What type of nuts are used in the pie,pecan,pecan
b076ebd5863251a,What color is the whipped cream on one of the pies,white,white
b076ebd5863251a,Where is the pecan filling located,on top,on top
b076ebd5863251a,What color are the scattered pecans,reddish-brown,light brown
3718baab129db6e,What color are the crackers,tan,light golden brown
3718baab129db6e,How are the two crackers in the foreground positioned,overlapping,overlapping
3718baab129db6e,What color are the specks on the crackers,brown,brown
3718baab129db6e,Where is the pecan pepper appetizer located,on the cracker,cracker
3718baab129db6e,What type of dish is the pecan pepper mixture,appetizer,savory
e57b2feba7c0dd2,What type of pasta is in the bowl,penne,penne
e57b2feba7c0dd2,How is the penne pasta arranged in the bowl,distributed,separated
e57b2feba7c0dd2,What color is the mango chile sauce,red,red
e57b2feba7c0dd2,What herb is scattered on top of the pasta,cilantro,cilantro
e57b2feba7c0dd2,Where is the cilantro placed,on top of,on top of
3f3ebc236374bd6,What type of pasta is visible in the image,penne,penne
3f3ebc236374bd6,What color are the peppers in the dish,red-orange,red
3f3ebc236374bd6,How are the peppers prepared in the dish,sauteed,sauteed
3f3ebc236374bd6,What is distributed throughout the dish alongside the penne,peppers,peppers
176aa7a0d1fac3f,What color are the Padron peppers,green,green
176aa7a0d1fac3f,What type of vegetable is shown in the image,peppers,peppers
176aa7a0d1fac3f,Where are the peppers scattered across,scattered across,scattered across
176aa7a0d1fac3f,How do the peppers appear on the plate,glistening,"fresh, green"
c19a3ea29eeebad,What color is the container,white,white
c19a3ea29eeebad,What type of sauce is in the container,pesto,pesto
c19a3ea29eeebad,What is the chive pesto stored in,container,container
c19a3ea29eeebad,How would you describe the green color of the pesto,vibrant,vibrant
e83d92fa9726ea1,How does the walnut pesto appear in terms of texture,textured,textured
e83d92fa9726ea1,What type of sauce is primarily green and textured,pesto,pesto
e83d92fa9726ea1,What does the walnut pesto fill in the image,fills,filled with
e83d92fa9726ea1,What color is the ceramic bowl,white,white
e83d92fa9726ea1,Where are the fresh basil leaves placed,on top of,in the
ac6d8e898685baa,What is the main protein in the dish,chicken,white
ac6d8e898685baa,Where are some of the capers falling,falling onto,falling onto
ac6d8e898685baa,What color are the capers,green,green
ac6d8e898685baa,How are the chicken pieces arranged in the image,scattered,decorative
7f4a3652f38c3ca,What is the main ingredient in the jar,pickles,green
7f4a3652f38c3ca,What material is the jar made of,glass,glass
7f4a3652f38c3ca,Is the jar full or empty,full,full
7f4a3652f38c3ca,What color are some of the zucchini slices,yellow,yellowish-green
7f4a3652f38c3ca,How are the zucchini pickles cut,sliced,sliced
23c54d8ee77e341,What color are the candied dill pickles,yellowish-green,yellowish-green
23c54d8ee77e341,What type of pickles are shown in the image,pickles,pickled
23c54d8ee77e341,Where is the jar filled with pickles located,on the left side,on the left side
23c54d8ee77e341,What color is the bowl on the right side,white,white
f631b6ffa9f8e44,What is the state of the cheese layer on top of the pie,melted,melted
f631b6ffa9f8e44,What type of food is primarily located on the right side of the image,pie,savory
f631b6ffa9f8e44,What color is the crust of the pie,tan,golden brown
f631b6ffa9f8e44,What color is the baking tin the pie is sitting in,silver,silver
d1323e9519e7ce3,What type of fruit is used in the pies,apricot,fruit
d1323e9519e7ce3,What color are the pies,golden-brown,golden brown
d1323e9519e7ce3,What type of dessert is shown in the image,pies,fried dough
d1323e9519e7ce3,What is the texture of the pies,uneven,crispy
e8022d21e4305f3,What type of dessert is shown in the image,pie,pie
e8022d21e4305f3,What color is the ceramic dish,white,white
e8022d21e4305f3,What color is the plate under the dish,green plate,green plate
d759993231e4ae6,What color are the pierogi,yellow,golden brown color
d759993231e4ae6,What type of food is shown in the image,pierogi,food
d759993231e4ae6,Where are the pierogi placed,on the plate,on the plate
d759993231e4ae6,Where is the pierogi located in the middle of the plate,center,center
9847bc5024dc67b,What color is the plate,white,white
9847bc5024dc67b,What color is the hotdog,pinkish-red,pinkish-red
9847bc5024dc67b,Where are the pigs in a blanket placed,on a plate,on a plate
def28ab9ad33050,What is the main ingredient in the Apricot Almond Pilaf,rice,rice
def28ab9ad33050,Where are all the food items placed,inside the bowl,ceramic bowl
da6f20f25f32a9d,What color is the base of the rice,yellow,white
da6f20f25f32a9d,How are the slices of red bell peppers arranged,scattered,scattered
da6f20f25f32a9d,What is the main ingredient in the pilaf,rice,rice
da6f20f25f32a9d,What color are the bell pepper slices partially visible beneath the yellow rings,red,"yellow, green"
da6f20f25f32a9d,Where are the green bell pepper slices mostly located,on the left,lower right
a6d484ebeacc37e,What size is the glass punch bowl,large,large
a6d484ebeacc37e,Where is the coconut shell cup located,to the lower left,left side
1c9c8473c25453f,What is the primary flavor of the pinwheels,chocolate,chocolate
1c9c8473c25453f,What color is the dark chocolate component of the pinwheel,brown,dark brown
1c9c8473c25453f,Where is the larger pinwheel located,on the left,on the left
d16d3b9f8992526,What is the temperature of the pinwheels,hot,"warm, hot"
d16d3b9f8992526,What color are the onion pieces on the pinwheels,brown,brown
d16d3b9f8992526,Where are the onion pieces located on the pinwheels,on top,on top
f18e99e9dcc91a3,What type of bread is shown in the image,bread,bread
f18e99e9dcc91a3,What color is the gluten-free pita flatbread,brown,brown
f18e99e9dcc91a3,Where is part of the bread located,on the plate,on the left side
f18e99e9dcc91a3,What is scattered on the plate under the bread,crumbs,small
c1b6d1ed9795a47,What color is the plate,white,white
c1b6d1ed9795a47,What type of bread is shown in the image,bread,bread
c1b6d1ed9795a47,What color is the napkin,red,orange
c1b6d1ed9795a47,What color is the pita bread,tan,golden brown
c1b6d1ed9795a47,Where is the pita bread placed,on a white plate,on a white plate
025ee3dfc1e85c2,How are the pear slices arranged on the pizza,arranged,arranged
025ee3dfc1e85c2,What fruit is placed on top of the cheese,pear,pears
025ee3dfc1e85c2,Where are the pear slices placed on the pizza,on top of,on top of
09ffcc95dea0190,What color is the pizza pan,silver,silver
09ffcc95dea0190,What type of food is shown in the image,pizza,pizza
09ffcc95dea0190,What color is the tomato sauce,red,red
09ffcc95dea0190,What color is the crust,beige,white
09ffcc95dea0190,What is the shape of the pizza pan,on a round,round
03c09164b78a5c8,What color is the crust of the cobbler,golden-brown,golden brown
03c09164b78a5c8,Where is the baking dish located,on the left,on the left
3a8a01d4826590d,What type of bread is shown in the image,plum bread,sweet
3a8a01d4826590d,What color is the plate,white,white
3a8a01d4826590d,What color is the base of the plum bread,tan,tan
3a8a01d4826590d,What is the texture of the top of the plum bread,cracked,cracked
3a8a01d4826590d,Where is the plate placed,on a plate,a plate
e5661bb8414166b,What type of dish is featured in the image,polenta,polenta
e5661bb8414166b,What color is the polenta,yellow,yellow
e5661bb8414166b,What color is the parsley garnish,green,green
8d5dbc4a9462c53,What is the dish in the lower center of the image,polenta,creamy corn-based
8d5dbc4a9462c53,Where is the polenta located in the image,in the lower center,the lower
8d5dbc4a9462c53,How is the corn prepared in the polenta,roasted,yellow
4668800e907780a,What color are the chicken pieces,beige,white
4668800e907780a,What type of meat is in the dish,chicken,chicken
4668800e907780a,What color is the cream sauce,yellow,yellow
4668800e907780a,What color is the sauce covering the dish,cream,creamy white
953f6be44a13027,What color are many of the rice grains coated in,yellow,yellowish-orange
953f6be44a13027,What is the main grain used in the dish,rice,rice
953f6be44a13027,What color is the ground meat mixed with the cabbage,brown,brown
953f6be44a13027,What color are the pieces of cabbage,in light yellow,light yellow
6908c6556f00d12,How are the dark brown pieces of meat and green beans distributed in the rice,interspersed,interspersed
6908c6556f00d12,What is the main ingredient in the lower half of the image,rice,rice
6908c6556f00d12,What color are the diced tomatoes in the salad,red,red
6908c6556f00d12,What color are the diced cucumbers in the salad,green,green
6908c6556f00d12,Where is the salad located in relation to the rice,above the rice,top left corner
c664b30dc984fe4,What color is the frosting on the cake pop,pink,pink
c664b30dc984fe4,What type of dessert is the food item,cake,cake
c664b30dc984fe4,What are the sprinkles on the cake pop like,colorful,colorful
c664b30dc984fe4,Where is the cake pop placed,on a light brown surface,flat surface
77f4c5b414b903a,What color are the ice pops,brown,brown
77f4c5b414b903a,What type of food is shown in the image,ice pops,ice cream popsicles
77f4c5b414b903a,What color is the plate,white,white
77f4c5b414b903a,Where are the ice pops placed,on a white plate,on a white plate
77f4c5b414b903a,What is the state of the background objects,blurred,background
95c0881264faca7,What color are the gingersnap cookies,brown,brown
95c0881264faca7,What type of baked goods are shown in the image,cookies,cookies
95c0881264faca7,Where are the cookies placed,on a metal baking sheet,baking sheet
cc8ab18052f66ff,How does the surface of the chicken appear,shiny,golden brown
cc8ab18052f66ff,What is the color of the rice,rice,rice
cc8ab18052f66ff,What is the color of the chicken surface,brown,brown
cc8ab18052f66ff,How are the chicken pieces arranged,stacked on,stacked on
efa79f62e1212b8,What color is the bowl,pink,pink
efa79f62e1212b8,What is holding the candied almonds,bowl,bowl
efa79f62e1212b8,What color are the candied almonds,brown,brown
a9de64865353ad1,What type of nuts are in the jar,almonds,almonds
a9de64865353ad1,What is the container for the almonds,jar,glass jar
a9de64865353ad1,Where are the scattered almonds located,on the same surface,on the surface
9a2122c94391ed2,What color is the almond tea,orange,golden color
9a2122c94391ed2,What type of surface is the glass sitting on,on the bottom center,dark-colored
9a2122c94391ed2,What color is the background of the image,green,green
0a14bf73604dec2,What color are the sweet potatoes,vibrant,deep orange
0a14bf73604dec2,What type of vegetable is in the bowl,sweet potatoes,sweet potatoes
0a14bf73604dec2,What color is associated with the sweet potatoes,orange,orange
0a14bf73604dec2,Where are the sweet potatoes mounded,within the bowl,the bowl
d0501785b532eca,What color are the darker patches on the apples,brown,brown
d0501785b532eca,What fruit is shown in the image,apples,peeled
d0501785b532eca,What color is the bowl,white,white
d0501785b532eca,What color is the cut apple piece,yellow,yellowish-orange
d0501785b532eca,Where are the apples placed,in a bowl,in a bowl
47319ad0fa9cdb4,What is the applesauce contained in,applesauce,applesauce
47319ad0fa9cdb4,What color is the bowl,blue,blue
47319ad0fa9cdb4,What color is the apple closer to the bowl,red,red
47319ad0fa9cdb4,Where is the bowl placed,on a surface,on a surface
dc9c9c226ed6f6b,What is the color of the applesauce,applesauce,applesauce
dc9c9c226ed6f6b,What is the color of the applesauce in the bowl,golden-brown,golden
dc9c9c226ed6f6b,What is being done with the spoon in the image,scooped,scoop
dc9c9c226ed6f6b,What color is the bowl containing the applesauce,white,white
dc9c9c226ed6f6b,Where is most of the applesauce located,in the bowl,in the bowl
e0e667da478e560,What color is the pear-applesauce inside the jar,golden-amber,"light, yellowish"
e0e667da478e560,What is the container holding the pear-applesauce,jar,jar
e0e667da478e560,What color is the apple on the table,yellow,yellow
e0e667da478e560,Where is the jar of pear-applesauce placed,on the table,on the table
e0e667da478e560,What color is the small dish containing more pear-applesauce,white,white
996c337701e6c89,What is the main protein in the dish,meat,meat
996c337701e6c89,What vegetable is visible in the ground meat mixture,carrots,carrots
996c337701e6c89,How are the plantains prepared,fried,fried
996c337701e6c89,Where is the ground meat mixture located,on the plate,on the plate
996c337701e6c89,Where is the rice placed relative to the ground meat,adjacent,"right, left"
e0d807ecc1cc31b,What color are the artichoke hearts,green,green
e0d807ecc1cc31b,What type of vegetable is shown in the lower-left area,artichoke,artichokes
e0d807ecc1cc31b,What color is the plate,white,white
e0d807ecc1cc31b,Where are the lettuce leaves located,to the right,to the right
fa3f82cfa61ea05,What color is the majority of the asparagus,green,green
fa3f82cfa61ea05,What vegetable is featured in the dish,asparagus,asparagus
fa3f82cfa61ea05,How are the asparagus pieces arranged on the plate,arranged,arranged
dadaf1377287f2d,What color are the asparagus spears,green,green
dadaf1377287f2d,What vegetable is shown in the image,asparagus,asparagus
dadaf1377287f2d,In which direction are the asparagus tips pointing,upwards,"top, left"
dadaf1377287f2d,Where are the asparagus spears stacked,on top of,on top of
a07fe2567ba507e,What color is the avocado near the center,green,green
a07fe2567ba507e,What fruit is used to hold the baked egg,avocado,avocado
a07fe2567ba507e,What color is the egg white,white,white
a07fe2567ba507e,Where is the avocado's outer skin described,on its outer skin,outer skin
a07fe2567ba507e,Where are the diced pieces of ham located,scattered,sprinkled
d294dd73f747ba7,What color is the pie filling,green,green
d294dd73f747ba7,What type of dessert is shown in the image,pie,pie
d294dd73f747ba7,What color is the whipped cream on top of the pie,white,white
d294dd73f747ba7,Where is the whipped cream located,on top,on top
e57919c504620ad,What color is the fried batter coating of the avocado bites,golden-brown,golden brown
e57919c504620ad,What is the main ingredient of the bites,avocado,green vegetables
e57919c504620ad,What color is the avocado inside the bites,green,green
e57919c504620ad,Where are the avocado bites placed,on a white square plate,on a white square plate
e57919c504620ad,Do the avocado bites have the same size and shape,vary,slight variations
bc65d8c82c97c6e,What type of berries are on the Dutch Babies,raspberries,raspberries
bc65d8c82c97c6e,How are the berries near the left edge arranged,scattered,"small, circular"
bc65d8c82c97c6e,What color are the raspberries,red,red
bc65d8c82c97c6e,Where are the Dutch Babies presented,on the white cloth,white
43f16eb0ce00b22,How does the bacon appear on the surface,glistening,"crispy, savory"
43f16eb0ce00b22,What type of meat is shown in the image,bacon,bacon
43f16eb0ce00b22,What color is the exterior of the bacon,dark brown,dark brown
43f16eb0ce00b22,Where are the two pieces of bacon positioned relative to each other,separated by,side by side
603ff0b14e008eb,What type of meat is shown in the image,bacon,bacon
603ff0b14e008eb,Where is the bacon being cooked,oven,oven
603ff0b14e008eb,Where is the bacon placed in the oven,on a wire rack,on a rack
dd10c756d295fd9,What color are the bagel bites,golden-brown,light brown
dd10c756d295fd9,What type of food is shown in the image,bagel bites,small rolls
dd10c756d295fd9,Where are the bagel bites located in the image,blue,right side
dd10c756d295fd9,How many bagel bites are broken,in the bottom half,bottom
dd10c756d295fd9,What color is the plate in the image,broken,blue
4ffc92ecaab59bc,What color are the bagels,golden-brown,golden brown
4ffc92ecaab59bc,What type of food is shown in the image,bagels,bagels
4ffc92ecaab59bc,What gives the bagels a speckled appearance,spice,spice
4ffc92ecaab59bc,Where are the bagels placed,on a wire rack,cooling rack
cc3286afe2ca6f4,What type of bread are the bagels made of,pumpernickel,type of bread
cc3286afe2ca6f4,What color are the bagels,brown,brown
cc3286afe2ca6f4,What food item is being described,bagels,bagels
cc3286afe2ca6f4,Where are the bagels placed,on a black wire rack,cooling rack
cc3286afe2ca6f4,What color are the sesame seeds on the bagels,white,light brown
66d008af21ff8da,What color is the bagel on the left,golden-brown,golden
66d008af21ff8da,What is the state of the cheese on the right bagel,melted,melted
66d008af21ff8da,What is the bagel placed on,plate,plate
66d008af21ff8da,What type of seeds are on the bagel on the left,sesame,sesame
66d008af21ff8da,Where is the golden-brown bagel located,on the left,on the left
63f9b9692722870,What color is the baking dish,white,white
63f9b9692722870,What is the main ingredient in the top layer of the bake,cheese,cheese
63f9b9692722870,"What are the small, dark brown pieces within the cheese",sausage,sausage
63f9b9692722870,What color are the cooked sausage pieces,brown,golden-brown
63f9b9692722870,Where are the sausage pieces located,within the cheese,cheese
3a687442b546d06,What color is the smoothie,beige,light brown color
3a687442b546d06,What fruit is used to make the smoothie,bananas,bananas
3a687442b546d06,What color is the straw,yellow,green
3a687442b546d06,Where are the bananas located,to the left of,to the left of
be6202dbef60502,What color are the chocolate chips on top of the loaves,brown,brown
be6202dbef60502,What type of chips are on top of the loaves,chocolate,chocolate
be6202dbef60502,What shape are the loaves,loaves,loaves
be6202dbef60502,What color is the crust of the loaves,golden-brown,golden brown
be6202dbef60502,Where is one loaf angled towards,towards the center,towards the
eba8e48373f79c5,What type of fries are shown in the image,fries,fries
eba8e48373f79c5,What color are the fries,brown,brown
