Image,Question,Answer,Predict
638bf82e40fbb3d,What is the hue of the mojito,yellow-green,yellow-green
638bf82e40fbb3d,What type of drink is shown in the image,mojito,mojito
638bf82e40fbb3d,What color are the mint leaves in the mojito,green,green
638bf82e40fbb3d,How is the mojito served in the image,by the Pitcher,in a pitcher
638bf82e40fbb3d,What describes the appearance of the mint leaves,fresh,fresh
bc20ea826ad34ab,What color is the mojito located at the top left,green,green
bc20ea826ad34ab,What type of drink is shown in the image,mojito,drinks
bc20ea826ad34ab,What color is the mojito with mint leaves and a gold straw,yellow,green
bc20ea826ad34ab,What fruit is in the light pink mojito,strawberry,strawberry
f54d9b4f31ab88c,What is the color of the glasses holding the mousse,transparent,Clear
f54d9b4f31ab88c,What type of dessert is shown in the image,mousse,mousse
f54d9b4f31ab88c,What color is the coffee powder on top of the mousse,brown,brown
f54d9b4f31ab88c,How would you describe the texture of the mousse,creamy,creamy
f54d9b4f31ab88c,Where are the mousses placed,on a silver tray,on a silver tray
42a76678c4704ca,What color is the top of the muffins,golden-yellow,golden yellow
42a76678c4704ca,What type of baked goods are shown in the image,muffins,muffins
42a76678c4704ca,What is the front muffin doing to the muffin behind it,obscuring,front
42a76678c4704ca,What color is the serving dish,blue,blue
b65addd2e59de92,What type of drink is the Limoncello Mule,beverage,drink
b65addd2e59de92,What do the ice cubes fill in the glass,fill,fill
b65addd2e59de92,What color are the ice cubes,white,white
b65addd2e59de92,Where is the sprig of mint leaves located,on top of,on top of
5a2032b309c2f30,What material is the mug made of,copper,copper
5a2032b309c2f30,What type of drink container is used,mug,mug
5a2032b309c2f30,What color is the lime twist on the mug,green,green
5a2032b309c2f30,What color is the candied ginger,yellow,no color
5a2032b309c2f30,Where is the slice of lime placed,on the wooden surface,on the
ea5af326b0c0ae0,What color are the mushrooms,brown,brown
ea5af326b0c0ae0,What type of food is shown in the image,mushrooms,mushrooms
ea5af326b0c0ae0,How does the sauce on the mushrooms appear,glossy,"rich, dark brown color"
ea5af326b0c0ae0,What color are the leaves scattered throughout the mushrooms,green,green
ea5af326b0c0ae0,How are the mushrooms arranged,in a pile,in a pile
49867bb4f0e8a8e,What color are the scrambled eggs,yellow,yellow
49867bb4f0e8a8e,What is the main ingredient mixed with the mushrooms,eggs,eggs
49867bb4f0e8a8e,What type of vegetable is mixed with the eggs,mushroom,mushroom
49867bb4f0e8a8e,What color are the mushrooms,brown,brown
2f23310ae0cd1ac,What is the main protein in the dish,chicken,chicken
2f23310ae0cd1ac,What color is the creamy dijon sauce,brown,"yellow, golden"
2f23310ae0cd1ac,Where is the chicken located in the bowl,on the right,on the right
2f23310ae0cd1ac,What are the small green specks on the sauce,herbs,herbs
003a0414a7b4b4d,What is the texture of the mushrooms,creamy,"soft, tender"
003a0414a7b4b4d,What type of food is being cooked,mushrooms,mushrooms
003a0414a7b4b4d,What color is the pan,black,black
003a0414a7b4b4d,Where are the mushrooms being cooked,from the pan,in a pan
003a0414a7b4b4d,What color are the darker parts of the mushrooms,brown,darker
6b9c89697a4e683,What color are the enoki mushrooms in the image,yellow,light cream color
6b9c89697a4e683,What type of mushrooms are shown in the image,enoki mushrooms,enoki mushrooms
6b9c89697a4e683,How do the strands of enoki mushrooms appear in the image,tangled,tangled
6b9c89697a4e683,What is the shape of the enoki mushrooms in the image,strands,"thin, and delicate shape"
ae3d0682c44e12e,What is the state of the mussels in the broth,immersed,mussels in the broth
ae3d0682c44e12e,What type of seafood is primarily black and in the center of the image,mussels,mussels
ae3d0682c44e12e,What color is the broth surrounding the mussels,orange-red,reddish-orange color
ae3d0682c44e12e,What color is the chorizo in the broth,brownish-red,not clear
ae3d0682c44e12e,Where is the piece of bread located in the image,on the left,on the left
ced462fa8f5ce2e,What is the color of the mustard sauce,yellow-orange,yellow-orange
ced462fa8f5ce2e,What is happening to the mustard sauce above the jar,pouring,flowing
ced462fa8f5ce2e,What is the mustard sauce stored in,jar,glass jar
ced462fa8f5ce2e,What is the cutting board made of,wooden,wood
ced462fa8f5ce2e,Where is the spoonful of mustard sauce held,above the jar,above the jar
4fde47f85a2d62f,What material is the jar made of,glass,glass
4fde47f85a2d62f,What type of surface is the jar on,wooden,wooden
4fde47f85a2d62f,What condiment is in the jar,mustard,yellow
4fde47f85a2d62f,Where is the jar located relative to the silver spreader,to the right,to the right
832f0e5e873a85a,What type of mustard is in the jars,Dijon,light brown
832f0e5e873a85a,What color is the mustard in the jars,tan,light brown or beige
832f0e5e873a85a,How are the jars arranged in the image,lined up,arranged in the
832f0e5e873a85a,What containers hold the mustard,jars,jars
87b272a4cbacfdb,What is the texture of the vegan nacho cheese,creamy,creamy
87b272a4cbacfdb,What food is the vegan nacho cheese poured over,nachos,nacho cheese
87b272a4cbacfdb,What color is the vegan nacho cheese,light-orange,bright and inviting
87b272a4cbacfdb,Where is the chopped green onions scattered,on top of,on top of
87b272a4cbacfdb,What is the vegan nacho cheese held in,bowl,bowl
af8cb9fe3adcc14,What is the base of the dish made of,potato,potato
af8cb9fe3adcc14,What color is the plate,white,white
af8cb9fe3adcc14,What color are the potato wedges,golden-brown,golden brown
af8cb9fe3adcc14,What is melted over the potatoes,cheese,cheese
af8cb9fe3adcc14,Where are the quick potato nachos placed,on a plate,on a plate
a87e8139eb5bf66,What is drizzled on top of the nachos,chocolate,chocolate
a87e8139eb5bf66,What type of chips are used for the nachos,nachos,nachos
a87e8139eb5bf66,What color are the tortilla chips,brown,brown
a87e8139eb5bf66,What color is the paper plate,white,white
a87e8139eb5bf66,Where is the ice cream and chocolate sauce primarily concentrated,on top of,on the left side
7745d02f7aac9ca,What is the texture of the nectarine refresher,smooth,smooth
7745d02f7aac9ca,What is the nectarine refresher served in,glass,glass
7745d02f7aac9ca,What color is the nectarine refresher,pink,pink
7745d02f7aac9ca,What type of drink is in the glass,refresher,fruit
2bf4c23266f6f36,What type of dish is being described,soup,soup
2bf4c23266f6f36,What color are the jalapeño slices,green,green
2bf4c23266f6f36,What type of meat is in the soup,chicken,chicken
2bf4c23266f6f36,Where is the lime wedge located,on the lower-right,on the right
35fecfa515fed5b,What color is the bowl,light blue,blue
35fecfa515fed5b,What is the food served in,bowl,food served in
35fecfa515fed5b,How much of the bowl do the noodles occupy,fill,occupy
35fecfa515fed5b,What color are the noodles,yellow,yellow
35fecfa515fed5b,Where are the noodles located in the image,in the center,in the center
2dcd9ac80de058d,What is the texture of the catfish nuggets,crunchy,crunchy
2dcd9ac80de058d,What type of food is arranged on the plate,nuggets,nuggets
2dcd9ac80de058d,What color is the plate,white,white
2dcd9ac80de058d,Where are the catfish nuggets located on the plate,on the right side,on the right side
2dcd9ac80de058d,What color is the sauce on the plate,red,red
8f2c50a0a19996f,What type of nuts are covered in chocolate,corn nuts,nuts
8f2c50a0a19996f,What color is the chocolate coating,brown,brown
8f2c50a0a19996f,Where is one cluster of chocolate-covered corn nuts located,on the napkin,on the napkin
4c2f9a94422a2e9,What color is the pie crust,golden-brown,light tan
4c2f9a94422a2e9,What type of pie is shown,oatmeal,None
4c2f9a94422a2e9,What is inside the pie crust,filling,filling
4c2f9a94422a2e9,What color is the shredded coconut,white,white
4c2f9a94422a2e9,Where is the slice of pie placed,on a white surface,on a white
0bc89d050cedc1c,What color are the overnight buckwheat oats,beige,light tan color
0bc89d050cedc1c,What do the buckwheat oats do in the bowl,fill,popular
0bc89d050cedc1c,What type of berries are dark blue and on top of the oats,blueberries,blueberries
0bc89d050cedc1c,What color are the red berries,red,red
0bc89d050cedc1c,Where are the blueberries and red berries located,on top,on top
d0530bab5c8a27e,What color is the cooking pot,black,black
d0530bab5c8a27e,What is the main ingredient in the dish besides okra,rice,rice
d0530bab5c8a27e,What color are the okra pieces,green,green
d0530bab5c8a27e,What vegetable is mixed with the rice,okra,okra
d0530bab5c8a27e,In what type of pot is the okra rice cooked,in a black cooking pot,type of pot
63259c61ebc63e5,What color is the chicken breast,beige,white
63259c61ebc63e5,What type of meat is at the center of the plate,chicken,chicken
63259c61ebc63e5,What color are the olives,green,green
63259c61ebc63e5,Where are the green olives placed,on top,on top
63259c61ebc63e5,What are the bright red halved fruits on the chicken,tomatoes,tomatoes
07fd6296d93bc13,What color are most of the olives,golden,green
07fd6296d93bc13,What type of food is shown in the image,olives,olives
07fd6296d93bc13,What has been done to three of the olives,cut,cut
07fd6296d93bc13,Where are the cut olives located,on the bottom,on the bottom
07fd6296d93bc13,What color are the insides of the cut olives,green,green color
861fbbe85de778d,What material is the cutting board made of,wooden,light color
861fbbe85de778d,What type of bread is displayed,bread,bread
861fbbe85de778d,What color are the olive pieces in the bread,black,black
861fbbe85de778d,What color is the crust of the bread,golden-brown,golden-brown
861fbbe85de778d,Where is the bread placed,on a wooden cutting board,on a wooden cutting board
425e9f115ea8100,What color is the plate,white,white
425e9f115ea8100,What color is the omelet,yellow,yellow
425e9f115ea8100,What is the filling doing to the omelet,spilling out of,outwards
425e9f115ea8100,What type of meat is in the filling,bacon,bacon
425e9f115ea8100,How are the onions prepared in the filling,mixed,filling
1f5e476034d2636,Where is the spinach located,located on the left side,visible
1f5e476034d2636,What is the main ingredient of the top layer of the dish,omelette,main ingredient of the
1f5e476034d2636,How is the feta cheese distributed in the dish,scattered,"tangy, creamy"
1f5e476034d2636,What color are the tomato slices,red,red
b78d925a20b5499,What color are the caramelized onions,caramelized,caramelized
b91602b9b0ce9ab,What has happened to the cheese,melted,melted
b91602b9b0ce9ab,What ingredient appears as light brown to dark brown strands and chunks,onions,"brown, dark brown"
b91602b9b0ce9ab,What color are the onions,brown,no onions
b91602b9b0ce9ab,What ingredient covers the entire top surface of the dish,cheese,cheese
b91602b9b0ce9ab,Where are the onions more concentrated,towards the bottom,top
67117992b296d76,What color is the hot dog,reddish-brown,red
67117992b296d76,How is the hot dog positioned in the bun,nestled,hot dog
67117992b296d76,What color are the onions,orange,golden brown color
67117992b296d76,Where is the bowl of onions located in relation to the hot dog,to the left of,to the left of
1c3a4f30fe5d2a1,What color are the roasted oranges,orange,orange
1c3a4f30fe5d2a1,What are the roasted oranges served on,plate,plate
1c3a4f30fe5d2a1,How would you describe the color of the roasted oranges,vibrant,vibrant orange
03ad6b911f92ca4,What is the texture of the white layer on top of the drink,thick,creamy
03ad6b911f92ca4,What type of beverage is the Orange Glorious II,drink,drink
03ad6b911f92ca4,What is the mint leaf used for on the drink,garnished,freshness and flavor
03ad6b911f92ca4,What color is the mint leaf used as garnish,green,green
03ad6b911f92ca4,Where are the bright orange pieces from the drink located,at the bottom,at the bottom
8442a41c2de89de,What color is the light pink layer,pink,pink
8442a41c2de89de,Does the dessert contain Oreo,Oreo,Oreo
8442a41c2de89de,Is the whipped topping sprinkled with chocolate chips,sprinkled,sprinkled
8442a41c2de89de,Where are the chocolate chips scattered,on top surface,on top
9ffec9e57522152,What shape is the Cajun Oyster Pie,circular,no
9ffec9e57522152,What part of the pie is decorated with a star,crust,top
f58a02071aaec42,What shape is the plate,star-shaped,shape of a starfish
f58a02071aaec42,What type of seafood is featured in the image,oysters,oysters
f58a02071aaec42,What color are the herbs on the oysters,green,green
f58a02071aaec42,Where are the oysters placed,on a star-shaped plate,on a star-shaped plate
421870f09cf9265,What color is the ice bed,white,white
421870f09cf9265,What type of seafood is shown,oysters,oysters
421870f09cf9265,What color is the liquid inside the oyster shells,yellow,yellow
421870f09cf9265,What color are the cooked bacon pieces,reddish-brown,reddish-brown
bb7bc9e1f7ec7b8,What color is the bowl,white,white
bb7bc9e1f7ec7b8,What color is the rice in the paella,yellow,yellow
bb7bc9e1f7ec7b8,How are the mussels arranged in the bowl,scattered,visually appealing
bb7bc9e1f7ec7b8,What type of seafood is near the top and bottom of the bowl,shrimp,black
bb7bc9e1f7ec7b8,Where is the squid located in the dish,in a bowl,in the middle of
246d3e9d0a52a4a,What type of meat is included in the paella besides shrimp,chicken,chicken
246d3e9d0a52a4a,How are the shrimp distributed in the paella,scattered,scattered
246d3e9d0a52a4a,What color are the pieces of chicken in the paella,orange-brown,red
246d3e9d0a52a4a,What seafood is included in the paella,shrimp,shrimp
5964496678097b7,What color are the green onions in the pancake,green,green
5964496678097b7,What type of food is shown in the image,pancake,pancake
5964496678097b7,What color is the plate,white,white
5964496678097b7,What color is the pancake's surface,golden brown,brown
5964496678097b7,Where are the pancakes located on the plate,on the left side,on the left side
ca56d40bbb8f833,What is the taste of the pancakes,salty,sweet
ca56d40bbb8f833,What type of food is shown in the image,pancakes,pancakes
ca56d40bbb8f833,How were the pancakes prepared,cooking,prepared
ca56d40bbb8f833,What color is the base of the pancakes,yellow,light brown
dabd4bad6169994,What color are the paneer cubes,golden yellow,yellow
dabd4bad6169994,What is the main ingredient in the dish,paneer,paneer
dabd4bad6169994,What color is the gravy,reddish-brown,dark brown color
dabd4bad6169994,Where are the cilantro leaves placed,on top,on top
dabd4bad6169994,How would you describe the cilantro leaves,vibrant,vibrant green
16f44d88446908d,What color is the Palak Paneer,green,green
16f44d88446908d,What is the shape of the container holding the Palak Paneer,bowl,bowl
16f44d88446908d,What color is the bowl,blue,blue
16f44d88446908d,How are the cubes of Paneer distributed in the Palak Paneer,scattered,distributed throughout
16f44d88446908d,"Where is the thin, white cream drizzled",on top,on top
72baeae4b31f87f,What fruit is used in the parfait,cranberry,fruit
72baeae4b31f87f,What is the bowl made of,glass,glass
72baeae4b31f87f,What color is the bottom layer of the parfait,red,red
72baeae4b31f87f,Where is the bowl placed,on a table,on a table
72baeae4b31f87f,What color is the cream layer in the parfait,white,white
9754b1ddb854f12,What type of dessert is shown in the image,parfaits,parfait
9754b1ddb854f12,What color are the sliced strawberries,red,red
9754b1ddb854f12,Where are the granola pieces sprinkled,on top,on top
9754b1ddb854f12,What fruit is peeking out from behind the strawberry fan,orange,orange
52fcd4430f4183a,What color is the soup,yellow,yellowish color
52fcd4430f4183a,What does the soup do inside the bowl,fills,filling
52fcd4430f4183a,What type of soup is it,vegetable,yellow-colored
52fcd4430f4183a,What color is the dollop in the center,white,white
52fcd4430f4183a,Where is the dollop located in the soup,in the center,in the center
79ced46151bbe7a,What shape is the bowl containing the mashed parsnips,round,circular
79ced46151bbe7a,What vegetable is mashed in the bowl,parsnips,vegetable
79ced46151bbe7a,What color are the mashed parsnips,beige,light yellow
79ced46151bbe7a,How would you describe the texture of the mashed parsnips,smooth,smooth
6092f585b9a1ca9,What type of meat is used in the dish,chicken,chicken
6092f585b9a1ca9,What color is the tomato-based sauce,reddish-orange,red
6092f585b9a1ca9,What type of pasta is used in the dish,pasta,pasta
6092f585b9a1ca9,Where are the white beans located in the dish,scattered amidst,scattered
6092f585b9a1ca9,What is the size of the red tomatoes in the dish,diced,small to medium
6fd53226d02f234,What color is the bright cheese on top of the pasta,orange,orange
6fd53226d02f234,What type of food is the main component of the dish,pasta,pasta
6fd53226d02f234,What is the state of the white cheese on top of the pasta,melted,melted
6fd53226d02f234,What color is the base layer of the pasta,brownish-tan,golden orange color
7f8b5fc69d20db3,What color is the pasta in the image,beige,beige
7f8b5fc69d20db3,What type of pasta is in the image,pasta,pasta
7f8b5fc69d20db3,What seafood is included in the dish,shrimp,shrimp
7f8b5fc69d20db3,What color are the asparagus spears in the image,green,green
7f8b5fc69d20db3,Where are the capers mostly located in the image,over the shrimp,over the shrimp
c16a6bf8525f695,How are the diced chicken pieces distributed in the dish,scattered,scattered
c16a6bf8525f695,What is the base of the dish made of,pasta,pasta
c16a6bf8525f695,What color is the pasta in the dish,yellow,yellow
c16a6bf8525f695,Where is the shredded cheese placed in the dish,on top,on top
be20945d4d2f1af,What is the main component of the dish,dish,dish
be20945d4d2f1af,What color are the tomatoes,red,red
be20945d4d2f1af,How are the tomatoes arranged in the dish,scattered,scattered
0828e13422d34d9,What vegetable is included in the pasta,eggplant,vegetables
0828e13422d34d9,What color are the pasta tubes,golden-yellow,yellowish-brown
0828e13422d34d9,Where is the larger portion of pasta served,bowls,bowls
0828e13422d34d9,What color is the handle of the fork,with a brown wooden handle,brown handle
0828e13422d34d9,What color is the parmesan cheese on top,white,white
b56fe91729ed59b,What color is the lemon curd,yellow,yellow
b56fe91729ed59b,What fruit is on top of the lemon curd,blueberries,blueberries
b56fe91729ed59b,Where are the blueberries located,nestled among,center
b56fe91729ed59b,What dessert is being described,pavlova,pavlova
97f31ab9cff2ce8,What is the color of the split pea soup,greenish-yellow,yellow
97f31ab9cff2ce8,What type of dish is the greenish-yellow mixture,soup,soup
97f31ab9cff2ce8,What is the color of the bowls containing the soup,white,white
97f31ab9cff2ce8,Where is the silver spoon in relation to the soup,submerged,in the soup
080a08688d3f0e9,What type of food is in the bowl,peas,green peas
080a08688d3f0e9,Where are the peas located,bowl,bowl
080a08688d3f0e9,What cuisine do the peas belong to,Italian,European or American cuisine
080a08688d3f0e9,Where are the peas positioned in the frame,on the right side,right side
bf93c4762564a50,How would you describe the color of the peaches,vibrant,vibrant
bf93c4762564a50,What is the spoon doing with the peach slices,holding,being used to scoop
bf93c4762564a50,What color is the skillet,white,"light, black"
bf93c4762564a50,Where is the skillet located in the image,in the center,in the
af12c2c429e30b2,What color is the liquid in the glasses,yellow-orange,yellow-orange
af12c2c429e30b2,What type of container holds the Peach Bellinis,glasses,glasses
af12c2c429e30b2,What material is the board that the glasses are placed on,wooden,wooden
af12c2c429e30b2,Where are the peach slices placed on the glasses,on the rim,on the rim
af12c2c429e30b2,What color are the peach slices on the rim of the glasses,reddish-yellow,"yellow, reddish-pink"
c37969d9f8d91ec,What type of drink is featured in the image,margaritas,margarita
c37969d9f8d91ec,How are the Peach Margaritas presented,served,serving
c37969d9f8d91ec,How would you describe the color of the margaritas,bright,bright
c37969d9f8d91ec,What are the drinks served in,glasses,glasses
c37969d9f8d91ec,Where are the margaritas positioned in the frame,in the center,in the
1f020898833f361,What type of beverage is shown in the image,tea,beverages
1f020898833f361,What is the person in the image doing with the peach tea,drinking,enjoying a refreshing
1f020898833f361,What flavor is the tea in the image,peach,peach
1f020898833f361,What color are the straws in the glasses,yellow,yellow
1f020898833f361,Where is the second glass of peach tea positioned,to the right,behind the first
e58d9abdaf831a2,What color is the liquid in the pitcher,peachy-orange,reddish-orange color
e58d9abdaf831a2,What is the sangria served in on the left,pitcher,pitcher
e58d9abdaf831a2,What color are the strawberries in the sangria,red,red
e58d9abdaf831a2,Where is the glass pitcher positioned,on the left,on the left
2987d882d66a7e8,What color is the peanut butter in the cookie on the left,dark,brown
2987d882d66a7e8,What type of butter is used in the cookies,peanut butter,peanut butter
2987d882d66a7e8,What color is the cookie part of the Peanut Butter Temptations II,golden brown,golden brown
2987d882d66a7e8,Where is the cookie with light brown peanut butter located,on the lower right,lower right
2987d882d66a7e8,What type of dessert is shown in the image,cookie,type of dessert
a2f7338a23dae10,What color is the peanut butter ice cream topping,light brown,brown
a2f7338a23dae10,What type of food is the topping made of,ice cream,sweet
a2f7338a23dae10,What is the consistency of the peanut butter ice cream topping,smooth,smooth
a2f7338a23dae10,Where is the reflective surface particularly noticeable,near the top,top
d52439fae098204,What color is the plate,yellow,white
d52439fae098204,What type of food is shown in the image,muffins,muffins
d52439fae098204,How would you describe the appearance of the muffins,perfect,warm and inviting
d52439fae098204,What color are the paper liners of the muffins,white,white
d52439fae098204,Where are most of the muffins placed,on the plate,on the plate
3b04aeb0107acac,What color are the pears,red,red
3b04aeb0107acac,Where are the pears located in the image,in the left side,in the left side
b076ebd5863251a,What color is the pecan filling,brown,brown
b076ebd5863251a,What type of nuts are used in the pie,pecan,pecans
b076ebd5863251a,What color is the whipped cream on one of the pies,white,white
b076ebd5863251a,Where is the pecan filling located,on top,on top
b076ebd5863251a,What color are the scattered pecans,reddish-brown,brown
3718baab129db6e,What color are the crackers,tan,light yellow
3718baab129db6e,How are the two crackers in the foreground positioned,overlapping,top one
3718baab129db6e,What color are the specks on the crackers,brown,brown
3718baab129db6e,Where is the pecan pepper appetizer located,on the cracker,on the cracker
3718baab129db6e,What type of dish is the pecan pepper mixture,appetizer,topping for crackers
e57b2feba7c0dd2,What type of pasta is in the bowl,penne,penne
e57b2feba7c0dd2,How is the penne pasta arranged in the bowl,distributed,circular
e57b2feba7c0dd2,What color is the mango chile sauce,red,no color
e57b2feba7c0dd2,What herb is scattered on top of the pasta,cilantro,parsley
e57b2feba7c0dd2,Where is the cilantro placed,on top of,on top of
3f3ebc236374bd6,What type of pasta is visible in the image,penne,penne
3f3ebc236374bd6,What color are the peppers in the dish,red-orange,Red
3f3ebc236374bd6,How are the peppers prepared in the dish,sauteed,sauteed
3f3ebc236374bd6,What is distributed throughout the dish alongside the penne,peppers,vegetables
176aa7a0d1fac3f,What color are the Padron peppers,green,green
176aa7a0d1fac3f,What type of vegetable is shown in the image,peppers,peppers
176aa7a0d1fac3f,Where are the peppers scattered across,scattered across,scattered across
176aa7a0d1fac3f,How do the peppers appear on the plate,glistening,dark green
c19a3ea29eeebad,What color is the container,white,white
c19a3ea29eeebad,What type of sauce is in the container,pesto,pesto
c19a3ea29eeebad,What is the chive pesto stored in,container,container
c19a3ea29eeebad,How would you describe the green color of the pesto,vibrant,vibrant
e83d92fa9726ea1,How does the walnut pesto appear in terms of texture,textured,coarse
e83d92fa9726ea1,What type of sauce is primarily green and textured,pesto,green sauce
e83d92fa9726ea1,What does the walnut pesto fill in the image,fills,filled
e83d92fa9726ea1,What color is the ceramic bowl,white,white
e83d92fa9726ea1,Where are the fresh basil leaves placed,on top of,on top of
ac6d8e898685baa,What is the main protein in the dish,chicken,chicken
ac6d8e898685baa,Where are some of the capers falling,falling onto,falling
ac6d8e898685baa,What color are the capers,green,green
ac6d8e898685baa,How are the chicken pieces arranged in the image,scattered,visually appealing manner
7f4a3652f38c3ca,What is the main ingredient in the jar,pickles,yellow
7f4a3652f38c3ca,What material is the jar made of,glass,glass
7f4a3652f38c3ca,Is the jar full or empty,full,full
7f4a3652f38c3ca,What color are some of the zucchini slices,yellow,yellow
7f4a3652f38c3ca,How are the zucchini pickles cut,sliced,sliced
23c54d8ee77e341,What color are the candied dill pickles,yellowish-green,yellow
23c54d8ee77e341,What type of pickles are shown in the image,pickles,pickles
23c54d8ee77e341,Where is the jar filled with pickles located,on the left side,left
23c54d8ee77e341,What color is the bowl on the right side,white,white
f631b6ffa9f8e44,What is the state of the cheese layer on top of the pie,melted,melted
f631b6ffa9f8e44,What type of food is primarily located on the right side of the image,pie,pie
f631b6ffa9f8e44,What color is the crust of the pie,tan,tan
f631b6ffa9f8e44,What color is the baking tin the pie is sitting in,silver,silver
d1323e9519e7ce3,What type of fruit is used in the pies,apricot,type of fruit
d1323e9519e7ce3,What color are the pies,golden-brown,golden brown
d1323e9519e7ce3,What type of dessert is shown in the image,pies,pies
d1323e9519e7ce3,What is the texture of the pies,uneven,"crispy, golden-brown, flaky"
e8022d21e4305f3,What type of dessert is shown in the image,pie,pie
e8022d21e4305f3,What color is the ceramic dish,white,white
e8022d21e4305f3,What color is the plate under the dish,green plate,green plate
d759993231e4ae6,What color are the pierogi,yellow,yellow
d759993231e4ae6,What type of food is shown in the image,pierogi,pierogi
d759993231e4ae6,Where are the pierogi placed,on the plate,on a plate
d759993231e4ae6,Where is the pierogi located in the middle of the plate,center,center
9847bc5024dc67b,What color is the plate,white,white
9847bc5024dc67b,What color is the hotdog,pinkish-red,red color
9847bc5024dc67b,Where are the pigs in a blanket placed,on a plate,on a plate
def28ab9ad33050,What is the main ingredient in the Apricot Almond Pilaf,rice,rice
def28ab9ad33050,Where are all the food items placed,inside the bowl,inside the bowl
da6f20f25f32a9d,What color is the base of the rice,yellow,yellow
da6f20f25f32a9d,How are the slices of red bell peppers arranged,scattered,visually appealing
da6f20f25f32a9d,What is the main ingredient in the pilaf,rice,rice
da6f20f25f32a9d,What color are the bell pepper slices partially visible beneath the yellow rings,red,red
da6f20f25f32a9d,Where are the green bell pepper slices mostly located,on the left,on the left
a6d484ebeacc37e,What size is the glass punch bowl,large,large
a6d484ebeacc37e,Where is the coconut shell cup located,to the lower left,lower left
1c9c8473c25453f,What is the primary flavor of the pinwheels,chocolate,chocolate
1c9c8473c25453f,What color is the dark chocolate component of the pinwheel,brown,brown
1c9c8473c25453f,Where is the larger pinwheel located,on the left,on the left
d16d3b9f8992526,What is the temperature of the pinwheels,hot,warm
d16d3b9f8992526,What color are the onion pieces on the pinwheels,brown,brown
d16d3b9f8992526,Where are the onion pieces located on the pinwheels,on top,on top
f18e99e9dcc91a3,What type of bread is shown in the image,bread,bread
f18e99e9dcc91a3,What color is the gluten-free pita flatbread,brown,brown
f18e99e9dcc91a3,Where is part of the bread located,on the plate,on the plate
f18e99e9dcc91a3,What is scattered on the plate under the bread,crumbs,shredded
c1b6d1ed9795a47,What color is the plate,white,white
c1b6d1ed9795a47,What type of bread is shown in the image,bread,bread
c1b6d1ed9795a47,What color is the napkin,red,red
c1b6d1ed9795a47,What color is the pita bread,tan,light golden brown color
c1b6d1ed9795a47,Where is the pita bread placed,on a white plate,on a white plate
025ee3dfc1e85c2,How are the pear slices arranged on the pizza,arranged,arranged
025ee3dfc1e85c2,What fruit is placed on top of the cheese,pear,pear
025ee3dfc1e85c2,Where are the pear slices placed on the pizza,on top of,on the
09ffcc95dea0190,What color is the pizza pan,silver,silver
09ffcc95dea0190,What type of food is shown in the image,pizza,pizza
09ffcc95dea0190,What color is the tomato sauce,red,red
09ffcc95dea0190,What color is the crust,beige,white
09ffcc95dea0190,What is the shape of the pizza pan,on a round,round
03c09164b78a5c8,What color is the crust of the cobbler,golden-brown,light yellow color
03c09164b78a5c8,Where is the baking dish located,on the left,on the left
3a8a01d4826590d,What type of bread is shown in the image,plum bread,bread
3a8a01d4826590d,What color is the plate,white,white
3a8a01d4826590d,What color is the base of the plum bread,tan,brown
3a8a01d4826590d,What is the texture of the top of the plum bread,cracked,cracked
3a8a01d4826590d,Where is the plate placed,on a plate,on a plate
e5661bb8414166b,What type of dish is featured in the image,polenta,polenta
e5661bb8414166b,What color is the polenta,yellow,yellow
e5661bb8414166b,What color is the parsley garnish,green,green
8d5dbc4a9462c53,What is the dish in the lower center of the image,polenta,creamy mashed potato dish
8d5dbc4a9462c53,Where is the polenta located in the image,in the lower center,in the lower
8d5dbc4a9462c53,How is the corn prepared in the polenta,roasted,creamy
4668800e907780a,What color are the chicken pieces,beige,"white, dark"
4668800e907780a,What type of meat is in the dish,chicken,no meat
4668800e907780a,What color is the cream sauce,yellow,yellow
4668800e907780a,What color is the sauce covering the dish,cream,yellow
953f6be44a13027,What color are many of the rice grains coated in,yellow,yellow-orange
953f6be44a13027,What is the main grain used in the dish,rice,rice
953f6be44a13027,What color is the ground meat mixed with the cabbage,brown,brown
953f6be44a13027,What color are the pieces of cabbage,in light yellow,yellow
6908c6556f00d12,How are the dark brown pieces of meat and green beans distributed in the rice,interspersed,distributed throughout
6908c6556f00d12,What is the main ingredient in the lower half of the image,rice,rice
6908c6556f00d12,What color are the diced tomatoes in the salad,red,red
6908c6556f00d12,What color are the diced cucumbers in the salad,green,green
6908c6556f00d12,Where is the salad located in relation to the rice,above the rice,above the rice
c664b30dc984fe4,What color is the frosting on the cake pop,pink,pink
c664b30dc984fe4,What type of dessert is the food item,cake,cake
c664b30dc984fe4,What are the sprinkles on the cake pop like,colorful,colorful
c664b30dc984fe4,Where is the cake pop placed,on a light brown surface,on a brown surface
77f4c5b414b903a,What color are the ice pops,brown,brown
77f4c5b414b903a,What type of food is shown in the image,ice pops,frozen dessert
77f4c5b414b903a,What color is the plate,white,white
77f4c5b414b903a,Where are the ice pops placed,on a white plate,on a white plate
77f4c5b414b903a,What is the state of the background objects,blurred,out of focus
95c0881264faca7,What color are the gingersnap cookies,brown,brown
95c0881264faca7,What type of baked goods are shown in the image,cookies,cookies
95c0881264faca7,Where are the cookies placed,on a metal baking sheet,on a baking sheet
